code,name,price,涨幅%,换手率%,成交量,MA5,MA20,RSI,评级,策略,环境,风险档,触发价,止损价,每股风险,TY高,TY低,突破状态,放量阈值,动量20日%,C23,C23原因
600019,宝钢股份,5.76,-1.538461538461533,0.0,987466.0,5.904,5.8825,0,S,钻潜评级策略,good,1R,5.63,5.36,0.27,5.62,5.37,已突破,1641482.0,2.7,不达标,止损0.27元<0.5
600887,伊利股份,26.21,-0.41793313069908855,0.0,450252.0,26.478,26.561500000000002,0,S,钻潜评级策略,good,1R,25.42,24.33,1.09,25.37,24.38,已突破,1106877.0,2.2,达标,
600993,马应龙,23.46,0.1707941929974366,0.0,53204.0,23.77121590909091,23.446985795454548,0,S,钻潜评级策略,good,1R,23.42,22.35,1.07,23.37,22.39,已突破,114737.0,3.7,达标,
601288,农业银行,6.47,-0.4615384615384688,0.0,3967893.0,6.590000000000001,6.609,0,S,钻潜评级策略,weak,0.5R,6.43,6.19,0.24,6.42,6.2,已突破,7390808.0,3.2,不达标,止损0.24元<0.5
603351,威尔药业,25.76,3.329322101885279,0.0,18753.0,24.491999999999997,24.125999999999998,0,S,钻潜评级策略,weak,0.5R,23.85,22.71,1.14,23.8,22.76,已突破,21844.0,-7.5,达标,
000429,粤高速A,14.196000003814698,4.2988019732205895,0.0,158319.0,13.84110000371933,13.787865003705026,0,S,钻潜评级策略,good,1R,13.45,12.78,0.67,13.42,12.81,已突破,144691.0,3.9,达标,
001308,康冠科技,19.15,-1.2886597938144284,0.0,32913.0,18.753999999999998,17.717000000000002,0,S,钻潜评级策略,weak,0.5R,17.37,16.55,0.82,17.34,16.58,已突破,55817.0,-8.6,达标,
002393,力生制药,14.78,3.5014005602240994,0.0,53175.0,14.482,14.4595,0,S,钻潜评级策略,good,1R,14.68,14.03,0.65,14.65,14.06,已突破,55360.0,0.7,达标,
600272,开开实业,12.97,10.008481764206966,0.0,157224.0,11.412,10.8545,0,A,钻潜评级策略,good,1R,10.81,10.25,0.56,10.79,10.27,已突破,59431.0,0.2,达标,
600298,安琪酵母,41.23,0.43848964677222213,0.0,116602.0,41.792,39.614999999999995,0,A,钻潜评级策略,good,1R,37.83,36.04,1.79,37.75,36.11,已突破,224189.0,3.6,达标,
600351,亚宝药业,6.82,2.402402402402415,0.0,363866.0,6.806,6.606999999999999,0,A,钻潜评级策略,good,1R,6.63,6.32,0.31,6.62,6.33,已突破,369701.0,5.9,不达标,止损0.31元<0.5
600419,天润乳业,8.55,-1.2702078521939941,0.0,65357.0,8.692,8.161,0,A,钻潜评级策略,good,1R,7.88,7.55,0.33,7.86,7.57,已突破,141062.0,1.9,不达标,止损0.33元<0.5
