code,name,price,涨幅%,换手率%,成交量,MA5,MA20,RSI,评级,策略,环境,风险档,触发价,止损价,每股风险,TY高,TY低,突破状态,放量阈值,动量20日%,C23,C23原因
601939,建设银行,10.13,0.5958291956305928,0.0,1453438.0,10.074000000000002,10.281,0,S,钻潜评级策略,good,1R,10.36,9.83,0.53,10.34,9.85,未突破,2448640.0,1.8,达标,
603368,柳药集团,15.82,1.2156110044785562,0.0,55823.0,15.6,15.572,0,S,钻潜评级策略,good,1R,15.94,15.25,0.69,15.91,15.28,未突破,64862.0,4.2,达标,
000513,丽珠集团,30.73,0.16297262059974393,0.0,96974.0,30.546,30.7925,0,S,钻潜评级策略,good,1R,31.38,29.85,1.53,31.32,29.91,未突破,103049.0,2.9,达标,
000548,湖南投资,16.37,1.236858379715522,0.0,45748.0,16.488,16.486,0,S,钻潜评级策略,weak,0.5R,17.23,16.52,0.71,17.2,16.55,未突破,59590.0,6.3,达标,
000550,江铃汽车,16.37,1.236858379715522,0.0,45748.0,16.488,16.486,0,S,钻潜评级策略,weak,0.5R,17.23,16.52,0.71,17.2,16.55,未突破,59590.0,6.3,达标,
600320,振华重工,29.98,1.903467029231809,0.0,77954.0,30.134000000000004,30.30025091192734,0,A,钻潜评级策略,good,1R,30.58,29.39,1.19,30.52,29.45,未突破,107218.0,6.3,达标,
600323,瀚蓝环境,29.98,1.903467029231809,0.0,77954.0,30.134000000000004,30.3085,0,A,钻潜评级策略,good,1R,30.58,29.39,1.19,30.52,29.45,未突破,107218.0,6.1,达标,
600557,康缘药业,12.74,-0.07843137254901489,0.0,96696.0,12.634,12.813999999999998,0,A,钻潜评级策略,good,1R,13.12,12.44,0.68,13.09,12.46,未突破,166460.0,0.7,达标,
603107,上海汽配,12.15,1.2499999999999956,0.0,24508.0,12.164,11.708,0,A,钻潜评级策略,good,1R,12.38,11.84,0.54,12.36,11.86,未突破,46933.0,9.8,达标,
002508,老板电器,15.77,3.409836065573768,0.0,146884.0,15.596,15.761500000000002,0,A,钻潜评级策略,good,1R,15.94,15.11,0.83,15.91,15.14,未突破,148343.0,5.7,达标,
300573,兴齐眼药,42.95,0.7979347570992834,0.0,123439.0,42.202,41.478,0,A,钻潜评级策略,good,1R,43.42,41.3,2.12,43.33,41.38,未突破,134537.0,6.4,达标,
603072,天和磁材,33.23,1.3418725221103989,0.0,29256.0,32.768,31.773500000000002,0,B,钻潜评级策略,weak,0.5R,33.54,32.19,1.35,33.47,32.25,未突破,36486.0,4.3,达标,
