code,name,price,涨幅%,换手率%,成交量,MA5,MA20,RSI,评级,策略,环境,风险档,触发价,止损价,每股风险,TY高,TY低,突破状态,放量阈值,动量20日%,C23,C23原因
600056,中国医药,9.61,1.4783526927138135,0.0,337492.0,9.402000000000001,9.469,0,S,钻潜评级策略,good,1R,9.68,9.27,0.41,9.66,9.29,未突破,307005.0,1.9,不达标,止损0.41元<0.5
603566,普莱柯,10.37,-1.799242424242431,0.0,41572.0,10.318000000000001,10.352500000000001,0,S,钻潜评级策略,good,1R,10.6,10.16,0.44,10.58,10.18,未突破,55373.0,1.5,不达标,止损0.44元<0.5
603609,禾丰股份,6.31,-2.3219814241486114,0.0,34488.0,6.274,6.3065,0,S,钻潜评级策略,good,1R,6.36,6.11,0.25,6.35,6.12,未突破,49886.0,-3.2,不达标,止损0.25元<0.5
603856,东宏股份,11.38,-1.6421780466724267,0.0,41701.0,11.398,11.2595,0,S,钻潜评级策略,bad,0.5R,11.63,11.16,0.47,11.61,11.18,未突破,56093.0,-1.9,不达标,止损0.47元<0.5
000529,,4.86,-0.2053388090349051,0.0,34851.0,4.787999999999999,4.675,0,A,钻潜评级策略,good,1R,4.89,4.64,0.25,4.88,4.65,未突破,67185.0,3.8,不达标,止损0.25元<0.5
002157,,2.95,-1.0067114093959662,0.0,966333.0,2.94,2.923,0,A,钻潜评级策略,good,1R,3.01,2.87,0.14,3.0,2.88,未突破,1576860.0,2.4,不达标,止损0.14元<0.5
002327,,6.64,0.0,0.0,56199.0,6.558,6.464,0,A,钻潜评级策略,good,1R,6.69,6.4,0.29,6.68,6.41,未突破,75531.0,5.7,不达标,止损0.29元<0.5
002939,,8.24,-1.0804321728691502,0.0,344284.0,8.242,8.228558040161086,0,A,钻潜评级策略,weak,0.5R,8.44,8.08,0.36,8.42,8.1,未突破,392842.0,5.7,不达标,止损0.36元<0.5
300021,大禹节水,3.89,-2.2613065326633097,0.0,138169.0,3.9299999999999997,3.8185000000000002,0,A,钻潜评级策略,good,1R,4.0,3.84,0.16,3.99,3.85,未突破,176188.0,3.1,不达标,止损0.16元<0.5
300193,佳士科技,7.82,-0.761421319796951,0.0,57633.0,7.706,7.5200000000000005,0,A,钻潜评级策略,good,1R,7.92,7.49,0.43,7.9,7.51,未突破,63120.0,4.9,不达标,止损0.43元<0.5
301296,新巨丰,6.36,-1.3953488372092981,0.0,31438.0,6.322,6.2204999999999995,0,A,钻潜评级策略,good,1R,6.47,6.14,0.33,6.46,6.15,未突破,49242.0,2.1,不达标,止损0.33元<0.5
