code,name,price,涨幅%,换手率%,成交量,MA5,MA20,RSI,评级,策略,环境,风险档,触发价,止损价,每股风险,TY高,TY低,突破状态,放量阈值,当前量比,动量20日%,C23,C23原因
600315,上海家化,17.91,-0.6104328523862335,0.0,99183.0,17.622,17.8255,0,S,钻潜评级策略,good,1R,18.33,17.39,0.94,18.29,17.42,未突破,92846.0,1.28,3.4,达标,
603368,柳药集团,15.92,0.6321112515802696,0.0,60897.0,15.666,15.584,0,S,钻潜评级策略,good,1R,15.94,15.25,0.69,15.91,15.28,未突破,52907.0,1.38,1.7,达标,
300453,三鑫医疗,9.38,-3.3985581874356297,0.0,189409.0,9.52,9.542,0,S,钻潜评级策略,good,1R,9.76,9.26,0.5,9.74,9.28,未突破,121653.0,1.87,2.3,达标,
