日期,开盘,最高,最低,收盘,成交量,成交额,换手率,涨跌幅,振幅,涨跌额
2023-02-03,3.94435056,3.97314144,3.8867688,3.95394752,29420724,120693229.04,2.9277,0.7334963325183352,2.2222222222222223,0.028790879999999852
2023-02-06,3.89636576,4.04991712,3.86757488,3.96354448,38483440,159628948.68,3.8296,0.24271844660195274,4.7146401985111694,0.009596960000000099
2023-02-07,3.9827384,4.05951408,3.95394752,4.01152928,36423520,151768414.0,3.6246,1.210653753026647,2.669902912621353,0.047984800000000494
2023-02-08,3.97314144,3.99233536,3.89636576,3.91555968,28060923,114804449.84,2.7924,-2.392344497607668,2.463054187192121,-0.09596960000000054
2023-02-09,3.85797792,3.95394752,3.85797792,3.9347536,21046015,85960391.24,2.0943,0.4901960784313708,2.4875621890547173,0.019193920000000197
2023-02-10,3.95394752,4.02112624,3.9347536,3.97314144,24944219,103677657.68,2.4823,0.9756097560975618,2.195121951219512,0.03838783999999995
2023-02-13,3.9827384,4.18427456,3.9827384,4.06911104,47335748,201984633.0,4.7105,2.4154589371980784,5.060240963855429,0.0959696000000001
2023-02-14,4.06911104,4.078708,3.94435056,3.9827384,28161380,117010600.28,2.8024,-2.1226415094339646,3.40632603406325,-0.08637264
2023-02-15,3.95394752,3.99233536,3.92515664,3.9347536,18700708,76828860.44,1.8609,-1.2048192771084376,1.7114914425427934,-0.04798480000000005
2023-02-16,3.92515664,4.13628976,3.91555968,3.95394752,43349479,181115852.82,4.3138,0.4878048780487809,5.637254901960797,0.019193919999999753
2023-02-17,3.95394752,4.01152928,3.85797792,3.86757488,32281796,131643322.48,3.2124,-2.1844660194174748,3.9800995024875685,-0.08637264
2023-02-20,3.85797792,4.01152928,3.85797792,3.99233536,34380509,141886544.81,3.4213,3.2258064516129226,3.9800995024875685,0.1247604800000004
2023-02-21,4.0307232,4.39540768,3.97314144,4.39540768,106470554,473989012.32,10.5951,10.096153846153832,10.628019323671495,0.4030723199999997
2023-02-22,4.39540768,4.4146016,4.25145328,4.35701984,98594671,444966398.94,9.8114,-0.8733624454148381,3.8374717832957193,-0.03838783999999951
2023-02-23,4.48178032,4.54895904,4.26105024,4.28024416,75208804,343325321.79,7.4842,-1.7621145374449476,6.756756756756742,-0.07677568000000079
2023-02-24,4.318632,4.3666168,4.2226624,4.2706472,40770177,182354673.71,4.0571,-0.22421524663676085,3.409090909090913,-0.009596959999999655
2023-02-27,4.2706472,4.34742288,4.18427456,4.19387152,31735281,140915682.35,3.158,-1.7977528089887618,3.8990825688073256,-0.0767756799999999
2023-02-28,4.19387152,4.26105024,4.16508064,4.25145328,24449504,107451337.36,2.433,1.3729977116704761,2.30414746543779,0.057581759999999704
2023-03-01,4.20346848,4.29943808,4.20346848,4.28984112,26681722,118460281.46,2.6552,0.9029345372460584,2.283105022831053,0.038387840000000395
2023-03-02,4.26105024,4.4146016,4.25145328,4.28024416,42499124,191509624.62,4.2292,-0.22371364653245296,3.8374717832957193,-0.009596960000000543
2023-03-03,4.34742288,4.4625864,4.28984112,4.35701984,47176650,215023159.68,4.6947,1.7937219730941978,4.026845637583892,0.07677568000000079
2023-03-06,4.33782592,4.35701984,4.21306544,4.23225936,36454649,161396247.04,3.6277,-2.86343612334804,3.4168564920273385,-0.12476048000000084
2023-03-07,4.2226624,4.44339248,4.2226624,4.318632,48551824,218956736.67,4.8315,2.0408163265306145,5.227272727272728,0.08637264000000044
2023-03-08,4.28984112,4.30903504,4.2226624,4.30903504,25820668,114942087.76,2.5695,-0.22222222222221255,2.0454545454545556,-0.009596959999999655
2023-03-09,4.28024416,4.45298944,4.23225936,4.4146016,44344064,202098002.3,4.4128,2.4498886414253906,5.2154195011337885,0.10556655999999975
2023-03-10,4.38581072,4.52976512,4.26105024,4.47218336,61854096,284890605.34,6.1552,1.304347826086949,6.3063063063063085,0.057581759999999704
2023-03-13,4.58734688,4.6545256,4.29943808,4.37621376,65457349,300247643.83,6.5138,-2.145922746781115,8.258928571428585,-0.0959696000000001
2023-03-14,4.4146016,4.76009216,4.4146016,4.53936208,105198435,501043816.01,10.4685,3.7280701754386136,7.826086956521738,0.16314832000000035
2023-03-15,4.52976512,4.9904192,4.49137728,4.87525568,144321823,724871621.0,14.3618,7.399577167019045,11.111111111111107,0.33589360000000035
2023-03-16,4.92324048,5.36470064,4.79848,5.25913408,143960602,759029814.35,14.3258,7.874015748031482,11.800000000000002,0.3838783999999995
2023-03-17,5.28792496,5.78696688,5.26873104,5.78696688,137891018,817988945.28,13.7218,10.036496350364965,9.836065573770494,0.5278327999999997
2023-03-20,6.00769696,6.36278448,5.9021304,6.02689088,255461282,1639682565.67,25.4215,4.145936981757892,7.804878048780493,0.23992400000000025
2023-03-21,6.15165136,6.60270848,5.73898208,6.1420544,213896682,1373105529.97,21.2853,1.9108280254777066,15.050167224080266,0.1151635200000003
2023-03-22,5.64301248,5.76777296,5.52784896,5.52784896,146079382,847386252.72,14.5367,-9.999999999999998,4.340277777777782,-0.6142054400000001
2023-03-23,5.28792496,5.43187936,5.01921008,5.25913408,154494122,839981272.86,15.3741,-4.861111111111116,8.221797323135762,-0.2687148800000001
2023-03-24,5.24953712,5.3263128,5.02880704,5.11517968,117176205,630751687.63,11.6605,-2.737226277372262,5.916030534351144,-0.14395440000000015
2023-03-27,5.09598576,5.11517968,4.90404656,4.98082224,92999576,483526516.76,9.2546,-2.6266416510318913,4.305283757338542,-0.1343574399999996
2023-03-28,5.02880704,5.1343736,4.9424344,4.95203136,90887243,476675471.97,9.0444,-0.578034682080919,3.8834951456310725,-0.028790879999999852
2023-03-29,4.90404656,4.98082224,4.76968912,4.83686784,76699601,387554754.94,7.6325,-2.3255813953488413,4.4265593561368295,-0.1151635200000003
2023-03-30,4.83686784,4.88485264,4.79848,4.83686784,48893682,246553889.34,4.8655,0.0,1.8000000000000091,0.0
2023-03-31,4.87525568,4.90404656,4.78888304,4.85606176,51871006,261465320.72,5.1618,0.3968253968253954,2.4048096192384834,0.019193920000000197
2023-04-03,4.85606176,4.90404656,4.76009216,4.86565872,57736435,291626038.1,5.7455,0.19762845849802257,3.0241935483871,0.009596959999999655
2023-04-04,4.8464648,5.16316448,4.80807696,5.15356752,119775768,625941687.2,11.9192,5.9171597633136175,7.385229540918156,0.2879088000000003
2023-04-06,5.06719488,5.1343736,4.9424344,4.97122528,77531127,404658028.13,7.7153,-3.5381750465549477,3.8834951456310725,-0.18234224000000054
2023-04-07,4.9424344,4.96162832,4.68331648,4.69291344,81629422,409736655.92,8.1231,-5.598455598455598,5.942622950819667,-0.27831183999999975
2023-04-10,4.66412256,4.7504952,4.52976512,4.558556,65131845,313129453.75,6.4814,-2.862985685071562,4.872881355932184,-0.1343574399999996
2023-04-11,4.59694384,4.59694384,4.50097424,4.54895904,35639096,168687922.48,3.5465,-0.21052631578948322,2.1321961620469105,-0.009596960000000543
2023-04-12,4.53936208,4.63533168,4.52976512,4.62573472,32543932,155844518.56,3.2385,1.6877637130801704,2.330508474576266,0.0767756799999999
2023-04-13,4.62573472,4.68331648,4.58734688,4.6065408,29898444,144277514.0,2.9753,-0.414937759336087,2.092050209205023,-0.01919391999999931
2023-04-14,4.63533168,4.7504952,4.558556,4.72170432,43796366,213088956.18,4.3583,2.499999999999991,4.210526315789458,0.11516351999999941
2023-04-17,4.71210736,4.92324048,4.68331648,4.8944496,69283704,349117784.16,6.8946,3.658536585365857,5.122950819672117,0.17274528
2023-04-18,4.87525568,4.87525568,4.62573472,4.6545256,56355692,276223993.16,5.6081,-4.901960784313708,5.394190871369312,-0.23992399999999936
2023-04-19,4.63533168,4.76968912,4.59694384,4.71210736,37845940,185743229.84,3.7661,1.2371134020618513,3.7578288100208774,0.057581759999999704
2023-04-20,4.68331648,5.12477664,4.68331648,5.038404,102663643,528031438.26,10.2163,6.924643584521384,9.426229508196723,0.3262966399999998
2023-04-21,4.9424344,5.44147632,4.9424344,5.23994016,120775557,659779157.38,12.0186,4.0000000000000036,10.097087378640774,0.20153615999999985
2023-04-24,5.23994016,5.76777296,5.0863888,5.76777296,126741973,734706938.07,12.6124,10.073260073260082,13.396226415094347,0.5278328000000005
2023-04-25,5.78696688,6.0940696,5.54704288,5.65260944,150466325,896684427.64,14.9732,-1.9966722129783787,9.861591695501728,-0.1151635200000003
2023-04-26,5.57583376,5.64301248,5.21114928,5.4702672,105930197,597389891.97,10.5414,-3.2258064516129004,8.287292817679567,-0.18234223999999966
2023-04-27,5.40308848,6.01729392,5.35510368,6.01729392,103876558,631255333.14,10.337,9.999999999999986,12.365591397849466,0.5470267199999999
2023-04-28,6.0940696,6.54512672,5.758176,6.36278448,175873088,1128365721.05,17.5015,5.741626794258381,13.666666666666668,0.34549056
2023-05-04,6.0940696,6.27641184,5.87333952,5.97890608,131443592,828821917.46,13.0802,-6.03318250377074,6.862745098039211,-0.3838784000000004
2023-05-05,5.9021304,6.0940696,5.68140032,5.96930912,114340222,698317653.14,11.3783,-0.16051364365970988,7.2635135135135185,-0.009596959999999655
2023-05-08,5.82535472,6.01729392,5.53744592,5.58543072,107438840,636320393.0,10.6915,-6.430868167202575,8.665511265164653,-0.3838784000000004
2023-05-09,5.47986416,5.54704288,5.24953712,5.278328,112007345,626538636.4,11.1461,-5.498281786941572,5.667276051188298,-0.3071027199999996
2023-05-10,5.278328,5.278328,4.9904192,5.1343736,75682057,401914218.37,7.5313,-2.7272727272727337,5.769230769230775,-0.14395440000000015
2023-05-11,5.12477664,5.28792496,4.98082224,5.23994016,65419772,352418072.0,6.5101,2.0560747663551426,6.165703275529856,0.10556655999999975
2023-05-12,5.16316448,5.25913408,5.00961312,5.01921008,41974884,222743230.72,4.177,-4.212454212454208,4.980842911877393,-0.22073008000000005
