日期,开盘,收盘,最高,最低,成交量,成交额,涨跌幅,涨跌额,振幅,换手率
2023-04-14,48.54,49.03,49.25,48.36,96423.0,471638656.0,,,1.8403639371381317,0.0
2023-04-17,48.98,49.52,49.54,48.9,100754.0,497545312.0,0.9993881297164942,0.490000000000002,1.308793456032721,0.0
2023-04-18,49.57,49.36,50.01,49.31,106699.0,529872512.0,-0.3231017770597866,-0.1600000000000037,1.419590346785633,0.0
2023-04-19,50.09,49.68,50.16,49.6,111149.0,554012928.0,0.6482982171799101,0.3200000000000003,1.1290322580645062,0.0
2023-04-20,49.68,49.24,49.92,49.05,90752.0,447563008.0,-0.8856682769726176,-0.4399999999999977,1.7737003058104068,0.0
2023-04-21,49.35,50.75,52.2,49.25,242706.0,1237715840.0,3.066612510154343,1.509999999999998,5.989847715736047,0.0
2023-04-24,50.9,50.2,51.0,49.68,143643.0,719364864.0,-1.0837438423645263,-0.5499999999999972,2.657004830917875,0.0
2023-04-25,49.79,48.38,50.2,47.82,177333.0,858234368.0,-3.625498007968131,-1.8200000000000003,4.976997072354669,0.0
2023-04-26,44.75,45.18,46.38,43.0,168273.0,758307904.0,-6.61430343116991,-3.200000000000003,7.860465116279075,0.0
2023-04-27,45.19,44.0,45.4,44.0,99201.0,439675712.0,-2.6117751217352825,-1.1799999999999997,3.1818181818181785,0.0
2023-04-28,42.71,41.4,42.71,40.14,243151.0,1005290432.0,-5.909090909090908,-2.6000000000000014,6.4025909317389145,0.0
2023-05-04,40.8,40.44,41.38,40.35,99249.0,403687232.0,-2.3188405797101463,-0.9600000000000009,2.5526641883519234,0.0
2023-05-05,40.41,38.93,40.41,38.73,130342.0,511393824.0,-3.733926805143417,-1.509999999999998,4.337722695584818,0.0
2023-05-08,39.23,39.38,39.61,38.88,64232.0,252458976.0,1.1559208836372958,0.45000000000000284,1.877572016460897,0.0
2023-05-09,39.49,38.67,39.49,38.62,75226.0,292679520.0,-1.802945657694266,-0.7100000000000009,2.252718798549986,0.0
2023-05-10,38.62,38.85,39.09,38.23,56452.0,218796272.0,0.4654771140419012,0.17999999999999972,2.249542244310768,0.0
2023-05-11,38.88,38.77,39.1,38.45,57986.0,225070128.0,-0.205920205920207,-0.0799999999999983,1.6905071521456398,0.0
2023-05-12,38.81,39.0,39.16,38.8,55116.0,214856448.0,0.5932421975754387,0.22999999999999687,0.9278350515463903,0.0
2023-05-15,39.04,39.91,39.93,39.04,80620.0,319911936.0,2.3333333333333206,0.9099999999999966,2.2797131147540997,0.0
2023-05-16,39.96,39.91,40.42,39.71,55057.0,220464880.0,0.0,0.0,1.7879627297909868,0.0
2023-05-17,39.8,39.77,40.19,39.56,38813.0,154502400.0,-0.35078927587068875,-0.13999999999999346,1.59251769464104,0.0
2023-05-18,39.96,39.39,40.03,39.25,44295.0,175291376.0,-0.95549409102339,-0.38000000000000256,1.987261146496818,0.0
2023-05-19,39.4,39.56,39.63,39.0,35018.0,137737760.0,0.4315816197004274,0.1700000000000017,1.615384615384622,0.0
2023-05-22,39.52,39.73,39.79,39.2,36235.0,143477200.0,0.4297269969666173,0.1699999999999946,1.505102040816317,0.0
2023-05-23,39.72,40.05,40.54,39.58,59173.0,237380576.0,0.8054366977095384,0.3200000000000003,2.42546740778171,0.0
2023-05-24,40.15,40.51,40.83,40.0,73529.0,298019840.0,1.1485642946317043,0.46000000000000085,2.0749999999999957,0.0
2023-05-25,40.4,40.2,40.81,39.88,68234.0,275237600.0,-0.765243149839534,-0.30999999999999517,2.3319959879638907,0.0
