日期,开盘,收盘,最高,最低,成交量,成交额,涨跌幅,涨跌额,振幅,换手率
2023-12-28,80.0,79.93,95.88,76.51,90172.0,731609600.0,,,25.316952032414047,0.0
2023-12-29,74.0,77.2,82.63,73.68,72024.0,551978752.0,-3.4154885524834255,-2.730000000000004,12.147122692725281,0.0
2024-01-02,75.06,73.0,77.39,72.51,54782.0,408634720.0,-5.440414507772029,-4.200000000000003,6.730106192249338,0.0
2024-01-03,74.22,73.03,78.49,72.81,51650.0,389667744.0,0.04109589041096928,0.030000000000001137,7.801126218925962,0.0
2024-01-04,70.0,75.5,80.43,68.8,67617.0,508272128.0,3.3821717102560545,2.469999999999999,16.904069767441875,0.0
2024-01-05,73.93,71.04,77.99,71.01,53473.0,394281856.0,-5.907284768211907,-4.459999999999994,9.829601464582439,0.0
2024-01-08,74.0,71.69,74.88,71.36,43360.0,316916000.0,0.9149774774774633,0.6499999999999915,4.932735426008963,0.0
2024-01-09,72.53,69.0,73.47,67.65,44434.0,312730144.0,-3.75226670386386,-2.6899999999999977,8.603104212860298,0.0
2024-01-10,68.01,67.6,69.2,65.21,31055.0,208945920.0,-2.0289855072463836,-1.4000000000000057,6.118693451924566,0.0
2024-01-11,66.66,72.0,72.88,66.51,47910.0,339469952.0,6.5088757396449815,4.400000000000006,9.577507141783176,0.0
2024-01-12,71.0,69.8,73.9,69.79,34057.0,243554336.0,-3.055555555555556,-2.200000000000003,5.889095859005587,0.0
2024-01-15,69.0,69.4,72.45,68.42,25735.0,180016864.0,-0.5730659025787843,-0.3999999999999915,5.890090616778721,0.0
2024-01-16,68.6,66.5,68.6,65.63,28783.0,191699488.0,-4.1786743515850215,-2.9000000000000057,4.525369495657473,0.0
2024-01-17,66.0,63.05,66.17,62.7,23167.0,148192592.0,-5.18796992481203,-3.450000000000003,5.534290271132374,0.0
2024-01-18,62.4,61.68,63.28,60.32,20506.0,126253664.0,-2.172878667724021,-1.3699999999999974,4.907161803713529,0.0
2024-01-19,61.4,59.99,62.17,59.12,24552.0,148548560.0,-2.7399481193255526,-1.6899999999999977,5.158998646820034,0.0
2024-01-22,59.89,56.46,60.28,55.8,18394.0,107117576.0,-5.884314052342054,-3.530000000000001,8.028673835125455,0.0
2024-01-23,56.51,56.46,57.8,55.67,14894.0,84351752.0,0.0,0.0,3.8261181965151705,0.0
2024-01-24,56.36,56.1,56.9,53.98,18333.0,101871000.0,-0.6376195536663132,-0.35999999999999943,5.409410892923308,0.0
2024-01-25,55.95,57.01,57.49,55.13,19348.0,109198896.0,1.6221033868092594,0.9099999999999966,4.280790857972065,0.0
2024-01-26,56.8,55.45,57.5,55.3,16671.0,94206608.0,-2.7363620417470536,-1.5599999999999952,3.978300180831832,0.0
2024-01-29,58.89,56.55,60.57,56.53,37065.0,216528256.0,1.9837691614066566,1.0999999999999943,7.1466477976295755,0.0
2024-01-30,54.03,51.47,54.98,51.35,28358.0,149398016.0,-8.983200707338634,-5.079999999999998,7.069133398247312,0.0
2024-01-31,51.0,49.04,53.3,48.89,23188.0,118061272.0,-4.721196813677874,-2.4299999999999997,9.02024953978318,0.0
2024-02-01,49.0,49.37,50.1,48.16,15927.0,78666024.0,0.6729200652528577,0.3299999999999983,4.028239202657818,0.0
2024-02-02,49.17,45.72,49.79,44.15,20950.0,98572488.0,-7.3931537370872995,-3.6499999999999986,12.774631936579844,0.0
2024-02-05,45.02,40.9,45.57,40.21,20566.0,86915168.0,-10.542432195975504,-4.82,13.33001740860482,0.0
2024-02-06,39.88,42.35,43.8,38.89,20740.0,85631704.0,3.5452322738386277,1.4500000000000028,12.62535356132681,0.0
2024-02-07,42.0,37.59,42.49,37.24,28823.0,114616672.0,-11.239669421487598,-4.759999999999998,14.097744360902256,0.0
2024-02-08,37.68,43.0,43.49,37.19,29483.0,118123408.0,14.392125565309911,5.409999999999997,16.94003764452811,0.0
2024-02-19,43.05,45.1,45.29,42.38,27369.0,120679048.0,4.883720930232571,2.1000000000000014,6.866446436998576,0.0
2024-02-20,45.0,46.5,47.3,44.11,26375.0,121551720.0,3.104212860310418,1.3999999999999986,7.231920199501242,0.0
2024-02-21,46.5,45.93,47.95,45.25,25369.0,118559744.0,-1.2258064516128986,-0.5700000000000003,5.966850828729288,0.0
2024-02-22,45.44,49.2,49.6,45.44,29956.0,142990720.0,7.119529719137829,3.270000000000003,9.154929577464797,0.0
2024-02-23,49.2,52.0,52.0,48.0,33893.0,169889904.0,5.691056910569103,2.799999999999997,8.333333333333332,0.0
2024-02-26,52.0,52.89,54.6,50.0,39335.0,206233584.0,1.7115384615384643,0.8900000000000006,9.200000000000003,0.0
2024-02-27,51.75,54.91,55.09,51.1,38751.0,207202592.0,3.819247494800515,2.019999999999996,7.8082191780821955,0.0
2024-02-28,54.0,47.98,54.7,47.9,38739.0,200871360.0,-12.620651975960662,-6.93,14.196242171189988,0.0
2024-02-29,47.0,49.67,50.11,47.0,26118.0,128014720.0,3.5223009587328047,1.6900000000000048,6.617021276595743,0.0
2024-03-01,49.42,50.98,52.0,49.42,22996.0,117202552.0,2.637406885443916,1.3099999999999952,5.220558478348844,0.0
2024-03-04,51.88,52.43,53.98,51.4,26624.0,139819232.0,2.8442526480972896,1.4500000000000028,5.019455252918284,0.0
2024-03-05,51.37,54.51,54.51,49.88,38302.0,201461664.0,3.967194354377268,2.0799999999999983,9.282277465918193,0.0
2024-03-06,54.0,58.6,62.47,53.07,54587.0,313720000.0,7.503210420106399,4.090000000000003,17.71245524778594,0.0
2024-03-07,57.5,55.15,57.6,54.63,36620.0,206408320.0,-5.8873720136518815,-3.450000000000003,5.436573311367378,0.0
2024-03-08,54.31,54.17,54.99,53.03,22397.0,120648424.0,-1.7769718948322688,-0.9799999999999969,3.6960211201206876,0.0
2024-03-11,53.8,56.6,56.73,52.25,29878.0,163669872.0,4.485877792135873,2.4299999999999997,8.57416267942583,0.0
2024-03-12,56.18,60.44,66.99,56.18,51607.0,316032448.0,6.784452296819787,3.8399999999999963,19.24172303310786,0.0
2024-03-13,58.44,58.69,59.57,57.11,37280.0,216922592.0,-2.895433487756449,-1.75,4.307476799159518,0.0
2024-03-14,57.8,56.69,58.2,55.5,26129.0,148185680.0,-3.4077355597205705,-2.0,4.86486486486487,0.0
2024-03-15,56.37,58.52,58.6,55.58,21408.0,122799200.0,3.228082554242384,1.8300000000000054,5.43360921194675,0.0
2024-03-18,59.76,59.25,60.12,58.07,24572.0,145019216.0,1.2474367737525638,0.7299999999999969,3.5302221456862357,0.0
2024-03-19,59.01,58.55,59.67,58.35,20034.0,117775352.0,-1.1814345991561281,-0.7000000000000028,2.2622107969151672,0.0
2024-03-20,58.05,58.16,58.47,57.69,14489.0,84009456.0,-0.6660973526900094,-0.39000000000000057,1.3520540821632887,0.0
2024-03-21,58.22,56.56,58.84,56.1,14922.0,85614360.0,-2.75103163686381,-1.5999999999999943,4.88413547237077,0.0
2024-03-22,56.69,56.6,57.39,55.89,12578.0,71258088.0,0.07072135785006761,0.03999999999999915,2.6838432635534084,0.0
2024-03-25,56.32,52.33,56.35,52.0,16795.0,90830320.0,-7.544169611307428,-4.270000000000003,8.365384615384617,0.0
2024-03-26,52.7,53.54,53.87,52.2,12187.0,64837280.0,2.3122491878463602,1.2100000000000009,3.1992337164750855,0.0
2024-03-27,53.44,50.39,54.5,50.3,12680.0,66264988.0,-5.883451624953306,-3.1499999999999986,8.349900596421477,0.0
2024-03-28,50.21,52.41,53.28,50.21,11889.0,61820528.0,4.008731891248263,2.019999999999996,6.114319856602271,0.0
2024-03-29,52.43,52.85,53.14,50.9,11077.0,57563984.0,0.8395344399923843,0.44000000000000483,4.4007858546169,0.0
2024-04-01,52.74,53.22,53.4,52.49,12488.0,66222736.0,0.7000946073793646,0.36999999999999744,1.7336635549628436,0.0
2024-04-02,53.03,51.65,53.38,51.21,10969.0,56919872.0,-2.950018789928599,-1.5700000000000003,4.23745362233939,0.0
2024-04-03,51.67,50.09,51.7,49.21,9426.0,47278660.0,-3.020329138431743,-1.5599999999999952,5.0599471652103265,0.0
2024-04-08,50.18,48.82,50.4,48.61,7383.0,36425708.0,-2.535436214813347,-1.2700000000000031,3.682369882740175,0.0
2024-04-09,48.96,50.12,50.33,48.33,8511.0,42226824.0,2.6628430970913497,1.2999999999999972,4.138216428719222,0.0
2024-04-10,49.95,49.7,50.82,48.68,9600.0,47782308.0,-0.8379888268156277,-0.4199999999999946,4.396055875102713,0.0
2024-04-11,49.01,48.91,50.38,48.52,9042.0,44601656.0,-1.589537223340054,-0.7900000000000063,3.8334707337180527,0.0
2024-04-12,49.19,50.52,51.98,49.19,18483.0,94168896.0,3.2917603762012027,1.6100000000000065,5.671884529375888,0.0
2024-04-15,50.1,47.0,53.48,46.02,18759.0,92158160.0,-6.967537608867779,-3.520000000000003,16.21034332898738,0.0
2024-04-16,46.6,43.54,46.8,41.57,14585.0,63963864.0,-7.361702127659575,-3.460000000000001,12.581188356988203,0.0
2024-04-17,44.12,47.1,47.21,44.12,14564.0,67293400.0,8.176389526871851,3.5600000000000023,7.0036264732547675,0.0
2024-04-18,46.9,48.77,50.42,46.9,23493.0,116075272.0,3.545647558386422,1.6700000000000017,7.5053304904051235,0.0
2024-04-19,48.77,48.05,49.57,47.88,16007.0,78095448.0,-1.4763174082427888,-0.720000000000006,3.529657477025893,0.0
2024-04-22,47.0,47.8,49.12,45.52,10959.0,51795952.0,-0.5202913631633721,-0.25,7.908611599297,0.0
2024-04-23,47.57,47.74,48.28,47.02,8550.0,40773684.0,-0.1255230125522866,-0.05999999999999517,2.6797107613781326,0.0
2024-04-24,47.94,48.98,48.98,47.58,10308.0,49965800.0,2.597402597402576,1.2399999999999949,2.9424127784783494,0.0
2024-04-25,48.95,47.54,49.26,47.29,13670.0,66040948.0,-2.9399755002041617,-1.4399999999999977,4.165785578346371,0.0
2024-04-26,48.08,48.92,49.5,48.08,13880.0,67833184.0,2.9028186790071464,1.3800000000000026,2.953410981697175,0.0
2024-04-29,48.88,49.98,49.98,48.7,12725.0,63041440.0,2.1668029435813363,1.0599999999999952,2.6283367556468047,0.0
2024-04-30,49.99,48.68,50.39,48.5,9086.0,44629296.0,-2.6010404161664558,-1.2999999999999972,3.8969072164948466,0.0
