日期,开盘,收盘,最高,最低,成交量,成交额,涨跌幅,涨跌额,振幅,换手率
2023-04-14,45.61,46.19,46.38,44.38,18309.0,83479136.0,,,4.506534474988733,0.0
2023-04-17,45.95,44.94,46.36,44.7,16713.0,75661080.0,-2.7062134661182125,-1.25,3.713646532438471,0.0
2023-04-18,44.9,43.67,44.94,43.4,15966.0,70138944.0,-2.8259902091677724,-1.269999999999996,3.5483870967741913,0.0
2023-04-19,43.97,43.95,44.74,43.58,10842.0,47897600.0,0.6411724295855237,0.28000000000000114,2.6617714547957863,0.0
2023-04-20,43.72,44.21,44.54,43.65,9267.0,40931784.0,0.5915813424345773,0.259999999999998,2.0389461626575045,0.0
2023-04-21,44.46,41.9,44.46,41.49,26188.0,111153768.0,-5.225062203121467,-2.3100000000000023,7.158351409978304,0.0
2023-04-24,41.9,40.93,42.19,40.82,10031.0,41225348.0,-2.315035799522669,-0.9699999999999989,3.356197942185197,0.0
2023-04-25,41.17,38.85,41.17,38.75,13252.0,52561608.0,-5.081847055949174,-2.0799999999999983,6.245161290322585,0.0
2023-04-26,38.73,38.55,39.4,38.0,12232.0,47323932.0,-0.7722007722007818,-0.30000000000000426,3.684210526315786,0.0
2023-04-27,36.36,35.77,36.45,35.0,23937.0,85991408.0,-7.211413748378714,-2.779999999999994,4.142857142857151,0.0
2023-04-28,35.61,36.37,36.6,35.55,14451.0,52413764.0,1.6773832820799361,0.5999999999999943,2.9535864978903077,0.0
2023-05-04,36.01,34.93,36.39,34.9,17038.0,60289752.0,-3.9593071212537745,-1.4399999999999977,4.2693409742120405,0.0
2023-05-05,34.91,34.47,35.11,34.11,9112.0,31533326.0,-1.3169195533925038,-0.46000000000000085,2.931691586045148,0.0
2023-05-08,34.43,34.58,35.08,34.33,8046.0,27961056.0,0.3191180736872523,0.10999999999999943,2.1846781240897175,0.0
2023-05-09,34.58,34.26,34.89,34.0,7369.0,25381910.0,-0.9253903990746104,-0.3200000000000003,2.617647058823531,0.0
2023-05-10,34.27,33.75,34.27,33.33,16394.0,55170860.0,-1.488616462346759,-0.509999999999998,2.820282028202835,0.0
2023-05-11,33.88,33.88,34.31,33.76,5981.0,20302534.0,0.3851851851851995,0.13000000000000256,1.6291469194312922,0.0
2023-05-12,33.88,33.52,34.22,33.5,5737.0,19403304.0,-1.0625737898465104,-0.35999999999999943,2.1492537313432805,0.0
2023-05-15,33.41,34.07,34.12,33.14,5946.0,20010038.0,1.6408114558472464,0.5499999999999972,2.95715147857573,0.0
2023-05-16,34.15,33.81,34.2,33.65,5997.0,20316268.0,-0.7631347226298768,-0.259999999999998,1.6344725111441434,0.0
2023-05-17,33.82,34.75,34.75,33.56,9368.0,32221180.0,2.7802425317953183,0.9399999999999977,3.5458879618593495,0.0
2023-05-18,34.68,35.0,35.11,34.68,7242.0,25280012.0,0.7194244604316502,0.25,1.2399077277970003,0.0
2023-05-19,35.06,35.43,35.53,34.81,8860.0,31224658.0,1.2285714285714233,0.4299999999999997,2.0683711577132975,0.0
2023-05-22,35.43,35.11,35.51,34.92,6457.0,22664830.0,-0.9031893875246944,-0.3200000000000003,1.6895761741122461,0.0
2023-05-23,35.05,34.7,35.2,34.68,5043.0,17618458.0,-1.1677584733693958,-0.4099999999999966,1.4994232987312661,0.0
2023-05-24,34.64,35.52,36.2,34.63,11049.0,39213060.0,2.363112391930833,0.8200000000000003,4.533641351429397,0.0
2023-05-25,35.45,35.68,35.79,34.97,8862.0,31286294.0,0.45045045045044585,0.1599999999999966,2.3448670288819,0.0
2023-05-26,35.68,35.63,35.88,35.21,4959.0,17665650.0,-0.14013452914797275,-0.04999999999999716,1.9028685032661223,0.0
2023-05-29,35.89,35.72,36.09,35.61,6374.0,22836714.0,0.2525961268593724,0.0899999999999963,1.3479359730412916,0.0
2023-05-30,35.72,35.76,35.88,35.11,5428.0,19275254.0,0.11198208286673506,0.03999999999999915,2.193107376815731,0.0
2023-05-31,35.8,35.8,36.06,35.54,4359.0,15609531.0,0.11185682326622093,0.03999999999999915,1.463140123804173,0.0
2023-06-01,35.61,35.86,36.14,35.45,5415.0,19420206.0,0.16759776536312554,0.060000000000002274,1.9464033850493587,0.0
2023-06-02,36.1,36.19,36.42,35.7,5957.0,21542432.0,0.9202453987730008,0.3299999999999983,2.0168067226890725,0.0
2023-06-05,36.5,36.29,36.65,36.17,5367.0,19556898.0,0.27631942525558895,0.10000000000000142,1.327066629803696,0.0
2023-06-06,36.85,37.51,38.86,35.96,32569.0,122103184.0,3.361807660512528,1.2199999999999989,8.064516129032254,0.0
2023-06-07,36.84,37.53,37.88,36.05,20145.0,74735928.0,0.05331911490269459,0.020000000000003126,5.076282940360626,0.0
2023-06-08,37.4,36.38,37.65,36.02,14243.0,52239376.0,-3.0642152944311163,-1.1499999999999986,4.52526374236534,0.0
2023-06-09,25.87,25.56,25.87,25.25,12140.0,30929760.0,-29.741616272677305,-10.820000000000004,2.4554455445544594,0.0
2023-06-12,25.34,25.35,25.56,25.3,11401.0,28944790.0,-0.8215962441314395,-0.2099999999999973,1.0276679841897154,0.0
2023-06-13,25.3,26.1,26.69,25.11,17024.0,44004332.0,2.9585798816567976,0.75,6.292313819195547,0.0
2023-06-14,26.0,26.19,26.38,25.7,11932.0,31099946.0,0.34482758620688614,0.08999999999999986,2.6459143968871586,0.0
2023-06-15,26.15,26.27,26.67,26.12,11002.0,29005454.0,0.3054600992745238,0.0799999999999983,2.1056661562021466,0.0
2023-06-16,26.29,26.08,26.33,25.8,10889.0,28360822.0,-0.7232584697373423,-0.19000000000000128,2.0542635658914636,0.0
2023-06-19,26.16,26.67,26.97,26.13,12750.0,33955452.0,2.2622699386503298,0.5900000000000034,3.214695752009184,0.0
2023-06-20,26.68,26.39,26.84,26.23,8790.0,23200706.0,-1.049868766404205,-0.28000000000000114,2.325581395348835,0.0
2023-06-21,26.25,25.79,26.59,25.75,9583.0,24872110.0,-2.2735884804850337,-0.6000000000000014,3.2621359223300965,0.0
2023-06-26,25.78,25.05,25.79,25.02,9801.0,24794030.0,-2.869329197363313,-0.7399999999999984,3.077537969624299,0.0
2023-06-27,25.22,25.63,25.67,25.02,5847.0,14908383.0,2.3153692614770405,0.5799999999999983,2.5979216626698727,0.0
2023-06-28,25.53,26.24,26.66,24.3,18193.0,46896044.0,2.380023410066334,0.6099999999999994,9.711934156378598,0.0
2023-06-29,26.02,28.19,28.94,26.01,58236.0,162008032.0,7.431402439024404,1.9500000000000028,11.264898116109187,0.0
2023-06-30,27.66,28.19,28.8,27.28,41511.0,116543456.0,0.0,0.0,5.571847507331377,0.0
2023-07-03,28.3,27.64,28.97,27.51,22846.0,64131564.0,-1.9510464703795694,-0.5500000000000007,5.307161032351862,0.0
2023-07-04,27.51,27.97,28.28,27.51,18344.0,51117552.0,1.193921852387847,0.3299999999999983,2.7989821882951635,0.0
2023-07-05,28.02,27.15,28.02,27.15,18260.0,50173432.0,-2.931712549159815,-0.8200000000000003,3.2044198895027667,0.0
2023-07-06,27.15,27.37,27.65,26.98,8000.0,21906002.0,0.8103130755064525,0.22000000000000242,2.483320978502588,0.0
2023-07-07,27.33,27.15,27.36,26.55,14410.0,38821684.0,-0.8037997807818886,-0.22000000000000242,3.050847457627114,0.0
2023-07-10,27.14,26.77,27.15,26.72,10539.0,28348376.0,-1.3996316758747684,-0.379999999999999,1.6092814371257476,0.0
2023-07-11,26.78,26.89,27.1,26.68,8207.0,22066972.0,0.44826298094882144,0.120000000000001,1.5742128935532298,0.0
2023-07-12,26.96,26.39,27.17,26.39,11125.0,29683770.0,-1.8594272963927128,-0.5,2.9556650246305463,0.0
2023-07-13,26.45,26.86,27.16,26.45,9226.0,24842840.0,1.7809776430466107,0.46999999999999886,2.6843100189035947,0.0
2023-07-14,26.81,27.95,28.1,26.81,21696.0,60100720.0,4.058078927773634,1.0899999999999999,4.811637448713177,0.0
2023-07-17,27.74,28.29,29.4,27.71,26602.0,76242920.0,1.2164579606440018,0.33999999999999986,6.098881270299523,0.0
2023-07-18,28.28,27.6,28.38,27.5,12724.0,35499772.0,-2.4390243902438935,-0.6899999999999977,3.1999999999999966,0.0
2023-07-19,27.71,27.46,28.0,27.28,7312.0,20104656.0,-0.5072463768115987,-0.14000000000000057,2.63929618768328,0.0
2023-07-20,27.56,26.79,27.65,26.7,8556.0,23194392.0,-2.4399126001456772,-0.6700000000000017,3.5580524344569264,0.0
2023-07-21,26.94,26.8,27.14,26.61,4954.0,13313178.0,0.03732736095558575,0.010000000000001563,1.991732431416765,0.0
2023-07-24,26.86,26.25,26.98,26.18,7631.0,20245494.0,-2.0522388059701524,-0.5500000000000007,3.0557677616501175,0.0
2023-07-25,26.64,26.69,26.76,26.26,10325.0,27352810.0,1.6761904761904756,0.4400000000000013,1.904036557501904,0.0
2023-07-26,26.49,26.48,26.75,26.38,5137.0,13618740.0,-0.7868115399025877,-0.21000000000000085,1.4025777103866603,0.0
2023-07-27,26.65,26.1,26.69,25.96,8268.0,21676488.0,-1.4350453172205402,-0.379999999999999,2.8120184899845935,0.0
2023-07-28,25.9,26.11,26.2,25.72,6816.0,17706308.0,0.03831417624520217,0.00999999999999801,1.8662519440124437,0.0
2023-07-31,26.11,26.43,26.53,26.1,6996.0,18435376.0,1.225584067407115,0.3200000000000003,1.64750957854406,0.0
2023-08-01,26.2,26.3,26.47,26.17,2876.0,7568252.0,-0.4918653045781318,-0.129999999999999,1.146350783339691,0.0
2023-08-02,26.18,26.27,26.47,26.14,2671.0,7018469.5,-0.11406844106464087,-0.030000000000001137,1.2624330527926484,0.0
2023-08-03,26.31,25.84,26.33,25.77,7687.0,19961164.0,-1.6368481157213566,-0.4299999999999997,2.173069460613111,0.0
2023-08-04,25.85,26.1,26.41,25.85,5749.0,15061120.0,1.006191950464408,0.26000000000000156,2.1663442940038635,0.0
2023-08-07,26.1,25.5,26.14,25.43,6242.0,16022863.0,-2.298850574712652,-0.6000000000000014,2.7919779787652415,0.0
2023-08-08,25.74,25.86,26.04,25.63,5937.0,15358049.0,1.4117647058823568,0.35999999999999943,1.599687865782287,0.0
2023-08-09,25.89,25.84,26.25,25.69,5510.0,14354708.0,-0.07733952049496784,-0.019999999999999574,2.1798365122615753,0.0
2023-08-10,26.31,26.95,27.8,26.27,25700.0,69888888.0,4.295665634674917,1.1099999999999994,5.824133993148082,0.0
2023-08-11,27.08,26.66,27.08,26.3,11340.0,30162426.0,-1.0760667903525034,-0.28999999999999915,2.965779467680599,0.0
2023-08-14,26.31,27.14,27.26,26.19,12402.0,33205542.0,1.8004501125281402,0.4800000000000004,4.08552882779687,0.0
2023-08-15,27.18,27.16,27.43,26.82,9844.0,26738202.0,0.07369196757553986,0.019999999999999574,2.274422073079789,0.0
2023-08-16,27.16,26.86,27.16,26.65,8182.0,21977208.0,-1.1045655375552355,-0.3000000000000007,1.9136960600375292,0.0
2023-08-17,26.9,27.16,27.3,26.48,6977.0,18783560.0,1.1169024571854091,0.3000000000000007,3.096676737160122,0.0
2023-08-18,27.13,26.77,27.4,26.77,7678.0,20812776.0,-1.4359351988218028,-0.39000000000000057,2.353380649981319,0.0
2023-08-21,26.72,25.84,26.77,25.83,8243.0,21717692.0,-3.474038102353383,-0.9299999999999997,3.6391792489353514,0.0
2023-08-22,25.88,25.98,26.39,25.26,8193.0,21007820.0,0.5417956656346812,0.14000000000000057,4.473475851148056,0.0
2023-08-23,26.36,25.35,26.36,25.34,3656.0,9356306.0,-2.4249422632794393,-0.629999999999999,4.025256511444355,0.0
2023-08-24,25.78,25.26,25.78,24.92,5287.0,13324862.0,-0.35502958579881616,-0.08999999999999986,3.4510433386837853,0.0
2023-08-25,25.08,24.54,25.08,24.3,6564.0,16218603.0,-2.8503562945368266,-0.7200000000000024,3.2098765432098664,0.0
2023-08-28,26.0,24.64,26.12,24.61,7375.0,18660336.0,0.4074979625101838,0.10000000000000142,6.135717188134911,0.0
2023-08-29,24.56,26.17,26.28,24.56,12643.0,32610194.0,6.20941558441559,1.5300000000000011,7.003257328990238,0.0
2023-08-30,26.26,27.48,27.58,26.26,28600.0,77853096.0,5.005731753916698,1.3099999999999987,5.0266565118050135,0.0
2023-08-31,27.55,28.12,28.45,27.21,28700.0,80413536.0,2.328966521106257,0.6400000000000006,4.557148107313481,0.0
2023-09-01,28.11,27.63,28.24,27.49,11427.0,31678084.0,-1.7425320056899118,-0.490000000000002,2.7282648235722085,0.0
2023-09-04,27.82,27.54,27.83,27.2,9162.0,25132350.0,-0.32573289902280145,-0.08999999999999986,2.3161764705882315,0.0
2023-09-05,27.58,27.61,28.08,27.41,10723.0,29794512.0,0.25417574437183177,0.07000000000000028,2.444363371032463,0.0
2023-09-06,27.68,28.93,29.12,27.61,31494.0,90129912.0,4.7808764940239,1.3200000000000003,5.4690329590728055,0.0
2023-09-07,28.99,28.19,29.38,28.06,38596.0,110698360.0,-2.5578983753888673,-0.7399999999999984,4.704205274411975,0.0
2023-09-08,28.18,28.47,28.94,28.13,24320.0,69585824.0,0.9932600212841258,0.2799999999999976,2.8794880910060514,0.0
2023-09-11,29.08,28.76,29.39,28.32,28446.0,82093544.0,1.0186160871092476,0.2900000000000027,3.778248587570623,0.0
2023-09-12,28.76,28.22,28.76,27.9,18372.0,51726332.0,-1.8776077885952813,-0.5400000000000027,3.082437275985674,0.0
2023-09-13,28.02,27.89,28.53,27.59,16737.0,46766348.0,-1.1693834160170002,-0.3299999999999983,3.4070315331641945,0.0
2023-09-14,27.69,27.29,27.85,26.99,13108.0,35782404.0,-2.151308712800293,-0.6000000000000014,3.186365320489081,0.0
2023-09-15,27.4,27.14,27.63,26.9,11364.0,30850488.0,-0.5496518871381362,-0.14999999999999858,2.7137546468401506,0.0
2023-09-18,27.14,26.77,27.27,26.74,11435.0,30829698.0,-1.3633014001473875,-0.370000000000001,1.9820493642483215,0.0
2023-09-19,26.64,26.16,27.06,26.09,14973.0,39340600.0,-2.2786701531565146,-0.6099999999999994,3.717899578382518,0.0
2023-09-20,26.0,25.83,26.46,25.74,11076.0,28831492.0,-1.2614678899082632,-0.33000000000000185,2.797202797202807,0.0
2023-09-21,25.78,25.76,26.08,25.66,9739.0,25147760.0,-0.27100271002709064,-0.06999999999999673,1.6367887763055267,0.0
2023-09-22,25.8,26.49,26.53,25.68,11801.0,30920998.0,2.8338509316770066,0.7299999999999969,3.3099688473520303,0.0
2023-09-25,26.7,26.68,27.17,26.4,11587.0,31002928.0,0.7172517931294919,0.19000000000000128,2.9166666666666785,0.0
2023-09-26,26.68,26.54,26.89,26.42,10443.0,27768530.0,-0.5247376311844132,-0.14000000000000057,1.778955336866006,0.0
2023-09-27,26.46,26.42,26.72,26.23,8454.0,22397124.0,-0.45214770158250595,-0.11999999999999744,1.8680899733129943,0.0
2023-09-28,26.6,27.61,27.65,26.42,15704.0,42644000.0,4.504163512490522,1.1899999999999977,4.655563966691887,0.0
2023-10-09,27.59,27.1,27.59,26.96,10573.0,28819010.0,-1.8471568272365069,-0.509999999999998,2.3367952522255155,0.0
2023-10-10,27.33,27.2,27.57,27.11,7475.0,20438900.0,0.36900369003689537,0.09999999999999787,1.696790852084105,0.0
2023-10-11,27.2,27.45,27.83,27.12,10783.0,29705626.0,0.9191176470588314,0.25,2.6179941002949754,0.0
2023-10-12,27.82,27.52,27.82,27.25,8268.0,22711124.0,0.2550091074681182,0.07000000000000028,2.0917431192660563,0.0
2023-10-13,27.53,27.95,28.11,27.3,13267.0,36936344.0,1.5625,0.4299999999999997,2.9670329670329623,0.0
2023-10-16,28.0,27.21,28.0,27.01,13793.0,37615132.0,-2.6475849731663614,-0.7399999999999984,3.6653091447611934,0.0
2023-10-17,27.32,27.0,27.37,26.82,7006.0,18923542.0,-0.7717750826901959,-0.21000000000000085,2.0507084265473554,0.0
2023-10-18,26.94,26.63,27.11,26.51,6415.0,17171400.0,-1.3703703703703773,-0.370000000000001,2.26329686910599,0.0
2023-10-19,26.51,26.69,27.53,26.5,12565.0,34012964.0,0.22530980097634767,0.060000000000002274,3.8867924528301927,0.0
2023-10-20,26.85,25.68,26.93,25.66,9128.0,23782774.0,-3.7841888347695862,-1.0100000000000016,4.949337490257208,0.0
2023-10-23,25.41,25.04,25.68,24.8,9696.0,24352704.0,-2.492211838006231,-0.6400000000000006,3.5483870967741895,0.0
2023-10-24,25.19,25.5,25.8,24.61,12945.0,32860538.0,1.8370607028753927,0.46000000000000085,4.835432750914268,0.0
2023-10-25,25.58,25.8,25.95,25.47,9683.0,24897152.0,1.17647058823529,0.3000000000000007,1.8845700824499427,0.0
2023-10-26,25.68,25.9,25.93,25.14,7767.0,19840134.0,0.3875968992248069,0.09999999999999787,3.142402545743831,0.0
2023-10-27,25.73,26.64,26.77,25.49,14157.0,36872344.0,2.857142857142869,0.740000000000002,5.021577089054536,0.0
2023-10-30,26.48,28.24,28.36,26.48,23198.0,64634568.0,6.006006006006004,1.5999999999999979,7.099697885196371,0.0
2023-10-31,28.26,28.2,28.47,27.91,14012.0,39460964.0,-0.14164305949008194,-0.03999999999999915,2.0064493013256848,0.0
2023-11-01,28.19,27.91,28.49,27.85,10767.0,30230356.0,-1.0283687943262398,-0.28999999999999915,2.298025134649899,0.0
2023-11-02,28.07,27.45,28.18,27.4,12898.0,35846596.0,-1.6481547832318144,-0.46000000000000085,2.8467153284671576,0.0
2023-11-03,27.51,28.2,28.28,27.51,11647.0,32702334.0,2.732240437158473,0.75,2.7989821882951635,0.0
2023-11-06,28.28,28.55,28.56,28.04,12814.0,36397064.0,1.2411347517730542,0.3500000000000014,1.8544935805991425,0.0
2023-11-07,28.59,29.0,29.09,28.33,17218.0,49663440.0,1.5761821366024442,0.4499999999999993,2.6826685492410927,0.0
2023-11-08,28.99,29.02,29.28,28.63,16958.0,49029832.0,0.06896551724138167,0.019999999999999574,2.270345791128195,0.0
2023-11-09,29.03,28.75,29.26,28.64,9731.0,28162138.0,-0.9303928325292921,-0.2699999999999996,2.1648044692737463,0.0
2023-11-10,28.71,28.83,29.18,28.51,12039.0,34830808.0,0.2782608695652167,0.0799999999999983,2.350052613118198,0.0
2023-11-13,29.16,29.24,29.37,28.83,14307.0,41763840.0,1.4221297259798815,0.41000000000000014,1.8730489073881469,0.0
2023-11-14,29.37,29.24,29.49,29.0,11664.0,34129888.0,0.0,0.0,1.6896551724137878,0.0
2023-11-15,29.35,29.11,29.47,29.06,8032.0,23487162.0,-0.44459644322845104,-0.129999999999999,1.4108740536820379,0.0
2023-11-16,29.05,28.87,29.45,28.85,10648.0,31036500.0,-0.8244589488148324,-0.23999999999999844,2.0797227036395074,0.0
2023-11-17,29.02,29.09,29.2,28.76,9548.0,27672148.0,0.7620367163145181,0.21999999999999886,1.529902642559102,0.0
2023-11-20,29.1,29.44,29.63,28.79,15493.0,45324936.0,1.20316259883122,0.3500000000000014,2.917679749913164,0.0
2023-11-21,29.28,28.71,29.49,28.71,10436.0,30314626.0,-2.4796195652173947,-0.7300000000000004,2.7168234064785706,0.0
2023-11-22,28.74,28.48,28.98,28.42,11532.0,33107006.0,-0.8011145942180442,-0.23000000000000043,1.9704433497536902,0.0
2023-11-23,28.49,28.66,28.93,28.45,7926.0,22710306.0,0.6320224719101208,0.17999999999999972,1.6871704745166975,0.0
2023-11-24,28.67,28.43,28.79,28.37,9707.0,27695612.0,-0.8025122121423589,-0.23000000000000043,1.4804370814240329,0.0
2023-11-27,28.36,28.8,28.96,28.31,12394.0,35506676.0,1.3014421385860064,0.370000000000001,2.296008477569771,0.0
2023-11-28,28.8,28.89,29.34,28.54,12426.0,36015620.0,0.31250000000000444,0.08999999999999986,2.803083391730907,0.0
2023-11-29,28.92,28.91,29.27,28.74,9994.0,28974066.0,0.06922810661127432,0.019999999999999574,1.8441196938065456,0.0
2023-11-30,28.8,28.41,29.05,28.0,11382.0,32235464.0,-1.7295053614666211,-0.5,3.7500000000000027,0.0
2023-12-01,28.34,28.45,28.55,27.83,8748.0,24708014.0,0.14079549454417695,0.03999999999999915,2.587136183974138,0.0
2023-12-04,28.45,28.07,28.48,28.01,7278.0,20516440.0,-1.3356766256590435,-0.379999999999999,1.6779721528025662,0.0
2023-12-05,28.07,27.54,28.07,27.54,8042.0,22357234.0,-1.8881368008550115,-0.5300000000000011,1.9244734931009484,0.0
2023-12-06,27.54,27.4,27.86,27.34,7562.0,20877562.0,-0.5083514887436524,-0.14000000000000057,1.901975128017555,0.0
2023-12-07,27.69,27.73,28.04,27.46,8121.0,22537124.0,1.2043795620438003,0.33000000000000185,2.11216314639475,0.0
2023-12-08,27.7,27.46,28.17,27.42,11132.0,30846740.0,-0.9736747205192908,-0.2699999999999996,2.735229759299781,0.0
2023-12-11,27.48,27.6,27.68,26.9,15934.0,43640640.0,0.5098324836125379,0.14000000000000057,2.8996282527881085,0.0
2023-12-12,27.81,27.36,27.93,27.27,10200.0,28123004.0,-0.8695652173913104,-0.240000000000002,2.420242024202421,0.0
2023-12-13,27.34,27.02,27.58,27.02,7762.0,21116910.0,-1.2426900584795342,-0.33999999999999986,2.0725388601036223,0.0
2023-12-14,27.19,26.95,27.35,26.88,8216.0,22265700.0,-0.2590673575129543,-0.07000000000000028,1.7485119047619138,0.0
2023-12-15,27.03,26.91,27.28,26.88,8828.0,23885956.0,-0.14842300556585641,-0.03999999999999915,1.4880952380952461,0.0
2023-12-18,27.0,26.61,27.13,26.51,9890.0,26490956.0,-1.1148272017837302,-0.3000000000000007,2.3387400980761877,0.0
2023-12-19,26.61,26.78,26.93,26.35,9688.0,25824008.0,0.6388575723412337,0.1700000000000017,2.201138519924092,0.0
2023-12-20,26.63,26.48,26.97,26.4,7649.0,20394638.0,-1.1202389843166571,-0.3000000000000007,2.15909090909091,0.0
2023-12-21,26.38,26.63,26.91,25.98,8727.0,23053846.0,0.566465256797577,0.14999999999999858,3.5796766743648947,0.0
2023-12-22,26.74,26.08,26.83,26.0,8738.0,23008170.0,-2.0653398422831426,-0.5500000000000007,3.192307692307686,0.0
2023-12-25,25.91,25.86,26.44,25.75,8442.0,21917096.0,-0.8435582822085896,-0.21999999999999886,2.679611650485442,0.0
2023-12-26,26.02,25.31,26.15,25.1,14116.0,35851296.0,-2.1268368136117544,-0.5500000000000007,4.183266932270905,0.0
2023-12-27,25.56,25.57,25.85,25.07,11485.0,29369346.0,1.02726195179772,0.26000000000000156,3.1112883925010015,0.0
2023-12-28,25.71,26.1,26.44,25.38,14318.0,37262416.0,2.0727414939382127,0.5300000000000011,4.176516942474398,0.0
2023-12-29,25.96,27.0,27.08,25.96,12712.0,34026000.0,3.44827586206895,0.8999999999999986,4.314329738058541,0.0
2024-01-02,27.11,27.83,28.28,27.05,27571.0,76718288.0,3.0740740740740735,0.8299999999999983,4.547134935304992,0.0
2024-01-03,27.7,27.3,28.01,27.11,14629.0,40100068.0,-1.9044196909809519,-0.5299999999999976,3.319808188860207,0.0
2024-01-04,27.43,27.03,27.43,26.79,11230.0,30310266.0,-0.9890109890109855,-0.2699999999999996,2.3889511011571503,0.0
2024-01-05,26.96,26.3,27.16,26.19,11867.0,31557026.0,-2.7007029226785106,-0.7300000000000004,3.7037037037036993,0.0
2024-01-08,26.55,25.33,26.55,25.28,15466.0,39611288.0,-3.688212927756662,-0.9700000000000024,5.0237341772151884,0.0
2024-01-09,25.1,25.04,25.54,24.89,16785.0,42309020.0,-1.1448874851954116,-0.28999999999999915,2.6114905584572057,0.0
2024-01-10,25.22,24.89,25.4,24.5,15874.0,39595336.0,-0.5990415335463184,-0.14999999999999858,3.6734693877550963,0.0
2024-01-11,24.88,25.04,25.31,24.7,15025.0,37599092.0,0.6026516673362847,0.14999999999999858,2.469635627530362,0.0
2024-01-12,25.06,24.55,25.12,24.54,12127.0,30097942.0,-1.9568690095846608,-0.48999999999999844,2.3634881825590948,0.0
2024-01-15,24.31,24.36,24.71,24.0,14244.0,34636384.0,-0.773930753564156,-0.19000000000000128,2.9583333333333366,0.0
2024-01-16,24.31,24.5,24.74,24.16,14311.0,34946848.0,0.5747126436781658,0.14000000000000057,2.400662251655622,0.0
2024-01-17,24.5,23.63,24.5,23.6,14097.0,33770872.0,-3.5510204081632746,-0.870000000000001,3.813559322033892,0.0
2024-01-18,23.34,23.35,23.69,22.5,16583.0,38137688.0,-1.1849344054168376,-0.2799999999999976,5.288888888888894,0.0
2024-01-19,23.3,23.0,23.59,22.98,10312.0,23961208.0,-1.4989293361884481,-0.3500000000000014,2.654482158398605,0.0
2024-01-22,22.96,21.52,23.22,21.33,17496.0,38906268.0,-6.434782608695655,-1.4800000000000004,8.860759493670889,0.0
2024-01-23,21.4,21.34,21.51,20.87,17070.0,36215244.0,-0.8364312267657992,-0.17999999999999972,3.0666027791087713,0.0
2024-01-24,21.38,21.34,21.49,20.38,16693.0,35014832.0,0.0,0.0,5.446516192345434,0.0
2024-01-25,21.36,22.37,22.42,21.04,14374.0,31491536.0,4.826616682286788,1.0300000000000011,6.558935361216743,0.0
2024-01-26,22.39,22.29,22.69,22.18,12163.0,27244454.0,-0.35762181493071976,-0.08000000000000185,2.2993688007213775,0.0
2024-01-29,22.4,21.38,22.59,21.28,12803.0,27783610.0,-4.082548227904892,-0.9100000000000001,6.156015037593979,0.0
2024-01-30,21.46,20.39,21.46,20.39,12124.0,25321126.0,-4.630495790458367,-0.9899999999999984,5.247670426679747,0.0
2024-01-31,20.36,19.25,20.76,18.98,20254.0,39896532.0,-5.590975968612066,-1.1400000000000006,9.378292939936781,0.0
2024-02-01,19.29,18.75,19.38,18.38,16994.0,32038712.0,-2.5974025974025983,-0.5,5.44069640914037,0.0
2024-02-02,18.49,17.36,19.17,16.71,26622.0,47286364.0,-7.413333333333338,-1.3900000000000006,14.72172351885099,0.0
2024-02-05,16.91,15.21,17.2,14.98,33300.0,52352084.0,-12.384792626728103,-2.1499999999999986,14.819759679572755,0.0
2024-02-06,14.89,15.91,16.28,14.05,32326.0,48638000.0,4.602235371466135,0.6999999999999993,15.871886120996443,0.0
