mode,code,date,grade,PT,TY,DN,DL,LK,SF,close,trigger,stop,risk,prbook_warn
prebreak,600027,2020-07-22,S,S,A,C,S,S,A,2.8365,2.85,2.71,0.14,
prebreak,600761,2020-07-22,S,S,A,C,S,S,A,9.3596,8.26,7.87,0.39,
prebreak,000761,2020-07-23,S,S,A,C,S,S,A,2.8404,2.65,2.51,0.14,
prebreak,300193,2020-07-23,S,S,A,C,S,S,A,5.8832,5.7,5.5,0.2,
prebreak,300483,2020-07-23,S,S,A,C,S,S,A,18.8111,17.24,16.52,0.72,
prebreak,600036,2020-07-23,S,S,A,C,S,S,A,27.038,25.69,24.34,1.35,
prebreak,600623,2020-07-23,S,S,A,C,S,S,A,4.857,4.53,4.32,0.21,
prebreak,600820,2020-07-23,S,S,A,C,S,S,A,4.7767,4.83,4.58,0.25,
prebreak,601318,2020-07-23,S,S,A,C,S,S,A,59.6124,55.57,53.31,2.26,
prebreak,000404,2020-07-24,S,S,A,C,S,S,A,3.0571,2.9,2.76,0.14,
prebreak,000703,2020-07-24,S,S,A,B,S,S,A,9.8098,8.62,8.16,0.46,
prebreak,600019,2020-07-24,S,S,A,C,S,S,A,3.5995,3.48,3.33,0.15,
prebreak,600398,2020-07-24,S,S,A,C,S,S,A,4.1345,4.29,4.13,0.16,
prebreak,600873,2020-07-24,S,S,A,B,S,S,A,3.9548,3.56,3.39,0.17,
prebreak,601319,2020-07-24,S,S,A,C,S,S,A,5.8735,5.46,5.24,0.22,
prebreak,601818,2020-07-24,S,S,A,C,S,S,A,2.683,2.61,2.5,0.11,
prebreak,603323,2020-07-24,S,S,A,C,S,S,A,3.1111,2.96,2.8,0.16,
prebreak,002203,2020-07-27,S,S,A,C,S,S,A,8.1308,8.37,7.99,0.38,
prebreak,002543,2020-07-27,S,S,A,C,S,S,A,6.3118,6.87,6.57,0.3,
prebreak,600808,2020-07-27,S,S,A,C,S,S,A,2.3218,2.25,2.15,0.1,
prebreak,601336,2020-07-27,S,S,A,C,S,S,A,40.2208,35.76,34.07,1.69,
prebreak,000001,2020-07-28,S,S,A,C,S,S,A,10.6606,10.53,9.99,0.54,
prebreak,000429,2020-07-28,S,S,A,C,S,S,A,4.9098,5.04,4.8,0.24,
prebreak,600066,2020-07-28,S,S,A,C,S,S,A,9.3297,8.68,8.23,0.45,
prebreak,000548,2020-07-29,S,S,A,C,S,S,A,3.9053,3.95,3.74,0.21,
prebreak,000707,2020-07-29,S,S,A,C,S,S,A,2.4478,2.32,2.25,0.07,
prebreak,000883,2020-07-29,S,S,A,C,S,S,A,3.2978,3.46,3.31,0.15,
prebreak,002132,2020-07-29,S,S,A,C,S,S,A,2.5183,2.61,2.5,0.11,
prebreak,002206,2020-07-29,S,S,A,C,S,S,A,2.9629,2.8,2.66,0.14,
prebreak,600027,2020-07-29,S,S,A,C,S,S,A,2.7752,2.85,2.71,0.14,
prebreak,600320,2020-07-29,S,S,A,C,S,S,A,2.8797,2.95,2.79,0.16,
prebreak,600461,2020-07-29,S,S,A,C,S,S,A,4.9441,4.63,4.4,0.23,
prebreak,600761,2020-07-29,S,S,A,C,S,S,A,8.8845,8.26,7.87,0.39,
prebreak,601188,2020-07-29,S,S,A,C,S,S,A,2.4462,2.5,2.39,0.11,
prebreak,601966,2020-07-29,S,S,A,C,S,S,A,21.8725,20.16,19.2,0.96,
prebreak,000761,2020-07-30,S,S,A,C,S,S,A,2.7924,2.85,2.69,0.16,
prebreak,000828,2020-07-30,S,S,A,A,S,S,A,6.9889,6.44,6.13,0.31,
prebreak,002775,2020-07-30,S,S,A,C,S,S,A,4.4997,4.6,4.36,0.24,
prebreak,300193,2020-07-30,S,S,A,B,S,S,A,6.2984,6.17,5.88,0.29,
prebreak,600036,2020-07-30,S,S,A,C,S,S,A,26.2481,26.9,25.78,1.12,
prebreak,600820,2020-07-30,S,S,A,C,S,S,A,4.6072,4.83,4.6,0.23,
prebreak,601009,2020-07-30,S,S,A,C,S,S,A,5.8127,5.91,5.67,0.24,
prebreak,601368,2020-07-30,S,S,A,C,S,S,A,5.3161,5.48,5.2,0.28,
prebreak,601566,2020-07-30,S,S,A,C,S,S,A,7.4127,7.61,7.23,0.38,
prebreak,603689,2020-07-30,S,S,A,C,S,S,A,6.3055,6.5,6.19,0.31,
prebreak,000404,2020-07-31,S,S,A,B,S,S,A,3.3475,3.19,3.02,0.17,
prebreak,000755,2020-07-31,S,S,A,C,S,S,A,3.5264,3.54,3.35,0.19,
prebreak,000899,2020-07-31,S,S,A,C,S,S,A,4.1139,4.26,4.04,0.22,
prebreak,002462,2020-07-31,S,S,A,B,S,S,A,14.2529,13.22,12.59,0.63,
prebreak,600269,2020-07-31,S,S,A,C,S,S,A,2.875,2.91,2.8,0.11,
prebreak,000718,2020-08-03,S,S,A,C,S,S,A,3.0944,3.18,3.04,0.14,
prebreak,000726,2020-08-03,S,S,A,C,S,S,A,7.1161,6.99,6.64,0.35,
prebreak,002203,2020-08-03,S,S,A,C,S,S,A,8.4003,8.48,8.06,0.42,
prebreak,600663,2020-08-03,S,S,A,C,S,S,A,10.9032,10.94,10.39,0.55,
prebreak,000010,2020-08-04,S,S,A,C,S,S,A,4.1,3.92,3.71,0.21,
prebreak,600578,2020-08-04,S,S,A,C,S,S,A,2.6602,2.66,2.52,0.14,
prebreak,600780,2020-08-04,S,S,A,B,S,S,A,3.1993,3.21,3.06,0.15,
prebreak,000707,2020-08-05,S,S,A,C,S,S,A,2.4954,2.47,2.38,0.09,
prebreak,002132,2020-08-05,S,S,A,C,S,S,A,2.6123,2.63,2.5,0.13,
prebreak,300668,2020-08-05,S,S,A,C,S,S,A,16.5697,16.26,15.41,0.85,
prebreak,600320,2020-08-05,S,S,A,C,S,S,A,2.8982,2.95,2.82,0.13,
prebreak,600483,2020-08-05,S,S,A,C,S,S,A,6.1681,5.34,5.11,0.23,
prebreak,603188,2020-08-05,S,S,A,C,S,S,A,6.1,6.27,6.06,0.21,
prebreak,000685,2020-08-06,S,S,A,C,S,S,A,6.7703,6.8,6.51,0.29,
prebreak,002646,2020-08-06,S,S,A,C,S,S,A,10.6037,10.77,10.46,0.31,
prebreak,002811,2020-08-06,S,S,A,C,S,S,A,8.8579,9.18,8.71,0.47,
prebreak,601368,2020-08-06,S,S,A,C,S,S,A,5.4284,5.53,5.25,0.28,
prebreak,601566,2020-08-06,S,S,A,C,S,S,A,7.5974,7.61,7.23,0.38,
prebreak,601838,2020-08-06,S,S,A,B,S,S,A,6.9374,6.36,6.12,0.24,
prebreak,603689,2020-08-06,S,S,A,C,S,S,A,6.3825,6.45,6.12,0.33,
prebreak,000755,2020-08-07,S,S,A,C,S,S,A,3.4809,3.61,3.43,0.18,
prebreak,000983,2020-08-07,S,S,A,C,S,S,A,2.9683,3.09,2.93,0.16,
prebreak,002462,2020-08-07,S,S,A,C,S,S,A,14.3514,13.22,12.59,0.63,
prebreak,000718,2020-08-10,S,S,A,C,S,S,A,3.1295,3.21,3.04,0.17,
prebreak,002443,2020-08-10,S,S,A,C,S,S,A,6.0252,6.3,6.01,0.29,
prebreak,002543,2020-08-10,S,S,A,A,S,S,A,7.0745,6.56,6.23,0.33,
prebreak,002692,2020-08-10,S,S,A,C,S,S,A,2.9664,3.04,2.9,0.14,
prebreak,600188,2020-08-10,S,S,A,C,S,S,A,3.1316,3.25,3.09,0.16,
prebreak,600663,2020-08-10,S,S,A,C,S,S,A,10.8174,11.23,10.67,0.56,
prebreak,000010,2020-08-11,S,S,A,C,S,S,A,3.98,3.92,3.71,0.21,
prebreak,002060,2020-08-11,S,S,A,C,S,S,A,2.7195,2.84,2.68,0.16,
prebreak,600208,2020-08-11,S,S,A,C,S,S,A,3.2737,3.4,3.24,0.16,
prebreak,600382,2020-08-11,S,S,A,C,S,S,A,3.7638,3.83,3.65,0.18,
prebreak,600780,2020-08-11,S,S,A,C,S,S,A,3.1723,3.26,3.11,0.15,
prebreak,000598,2020-08-12,S,S,A,C,S,S,A,4.2865,4.44,4.23,0.21,
prebreak,000617,2020-08-12,S,S,A,C,S,S,A,6.3794,6.66,6.43,0.23,
prebreak,000707,2020-08-12,S,S,A,C,S,S,A,2.505,2.47,2.38,0.09,
prebreak,600027,2020-08-12,S,S,A,C,S,S,A,2.7981,2.82,2.68,0.14,
prebreak,600461,2020-08-12,S,S,A,C,S,S,A,4.8785,5.06,4.8,0.26,
prebreak,603689,2020-08-13,S,S,A,B,S,S,A,6.6196,6.55,6.22,0.33,
prebreak,002327,2020-08-14,S,S,A,C,S,S,A,4.9331,5.23,4.98,0.25,
prebreak,600098,2020-08-14,S,S,A,C,S,S,A,4.8892,4.91,4.69,0.22,
prebreak,600266,2020-08-14,S,S,A,C,S,S,A,4.9882,4.94,4.74,0.2,
prebreak,002290,2020-08-17,S,S,A,A,S,S,A,5.2666,5.3,5.12,0.18,
prebreak,002543,2020-08-17,S,S,A,B,S,S,A,7.2457,6.56,6.23,0.33,
prebreak,300652,2020-08-17,S,S,A,C,S,S,A,14.9851,14.59,13.86,0.73,
prebreak,600780,2020-08-18,S,S,A,C,S,S,A,3.2545,3.26,3.11,0.15,
prebreak,000707,2020-08-19,S,S,A,C,S,S,A,2.5335,2.57,2.44,0.13,
prebreak,000767,2020-08-19,S,S,A,A,S,S,A,2.84,2.55,2.43,0.12,
prebreak,300553,2020-08-19,S,S,A,C,S,S,A,22.2482,22.46,21.44,1.02,
prebreak,600027,2020-08-19,S,S,A,A,S,S,A,3.2543,2.82,2.68,0.14,
prebreak,000570,2020-08-20,S,S,A,C,S,S,A,5.1775,5.24,5.02,0.22,
prebreak,002775,2020-08-20,S,S,A,C,S,S,A,4.4829,4.63,4.39,0.24,
prebreak,601368,2020-08-20,S,S,A,B,S,S,A,5.5033,5.65,5.38,0.27,
prebreak,601828,2020-08-21,S,S,A,C,S,S,A,9.5715,9.87,9.48,0.39,
prebreak,300652,2020-08-24,S,S,A,C,S,S,A,15.3375,14.59,13.86,0.73,
prebreak,600629,2020-08-24,S,S,A,C,S,S,A,4.8385,5.05,4.81,0.24,
prebreak,600780,2020-08-25,S,S,A,C,S,S,A,3.3277,3.26,3.11,0.15,
prebreak,000548,2020-08-26,S,S,A,C,S,S,A,3.8673,4.11,3.9,0.21,
prebreak,000707,2020-08-26,S,S,A,C,S,S,A,2.4859,2.62,2.5,0.12,
prebreak,000767,2020-08-26,S,S,A,C,S,S,A,2.54,2.55,2.43,0.12,
prebreak,002574,2020-08-26,S,S,A,C,S,S,A,4.9052,5.06,4.88,0.18,
prebreak,300553,2020-08-26,S,S,A,C,S,S,A,22.5464,22.91,21.71,1.2,
prebreak,600284,2020-08-26,S,S,A,B,S,S,A,5.5178,5.79,5.54,0.25,
prebreak,603615,2020-08-26,S,S,A,C,S,S,A,9.1452,9.3,8.82,0.48,
prebreak,601368,2020-08-27,S,S,A,C,S,S,A,5.4003,5.57,5.31,0.26,
prebreak,000899,2020-08-28,S,S,A,C,S,S,A,4.1585,4.24,4.09,0.15,
prebreak,600098,2020-08-28,S,S,A,C,S,S,A,4.9055,4.95,4.77,0.18,
prebreak,601098,2020-08-28,S,S,A,S,S,S,A,8.1632,8.21,7.78,0.43,
prebreak,601828,2020-08-28,S,S,A,C,S,S,A,9.4555,9.64,9.16,0.48,
prebreak,300652,2020-08-31,S,S,A,C,S,S,A,15.6265,15.53,14.81,0.72,
prebreak,600780,2020-09-01,S,S,A,C,S,S,A,3.1997,3.32,3.14,0.18,
prebreak,002132,2020-09-02,S,S,A,C,S,S,A,2.6592,2.68,2.56,0.12,
prebreak,002574,2020-09-02,S,S,A,C,S,S,A,5.0027,5.07,4.88,0.19,
prebreak,300553,2020-09-02,S,S,A,B,S,S,A,23.3884,22.91,21.71,1.2,
prebreak,300193,2020-09-03,S,S,A,C,S,S,A,7.0583,6.72,6.38,0.34,
prebreak,600820,2020-09-03,S,S,A,C,S,S,A,4.5533,4.72,4.54,0.18,
prebreak,601368,2020-09-03,S,S,A,C,S,S,A,5.3067,5.47,5.27,0.2,
prebreak,603689,2020-09-03,S,S,A,C,S,S,A,6.4477,6.61,6.39,0.22,
prebreak,600668,2020-09-04,S,S,A,C,S,S,A,12.0908,12.64,12.03,0.61,
prebreak,000825,2020-09-07,S,S,A,C,S,S,A,3.297,3.33,3.22,0.11,
prebreak,002608,2020-09-08,S,S,A,B,S,S,A,6.1702,6.5,6.23,0.27,
prebreak,002868,2020-09-08,S,S,A,C,S,S,A,15.4015,15.32,14.56,0.76,
prebreak,300553,2020-09-09,S,S,A,C,S,S,A,23.3592,22.91,21.71,1.2,
prebreak,600007,2020-09-09,S,S,A,C,S,S,A,10.3675,10.95,10.47,0.48,
prebreak,600027,2020-09-09,S,S,A,C,S,S,A,2.9425,3.04,2.87,0.17,
prebreak,600076,2020-09-09,S,S,A,A,S,S,A,3.65,3.62,3.46,0.16,
prebreak,002811,2020-09-10,S,S,A,B,S,S,A,8.3708,8.91,8.44,0.47,
prebreak,300616,2020-09-10,S,S,A,C,S,S,A,53.0992,55.04,52.4,2.64,
prebreak,600846,2020-09-10,S,S,A,C,S,S,A,7.9154,8.24,7.89,0.35,
prebreak,601003,2020-09-10,S,S,A,A,S,S,A,4.2486,4.43,4.23,0.2,
prebreak,603689,2020-09-10,S,S,A,B,S,S,A,6.2344,6.63,6.33,0.3,
prebreak,603878,2020-09-10,S,S,A,B,S,S,A,5.274,4.97,4.71,0.26,
prebreak,603139,2020-09-11,S,S,A,B,S,S,A,18.1671,20.52,19.57,0.95,
prebreak,000825,2020-09-14,S,S,A,C,S,S,A,3.2703,3.33,3.22,0.11,
prebreak,002608,2020-09-15,S,S,A,C,S,S,A,6.1702,6.28,6.04,0.24,
prebreak,002868,2020-09-15,S,S,A,C,S,S,A,15.0164,15.32,14.56,0.76,
prebreak,603217,2020-09-15,S,S,A,C,S,S,A,16.1034,17.54,16.74,0.8,
prebreak,300553,2020-09-16,S,S,A,C,S,S,A,21.8974,22.91,21.71,1.2,
prebreak,603036,2020-09-16,S,S,A,C,S,S,A,8.8616,9.45,8.97,0.48,
prebreak,603192,2020-09-16,S,S,A,C,S,S,A,18.419,19.98,18.98,1.0,
prebreak,002811,2020-09-17,S,S,A,C,S,S,A,8.3221,8.65,8.2,0.45,
prebreak,300780,2020-09-17,S,S,A,C,S,S,A,19.9534,18.75,17.8,0.95,
prebreak,601369,2020-09-17,S,S,A,C,S,S,A,5.0668,5.28,5.03,0.25,
prebreak,603689,2020-09-17,S,S,A,C,S,S,A,6.2285,6.63,6.33,0.3,
prebreak,603878,2020-09-17,S,S,A,C,S,S,A,5.2799,4.97,4.71,0.26,
prebreak,603908,2020-09-17,S,S,A,C,S,S,A,16.2321,17.46,16.62,0.84,
prebreak,600301,2020-09-18,S,S,A,C,S,S,A,6.5137,6.92,6.57,0.35,
prebreak,603139,2020-09-18,S,S,A,C,S,S,A,18.4548,18.57,17.84,0.73,
prebreak,000888,2020-09-21,S,S,A,B,S,S,A,6.0165,5.99,5.71,0.28,
prebreak,002872,2020-09-21,S,S,A,C,S,S,A,6.01,6.08,5.84,0.24,
prebreak,000778,2020-09-23,S,S,A,C,S,S,A,3.1857,3.3,3.17,0.13,
prebreak,300553,2020-09-23,S,S,A,C,S,S,A,22.1898,22.65,21.6,1.05,
prebreak,600755,2020-09-23,S,S,A,C,S,S,A,4.8523,5.0,4.79,0.21,
prebreak,603036,2020-09-23,S,S,A,C,S,S,A,8.6349,9.16,8.76,0.4,
prebreak,603192,2020-09-23,S,S,A,A,S,S,A,18.9603,19.06,18.14,0.92,
prebreak,603269,2020-09-23,S,S,A,C,S,S,A,3.1716,3.34,3.18,0.16,
prebreak,603958,2020-09-23,S,S,A,C,S,S,A,7.36,7.61,7.21,0.4,
prebreak,603998,2020-09-23,S,S,A,C,S,S,A,5.6334,5.77,5.56,0.21,
prebreak,002722,2020-09-24,S,S,A,C,S,S,A,12.3605,12.86,12.28,0.58,
prebreak,002811,2020-09-24,S,S,A,C,S,S,A,8.2977,8.63,8.23,0.4,
prebreak,300024,2020-09-24,S,S,A,C,S,S,A,14.71,16.49,15.66,0.83,
prebreak,600444,2020-09-24,S,S,A,C,S,S,A,9.7731,10.66,10.16,0.5,
prebreak,600846,2020-09-24,S,S,A,C,S,S,A,8.0022,8.24,7.89,0.35,
prebreak,601088,2020-09-24,S,S,A,C,S,S,A,10.6385,11.09,10.58,0.51,
prebreak,601369,2020-09-24,S,S,A,C,S,S,A,5.0195,5.23,5.03,0.2,
prebreak,601566,2020-09-24,S,S,A,C,S,S,A,9.7177,7.77,7.55,0.22,
prebreak,603335,2020-09-24,S,S,A,C,S,S,A,4.6169,4.99,4.75,0.24,
prebreak,603908,2020-09-24,S,S,A,C,S,S,A,15.6436,16.43,15.82,0.61,
prebreak,000151,2020-09-25,S,S,A,C,S,S,A,8.85,9.37,8.91,0.46,
prebreak,000528,2020-09-25,S,S,A,C,S,S,A,6.1473,6.62,6.27,0.35,
prebreak,000983,2020-09-25,S,S,A,C,S,S,A,3.1042,3.09,2.95,0.14,
prebreak,002527,2020-09-25,S,S,A,C,S,S,A,5.4535,5.91,5.64,0.27,
prebreak,600428,2020-09-25,S,S,A,C,S,S,A,2.8399,2.99,2.86,0.13,
prebreak,603860,2020-09-25,S,S,A,C,S,S,A,25.8348,28.2,26.84,1.36,
prebreak,000488,2020-09-28,S,S,A,C,S,S,A,5.1176,5.68,5.43,0.25,
prebreak,000718,2020-09-28,S,S,A,C,S,S,A,2.7876,3.02,2.89,0.13,
prebreak,000825,2020-09-28,S,S,A,C,S,S,A,3.3147,3.39,3.23,0.16,
prebreak,600992,2020-09-28,S,S,A,C,S,S,A,6.7291,7.66,7.26,0.4,
prebreak,601007,2020-09-28,S,S,A,C,S,S,A,5.9144,6.32,5.99,0.33,
prebreak,601018,2020-09-28,S,S,A,C,S,S,A,3.2456,3.53,3.35,0.18,
prebreak,002900,2020-09-29,S,S,A,C,S,S,A,9.7615,10.68,10.14,0.54,
prebreak,600977,2020-09-29,S,S,A,C,S,S,A,13.6248,14.57,13.91,0.66,
prebreak,601226,2020-09-29,S,S,A,C,S,S,A,3.6364,3.92,3.72,0.2,
prebreak,603657,2020-09-29,S,S,A,C,S,S,A,16.9523,17.33,16.5,0.83,
prebreak,300553,2020-09-30,S,S,A,C,S,S,A,21.1665,22.65,21.53,1.12,
prebreak,603036,2020-09-30,S,S,A,C,S,S,A,8.0816,9.16,8.76,0.4,
prebreak,603192,2020-09-30,S,S,A,C,S,S,A,17.9204,19.06,18.14,0.92,
prebreak,603269,2020-09-30,S,S,A,C,S,S,A,2.9938,3.34,3.18,0.16,
prebreak,603958,2020-09-30,S,S,A,C,S,S,A,6.79,7.61,7.21,0.4,
prebreak,603967,2020-09-30,S,S,A,C,S,S,A,8.4417,9.2,8.87,0.33,
prebreak,603998,2020-09-30,S,S,A,C,S,S,A,5.4067,5.64,5.37,0.27,
prebreak,000685,2020-10-09,S,S,A,C,S,S,A,6.8306,6.86,6.64,0.22,
prebreak,002403,2020-10-09,S,S,A,C,S,S,A,8.6482,8.67,8.23,0.44,
prebreak,002722,2020-10-09,S,S,A,C,S,S,A,12.1565,12.86,12.28,0.58,
prebreak,002811,2020-10-09,S,S,A,C,S,S,A,8.4195,8.59,8.16,0.43,
prebreak,300407,2020-10-09,S,S,A,C,S,S,A,8.3781,9.05,8.62,0.43,
prebreak,600376,2020-10-09,S,S,A,C,S,S,A,6.0511,6.15,5.86,0.29,
prebreak,600444,2020-10-09,S,S,A,C,S,S,A,9.6787,10.66,10.16,0.5,
prebreak,600846,2020-10-09,S,S,A,C,S,S,A,8.1586,8.22,7.83,0.39,
prebreak,601088,2020-10-09,S,S,A,C,S,S,A,10.9488,11.12,10.67,0.45,
prebreak,601369,2020-10-09,S,S,A,S,S,S,A,5.1771,5.13,4.89,0.24,
prebreak,603199,2020-10-09,S,S,A,C,S,S,A,19.7902,22.15,21.07,1.08,
prebreak,603335,2020-10-09,S,S,A,C,S,S,A,4.6169,4.99,4.75,0.24,
prebreak,603908,2020-10-09,S,S,A,C,S,S,A,15.4809,16.43,15.82,0.61,
prebreak,000507,2020-10-12,S,S,A,B,S,S,A,5.4296,5.4,5.15,0.25,
prebreak,000528,2020-10-12,S,S,A,C,S,S,A,6.3528,6.29,6.0,0.29,
prebreak,000899,2020-10-12,S,S,A,C,S,S,A,3.989,4.0,3.8,0.2,
prebreak,000983,2020-10-12,S,S,A,B,S,S,A,3.3688,3.09,2.95,0.14,
prebreak,300349,2020-10-12,S,S,A,C,S,S,A,13.4027,13.17,12.58,0.59,
prebreak,600054,2020-10-12,S,S,A,C,S,S,A,8.486,8.73,8.31,0.42,
prebreak,600684,2020-10-12,S,S,A,C,S,S,A,3.6,3.64,3.48,0.16,
prebreak,601163,2020-10-12,S,S,A,C,S,S,A,12.8583,12.57,11.91,0.66,
prebreak,603860,2020-10-12,S,S,A,B,S,S,A,25.7283,26.17,24.83,1.34,
prebreak,000488,2020-10-13,S,S,A,C,S,S,A,5.2348,5.31,5.03,0.28,
prebreak,000718,2020-10-13,S,S,A,C,S,S,A,2.8227,2.86,2.73,0.13,
prebreak,000825,2020-10-13,S,S,A,C,S,S,A,3.3236,3.38,3.22,0.16,
prebreak,000888,2020-10-13,S,S,A,C,S,S,A,5.6042,5.72,5.49,0.23,
prebreak,002598,2020-10-13,S,S,A,C,S,S,A,6.3695,6.19,5.97,0.22,
prebreak,002948,2020-10-13,S,S,A,C,S,S,A,3.7502,3.8,3.65,0.15,
prebreak,600188,2020-10-13,S,S,A,C,S,S,A,3.348,3.24,3.08,0.16,
prebreak,600605,2020-10-13,S,S,A,C,S,S,A,8.5118,9.11,8.67,0.44,
prebreak,600992,2020-10-13,S,S,A,B,S,S,A,6.8773,7.48,7.1,0.38,
prebreak,000055,2020-10-14,S,S,A,C,S,S,A,4.7756,4.54,4.32,0.22,
prebreak,000419,2020-10-14,S,S,A,C,S,S,A,4.0097,3.98,3.79,0.19,
prebreak,002900,2020-10-14,S,S,A,C,S,S,A,10.0971,10.68,10.14,0.54,
prebreak,600479,2020-10-14,S,S,A,C,S,S,A,6.8235,6.91,6.57,0.34,
prebreak,600977,2020-10-14,S,S,A,B,S,S,A,14.4604,14.14,13.47,0.67,
prebreak,601226,2020-10-14,S,S,A,C,S,S,A,3.8168,3.82,3.63,0.19,
prebreak,603599,2020-10-14,S,S,A,C,S,S,A,8.5196,8.16,7.74,0.42,
prebreak,603657,2020-10-14,S,S,A,B,S,S,A,18.8647,17.33,16.5,0.83,
prebreak,000301,2020-10-15,S,S,A,C,S,S,A,6.3342,6.3,6.0,0.3,
prebreak,000753,2020-10-15,S,S,A,C,S,S,A,2.915,3.01,2.89,0.12,
prebreak,300553,2020-10-15,S,S,A,C,S,S,A,22.6751,22.65,21.53,1.12,
prebreak,600743,2020-10-15,S,S,A,C,S,S,A,2.1466,2.2,2.13,0.07,
prebreak,600755,2020-10-15,S,S,A,C,S,S,A,4.8243,4.93,4.75,0.18,
prebreak,603036,2020-10-15,S,S,A,C,S,S,A,8.399,8.55,8.13,0.42,
prebreak,603192,2020-10-15,S,S,A,C,S,S,A,18.8534,19.06,18.14,0.92,
prebreak,603269,2020-10-15,S,S,A,C,S,S,A,3.1435,3.19,3.03,0.16,
prebreak,603615,2020-10-15,S,S,A,C,S,S,A,11.0151,9.61,9.19,0.42,
prebreak,603958,2020-10-15,S,S,A,C,S,S,A,7.34,7.39,7.04,0.35,
prebreak,603967,2020-10-15,S,S,A,C,S,S,A,8.5973,8.81,8.48,0.33,
prebreak,000042,2020-10-16,S,S,A,C,S,S,A,9.2943,9.43,9.09,0.34,
prebreak,001979,2020-10-16,S,S,A,C,S,S,A,12.8323,13.11,12.49,0.62,
prebreak,002403,2020-10-16,S,S,A,C,S,S,A,9.0435,8.67,8.23,0.44,
prebreak,300407,2020-10-16,S,S,A,C,S,S,A,8.6441,9.05,8.62,0.43,
prebreak,600376,2020-10-16,S,S,A,C,S,S,A,5.971,6.19,5.93,0.26,
prebreak,600444,2020-10-16,S,S,A,C,S,S,A,9.8959,10.13,9.66,0.47,
prebreak,600846,2020-10-16,S,S,A,C,S,S,A,8.0544,8.32,7.95,0.37,
prebreak,601009,2020-10-16,S,S,A,B,S,S,A,6.229,6.1,5.83,0.27,
prebreak,601369,2020-10-16,S,S,A,C,S,S,A,5.2165,5.34,5.14,0.2,
prebreak,603335,2020-10-16,S,S,A,C,S,S,A,4.8142,4.87,4.62,0.25,
prebreak,603878,2020-10-16,S,S,A,C,S,S,A,5.1288,5.3,5.06,0.24,
prebreak,000507,2020-10-19,S,S,A,C,S,S,A,5.243,5.45,5.22,0.23,
prebreak,000899,2020-10-19,S,S,A,C,S,S,A,3.9979,4.07,3.9,0.17,
prebreak,002573,2020-10-19,S,S,A,C,S,S,A,5.2562,5.38,5.19,0.19,
prebreak,300349,2020-10-19,S,S,A,A,S,S,A,13.8844,13.71,12.99,0.72,
prebreak,600684,2020-10-19,S,S,A,C,S,S,A,3.46,3.62,3.43,0.19,
prebreak,601390,2020-10-19,S,S,A,C,S,S,A,4.4447,4.58,4.4,0.18,
prebreak,000488,2020-10-20,S,S,A,C,S,S,A,5.225,5.29,5.12,0.17,
prebreak,002872,2020-10-20,S,S,A,C,S,S,A,6.16,6.37,6.05,0.32,
prebreak,600188,2020-10-20,S,S,A,B,S,S,A,3.269,3.24,3.08,0.16,
prebreak,600325,2020-10-20,S,S,A,C,S,S,A,5.2482,5.68,5.43,0.25,
prebreak,600605,2020-10-20,S,S,A,B,S,S,A,8.2346,8.53,8.09,0.44,
prebreak,000055,2020-10-21,S,S,A,C,S,S,A,4.6903,4.85,4.64,0.21,
prebreak,000970,2020-10-21,S,S,A,C,S,S,A,8.1877,8.41,8.09,0.32,
prebreak,002085,2020-10-21,S,S,A,C,S,S,A,6.5337,6.38,6.13,0.25,
prebreak,002468,2020-10-21,S,S,A,C,S,S,A,15.2118,15.55,14.89,0.66,
prebreak,002479,2020-10-21,S,S,A,C,S,S,A,5.6956,5.86,5.61,0.25,
prebreak,002849,2020-10-21,S,S,A,C,S,S,A,10.4277,10.67,10.22,0.45,
prebreak,600479,2020-10-21,S,S,A,C,S,S,A,6.661,6.84,6.63,0.21,
prebreak,603228,2020-10-21,S,S,A,B,S,S,A,32.2615,32.54,30.93,1.61,
prebreak,603657,2020-10-21,S,S,A,C,S,S,A,19.7838,17.33,16.5,0.83,
prebreak,000301,2020-10-22,S,S,A,C,S,S,A,6.1799,6.3,6.0,0.3,
prebreak,002088,2020-10-22,S,S,A,C,S,S,A,5.6228,5.22,5.05,0.17,
prebreak,603192,2020-10-22,S,S,A,C,S,S,A,18.5187,19.56,18.54,1.02,
prebreak,603269,2020-10-22,S,S,A,C,S,S,A,3.1318,3.22,3.06,0.16,
prebreak,002149,2020-10-23,S,S,A,C,S,S,A,7.9848,8.02,7.66,0.36,
prebreak,002789,2020-10-23,S,S,A,C,S,S,A,16.65,16.49,15.83,0.66,
prebreak,600444,2020-10-23,S,S,A,C,S,S,A,9.707,10.09,9.67,0.42,
prebreak,600623,2020-10-23,S,S,A,C,S,S,A,4.9443,5.12,4.91,0.21,
prebreak,601009,2020-10-23,S,S,A,C,S,S,A,6.281,6.1,5.83,0.27,
prebreak,601318,2020-10-23,S,S,A,C,S,S,A,63.6452,64.45,61.07,3.38,
prebreak,601918,2020-10-23,S,S,A,C,S,S,A,2.2501,2.39,2.29,0.1,
prebreak,603081,2020-10-23,S,S,A,C,S,S,A,10.8081,11.3,10.73,0.57,
prebreak,603177,2020-10-23,S,S,A,C,S,S,A,8.9612,9.16,8.82,0.34,
prebreak,000404,2020-10-26,S,S,A,C,S,S,A,3.1862,3.34,3.17,0.17,
