mode,code,date,grade,PT,TY,DN,DL,LK,SF,close,trigger,stop,risk,prbook_warn
prebreak,600681,2021-04-01,S,S,A,C,S,S,A,3.828,3.82,3.66,0.16,
prebreak,600694,2021-04-01,S,S,A,C,S,S,A,11.9645,11.56,11.16,0.4,
prebreak,601177,2021-04-01,S,S,A,C,S,S,A,7.7547,7.76,7.38,0.38,
prebreak,603999,2021-04-01,S,S,A,C,S,S,A,4.9051,5.12,4.88,0.24,
prebreak,000935,2021-04-02,S,S,A,C,S,S,A,13.3775,13.77,13.21,0.56,
prebreak,002877,2021-04-02,S,S,A,B,S,S,A,6.9499,6.95,6.63,0.32,
prebreak,600133,2021-04-02,S,S,A,C,S,S,A,5.3706,5.32,5.04,0.28,
prebreak,600373,2021-04-02,S,S,A,B,S,S,A,8.0924,8.1,7.69,0.41,
prebreak,600736,2021-04-02,S,S,A,C,S,S,A,4.304,4.39,4.23,0.16,
prebreak,601330,2021-04-02,S,S,A,C,S,S,A,8.2581,7.44,7.15,0.29,
prebreak,603015,2021-04-02,S,S,A,C,S,S,A,5.5839,5.74,5.49,0.25,
prebreak,603192,2021-04-02,S,S,A,B,S,S,A,16.5742,16.8,16.07,0.73,
prebreak,000788,2021-04-06,S,S,A,C,S,S,A,6.1885,6.29,5.99,0.3,
prebreak,002039,2021-04-06,S,S,A,C,S,S,A,10.482,9.55,9.07,0.48,
prebreak,002062,2021-04-06,S,S,A,C,S,S,A,3.7369,3.88,3.67,0.21,
prebreak,002380,2021-04-06,S,S,A,C,S,S,A,14.194,13.95,13.26,0.69,
prebreak,002533,2021-04-06,S,S,A,C,S,S,A,4.3081,4.44,4.23,0.21,
prebreak,002579,2021-04-06,S,S,A,B,S,S,A,9.6646,9.5,9.15,0.35,
prebreak,002761,2021-04-06,S,S,A,C,S,S,A,7.5665,7.86,7.49,0.37,
prebreak,002887,2021-04-06,S,S,A,C,S,S,A,11.0699,11.75,11.25,0.5,
prebreak,600558,2021-04-06,S,S,A,C,S,S,A,2.7886,2.82,2.66,0.16,
prebreak,603797,2021-04-06,S,S,A,C,S,S,A,7.3779,7.53,7.16,0.37,
prebreak,000062,2021-04-07,S,S,A,C,S,S,A,10.8438,10.86,10.37,0.49,
prebreak,002140,2021-04-07,S,S,A,B,S,S,A,6.6282,6.65,6.35,0.3,
prebreak,002346,2021-04-07,S,S,A,C,S,S,A,9.2653,9.15,8.72,0.43,
prebreak,002448,2021-04-07,S,S,A,C,S,S,A,4.9318,5.0,4.77,0.23,
prebreak,600312,2021-04-07,S,S,A,C,S,S,A,6.3411,6.52,6.29,0.23,
prebreak,601992,2021-04-07,S,S,A,C,S,S,A,2.4174,2.5,2.39,0.11,
prebreak,603165,2021-04-07,S,S,A,C,S,S,A,9.8589,9.77,9.35,0.42,
prebreak,002420,2021-04-08,S,S,A,C,S,S,A,4.53,4.61,4.38,0.23,
prebreak,002431,2021-04-08,S,S,A,C,S,S,A,3.25,3.33,3.16,0.17,
prebreak,002443,2021-04-08,S,S,A,C,S,S,A,6.1536,6.31,6.08,0.23,
prebreak,002522,2021-04-08,S,S,A,C,S,S,A,5.8674,6.29,5.96,0.33,
prebreak,002598,2021-04-08,S,S,A,C,S,S,A,6.0774,6.36,6.07,0.29,
prebreak,002599,2021-04-08,S,S,A,C,S,S,A,3.7917,3.91,3.73,0.18,
prebreak,002741,2021-04-08,S,S,A,C,S,S,A,13.9735,14.43,13.93,0.5,
prebreak,600368,2021-04-08,S,S,A,C,S,S,A,2.0214,2.11,2.02,0.09,
prebreak,600502,2021-04-08,S,S,A,C,S,S,A,2.9767,3.13,2.97,0.16,
prebreak,600512,2021-04-08,S,S,A,C,S,S,A,2.6141,2.69,2.58,0.11,
prebreak,600530,2021-04-08,S,S,A,C,S,S,A,2.9855,3.05,2.89,0.16,
prebreak,600622,2021-04-08,S,S,A,C,S,S,A,3.1652,3.23,3.12,0.11,
prebreak,600968,2021-04-08,S,S,A,C,S,S,A,2.1247,2.21,2.12,0.09,
prebreak,601018,2021-04-08,S,S,A,C,S,S,A,3.5368,3.65,3.47,0.18,
prebreak,601199,2021-04-08,S,S,A,C,S,S,A,3.4539,3.53,3.34,0.19,
prebreak,603001,2021-04-08,S,S,A,C,S,S,A,6.1288,6.28,5.97,0.31,
prebreak,603889,2021-04-08,S,S,A,C,S,S,A,2.1426,2.18,2.1,0.08,
prebreak,002051,2021-04-09,S,S,A,C,S,S,A,6.3377,6.66,6.34,0.32,
prebreak,002421,2021-04-09,S,S,A,C,S,S,A,3.5085,3.63,3.47,0.16,
prebreak,002519,2021-04-09,S,S,A,C,S,S,A,3.7587,3.74,3.55,0.19,
prebreak,002879,2021-04-09,S,S,A,C,S,S,A,13.7,13.49,12.84,0.65,
prebreak,600023,2021-04-09,S,S,A,C,S,S,A,3.0755,3.06,2.92,0.14,
prebreak,600730,2021-04-09,S,S,A,B,S,S,A,4.3979,4.49,4.28,0.21,
prebreak,601177,2021-04-09,S,S,A,C,S,S,A,7.5209,7.85,7.45,0.4,
prebreak,603556,2021-04-09,S,S,A,C,S,S,A,11.2258,11.64,11.1,0.54,
prebreak,000551,2021-04-12,S,S,A,C,S,S,A,6.7117,7.02,6.67,0.35,
prebreak,000935,2021-04-12,S,S,A,C,S,S,A,12.5995,13.64,12.93,0.71,
prebreak,002489,2021-04-12,S,S,A,C,S,S,A,3.2869,3.36,3.24,0.12,
prebreak,002877,2021-04-12,S,S,A,B,S,S,A,6.8625,6.95,6.63,0.32,
prebreak,600027,2021-04-12,S,S,A,C,S,S,A,2.7144,2.81,2.68,0.13,
prebreak,600133,2021-04-12,S,S,A,A,S,S,A,5.2214,5.51,5.28,0.23,
prebreak,600168,2021-04-12,S,S,A,B,S,S,A,4.9303,4.87,4.63,0.24,
prebreak,601567,2021-04-12,S,S,A,B,S,S,A,5.3468,5.8,5.56,0.24,
prebreak,603015,2021-04-12,S,S,A,C,S,S,A,5.5278,5.74,5.47,0.27,
prebreak,603192,2021-04-12,S,S,A,C,S,S,A,16.9731,16.8,16.07,0.73,
prebreak,603717,2021-04-12,S,S,A,C,S,S,A,10.11,9.08,8.66,0.42,
prebreak,603817,2021-04-12,S,S,A,C,S,S,A,5.6277,5.97,5.7,0.27,
prebreak,603861,2021-04-12,S,S,A,A,S,S,A,7.6728,7.75,7.39,0.36,
prebreak,001872,2021-04-13,S,S,A,C,S,S,A,12.3253,12.81,12.26,0.55,
prebreak,002533,2021-04-13,S,S,A,C,S,S,A,4.1379,4.37,4.19,0.18,
prebreak,600171,2021-04-13,S,S,A,C,S,S,A,14.3904,15.24,14.48,0.76,
prebreak,600232,2021-04-13,S,S,A,C,S,S,A,4.2277,4.43,4.2,0.23,
prebreak,601107,2021-04-13,S,S,A,C,S,S,A,2.6081,2.75,2.61,0.14,
prebreak,000099,2021-04-14,S,S,A,C,S,S,A,6.5947,6.7,6.41,0.29,
prebreak,002140,2021-04-14,S,S,A,C,S,S,A,6.3269,6.65,6.35,0.3,
prebreak,002448,2021-04-14,S,S,A,C,S,S,A,4.9951,5.1,4.83,0.27,
prebreak,002443,2021-04-15,S,S,A,C,S,S,A,6.145,6.24,5.96,0.28,
prebreak,002687,2021-04-15,S,S,A,C,S,S,A,3.4234,3.37,3.23,0.14,
prebreak,002741,2021-04-15,S,S,A,C,S,S,A,13.6455,14.43,13.75,0.68,
prebreak,600502,2021-04-15,S,S,A,C,S,S,A,2.9322,2.99,2.86,0.13,
prebreak,600512,2021-04-15,S,S,A,C,S,S,A,2.5854,2.63,2.52,0.11,
prebreak,600530,2021-04-15,S,S,A,C,S,S,A,2.9256,3.07,2.92,0.15,
prebreak,600894,2021-04-15,S,S,A,C,S,S,A,5.8339,6.22,5.95,0.27,
prebreak,600968,2021-04-15,S,S,A,C,S,S,A,2.1247,2.18,2.11,0.07,
prebreak,601018,2021-04-15,S,S,A,C,S,S,A,3.5111,3.65,3.47,0.18,
prebreak,601199,2021-04-15,S,S,A,C,S,S,A,3.4629,3.53,3.34,0.19,
prebreak,603116,2021-04-15,S,S,A,C,S,S,A,4.7604,4.67,4.43,0.24,
prebreak,603739,2021-04-15,S,S,A,A,S,S,A,16.3145,16.21,15.58,0.63,
prebreak,603889,2021-04-15,S,S,A,C,S,S,A,2.1426,2.19,2.11,0.08,
prebreak,000090,2021-04-16,S,S,A,C,S,S,A,4.6684,4.9,4.7,0.2,
prebreak,002421,2021-04-16,S,S,A,C,S,S,A,3.6434,3.67,3.48,0.19,
prebreak,002519,2021-04-16,S,S,A,S,S,S,A,3.826,3.85,3.66,0.19,
prebreak,601177,2021-04-16,S,S,A,C,S,S,A,7.4819,7.79,7.45,0.34,
prebreak,603556,2021-04-16,S,S,A,C,S,S,A,10.8981,11.2,10.66,0.54,
prebreak,603926,2021-04-16,S,S,A,B,S,S,A,9.0723,8.9,8.42,0.48,
prebreak,000551,2021-04-19,S,S,A,C,S,S,A,7.081,6.95,6.61,0.34,
prebreak,600027,2021-04-19,S,S,A,C,S,S,A,2.6612,2.72,2.6,0.12,
prebreak,600278,2021-04-19,S,S,A,A,S,S,A,7.9635,8.06,7.67,0.39,
prebreak,601567,2021-04-19,S,S,A,C,S,S,A,5.6344,5.8,5.56,0.24,
prebreak,603015,2021-04-19,S,S,A,A,S,S,A,5.7149,5.69,5.41,0.28,
prebreak,603192,2021-04-19,S,S,A,C,S,S,A,17.0586,16.8,16.07,0.73,
prebreak,603305,2021-04-19,S,S,A,B,S,S,A,15.0896,14.81,14.27,0.54,
prebreak,603861,2021-04-19,S,S,A,C,S,S,A,7.5678,7.75,7.39,0.36,
prebreak,603917,2021-04-19,S,S,A,B,S,S,A,9.238,9.27,8.86,0.41,
prebreak,001872,2021-04-20,S,S,A,B,S,S,A,12.6598,12.77,12.15,0.62,
prebreak,002186,2021-04-20,S,S,A,C,S,S,A,10.98,10.77,10.26,0.51,
prebreak,002533,2021-04-20,S,S,A,C,S,S,A,4.3004,4.32,4.13,0.19,
prebreak,002579,2021-04-20,S,S,A,A,S,S,A,9.7622,9.67,9.34,0.33,
prebreak,002761,2021-04-20,S,S,A,C,S,S,A,7.7444,7.85,7.54,0.31,
prebreak,600370,2021-04-20,S,S,A,C,S,S,A,2.8458,2.9,2.74,0.16,
prebreak,603898,2021-04-20,S,S,A,B,S,S,A,16.0161,15.7,14.96,0.74,
prebreak,000099,2021-04-21,S,S,A,C,S,S,A,6.6901,6.79,6.51,0.28,
prebreak,002140,2021-04-21,S,S,A,C,S,S,A,6.1535,6.39,6.11,0.28,
prebreak,600853,2021-04-21,S,S,A,C,S,S,A,2.4723,2.59,2.47,0.12,
prebreak,603823,2021-04-21,S,S,A,C,S,S,A,11.5543,12.1,11.5,0.6,
prebreak,002443,2021-04-22,S,S,A,S,S,S,A,6.436,6.4,6.08,0.32,
prebreak,002599,2021-04-22,S,S,A,C,S,S,A,4.149,3.9,3.7,0.2,
prebreak,002687,2021-04-22,S,S,A,C,S,S,A,3.4938,3.65,3.47,0.18,
prebreak,600135,2021-04-22,S,S,A,C,S,S,A,6.0103,6.19,5.96,0.23,
prebreak,600502,2021-04-22,S,S,A,B,S,S,A,3.0285,3.07,2.91,0.16,
prebreak,600503,2021-04-22,S,S,A,C,S,S,A,3.6214,3.66,3.49,0.17,
prebreak,601199,2021-04-22,S,S,A,C,S,S,A,3.4271,3.54,3.39,0.15,
prebreak,603116,2021-04-22,S,S,A,C,S,S,A,4.745,4.92,4.69,0.23,
prebreak,603889,2021-04-22,S,S,A,C,S,S,A,2.13,2.21,2.13,0.08,
prebreak,000819,2021-04-23,S,S,A,C,S,S,A,6.1489,6.45,6.12,0.33,
prebreak,002519,2021-04-23,S,S,A,C,S,S,A,3.8164,3.85,3.66,0.19,
prebreak,600061,2021-04-23,S,S,A,C,S,S,A,7.6327,7.84,7.52,0.32,
prebreak,600730,2021-04-23,S,S,A,C,S,S,A,4.5372,4.49,4.31,0.18,
prebreak,601138,2021-04-23,S,S,A,C,S,S,A,12.0584,12.56,11.94,0.62,
prebreak,000599,2021-04-26,S,S,A,C,S,S,A,4.1496,4.34,4.11,0.23,
prebreak,002037,2021-04-26,S,S,A,C,S,S,A,6.2178,6.51,6.2,0.31,
prebreak,002708,2021-04-26,S,S,A,C,S,S,A,6.19,6.65,6.32,0.33,
prebreak,002877,2021-04-26,S,S,A,C,S,S,A,6.7169,7.03,6.68,0.35,
prebreak,002937,2021-04-26,S,S,A,C,S,S,A,12.122,12.42,11.77,0.65,
prebreak,002953,2021-04-26,S,S,A,C,S,S,A,7.9214,8.34,7.95,0.39,
prebreak,300594,2021-04-26,S,S,A,C,S,S,A,21.259,22.22,21.21,1.01,
prebreak,600278,2021-04-26,S,S,A,A,S,S,A,7.8279,8.13,7.71,0.42,
prebreak,601567,2021-04-26,S,S,A,B,S,S,A,5.7783,5.8,5.56,0.24,
prebreak,603015,2021-04-26,S,S,A,C,S,S,A,5.5372,5.7,5.48,0.22,
prebreak,603861,2021-04-26,S,S,A,C,S,S,A,7.3197,7.62,7.22,0.4,
prebreak,603917,2021-04-26,S,S,A,C,S,S,A,8.8941,9.27,8.86,0.41,
prebreak,001696,2021-04-27,S,S,A,C,S,S,A,5.5973,5.78,5.52,0.26,
prebreak,001872,2021-04-27,S,S,A,C,S,S,A,12.3504,12.9,12.32,0.58,
prebreak,002365,2021-04-27,S,S,A,C,S,S,A,8.6762,8.81,8.42,0.39,
prebreak,002855,2021-04-27,S,S,A,C,S,S,A,9.6793,10.25,9.75,0.5,
prebreak,002899,2021-04-27,S,S,A,C,S,S,A,12.7023,12.97,12.44,0.53,
prebreak,600370,2021-04-27,S,S,A,C,S,S,A,2.7843,2.91,2.77,0.14,
prebreak,603289,2021-04-27,S,S,A,C,S,S,A,7.0319,7.33,6.98,0.35,
prebreak,603328,2021-04-27,S,S,A,C,S,S,A,6.2935,6.55,6.24,0.31,
prebreak,603868,2021-04-27,S,S,A,B,S,S,A,39.6712,40.12,38.58,1.54,
prebreak,603898,2021-04-27,S,S,A,C,S,S,A,15.6892,15.7,14.96,0.74,
prebreak,000099,2021-04-28,S,S,A,C,S,S,A,6.1843,6.77,6.45,0.32,
prebreak,000988,2021-04-28,S,S,A,C,S,S,A,19.9336,21.17,20.14,1.03,
prebreak,002140,2021-04-28,S,S,A,C,S,S,A,5.9709,6.2,5.89,0.31,
prebreak,002148,2021-04-28,S,S,A,C,S,S,A,4.0166,4.37,4.16,0.21,
prebreak,002346,2021-04-28,S,S,A,B,S,S,A,9.1427,9.76,9.26,0.5,
prebreak,002463,2021-04-28,S,S,A,B,S,S,A,12.72,14.15,13.53,0.62,
prebreak,601789,2021-04-28,S,S,A,C,S,S,A,3.3138,3.44,3.27,0.17,
prebreak,002344,2021-04-29,S,S,A,A,S,S,A,3.7637,3.78,3.59,0.19,
prebreak,002443,2021-04-29,S,S,A,C,S,S,A,5.6315,6.4,6.08,0.32,
prebreak,002599,2021-04-29,S,S,A,C,S,S,A,4.0696,4.18,3.98,0.2,
prebreak,002687,2021-04-29,S,S,A,C,S,S,A,3.3353,3.58,3.4,0.18,
prebreak,600353,2021-04-29,S,S,A,C,S,S,A,3.4018,3.49,3.34,0.15,
prebreak,600503,2021-04-29,S,S,A,C,S,S,A,3.4025,3.66,3.49,0.17,
prebreak,600510,2021-04-29,S,S,A,C,S,S,A,5.6472,5.93,5.64,0.29,
prebreak,600523,2021-04-29,S,S,A,C,S,S,A,13.4724,13.87,13.18,0.69,
prebreak,600663,2021-04-29,S,S,A,C,S,S,A,9.5307,9.65,9.27,0.38,
prebreak,603116,2021-04-29,S,S,A,C,S,S,A,4.7296,4.92,4.69,0.23,
prebreak,603739,2021-04-29,S,S,A,C,S,S,A,16.5801,16.21,15.58,0.63,
prebreak,603889,2021-04-29,S,S,A,C,S,S,A,2.1217,2.21,2.13,0.08,
prebreak,002437,2021-04-30,S,S,A,A,S,S,A,2.73,2.71,2.6,0.11,
prebreak,002917,2021-04-30,S,S,A,C,S,S,A,7.9603,8.28,7.9,0.38,
prebreak,300036,2021-04-30,S,S,A,C,S,S,A,15.6132,16.44,15.85,0.59,
prebreak,600061,2021-04-30,S,S,A,A,S,S,A,7.6209,7.85,7.45,0.4,
prebreak,600568,2021-04-30,S,S,A,C,S,S,A,1.74,1.69,1.63,0.06,
prebreak,600602,2021-04-30,S,S,A,A,S,S,A,5.3518,5.54,5.27,0.27,
prebreak,600770,2021-04-30,S,S,A,C,S,S,A,5.06,5.28,5.01,0.27,
prebreak,601138,2021-04-30,S,S,A,A,S,S,A,11.7012,12.46,11.94,0.52,
prebreak,001965,2021-05-06,S,S,A,B,S,S,A,6.3874,6.28,6.0,0.28,
prebreak,002708,2021-05-06,S,S,A,C,S,S,A,6.11,6.65,6.32,0.33,
prebreak,002801,2021-05-06,S,S,A,B,S,S,A,21.6043,23.12,22.05,1.07,
prebreak,002877,2021-05-06,S,S,A,C,S,S,A,6.3675,7.03,6.68,0.35,
prebreak,002889,2021-05-06,S,S,A,A,S,S,A,9.2793,9.18,8.81,0.37,
prebreak,002937,2021-05-06,S,S,A,C,S,S,A,12.4255,12.42,11.77,0.65,
prebreak,002951,2021-05-06,S,S,A,C,S,S,A,9.4878,10.49,10.0,0.49,
prebreak,002953,2021-05-06,S,S,A,C,S,S,A,8.0828,8.34,7.95,0.39,
prebreak,002957,2021-05-06,S,S,A,C,S,S,A,17.6662,18.36,17.56,0.8,
prebreak,600133,2021-05-06,S,S,A,C,S,S,A,4.8528,5.13,4.9,0.23,
prebreak,600148,2021-05-06,S,S,A,C,S,S,A,12.8212,13.54,12.9,0.64,
prebreak,600439,2021-05-06,S,S,A,B,S,S,A,2.6772,2.68,2.54,0.14,
prebreak,600461,2021-05-06,S,S,A,C,S,S,A,5.1774,5.09,4.83,0.26,
prebreak,600783,2021-05-06,S,S,A,C,S,S,A,10.8697,12.46,11.86,0.6,
prebreak,603967,2021-05-06,S,S,A,C,S,S,A,7.3648,7.84,7.52,0.32,
prebreak,001696,2021-05-07,S,S,A,C,S,S,A,5.9054,5.78,5.52,0.26,
prebreak,001872,2021-05-07,S,S,A,B,S,S,A,12.5093,12.71,12.19,0.52,
prebreak,002012,2021-05-07,S,S,A,C,S,S,A,5.7817,5.85,5.6,0.25,
prebreak,002403,2021-05-07,S,S,A,C,S,S,A,7.4523,7.42,7.06,0.36,
prebreak,002855,2021-05-07,S,S,A,C,S,S,A,8.857,10.25,9.75,0.5,
prebreak,600370,2021-05-07,S,S,A,C,S,S,A,2.7228,2.82,2.68,0.14,
prebreak,600527,2021-05-07,S,S,A,C,S,S,A,2.2418,2.37,2.26,0.11,
prebreak,600558,2021-05-07,S,S,A,C,S,S,A,2.834,2.83,2.7,0.13,
prebreak,600571,2021-05-07,S,S,A,C,S,S,A,6.2964,7.23,6.94,0.29,
prebreak,603166,2021-05-07,S,S,A,C,S,S,A,5.6443,5.93,5.62,0.31,
prebreak,603289,2021-05-07,S,S,A,B,S,S,A,7.3822,7.24,6.98,0.26,
prebreak,603586,2021-05-07,S,S,A,C,S,S,A,11.0222,12.69,12.11,0.58,
prebreak,603790,2021-05-07,S,S,A,C,S,S,A,10.0744,10.17,9.81,0.36,
prebreak,603868,2021-05-07,S,S,A,C,S,S,A,38.0313,40.12,38.58,1.54,
prebreak,603898,2021-05-07,S,S,A,C,S,S,A,16.3959,15.7,14.96,0.74,
prebreak,603928,2021-05-07,S,S,A,C,S,S,A,5.4805,6.33,6.1,0.23,
prebreak,603968,2021-05-07,S,S,A,C,S,S,A,13.0256,15.2,14.55,0.65,
prebreak,000859,2021-05-10,S,S,A,S,S,S,A,5.451,5.34,5.09,0.25,
prebreak,002140,2021-05-10,S,S,A,C,S,S,A,6.1443,6.23,5.93,0.3,
prebreak,002337,2021-05-10,S,S,A,B,S,S,A,3.0272,2.94,2.78,0.16,
prebreak,002346,2021-05-10,S,S,A,B,S,S,A,9.6244,9.28,8.82,0.46,
prebreak,002441,2021-05-10,S,S,A,C,S,S,A,5.9398,5.98,5.68,0.3,
prebreak,002463,2021-05-10,S,S,A,C,S,S,A,12.2014,14.15,13.53,0.62,
prebreak,002550,2021-05-10,S,S,A,C,S,S,A,3.5807,3.77,3.59,0.18,
prebreak,603458,2021-05-10,S,S,A,C,S,S,A,10.8872,11.13,10.75,0.38,
prebreak,000838,2021-05-11,S,S,A,C,S,S,A,2.8689,2.66,2.54,0.12,
prebreak,002344,2021-05-11,S,S,A,A,S,S,A,4.124,3.78,3.59,0.19,
prebreak,002443,2021-05-11,S,S,A,C,S,S,A,5.4518,5.72,5.45,0.27,
prebreak,002526,2021-05-11,S,S,A,C,S,S,A,2.0658,2.08,1.99,0.09,
prebreak,002599,2021-05-11,S,S,A,C,S,S,A,4.1987,4.18,3.98,0.2,
prebreak,002687,2021-05-11,S,S,A,C,S,S,A,3.3177,3.39,3.24,0.15,
prebreak,002888,2021-05-11,S,S,A,C,S,S,A,10.773,11.93,11.45,0.48,
prebreak,300088,2021-05-11,S,S,A,C,S,S,A,7.0516,7.06,6.71,0.35,
prebreak,600261,2021-05-11,S,S,A,C,S,S,A,3.1115,3.16,3.02,0.14,
prebreak,600503,2021-05-11,S,S,A,C,S,S,A,3.3428,3.49,3.35,0.14,
prebreak,600523,2021-05-11,S,S,A,A,S,S,A,13.1764,13.85,13.18,0.67,
prebreak,603739,2021-05-11,S,S,A,C,S,S,A,16.6754,16.21,15.58,0.63,
prebreak,000736,2021-05-12,S,S,A,C,S,S,A,6.8344,6.67,6.33,0.34,
prebreak,000823,2021-05-12,S,S,A,C,S,S,A,9.629,9.82,9.4,0.42,
prebreak,002437,2021-05-12,S,S,A,C,S,S,A,2.7,2.78,2.64,0.14,
prebreak,002886,2021-05-12,S,S,A,C,S,S,A,13.565,14.92,14.22,0.7,
prebreak,600061,2021-05-12,S,S,A,C,S,S,A,7.4326,7.85,7.45,0.4,
prebreak,600602,2021-05-12,S,S,A,C,S,S,A,5.4101,5.43,5.21,0.22,
prebreak,603618,2021-05-12,S,S,A,B,S,S,A,6.1308,5.97,5.73,0.24,
prebreak,000599,2021-05-13,S,S,A,C,S,S,A,4.2093,4.29,4.08,0.21,
prebreak,002708,2021-05-13,S,S,A,C,S,S,A,6.35,6.65,6.32,0.33,
prebreak,002801,2021-05-13,S,S,A,C,S,S,A,22.507,23.12,22.05,1.07,
prebreak,002957,2021-05-13,S,S,A,C,S,S,A,17.4099,18.07,17.15,0.92,
prebreak,600186,2021-05-13,S,S,A,A,S,S,A,2.79,2.78,2.66,0.12,
prebreak,600422,2021-05-13,S,S,A,B,S,S,A,8.5154,8.4,7.99,0.41,
prebreak,600461,2021-05-13,S,S,A,B,S,S,A,5.5348,5.39,5.15,0.24,
prebreak,601881,2021-05-13,S,S,A,C,S,S,A,8.3278,8.56,8.13,0.43,
prebreak,603967,2021-05-13,S,S,A,B,S,S,A,7.5263,7.7,7.32,0.38,
prebreak,000800,2021-05-14,S,S,A,B,S,S,A,9.7788,9.82,9.38,0.44,
prebreak,001696,2021-05-14,S,S,A,B,S,S,A,5.9654,5.99,5.78,0.21,
prebreak,002270,2021-05-14,S,S,A,C,S,S,A,3.8338,3.81,3.63,0.18,
prebreak,002403,2021-05-14,S,S,A,C,S,S,A,7.5215,7.57,7.22,0.35,
prebreak,002467,2021-05-14,S,S,A,C,S,S,A,4.2316,4.71,4.47,0.24,
prebreak,002855,2021-05-14,S,S,A,C,S,S,A,8.9759,9.15,8.68,0.47,
prebreak,300075,2021-05-14,S,S,A,C,S,S,A,8.902,8.38,7.95,0.43,
prebreak,600527,2021-05-14,S,S,A,C,S,S,A,2.2501,2.32,2.22,0.1,
prebreak,600728,2021-05-14,S,S,A,B,S,S,A,6.5218,6.41,6.11,0.3,
prebreak,601009,2021-05-14,S,S,A,C,S,S,A,7.3291,7.4,7.01,0.39,
prebreak,603289,2021-05-14,S,S,A,B,S,S,A,8.1366,7.24,6.98,0.26,
prebreak,603868,2021-05-14,S,S,A,C,S,S,A,40.6133,39.93,37.87,2.06,
prebreak,603898,2021-05-14,S,S,A,C,S,S,A,14.2228,16.19,15.38,0.81,
prebreak,000089,2021-05-17,S,S,A,C,S,S,A,7.6703,7.79,7.43,0.36,
prebreak,000554,2021-05-17,S,S,A,C,S,S,A,4.4852,4.48,4.25,0.23,
prebreak,000839,2021-05-17,S,S,A,C,S,S,A,2.11,2.06,1.98,0.08,
prebreak,000997,2021-05-17,S,S,A,C,S,S,A,13.6984,13.05,12.42,0.63,
prebreak,002035,2021-05-17,S,S,A,C,S,S,A,6.0921,6.21,5.91,0.3,
prebreak,002550,2021-05-17,S,S,A,C,S,S,A,3.7117,3.77,3.59,0.18,
prebreak,002567,2021-05-17,S,S,A,C,S,S,A,6.9925,7.09,6.84,0.25,
prebreak,002929,2021-05-17,S,S,A,A,S,S,A,22.5097,22.88,21.96,0.92,
prebreak,600386,2021-05-17,S,S,A,B,S,S,A,3.3959,3.47,3.29,0.18,
prebreak,600828,2021-05-17,S,S,A,C,S,S,A,3.3207,3.45,3.3,0.15,
prebreak,603578,2021-05-17,S,S,A,B,S,S,A,11.1192,10.99,10.44,0.55,
prebreak,603700,2021-05-17,S,S,A,C,S,S,A,22.4237,22.5,21.53,0.97,
prebreak,002090,2021-05-18,S,S,A,C,S,S,A,8.0071,8.35,7.97,0.38,
prebreak,002264,2021-05-18,S,S,A,C,S,S,A,4.206,4.29,4.11,0.18,
prebreak,002303,2021-05-18,S,S,A,C,S,S,A,2.6049,2.69,2.56,0.13,
prebreak,002412,2021-05-18,S,S,A,C,S,S,A,5.6578,5.62,5.34,0.28,
prebreak,002482,2021-05-18,S,S,A,C,S,S,A,2.64,2.74,2.59,0.15,
prebreak,002599,2021-05-18,S,S,A,C,S,S,A,3.9902,4.18,3.98,0.2,
prebreak,600272,2021-05-18,S,S,A,C,S,S,A,6.7613,6.8,6.48,0.32,
prebreak,600560,2021-05-18,S,S,A,A,S,S,A,8.7222,8.25,7.95,0.3,
prebreak,600663,2021-05-18,S,S,A,A,S,S,A,9.6164,9.71,9.29,0.42,
prebreak,600802,2021-05-18,S,S,A,C,S,S,A,7.4403,7.65,7.37,0.28,
prebreak,000736,2021-05-19,S,S,A,C,S,S,A,6.8047,6.98,6.67,0.31,
prebreak,000819,2021-05-19,S,S,A,B,S,S,A,6.0897,6.29,6.05,0.24,
prebreak,002437,2021-05-19,S,S,A,C,S,S,A,2.72,2.78,2.64,0.14,
prebreak,600477,2021-05-19,S,S,A,C,S,S,A,3.3529,3.48,3.33,0.15,
prebreak,600606,2021-05-19,S,S,A,C,S,S,A,4.7739,4.97,4.76,0.21,
prebreak,603577,2021-05-19,S,S,A,C,S,S,A,8.6965,9.01,8.6,0.41,
prebreak,603618,2021-05-19,S,S,A,C,S,S,A,5.9402,6.13,5.86,0.27,
prebreak,000063,2021-05-20,S,S,A,C,S,S,A,26.6639,27.09,25.71,1.38,
prebreak,000548,2021-05-20,S,S,A,C,S,S,A,3.6962,3.85,3.67,0.18,
prebreak,000586,2021-05-20,S,S,A,C,S,S,A,6.78,7.14,6.85,0.29,
prebreak,000682,2021-05-20,S,S,A,C,S,S,A,4.3971,4.54,4.34,0.2,
prebreak,000720,2021-05-20,S,S,A,C,S,S,A,3.91,4.2,4.0,0.2,
prebreak,000756,2021-05-20,S,S,A,C,S,S,A,8.3116,8.27,7.88,0.39,
prebreak,002031,2021-05-20,S,S,A,C,S,S,A,1.7994,1.85,1.78,0.07,
prebreak,002349,2021-05-20,S,S,A,C,S,S,A,4.6391,4.75,4.53,0.22,
prebreak,002801,2021-05-20,S,S,A,B,S,S,A,22.495,22.76,21.9,0.86,
prebreak,002877,2021-05-20,S,S,A,C,S,S,A,6.2025,6.45,6.16,0.29,
