mode,code,date,grade,PT,TY,DN,DL,LK,SF,close,trigger,stop,risk,prbook_warn,triggered_20d,entry_20d,exit_20d,exit_date_20d,stopped_20d,r_20d
prebreak,603223,2022-06-28,S,S,A,C,S,S,A,15.7852,16.5400,15.7000,0.8400,,0,0.0000,0.0000,,0,0.0000
prebreak,600887,2022-07-07,S,S,A,C,S,S,A,30.8741,33.0700,31.9500,1.1200,,0,0.0000,0.0000,,0,0.0000
prebreak,000830,2022-07-08,S,S,A,C,S,S,A,13.9213,14.2300,13.5800,0.6500,,0,0.0000,0.0000,,0,0.0000
prebreak,002311,2022-07-08,S,S,A,C,S,S,A,57.6462,57.7600,55.2200,2.5400,,1,57.7600,56.7217,2022-07-13,0,-0.4258
prebreak,300628,2022-07-13,S,S,A,C,S,S,A,45.3987,47.3700,45.0100,2.3600,,0,0.0000,0.0000,,0,0.0000
prebreak,600887,2022-07-14,S,S,A,C,S,S,A,30.4273,31.1500,29.9600,1.1900,,0,0.0000,0.0000,,0,0.0000
prebreak,000333,2022-07-18,S,S,A,C,S,S,A,45.4192,49.9300,47.6800,2.2500,,0,0.0000,0.0000,,0,0.0000
prebreak,002142,2022-07-18,S,S,A,C,S,S,A,28.9485,30.4600,28.9000,1.5600,,0,0.0000,0.0000,,0,0.0000
prebreak,300146,2022-07-18,S,S,A,C,S,S,A,16.7685,19.1400,18.2500,0.8900,,0,0.0000,0.0000,,0,0.0000
prebreak,000651,2022-07-19,S,S,A,C,S,S,A,26.0959,26.1500,24.9500,1.2000,,0,0.0000,0.0000,,0,0.0000
prebreak,600498,2022-07-20,S,S,A,C,S,S,A,14.1971,13.8300,13.2800,0.5500,,0,0.0000,0.0000,,0,0.0000
prebreak,000830,2022-07-22,S,S,A,C,S,S,A,12.4614,13.2900,12.6200,0.6700,,0,0.0000,0.0000,,0,0.0000
prebreak,002078,2022-07-22,S,S,A,C,S,S,A,10.8899,11.3100,10.8100,0.5000,,0,0.0000,0.0000,,0,0.0000
prebreak,002142,2022-07-25,S,S,A,C,S,S,A,28.4252,29.3200,27.8200,1.5000,,0,0.0000,0.0000,,0,0.0000
prebreak,300628,2022-07-27,S,S,A,C,S,S,A,45.6650,46.7600,45.0100,1.7500,,0,0.0000,0.0000,,0,0.0000
prebreak,603768,2022-07-27,S,S,A,C,S,S,A,17.2197,16.1500,15.3000,0.8500,,1,16.1500,25.2208,2022-08-24,0,10.6504
prebreak,600419,2022-08-05,S,S,A,C,S,S,A,11.3947,12.4100,11.9100,0.5000,,1,12.4100,13.3115,2022-09-02,0,1.7830
prebreak,600271,2022-08-10,S,S,A,C,S,S,A,10.6962,10.8100,10.3100,0.5000,,0,0.0000,0.0000,,0,0.0000
prebreak,600674,2022-08-15,S,S,A,C,S,S,A,11.4355,11.7700,11.2500,0.5200,,0,0.0000,0.0000,,0,0.0000
prebreak,605296,2022-09-01,S,S,A,C,S,S,A,28.3381,26.5000,25.4500,1.0500,,0,0.0000,0.0000,,0,0.0000
prebreak,300596,2022-09-06,S,S,A,C,S,S,A,54.9997,47.1000,44.7600,2.3400,,0,0.0000,0.0000,,0,0.0000
prebreak,300628,2022-09-07,S,S,A,C,S,S,A,43.7219,44.7600,42.8800,1.8800,,0,0.0000,0.0000,,0,0.0000
prebreak,603599,2022-09-07,S,S,A,C,S,S,A,17.2925,16.8300,16.0700,0.7600,,0,0.0000,0.0000,,0,0.0000
prebreak,300628,2022-09-22,S,S,A,C,S,S,A,38.4254,44.3700,42.8000,1.5700,,0,0.0000,0.0000,,0,0.0000
prebreak,300628,2022-09-29,S,S,A,C,S,S,A,38.2802,44.3700,42.8000,1.5700,,0,0.0000,0.0000,,0,0.0000
prebreak,300628,2022-10-13,S,S,A,C,S,S,A,38.9097,39.4200,37.4000,2.0200,,0,0.0000,0.0000,,0,0.0000
prebreak,600176,2022-10-14,S,S,A,C,S,S,A,12.1049,12.4900,11.9000,0.5900,,0,0.0000,0.0000,,0,0.0000
prebreak,600323,2022-10-14,S,S,A,C,S,S,A,17.6288,18.2200,17.2900,0.9300,,0,0.0000,0.0000,,0,0.0000
prebreak,002916,2022-10-20,S,S,A,C,S,S,A,56.3945,57.7700,55.1500,2.6200,,1,57.7700,57.0208,2022-11-08,0,-0.3025
prebreak,600332,2022-10-20,S,S,A,C,S,S,A,24.1879,23.7200,22.5700,1.1500,,0,0.0000,0.0000,,0,0.0000
prebreak,603369,2022-10-25,S,S,A,C,S,S,A,35.4469,40.7100,39.1200,1.5900,,0,0.0000,0.0000,,0,0.0000
prebreak,600332,2022-10-27,S,S,A,C,S,S,A,25.0279,24.9900,23.8400,1.1500,,1,24.9900,24.9743,2022-11-04,0,-0.0302
prebreak,600926,2022-10-27,S,S,A,C,S,S,A,10.5911,12.2500,11.6900,0.5600,,0,0.0000,0.0000,,0,0.0000
prebreak,600977,2022-10-27,S,S,A,C,S,S,A,10.5876,10.4000,9.9000,0.5000,,0,0.0000,0.0000,,0,0.0000
prebreak,603043,2022-10-31,S,S,A,C,S,S,A,18.3351,20.1500,19.4500,0.7000,,1,20.1500,19.4500,2022-11-23,1,-1.0212
prebreak,600674,2022-11-01,S,S,A,C,S,S,A,9.9756,10.3600,9.8200,0.5400,,0,0.0000,0.0000,,0,0.0000
prebreak,000651,2022-11-02,S,S,A,C,S,S,A,24.1276,25.2600,24.1200,1.1400,,1,25.2600,26.2669,2022-11-30,0,0.8658
prebreak,600332,2022-11-03,S,S,A,C,S,S,A,24.7330,24.9900,23.8400,1.1500,,0,0.0000,0.0000,,0,0.0000
prebreak,600346,2022-11-03,S,S,A,C,S,S,A,14.0395,15.3800,14.6500,0.7300,,0,0.0000,0.0000,,0,0.0000
prebreak,600926,2022-11-03,S,S,A,C,S,S,A,10.2753,12.2500,11.6900,0.5600,,0,0.0000,0.0000,,0,0.0000
prebreak,600977,2022-11-03,S,S,A,C,S,S,A,10.8442,10.4000,9.9000,0.5000,,1,10.4000,13.3110,2022-12-01,0,5.8025
prebreak,600323,2022-11-04,S,S,A,C,S,S,A,17.1958,17.9900,17.1600,0.8300,,0,0.0000,0.0000,,0,0.0000
prebreak,600585,2022-11-04,S,S,A,C,S,S,A,21.5356,24.2900,23.0900,1.2000,,1,24.2900,23.7814,2022-11-17,0,-0.4390
prebreak,603043,2022-11-07,S,S,A,C,S,S,A,20.6742,20.1500,19.4500,0.7000,,0,0.0000,0.0000,,0,0.0000
prebreak,603369,2022-11-08,S,S,A,C,S,S,A,37.7311,40.7100,39.1200,1.5900,,1,40.7100,41.0808,2022-12-06,0,0.2136
prebreak,300884,2022-11-10,S,S,A,C,S,S,A,10.0834,10.3600,9.8600,0.5000,,0,0.0000,0.0000,,0,0.0000
prebreak,600332,2022-11-10,S,S,A,C,S,S,A,25.9571,25.6300,24.4900,1.1400,,1,25.6300,29.0666,2022-12-08,0,2.9956
prebreak,002372,2022-11-14,S,S,A,C,S,S,A,17.5515,16.0400,15.2500,0.7900,,0,0.0000,0.0000,,0,0.0000
prebreak,000895,2022-11-15,S,S,A,C,S,S,A,20.4607,20.3700,19.4300,0.9400,,0,0.0000,0.0000,,0,0.0000
prebreak,002332,2022-11-17,S,S,A,C,S,S,A,9.6684,9.8900,9.3800,0.5100,,0,0.0000,0.0000,,0,0.0000
prebreak,600332,2022-11-17,S,S,A,C,S,S,A,26.5111,25.6300,24.4900,1.1400,,0,0.0000,0.0000,,0,0.0000
prebreak,601688,2022-11-21,S,S,A,C,S,S,A,11.6216,11.6800,11.1700,0.5100,,0,0.0000,0.0000,,0,0.0000
prebreak,002916,2022-12-01,S,S,A,C,S,S,A,55.9672,57.4900,54.6200,2.8700,,0,0.0000,0.0000,,0,0.0000
prebreak,300676,2022-12-01,S,S,A,C,S,S,A,57.6999,58.4400,56.3200,2.1200,,0,0.0000,0.0000,,0,0.0000
prebreak,601601,2022-12-02,S,S,A,C,S,S,A,20.6921,20.1900,19.2100,0.9800,,1,20.1900,21.2734,2022-12-30,0,1.0891
prebreak,600426,2022-12-05,S,S,A,C,S,S,A,22.7489,21.3800,20.3100,1.0700,,0,0.0000,0.0000,,0,0.0000
prebreak,000028,2022-12-07,S,S,A,C,S,S,A,24.7899,22.4700,21.4500,1.0200,,1,22.4700,21.4500,2022-12-23,1,-1.0161
prebreak,300138,2022-12-08,S,S,A,C,S,S,A,16.2365,15.5000,14.7200,0.7800,,0,0.0000,0.0000,,0,0.0000
prebreak,688981,2022-12-09,S,S,A,C,S,S,A,42.1600,42.4000,40.7100,1.6900,,1,42.4000,40.7100,2022-12-29,1,-1.0184
prebreak,605003,2022-12-14,S,S,A,C,S,S,A,18.5114,18.0800,17.3600,0.7200,,0,0.0000,0.0000,,0,0.0000
prebreak,000895,2022-12-20,S,S,A,C,S,S,A,20.1594,21.2300,20.3900,0.8400,,0,0.0000,0.0000,,0,0.0000
prebreak,600597,2022-12-23,S,S,A,C,S,S,A,10.3458,10.4000,9.8600,0.5400,,0,0.0000,0.0000,,0,0.0000
prebreak,002365,2022-12-26,S,S,A,C,S,S,A,10.3292,11.4500,10.9300,0.5200,,1,11.4500,11.2253,2023-01-31,0,-0.4485
prebreak,603213,2022-12-26,S,S,A,C,S,S,A,12.4585,12.5500,11.9400,0.6100,,1,12.5500,12.0456,2022-12-29,0,-0.8420
prebreak,000998,2022-12-27,S,S,A,C,S,S,A,15.8228,16.3800,15.6900,0.6900,,1,16.3800,17.6861,2023-02-01,0,1.8736
prebreak,300244,2022-12-27,S,S,A,C,S,S,A,21.9975,22.5400,21.3800,1.1600,,0,0.0000,0.0000,,0,0.0000
prebreak,300294,2022-12-29,S,S,A,C,S,S,A,34.8111,33.0200,31.5600,1.4600,,0,0.0000,0.0000,,0,0.0000
prebreak,605567,2022-12-30,S,S,A,C,S,S,A,14.9174,15.2000,14.4300,0.7700,,0,0.0000,0.0000,,0,0.0000
