mode,code,date,grade,PT,TY,DN,DL,LK,SF,close,trigger,stop,risk,prbook_warn,triggered_20d,entry_20d,exit_20d,exit_date_20d,stopped_20d,r_20d
prebreak,001979,2020-02-04,S,S,A,C,S,S,A,13.0658,15.9000,15.2900,0.6100,,0,0.0000,0.0000,,0,0.0000
prebreak,002851,2020-02-04,S,S,A,C,S,S,A,20.5908,22.0800,21.0300,1.0500,,0,0.0000,0.0000,,0,0.0000
prebreak,300233,2020-02-04,S,S,A,C,S,S,A,17.2964,18.5100,17.7700,0.7400,,1,18.5100,17.7700,2020-02-28,1,-1.0184
prebreak,600315,2020-02-04,S,S,A,C,S,S,A,24.7334,30.2700,28.9800,1.2900,,0,0.0000,0.0000,,0,0.0000
prebreak,000776,2020-02-05,S,S,A,C,S,S,A,11.3919,13.0400,12.4800,0.5600,,1,13.0400,12.8876,2020-02-24,0,-0.2897
prebreak,002142,2020-02-05,S,S,A,C,S,S,A,21.0461,23.2300,22.0900,1.1400,,0,0.0000,0.0000,,0,0.0000
prebreak,002302,2020-02-05,S,S,A,C,S,S,A,8.6141,10.9800,10.4400,0.5400,,1,10.9800,10.9643,2020-03-04,0,-0.0445
prebreak,603288,2020-02-05,S,S,A,C,S,S,A,45.2434,47.9300,45.8100,2.1200,,0,0.0000,0.0000,,0,0.0000
prebreak,603368,2020-02-05,S,S,A,C,S,S,A,21.6289,19.7200,18.9500,0.7700,,1,19.7200,20.7959,2020-02-10,0,1.3769
prebreak,002038,2020-02-06,S,S,A,C,S,S,A,14.2848,12.8400,12.1900,0.6500,,1,12.8400,13.3250,2020-02-11,0,0.7307
prebreak,601163,2020-02-06,S,S,A,C,S,S,A,11.5343,13.4100,12.7600,0.6500,,0,0.0000,0.0000,,0,0.0000
prebreak,603708,2020-02-06,S,S,A,C,S,S,A,21.2903,22.3000,21.2700,1.0300,,1,22.3000,21.2700,2020-02-24,1,-1.0158
prebreak,603919,2020-02-06,S,S,A,C,S,S,A,9.7210,12.4000,11.8600,0.5400,,0,0.0000,0.0000,,0,0.0000
prebreak,300520,2020-02-07,S,S,A,C,S,S,A,22.2779,18.8500,17.9500,0.9000,,1,18.8500,23.8692,2020-03-06,0,5.5574
prebreak,600104,2020-02-07,S,S,A,C,S,S,A,17.3027,20.7100,19.8600,0.8500,,0,0.0000,0.0000,,0,0.0000
prebreak,002468,2020-02-10,S,S,A,C,S,S,A,18.8723,19.7100,18.6600,1.0500,,1,19.7100,18.6600,2020-02-28,1,-1.0136
prebreak,002926,2020-02-10,S,S,A,C,S,S,A,9.7406,10.3500,9.8000,0.5500,,1,10.3500,10.9013,2020-03-09,0,0.9875
prebreak,300683,2020-02-10,S,S,A,C,S,S,A,30.2816,31.0600,30.0000,1.0600,,0,0.0000,0.0000,,0,0.0000
prebreak,601211,2020-02-10,S,S,A,C,S,S,A,13.5854,15.4400,14.8500,0.5900,,1,15.4400,14.8500,2020-03-09,1,-1.0193
prebreak,603508,2020-02-10,S,S,A,C,S,S,A,20.9707,23.4800,22.5200,0.9600,,1,23.4800,22.5200,2020-02-25,1,-1.0180
prebreak,002253,2020-02-11,S,S,A,C,S,S,A,13.2212,15.3500,14.8100,0.5400,,1,15.3500,14.8100,2020-02-26,1,-1.0210
prebreak,002851,2020-02-11,S,S,A,C,S,S,A,22.0373,22.0800,21.0300,1.0500,,0,0.0000,0.0000,,0,0.0000
prebreak,300233,2020-02-11,S,S,A,C,S,S,A,17.9751,18.5100,17.7700,0.7400,,0,0.0000,0.0000,,0,0.0000
prebreak,600315,2020-02-11,S,S,A,C,S,S,A,26.4088,30.2700,28.9800,1.2900,,0,0.0000,0.0000,,0,0.0000
prebreak,603858,2020-02-11,S,S,A,C,S,S,A,17.0995,18.3100,17.4200,0.8900,,1,18.3100,18.0927,2020-03-10,0,-0.2597
prebreak,002142,2020-02-12,S,S,A,C,S,S,A,21.1920,23.2300,22.0900,1.1400,,0,0.0000,0.0000,,0,0.0000
prebreak,002558,2020-02-12,S,S,A,C,S,S,A,16.7687,18.3700,17.4100,0.9600,,1,18.3700,17.4100,2020-02-26,1,-1.0139
prebreak,603288,2020-02-12,S,S,A,C,S,S,A,46.5833,47.9300,45.8100,2.1200,,0,0.0000,0.0000,,0,0.0000
prebreak,603368,2020-02-12,S,S,A,C,S,S,A,20.4455,19.7200,18.9500,0.7700,,0,0.0000,0.0000,,0,0.0000
prebreak,002262,2020-02-17,S,S,A,C,S,S,A,10.5991,11.2200,10.6900,0.5300,,1,11.2200,10.6900,2020-03-12,1,-1.0155
prebreak,002926,2020-02-17,S,S,A,C,S,S,A,9.9635,10.3500,9.8000,0.5500,,1,10.3500,10.0470,2020-03-16,0,-0.5648
prebreak,600111,2020-02-17,S,S,A,C,S,S,A,9.7016,10.7500,10.2000,0.5500,,0,0.0000,0.0000,,0,0.0000
prebreak,600660,2020-02-17,S,S,A,C,S,S,A,20.7567,20.9600,20.2600,0.7000,,0,0.0000,0.0000,,0,0.0000
prebreak,601211,2020-02-17,S,S,A,C,S,S,A,14.3110,13.8600,13.3100,0.5500,,0,0.0000,0.0000,,0,0.0000
prebreak,601233,2020-02-17,S,S,A,C,S,S,A,13.2626,13.3400,12.7800,0.5600,,0,0.0000,0.0000,,0,0.0000
prebreak,603508,2020-02-17,S,S,A,C,S,S,A,21.4352,21.5000,20.5200,0.9800,,1,21.5000,22.2199,2020-03-16,0,0.7174
prebreak,001979,2020-02-18,S,S,A,C,S,S,A,14.3102,15.9000,15.2900,0.6100,,0,0.0000,0.0000,,0,0.0000
prebreak,002232,2020-02-18,S,S,A,C,S,S,A,9.0288,10.2100,9.7000,0.5100,,1,10.2100,9.7000,2020-03-17,1,-1.0146
prebreak,002727,2020-02-18,S,S,A,C,S,S,A,20.5657,21.2400,20.1300,1.1100,,0,0.0000,0.0000,,0,0.0000
prebreak,600315,2020-02-18,S,S,A,C,S,S,A,26.6928,26.8800,25.7000,1.1800,,0,0.0000,0.0000,,0,0.0000
prebreak,600323,2020-02-18,S,S,A,C,S,S,A,17.2694,17.4500,16.6400,0.8100,,0,0.0000,0.0000,,0,0.0000
prebreak,600329,2020-02-18,S,S,A,C,S,S,A,10.5536,11.1300,10.5900,0.5400,,0,0.0000,0.0000,,0,0.0000
prebreak,603260,2020-02-18,S,S,A,C,S,S,A,27.1699,29.1500,27.7400,1.4100,,1,29.1500,27.7400,2020-03-09,1,-1.0151
prebreak,000776,2020-02-19,S,S,A,C,S,S,A,12.5137,13.0400,12.4800,0.5600,,1,13.0400,12.8876,2020-02-24,0,-0.2897
prebreak,000777,2020-02-19,S,S,A,C,S,S,A,11.3770,10.8900,10.3600,0.5300,,0,0.0000,0.0000,,0,0.0000
prebreak,002142,2020-02-19,S,S,A,C,S,S,A,21.2811,21.8600,20.8400,1.0200,,0,0.0000,0.0000,,0,0.0000
prebreak,002302,2020-02-19,S,S,A,C,S,S,A,9.6200,10.9800,10.4400,0.5400,,1,10.9800,10.9643,2020-03-05,0,-0.0445
prebreak,002558,2020-02-19,S,S,A,C,S,S,A,16.3155,16.7900,16.1200,0.6700,,1,16.7900,16.1200,2020-03-10,1,-1.0184
prebreak,603288,2020-02-19,S,S,A,C,S,S,A,45.1738,46.8000,44.6600,2.1400,,1,46.8000,44.6600,2020-03-09,1,-1.0160
prebreak,603368,2020-02-19,S,S,A,C,S,S,A,19.8250,20.5300,19.7000,0.8300,,0,0.0000,0.0000,,0,0.0000
prebreak,002025,2020-02-20,S,S,A,C,S,S,A,26.1819,26.3800,25.0500,1.3300,,1,26.3800,25.0500,2020-02-28,1,-1.0144
prebreak,002038,2020-02-20,S,S,A,C,S,S,A,12.9523,12.8400,12.1900,0.6500,,0,0.0000,0.0000,,0,0.0000
prebreak,300423,2020-02-20,S,S,A,C,S,S,A,13.3598,13.6800,12.9600,0.7200,,1,13.6800,12.9600,2020-02-25,1,-1.0138
prebreak,300619,2020-02-20,S,S,A,C,S,S,A,11.3692,11.0800,10.5800,0.5000,,0,0.0000,0.0000,,0,0.0000
prebreak,600549,2020-02-20,S,S,A,C,S,S,A,11.8500,11.9500,11.4500,0.5000,,0,0.0000,0.0000,,0,0.0000
prebreak,600690,2020-02-20,S,S,A,C,S,S,A,16.1430,16.1900,15.3700,0.8200,,0,0.0000,0.0000,,0,0.0000
prebreak,600999,2020-02-20,S,S,A,C,S,S,A,13.5568,12.7200,12.0800,0.6400,,1,12.7200,13.1779,2020-02-25,0,0.6999
prebreak,601163,2020-02-20,S,S,A,C,S,S,A,12.0988,11.9700,11.3700,0.6000,,0,0.0000,0.0000,,0,0.0000
prebreak,601628,2020-02-20,S,S,A,C,S,S,A,28.1486,27.9000,26.6700,1.2300,,0,0.0000,0.0000,,0,0.0000
prebreak,600104,2020-02-21,S,S,A,C,S,S,A,19.4197,17.8700,17.0400,0.8300,,0,0.0000,0.0000,,0,0.0000
prebreak,600976,2020-02-21,S,S,A,C,S,S,A,15.8426,16.3700,15.7000,0.6700,,0,0.0000,0.0000,,0,0.0000
prebreak,601869,2020-02-21,S,S,A,C,S,S,A,30.6932,33.4500,31.7500,1.7000,,1,33.4500,31.7500,2020-02-28,1,-1.0143
prebreak,300625,2020-02-24,S,S,A,C,S,S,A,13.2922,12.2500,11.6700,0.5800,,0,0.0000,0.0000,,0,0.0000
prebreak,600111,2020-02-24,S,S,A,C,S,S,A,9.7307,10.7500,10.2000,0.5500,,0,0.0000,0.0000,,0,0.0000
prebreak,600271,2020-02-24,S,S,A,C,S,S,A,23.2172,22.5200,21.4300,1.0900,,1,22.5200,21.4300,2020-03-09,1,-1.0151
prebreak,600298,2020-02-24,S,S,A,C,S,S,A,26.9205,25.6900,24.4000,1.2900,,1,25.6900,27.7604,2020-03-23,0,1.5888
prebreak,600498,2020-02-24,S,S,A,C,S,S,A,27.6295,23.9600,22.8400,1.1200,,1,23.9600,36.0883,2020-03-23,0,10.8057
prebreak,600648,2020-02-24,S,S,A,C,S,S,A,12.4848,12.8000,12.2000,0.6000,,0,0.0000,0.0000,,0,0.0000
prebreak,600660,2020-02-24,S,S,A,C,S,S,A,20.6582,20.9000,20.1600,0.7400,,0,0.0000,0.0000,,0,0.0000
prebreak,603367,2020-02-24,S,S,A,C,S,S,A,14.9062,15.0900,14.3700,0.7200,,0,0.0000,0.0000,,0,0.0000
prebreak,603508,2020-02-24,S,S,A,C,S,S,A,23.8438,21.5000,20.5200,0.9800,,1,21.5000,20.5200,2020-03-19,1,-1.0160
prebreak,603638,2020-02-24,S,S,A,C,S,S,A,14.8446,15.0600,14.2600,0.8000,,0,0.0000,0.0000,,0,0.0000
prebreak,603899,2020-02-24,S,S,A,C,S,S,A,41.0958,42.2200,40.5600,1.6600,,0,0.0000,0.0000,,0,0.0000
prebreak,002727,2020-02-25,S,S,A,C,S,S,A,20.0140,20.7900,19.7700,1.0200,,1,20.7900,20.9395,2020-03-24,0,0.1309
prebreak,002832,2020-02-25,S,S,A,C,S,S,A,11.4692,13.6100,13.0300,0.5800,,0,0.0000,0.0000,,0,0.0000
prebreak,300149,2020-02-25,S,S,A,C,S,S,A,14.9325,14.0000,13.3500,0.6500,,0,0.0000,0.0000,,0,0.0000
prebreak,600048,2020-02-25,S,S,A,C,S,S,A,11.7399,12.4100,11.7700,0.6400,,1,12.4100,11.7700,2020-03-16,1,-1.0141
prebreak,600329,2020-02-25,S,S,A,C,S,S,A,10.6839,10.7100,10.1700,0.5400,,0,0.0000,0.0000,,0,0.0000
prebreak,601966,2020-02-25,S,S,A,C,S,S,A,21.4633,22.1900,21.3800,0.8100,,0,0.0000,0.0000,,0,0.0000
prebreak,603589,2020-02-25,S,S,A,C,S,S,A,37.2459,38.3000,36.2800,2.0200,,0,0.0000,0.0000,,0,0.0000
prebreak,603698,2020-02-25,S,S,A,C,S,S,A,11.2937,11.3000,10.7200,0.5800,,0,0.0000,0.0000,,0,0.0000
prebreak,603858,2020-02-25,S,S,A,C,S,S,A,19.2183,17.7200,16.9900,0.7300,,0,0.0000,0.0000,,0,0.0000
prebreak,000623,2020-02-26,S,S,A,C,S,S,A,14.3960,14.5300,13.8000,0.7300,,0,0.0000,0.0000,,0,0.0000
prebreak,000777,2020-02-26,S,S,A,C,S,S,A,11.6027,10.8900,10.3600,0.5300,,0,0.0000,0.0000,,0,0.0000
prebreak,002393,2020-02-26,S,S,A,C,S,S,A,14.4214,14.4500,13.7600,0.6900,,0,0.0000,0.0000,,0,0.0000
prebreak,002558,2020-02-26,S,S,A,C,S,S,A,17.3850,16.7900,16.1000,0.6900,,0,0.0000,0.0000,,0,0.0000
prebreak,300142,2020-02-26,S,S,A,C,S,S,A,29.1189,30.0200,28.5800,1.4400,,1,30.0200,28.5800,2020-03-17,1,-1.0152
prebreak,600085,2020-02-26,S,S,A,C,S,S,A,24.6905,25.6100,24.6200,0.9900,,0,0.0000,0.0000,,0,0.0000
prebreak,603368,2020-02-26,S,S,A,C,S,S,A,19.4114,20.2000,19.2600,0.9400,,0,0.0000,0.0000,,0,0.0000
prebreak,002462,2020-02-27,S,S,A,C,S,S,A,13.7284,13.9800,13.4500,0.5300,,1,13.9800,13.4500,2020-03-10,1,-1.0194
prebreak,300423,2020-02-27,S,S,A,C,S,S,A,12.9399,13.7800,13.0600,0.7200,,1,13.7800,13.0600,2020-03-13,1,-1.0139
prebreak,600196,2020-02-27,S,S,A,C,S,S,A,25.8796,24.9100,23.8900,1.0200,,0,0.0000,0.0000,,0,0.0000
prebreak,600690,2020-02-27,S,S,A,C,S,S,A,15.2115,16.1900,15.3700,0.8200,,0,0.0000,0.0000,,0,0.0000
prebreak,600999,2020-02-27,S,S,A,C,S,S,A,13.1288,12.7200,12.0800,0.6400,,0,0.0000,0.0000,,0,0.0000
prebreak,603919,2020-02-27,S,S,A,C,S,S,A,10.6482,10.3600,9.8500,0.5100,,0,0.0000,0.0000,,0,0.0000
prebreak,603332,2020-03-02,S,S,A,C,S,S,A,13.2216,12.2700,11.6700,0.6000,,1,12.2700,11.6700,2020-03-13,1,-1.0149
prebreak,002727,2020-03-03,S,S,A,C,S,S,A,19.6224,20.7900,19.7700,1.0200,,1,20.7900,23.0129,2020-03-31,0,2.1625
prebreak,600887,2020-03-03,S,S,A,C,S,S,A,23.3833,23.6400,22.5900,1.0500,,0,0.0000,0.0000,,0,0.0000
prebreak,000623,2020-03-04,S,S,A,C,S,S,A,14.5913,14.5300,13.8000,0.7300,,1,14.5300,14.1329,2020-03-09,0,-0.5588
prebreak,000777,2020-03-04,S,S,A,C,S,S,A,11.8848,10.8900,10.3600,0.5300,,1,10.8900,10.3600,2020-03-16,1,-1.0150
prebreak,002558,2020-03-04,S,S,A,C,S,S,A,17.5029,16.7900,16.1000,0.6900,,0,0.0000,0.0000,,0,0.0000
prebreak,600085,2020-03-04,S,S,A,C,S,S,A,24.2158,24.9900,23.8100,1.1800,,0,0.0000,0.0000,,0,0.0000
prebreak,603790,2020-03-04,S,S,A,C,S,S,A,13.3922,13.8400,13.2300,0.6100,,1,13.8400,14.2569,2020-04-01,0,0.6657
prebreak,000999,2020-03-05,S,S,A,C,S,S,A,16.7030,16.9700,16.1100,0.8600,,0,0.0000,0.0000,,0,0.0000
prebreak,002038,2020-03-05,S,S,A,C,S,S,A,12.5330,12.6500,12.0100,0.6400,,0,0.0000,0.0000,,0,0.0000
prebreak,002462,2020-03-05,S,S,A,C,S,S,A,14.0155,13.8200,13.2000,0.6200,,0,0.0000,0.0000,,0,0.0000
prebreak,600196,2020-03-05,S,S,A,C,S,S,A,26.4609,24.9100,23.8900,1.0200,,0,0.0000,0.0000,,0,0.0000
prebreak,600690,2020-03-05,S,S,A,C,S,S,A,15.8011,16.1900,15.3700,0.8200,,0,0.0000,0.0000,,0,0.0000
prebreak,600999,2020-03-05,S,S,A,C,S,S,A,13.4656,12.7200,12.0800,0.6400,,0,0.0000,0.0000,,0,0.0000
prebreak,002727,2020-03-10,S,S,A,C,S,S,A,19.4444,20.1800,19.2700,0.9100,,1,20.1800,23.9295,2020-04-08,0,4.1009
prebreak,300491,2020-03-10,S,S,A,C,S,S,A,13.9950,12.1200,11.5200,0.6000,,1,12.1200,13.3775,2020-04-08,0,2.0792
prebreak,600887,2020-03-10,S,S,A,C,S,S,A,23.4147,23.8500,22.5900,1.2600,,0,0.0000,0.0000,,0,0.0000
prebreak,601966,2020-03-10,S,S,A,C,S,S,A,19.6702,22.1900,21.3800,0.8100,,0,0.0000,0.0000,,0,0.0000
prebreak,603858,2020-03-10,S,S,A,C,S,S,A,18.0927,17.7200,16.9900,0.7300,,0,0.0000,0.0000,,0,0.0000
prebreak,002727,2020-03-17,S,S,A,C,S,S,A,16.9972,20.1800,19.2700,0.9100,,1,20.1800,23.5647,2020-04-15,0,3.7002
prebreak,600887,2020-03-17,S,S,A,C,S,S,A,21.7618,23.8500,22.5900,1.2600,,0,0.0000,0.0000,,0,0.0000
prebreak,603858,2020-03-17,S,S,A,C,S,S,A,16.3215,17.7200,16.9900,0.7300,,1,17.7200,17.7450,2020-04-15,0,0.0158
prebreak,000333,2020-03-19,S,S,A,C,S,S,A,36.8965,41.9900,40.0000,1.9900,,0,0.0000,0.0000,,0,0.0000
prebreak,601336,2020-03-20,S,S,A,C,S,S,A,30.7617,35.2900,33.9300,1.3600,,0,0.0000,0.0000,,0,0.0000
prebreak,600887,2020-03-24,S,S,A,C,S,S,A,22.2083,23.8500,22.5900,1.2600,,0,0.0000,0.0000,,0,0.0000
prebreak,600900,2020-03-24,S,S,A,C,S,S,A,13.3255,14.0400,13.3300,0.7100,,0,0.0000,0.0000,,0,0.0000
prebreak,000623,2020-03-25,S,S,A,C,S,S,A,13.3605,13.4900,12.9000,0.5900,,0,0.0000,0.0000,,0,0.0000
prebreak,600887,2020-03-31,S,S,A,C,S,S,A,23.3912,22.9500,21.8200,1.1300,,0,0.0000,0.0000,,0,0.0000
prebreak,000538,2020-04-01,S,S,A,C,S,S,A,47.2934,46.6000,44.2700,2.3300,,0,0.0000,0.0000,,0,0.0000
prebreak,000623,2020-04-01,S,S,A,C,S,S,A,13.2162,13.9600,13.2900,0.6700,,0,0.0000,0.0000,,0,0.0000
prebreak,000768,2020-04-01,S,S,A,C,S,S,A,15.0451,17.0900,16.2100,0.8800,,0,0.0000,0.0000,,0,0.0000
prebreak,300741,2020-04-02,S,S,A,C,S,S,A,23.1100,23.7400,22.5200,1.2200,,0,0.0000,0.0000,,0,0.0000
prebreak,600271,2020-04-07,S,S,A,C,S,S,A,18.4039,18.5400,17.7600,0.7800,,0,0.0000,0.0000,,0,0.0000
prebreak,600660,2020-04-07,S,S,A,C,S,S,A,15.6168,15.9300,15.1500,0.7800,,0,0.0000,0.0000,,0,0.0000
prebreak,601211,2020-04-07,S,S,A,C,S,S,A,13.4564,13.5500,13.0400,0.5100,,0,0.0000,0.0000,,0,0.0000
prebreak,600887,2020-04-08,S,S,A,C,S,S,A,23.4460,22.9500,21.8200,1.1300,,0,0.0000,0.0000,,0,0.0000
prebreak,603856,2020-04-08,S,S,A,C,S,S,A,9.7690,10.1800,9.6700,0.5100,,1,10.1800,10.9322,2020-05-11,0,1.4588
prebreak,000623,2020-04-09,S,S,A,C,S,S,A,13.5387,13.7200,13.1400,0.5800,,0,0.0000,0.0000,,0,0.0000
prebreak,603222,2020-04-13,S,S,A,C,S,S,A,33.0073,38.3200,36.8500,1.4700,,0,0.0000,0.0000,,0,0.0000
prebreak,000623,2020-04-16,S,S,A,C,S,S,A,13.6745,13.7400,13.2300,0.5100,,0,0.0000,0.0000,,0,0.0000
prebreak,601211,2020-04-21,S,S,A,C,S,S,A,13.4564,13.7600,13.2400,0.5200,,0,0.0000,0.0000,,0,0.0000
prebreak,600835,2020-04-22,S,S,A,C,S,S,A,12.5916,12.1000,11.5000,0.6000,,0,0.0000,0.0000,,0,0.0000
prebreak,000623,2020-04-23,S,S,A,C,S,S,A,13.5812,13.8200,13.3100,0.5100,,0,0.0000,0.0000,,0,0.0000
prebreak,603868,2020-04-30,S,S,A,C,S,S,A,29.7147,32.1300,30.5600,1.5700,,1,32.1300,37.3858,2020-06-02,0,3.3300
prebreak,300741,2020-05-06,S,S,A,C,S,S,A,24.2001,25.0800,24.0100,1.0700,,0,0.0000,0.0000,,0,0.0000
prebreak,600668,2020-05-06,S,S,A,C,S,S,A,11.4595,11.0400,10.5400,0.5000,,0,0.0000,0.0000,,0,0.0000
prebreak,600835,2020-05-11,S,S,A,C,S,S,A,12.6591,12.7700,12.1700,0.6000,,1,12.7700,12.7097,2020-06-02,0,-0.1166
prebreak,600835,2020-05-18,S,S,A,C,S,S,A,11.8489,12.7700,12.1700,0.6000,,1,12.7700,12.7097,2020-06-02,0,-0.1166
prebreak,600323,2020-05-25,S,S,A,C,S,S,A,18.4942,19.2900,18.4200,0.8700,,0,0.0000,0.0000,,0,0.0000
prebreak,002025,2020-05-27,S,S,A,C,S,S,A,26.5405,27.1400,25.9300,1.2100,,1,27.1400,26.6181,2020-06-03,0,-0.4481
prebreak,603515,2020-05-27,S,S,A,C,S,S,A,20.0931,19.7000,18.9500,0.7500,,1,19.7000,21.5003,2020-06-24,0,2.3790
prebreak,600323,2020-06-01,S,S,A,C,S,S,A,19.7802,19.2900,18.4200,0.8700,,0,0.0000,0.0000,,0,0.0000
prebreak,600535,2020-06-02,S,S,A,C,S,S,A,12.3442,12.5200,12.0200,0.5000,,1,12.5200,12.2104,2020-06-05,0,-0.6378
prebreak,603515,2020-06-03,S,S,A,C,S,S,A,20.1478,19.7000,18.9500,0.7500,,0,0.0000,0.0000,,0,0.0000
prebreak,603351,2020-06-04,S,S,A,C,S,S,A,23.4926,21.5600,20.4700,1.0900,,1,21.5600,21.0274,2020-06-09,0,-0.5034
prebreak,300531,2020-06-05,S,S,A,C,S,S,A,17.3227,17.0800,16.2900,0.7900,,1,17.0800,16.7061,2020-06-10,0,-0.4894
prebreak,601966,2020-06-08,S,S,A,C,S,S,A,17.8861,17.8400,16.9200,0.9200,,0,0.0000,0.0000,,0,0.0000
prebreak,002032,2020-06-09,S,S,A,C,S,S,A,50.6555,51.1700,48.5900,2.5800,,0,0.0000,0.0000,,0,0.0000
prebreak,600535,2020-06-09,S,S,A,C,S,S,A,12.4444,12.5200,12.0200,0.5000,,1,12.5200,15.4568,2020-07-09,0,5.8509
prebreak,600848,2020-06-09,S,S,A,C,S,S,A,15.9896,15.3000,14.5100,0.7900,,0,0.0000,0.0000,,0,0.0000
prebreak,603515,2020-06-10,S,S,A,C,S,S,A,21.1094,19.7000,18.9500,0.7500,,0,0.0000,0.0000,,0,0.0000
prebreak,600482,2020-06-11,S,S,A,C,S,S,A,15.3202,15.8600,15.2100,0.6500,,1,15.8600,17.7676,2020-07-13,0,2.9144
prebreak,603351,2020-06-11,S,S,A,C,S,S,A,21.3013,21.5600,20.4700,1.0900,,0,0.0000,0.0000,,0,0.0000
prebreak,300531,2020-06-12,S,S,A,C,S,S,A,17.3619,17.0800,16.2900,0.7900,,1,17.0800,22.4608,2020-07-14,0,6.7904
prebreak,300549,2020-06-15,S,S,A,C,S,S,A,10.6711,11.2100,10.7100,0.5000,,0,0.0000,0.0000,,0,0.0000
prebreak,601601,2020-06-15,S,S,A,C,S,S,A,21.7503,22.3800,21.2900,1.0900,,0,0.0000,0.0000,,0,0.0000
prebreak,601966,2020-06-15,S,S,A,C,S,S,A,18.0790,17.8400,16.9200,0.9200,,0,0.0000,0.0000,,0,0.0000
prebreak,601088,2020-06-16,S,S,A,C,S,S,A,9.6743,10.3800,9.8800,0.5000,,1,10.3800,10.3743,2020-07-16,0,-0.0271
prebreak,603515,2020-06-17,S,S,A,C,S,S,A,21.4534,20.3800,19.6800,0.7000,,0,0.0000,0.0000,,0,0.0000
prebreak,601966,2020-06-22,S,S,A,C,S,S,A,18.9673,17.8400,16.9200,0.9200,,0,0.0000,0.0000,,0,0.0000
prebreak,601601,2020-07-01,S,S,A,C,S,S,A,22.4568,22.5000,21.3600,1.1400,,1,22.5000,23.8062,2020-07-29,0,1.1301
prebreak,002032,2020-07-02,S,S,A,C,S,S,A,56.8382,51.3200,49.0500,2.2700,,1,51.3200,63.9046,2020-07-30,0,5.5232
prebreak,601336,2020-07-06,S,S,A,C,S,S,A,43.3297,35.7600,34.0700,1.6900,,1,35.7600,42.4649,2020-08-03,0,3.9488
prebreak,603351,2020-07-06,S,S,A,C,S,S,A,23.1000,21.8800,21.0800,0.8000,,1,21.8800,34.1843,2020-08-03,0,15.3499
prebreak,601601,2020-07-08,S,S,A,C,S,S,A,26.8068,22.5000,21.3600,1.1400,,1,22.5000,24.0047,2020-08-05,0,1.3041
prebreak,601966,2020-07-08,S,S,A,C,S,S,A,19.8000,19.5600,18.6500,0.9100,,0,0.0000,0.0000,,0,0.0000
prebreak,600036,2020-07-09,S,S,A,C,S,S,A,29.4000,25.6900,24.3400,1.3500,,1,25.6900,28.1165,2020-08-06,0,1.7818
prebreak,000651,2020-07-13,S,S,A,C,S,S,A,40.6462,39.9300,38.2100,1.7200,,0,0.0000,0.0000,,0,0.0000
prebreak,300584,2020-07-13,S,S,A,C,S,S,A,26.3318,24.9500,24.1000,0.8500,,0,0.0000,0.0000,,0,0.0000
prebreak,600299,2020-07-13,S,S,A,C,S,S,A,12.3896,11.4200,10.8600,0.5600,,0,0.0000,0.0000,,0,0.0000
prebreak,000651,2020-07-20,S,S,A,C,S,S,A,40.2906,39.9300,38.2100,1.7200,,0,0.0000,0.0000,,0,0.0000
prebreak,300584,2020-07-20,S,S,A,C,S,S,A,24.8358,24.9500,24.1000,0.8500,,0,0.0000,0.0000,,0,0.0000
prebreak,600299,2020-07-20,S,S,A,C,S,S,A,11.9426,11.4200,10.8600,0.5600,,0,0.0000,0.0000,,0,0.0000
prebreak,600036,2020-07-23,S,S,A,C,S,S,A,27.0380,25.6900,24.3400,1.3500,,0,0.0000,0.0000,,0,0.0000
prebreak,601318,2020-07-23,S,S,A,C,S,S,A,59.6124,55.5700,53.3100,2.2600,,0,0.0000,0.0000,,0,0.0000
prebreak,601336,2020-07-27,S,S,A,C,S,S,A,40.2208,35.7600,34.0700,1.6900,,0,0.0000,0.0000,,0,0.0000
prebreak,000001,2020-07-28,S,S,A,C,S,S,A,10.6606,10.5300,9.9900,0.5400,,0,0.0000,0.0000,,0,0.0000
prebreak,600036,2020-07-30,S,S,A,C,S,S,A,26.2481,26.9000,25.7800,1.1200,,1,26.9000,28.0253,2020-08-27,0,0.9859
prebreak,002462,2020-07-31,S,S,A,C,S,S,A,14.2529,13.2200,12.5900,0.6300,,1,13.2200,14.1991,2020-08-28,0,1.5372
prebreak,600663,2020-08-03,S,S,A,C,S,S,A,10.9032,10.9400,10.3900,0.5500,,0,0.0000,0.0000,,0,0.0000
prebreak,600663,2020-08-10,S,S,A,C,S,S,A,10.8174,11.2300,10.6700,0.5600,,0,0.0000,0.0000,,0,0.0000
prebreak,600668,2020-09-04,S,S,A,C,S,S,A,12.0908,12.6400,12.0300,0.6100,,0,0.0000,0.0000,,0,0.0000
prebreak,300780,2020-09-17,S,S,A,C,S,S,A,19.9534,18.7500,17.8000,0.9500,,0,0.0000,0.0000,,0,0.0000
prebreak,600977,2020-09-29,S,S,A,C,S,S,A,13.6248,14.5700,13.9100,0.6600,,0,0.0000,0.0000,,0,0.0000
prebreak,603657,2020-09-29,S,S,A,C,S,S,A,16.9523,17.3300,16.5000,0.8300,,1,17.3300,20.4708,2020-11-04,0,3.7659
prebreak,300349,2020-10-12,S,S,A,C,S,S,A,13.4027,13.1700,12.5800,0.5900,,0,0.0000,0.0000,,0,0.0000
prebreak,601163,2020-10-12,S,S,A,C,S,S,A,12.8583,12.5700,11.9100,0.6600,,0,0.0000,0.0000,,0,0.0000
