mode,code,date,grade,PT,TY,DN,DL,LK,SF,close,trigger,stop,risk,prbook_warn,triggered_5d,entry_5d,exit_5d,exit_date_5d,stopped_5d,r_5d,triggered_10d,entry_10d,exit_10d,exit_date_10d,stopped_10d,r_10d,triggered_20d,entry_20d,exit_20d,exit_date_20d,stopped_20d,r_20d,key,sig_day_pct
prebreak,002179,2017-10-11,S,S,A,C,S,S,A,14.644,13.84,13.17,0.67,,1,13.84,14.7452,2017-10-18,0,1.3345,1,13.84,15.0955,2017-10-25,0,1.857,1,13.84,14.5155,2017-11-08,0,0.9919,002179_2017-10-11,0.0099
prebreak,600161,2017-10-11,S,S,A,C,S,S,A,12.1523,11.99,11.45,0.54,,1,11.99,12.2235,2017-10-16,0,0.4152,1,11.99,12.2235,2017-10-16,0,0.4152,1,11.99,12.2235,2017-10-16,0,0.4152,600161_2017-10-11,-0.0144
prebreak,000988,2017-10-17,S,S,A,C,S,S,A,16.8323,17.64,16.81,0.83,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,17.64,17.3674,2017-11-03,0,-0.3444,000988_2017-10-17,-0.0029
prebreak,300207,2017-10-17,S,S,A,C,S,S,A,11.0082,11.85,11.33,0.52,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,11.85,11.33,2017-11-08,1,-1.0167,300207_2017-10-17,-0.0034
prebreak,600754,2017-10-20,S,S,A,C,S,S,A,25.6791,28.36,27.01,1.35,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,28.36,28.9054,2017-11-17,0,0.3878,600754_2017-10-20,0.0231
prebreak,601877,2017-10-20,S,S,A,C,S,S,A,18.8106,16.9,16.04,0.86,,1,16.9,20.398,2017-10-27,0,4.0499,1,16.9,19.9316,2017-11-03,0,3.5079,1,16.9,21.9607,2017-11-17,0,5.8659,601877_2017-10-20,0.0128
prebreak,600132,2017-10-23,S,S,A,C,S,S,A,16.5408,17.13,16.25,0.88,,0,0.0,0.0,,0,0.0,1,17.13,16.25,2017-11-06,1,-1.0142,1,17.13,16.25,2017-11-06,1,-1.0142,600132_2017-10-23,-0.0122
prebreak,002589,2017-10-25,S,S,A,C,S,S,A,14.4124,14.32,13.67,0.65,,1,14.32,14.7238,2017-10-30,0,0.6041,1,14.32,14.7238,2017-10-30,0,0.6041,1,14.32,14.7238,2017-10-30,0,0.6041,002589_2017-10-25,0.0137
prebreak,600699,2017-10-26,S,S,A,C,S,S,A,26.1661,25.88,24.64,1.24,,1,25.88,26.119,2017-11-02,0,0.1767,1,25.88,28.0437,2017-11-09,0,1.728,1,25.88,24.9816,2017-11-23,0,-0.7399,600699_2017-10-26,0.0091
prebreak,000988,2017-10-31,S,S,A,C,S,S,A,17.5134,17.05,16.17,0.88,,1,17.05,17.8636,2017-11-07,0,0.9093,1,17.05,19.0506,2017-11-14,0,2.2573,1,17.05,16.9199,2017-11-28,0,-0.1625,000988_2017-10-31,0.0638
prebreak,000988,2017-11-07,S,S,A,C,S,S,A,17.8636,18.1,17.17,0.93,,1,18.1,19.0506,2017-11-14,0,1.0068,1,18.1,18.5933,2017-11-21,0,0.5154,1,18.1,17.17,2017-11-24,1,-1.0142,000988_2017-11-07,-0.0086
prebreak,002035,2017-11-07,S,S,A,C,S,S,A,15.1342,15.73,14.98,0.75,,1,15.73,15.674,2017-11-14,0,-0.0906,1,15.73,15.3522,2017-11-15,0,-0.5194,1,15.73,15.3522,2017-11-15,0,-0.5194,002035_2017-11-07,0.0146
prebreak,300146,2017-11-07,S,S,A,C,S,S,A,10.5699,10.62,10.07,0.55,,1,10.62,11.3568,2017-11-14,0,1.3241,1,10.62,11.7812,2017-11-21,0,2.0952,1,10.62,10.6084,2017-12-05,0,-0.0357,300146_2017-11-07,0.0081
prebreak,002597,2017-11-09,S,S,A,C,S,S,A,19.8515,18.77,17.87,0.9,,1,18.77,21.4297,2017-11-16,0,2.9375,1,18.77,20.4994,2017-11-23,0,1.9045,1,18.77,19.4861,2017-12-07,0,0.7793,002597_2017-11-09,0.011
prebreak,002626,2017-11-10,S,S,A,C,S,S,A,13.0454,12.47,11.86,0.61,,1,12.47,14.4655,2017-11-17,0,3.2537,1,12.47,15.5887,2017-11-24,0,5.0939,1,12.47,15.9257,2017-12-08,0,5.646,002626_2017-11-10,-0.0073
prebreak,300463,2017-11-10,S,S,A,C,S,S,A,24.0141,24.28,23.04,1.24,,1,24.28,24.0779,2017-11-15,0,-0.1777,1,24.28,24.0779,2017-11-15,0,-0.1777,1,24.28,24.0779,2017-11-15,0,-0.1777,300463_2017-11-10,-0.0027
prebreak,600585,2017-11-10,S,S,A,C,S,S,A,16.7245,17.36,16.5,0.86,,1,17.36,18.9589,2017-11-17,0,1.8427,1,17.36,19.2599,2017-11-24,0,2.1925,1,17.36,19.7082,2017-12-08,0,2.7133,600585_2017-11-10,-0.0276
prebreak,600597,2017-11-10,S,S,A,C,S,S,A,14.0496,13.08,12.48,0.6,,1,13.08,13.682,2017-11-17,0,0.9861,1,13.08,13.1619,2017-11-24,0,0.1199,1,13.08,12.48,2017-11-29,1,-1.0159,600597_2017-11-10,0.0748
prebreak,600754,2017-11-10,S,S,A,C,S,S,A,29.2649,26.62,25.36,1.26,,1,26.62,28.9054,2017-11-17,0,1.7966,1,26.62,28.0813,2017-11-24,0,1.143,1,26.62,25.36,2017-12-01,1,-1.0154,600754_2017-11-10,0.0118
prebreak,603313,2017-11-16,S,S,A,C,S,S,A,17.054,16.84,15.98,0.86,,1,16.84,17.0426,2017-11-23,0,0.2206,1,16.84,17.3446,2017-11-30,0,0.5715,1,16.84,15.98,2017-12-06,1,-1.0143,603313_2017-11-16,0.0212
prebreak,002311,2017-11-20,S,S,A,C,S,S,A,20.0264,17.96,17.05,0.91,,1,17.96,17.8543,2017-11-27,0,-0.1311,1,17.96,18.5123,2017-12-04,0,0.5915,1,17.96,19.1612,2017-12-18,0,1.3041,002311_2017-11-20,0.0496
prebreak,002321,2017-11-20,S,S,A,C,S,S,A,12.7045,13.18,12.51,0.67,,0,0.0,0.0,,0,0.0,1,13.18,13.8351,2017-12-14,0,0.9622,1,13.18,12.51,2017-12-25,1,-1.0143,002321_2017-11-20,0.0008
prebreak,300183,2017-11-21,S,S,A,C,S,S,A,16.5393,18.57,17.77,0.8,,1,18.57,17.77,2017-11-24,1,-1.017,1,18.57,17.77,2017-11-24,1,-1.017,1,18.57,17.77,2017-11-24,1,-1.017,300183_2017-11-21,-0.0156
prebreak,600323,2017-11-24,S,S,A,C,S,S,A,12.9607,13.35,12.73,0.62,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,13.35,13.2508,2017-12-22,0,-0.1763,600323_2017-11-24,0.008
prebreak,603900,2017-11-30,S,S,A,C,S,S,A,21.9541,22.44,21.27,1.17,,1,22.44,23.5093,2017-12-07,0,0.8988,1,22.44,24.4192,2017-12-14,0,1.676,1,22.44,24.0553,2017-12-28,0,1.3651,603900_2017-11-30,0.0053
prebreak,603883,2017-12-06,S,S,A,C,S,S,A,21.2437,21.64,20.57,1.07,,1,21.64,20.57,2017-12-12,1,-1.0147,1,21.64,20.57,2017-12-12,1,-1.0147,1,21.64,20.57,2017-12-12,1,-1.0147,603883_2017-12-06,0.0003
prebreak,300270,2017-12-08,S,S,A,C,S,S,A,13.252,12.16,11.57,0.59,,1,12.16,12.9024,2017-12-13,0,1.2419,1,12.16,12.9024,2017-12-13,0,1.2419,1,12.16,12.9024,2017-12-13,0,1.2419,300270_2017-12-08,0.0449
prebreak,300024,2017-12-11,S,S,A,C,S,S,A,18.9673,19.22,18.31,0.91,,1,19.22,19.3363,2017-12-18,0,0.1117,1,19.22,18.708,2017-12-25,0,-0.5783,1,19.22,19.2565,2018-01-09,0,0.024,300024_2017-12-11,0.0106
prebreak,300055,2017-12-11,S,S,A,C,S,S,A,20.5855,20.13,19.26,0.87,,1,20.13,21.1418,2017-12-18,0,1.1447,1,20.13,21.8641,2017-12-25,0,1.9744,1,20.13,20.6733,2018-01-09,0,0.6065,300055_2017-12-11,-0.0028
prebreak,600435,2017-12-11,S,S,A,C,S,S,A,13.0681,12.43,11.93,0.5,,1,12.43,12.7938,2017-12-18,0,0.7083,1,12.43,11.93,2017-12-25,1,-1.0183,1,12.43,11.93,2017-12-25,1,-1.0183,600435_2017-12-11,0.0
prebreak,600521,2017-12-14,S,S,A,C,S,S,A,20.6356,17.31,16.51,0.8,,1,17.31,21.4766,2017-12-21,0,5.1885,1,17.31,20.4731,2017-12-28,0,3.9349,1,17.31,20.4943,2018-01-12,0,3.9614,600521_2017-12-14,-0.0263
prebreak,600062,2017-12-15,S,S,A,C,S,S,A,15.8709,16.41,15.78,0.63,,1,16.41,16.5892,2017-12-22,0,0.2645,1,16.41,16.9313,2017-12-29,0,0.8071,1,16.41,16.3772,2018-01-15,0,-0.0719,600062_2017-12-15,-0.0297
prebreak,002311,2017-12-18,S,S,A,C,S,S,A,19.1612,19.87,19.11,0.76,,1,19.87,20.8285,2017-12-25,0,1.2406,1,19.87,20.5852,2018-01-02,0,0.9206,1,19.87,20.0895,2018-01-16,0,0.2688,002311_2017-12-18,-0.0139
prebreak,002410,2017-12-22,S,S,A,C,S,S,A,13.3927,13.4,12.69,0.71,,1,13.4,13.1672,2017-12-27,0,-0.3421,1,13.4,13.1672,2017-12-27,0,-0.3421,1,13.4,13.1672,2017-12-27,0,-0.3421,002410_2017-12-22,-0.0113
prebreak,300463,2017-12-22,S,S,A,C,S,S,A,21.504,22.25,21.33,0.92,,1,22.25,21.7687,2017-12-28,0,-0.5412,1,22.25,21.7687,2017-12-28,0,-0.5412,1,22.25,21.7687,2017-12-28,0,-0.5412,300463_2017-12-22,-0.0076
prebreak,300349,2017-12-26,S,S,A,C,S,S,A,17.3243,15.16,14.66,0.5,,1,15.16,18.0584,2018-01-03,0,5.7702,1,15.16,18.3539,2018-01-10,0,6.3607,1,15.16,17.9152,2018-01-24,0,5.4839,300349_2017-12-26,0.0241
prebreak,600875,2017-12-27,S,S,A,C,S,S,A,9.4692,9.51,9.01,0.5,,1,9.51,9.6244,2018-01-04,0,0.2142,1,9.51,9.6244,2018-01-11,0,0.2142,1,9.51,9.6934,2018-01-25,0,0.3521,600875_2017-12-27,-0.0205
prebreak,002614,2017-12-28,S,S,A,C,S,S,A,14.945,15.39,14.63,0.76,,1,15.39,15.5559,2018-01-05,0,0.2027,1,15.39,16.1749,2018-01-12,0,1.0167,1,15.39,16.4518,2018-01-26,0,1.3808,002614_2017-12-28,-0.0367
prebreak,600436,2017-12-29,S,S,A,C,S,S,A,59.1317,60.77,57.9,2.87,,1,60.77,64.6332,2018-01-08,0,1.3291,1,60.77,68.2447,2018-01-15,0,2.5867,1,60.77,68.6845,2018-01-29,0,2.7398,600436_2017-12-29,0.0054
prebreak,002617,2018-01-02,S,S,A,C,S,S,A,10.8223,11.0,10.49,0.51,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,11.0,11.0353,2018-01-29,0,0.0528,002617_2018-01-02,-0.0061
prebreak,002508,2018-01-03,S,S,A,C,S,S,A,38.003,38.43,36.52,1.91,,1,38.43,39.5446,2018-01-10,0,0.5679,1,38.43,39.8054,2018-01-17,0,0.7043,1,38.43,41.0402,2018-01-31,0,1.3504,002508_2018-01-03,-0.003
prebreak,002672,2018-01-03,S,S,A,C,S,S,A,15.772,15.88,15.05,0.83,,1,15.88,15.6781,2018-01-08,0,-0.2576,1,15.88,15.6781,2018-01-08,0,-0.2576,1,15.88,15.6781,2018-01-08,0,-0.2576,002672_2018-01-03,0.0133
prebreak,300357,2018-01-04,S,S,A,C,S,S,A,14.4077,14.69,13.97,0.72,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,14.69,13.97,2018-01-30,1,-1.0149,300357_2018-01-04,-0.0094
prebreak,002262,2018-01-05,S,S,A,C,S,S,A,13.5959,13.29,12.7,0.59,,1,13.29,13.9237,2018-01-12,0,1.0562,1,13.29,13.7962,2018-01-19,0,0.8403,1,13.29,12.7,2018-02-02,1,-1.0165,002262_2018-01-05,0.002
prebreak,600062,2018-01-08,S,S,A,C,S,S,A,16.7192,16.7,15.98,0.72,,1,16.7,17.1091,2018-01-11,0,0.5503,1,16.7,17.1091,2018-01-11,0,0.5503,1,16.7,17.1091,2018-01-11,0,0.5503,600062_2018-01-08,0.0087
prebreak,600436,2018-01-08,S,S,A,C,S,S,A,64.6332,60.77,57.9,2.87,,1,60.77,68.2447,2018-01-15,0,2.5867,1,60.77,71.744,2018-01-22,0,3.8052,1,60.77,67.7582,2018-02-05,0,2.4173,600436_2018-01-08,0.0199
prebreak,000042,2018-01-09,S,S,A,C,S,S,A,18.2027,16.05,15.26,0.79,,1,16.05,16.5037,2018-01-19,0,0.5585,1,16.05,16.2937,2018-01-26,0,0.2928,1,16.05,15.26,2018-02-02,1,-1.0148,000042_2018-01-09,-0.0231
prebreak,002617,2018-01-09,S,S,A,C,S,S,A,10.6426,10.99,10.46,0.53,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,10.99,10.46,2018-02-01,1,-1.0151,002617_2018-01-09,0.0076
prebreak,300357,2018-01-11,S,S,A,C,S,S,A,14.0143,14.69,14.06,0.63,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,14.69,14.06,2018-01-30,1,-1.0171,300357_2018-01-11,0.0278
prebreak,002262,2018-01-12,S,S,A,C,S,S,A,13.9237,14.17,13.45,0.72,,1,14.17,13.7962,2018-01-19,0,-0.5338,1,14.17,13.7962,2018-01-19,0,-0.5338,1,14.17,13.7962,2018-01-19,0,-0.5338,002262_2018-01-12,-0.0007
prebreak,601198,2018-01-19,S,S,A,C,S,S,A,13.5388,13.25,12.7,0.55,,1,13.25,13.8034,2018-01-26,0,0.9873,1,13.25,12.7,2018-02-01,1,-1.0177,1,13.25,12.7,2018-02-01,1,-1.0177,601198_2018-01-19,0.1004
prebreak,000711,2018-01-22,S,S,A,C,S,S,A,11.3,10.63,10.07,0.56,,1,10.63,11.5417,2018-01-29,0,1.6125,1,10.63,10.5917,2018-02-05,0,-0.0828,1,10.63,10.07,2018-02-09,1,-1.0138,000711_2018-01-22,0.0327
prebreak,002032,2018-01-22,S,S,A,C,S,S,A,31.7331,28.97,27.45,1.52,,1,28.97,32.0081,2018-01-25,0,1.983,1,28.97,32.0081,2018-01-25,0,1.983,1,28.97,31.8741,2018-02-26,0,1.8949,002032_2018-01-22,0.0699
prebreak,002727,2018-01-22,S,S,A,C,S,S,A,18.7357,17.89,17.18,0.71,,1,17.89,18.9274,2018-01-29,0,1.4411,1,17.89,18.788,2018-02-05,0,1.2449,1,17.89,20.2084,2018-02-26,0,3.2442,002727_2018-01-22,0.0793
prebreak,600009,2018-01-22,S,S,A,C,S,S,A,42.2236,41.78,40.09,1.69,,1,41.78,42.9475,2018-01-29,0,0.6716,1,41.78,45.6928,2018-02-05,0,2.295,1,41.78,40.09,2018-02-09,1,-1.0182,600009_2018-01-22,0.0067
prebreak,603108,2018-01-23,S,S,A,C,S,S,A,12.4749,12.49,11.91,0.58,,1,12.49,13.4323,2018-01-30,0,1.6073,1,12.49,11.91,2018-02-06,1,-1.0157,1,12.49,11.91,2018-02-06,1,-1.0157,603108_2018-01-23,0.03
prebreak,603393,2018-01-25,S,S,A,C,S,S,A,13.0235,13.43,12.81,0.62,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,13.43,13.8375,2018-06-01,0,0.6404,603393_2018-01-25,-0.0112
prebreak,002695,2018-01-30,S,S,A,C,S,S,A,15.3885,16.07,15.35,0.72,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,16.07,15.5376,2018-03-06,0,-0.7559,002695_2018-01-30,-0.006
prebreak,603108,2018-01-30,S,S,A,C,S,S,A,13.4323,12.49,11.91,0.58,,1,12.49,11.91,2018-02-06,1,-1.0157,1,12.49,11.91,2018-02-06,1,-1.0157,1,12.49,11.91,2018-02-06,1,-1.0157,603108_2018-01-30,0.0094
prebreak,002136,2018-02-08,S,S,A,C,S,S,A,14.2461,13.5,12.85,0.65,,1,13.5,14.9686,2018-02-22,0,2.2422,1,13.5,14.9038,2018-03-01,0,2.1425,1,13.5,14.8575,2018-03-15,0,2.0713,002136_2018-02-08,-0.0065
prebreak,002727,2018-02-12,S,S,A,C,S,S,A,18.91,19.03,18.23,0.8,,1,19.03,20.2084,2018-02-26,0,1.454,1,19.03,21.3413,2018-03-05,0,2.8692,1,19.03,22.4916,2018-03-19,0,4.3062,002727_2018-02-12,0.0473
prebreak,002491,2018-02-23,S,S,A,C,S,S,A,12.0348,12.13,11.5,0.63,,1,12.13,13.528,2018-03-02,0,2.203,1,12.13,14.0324,2018-03-09,0,3.0031,1,12.13,13.0435,2018-03-23,0,1.4344,002491_2018-02-23,-0.0162
prebreak,002737,2018-02-27,S,S,A,C,S,S,A,12.8388,11.0,10.46,0.54,,1,11.0,13.0564,2018-03-06,0,3.7903,1,11.0,13.3267,2018-03-13,0,4.2905,1,11.0,14.0567,2018-03-27,0,5.6416,002737_2018-02-27,0.0261
prebreak,600597,2018-03-05,S,S,A,C,S,S,A,11.4853,12.1,11.56,0.54,,1,12.1,12.2833,2018-03-12,0,0.3221,1,12.1,12.4178,2018-03-19,0,0.571,1,12.1,11.56,2018-03-23,1,-1.0164,600597_2018-03-05,-0.0039
prebreak,600118,2018-03-06,S,S,A,C,S,S,A,21.2218,21.48,20.34,1.14,,1,21.48,21.3095,2018-03-13,0,-0.1638,1,21.48,20.9487,2018-03-14,0,-0.4801,1,21.48,20.9487,2018-03-14,0,-0.4801,600118_2018-03-06,0.0018
prebreak,000553,2018-03-19,S,S,A,C,S,S,A,14.0133,14.49,13.91,0.58,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,14.49,14.405,2018-04-18,0,-0.1655,000553_2018-03-19,0.0042
prebreak,300463,2018-03-19,S,S,A,C,S,S,A,21.2393,21.37,20.3,1.07,,1,21.37,21.4493,2018-03-22,0,0.0589,1,21.37,21.4493,2018-03-22,0,0.0589,1,21.37,21.4493,2018-03-22,0,0.0589,300463_2018-03-19,0.0324
prebreak,600729,2018-03-19,S,S,A,C,S,S,A,16.6383,16.27,15.51,0.76,,1,16.27,18.9383,2018-04-11,0,3.4924,1,16.27,18.559,2018-04-18,0,2.9937,1,16.27,21.226,2018-05-04,0,6.5007,600729_2018-03-19,0.0409
prebreak,002223,2018-03-26,S,S,A,C,S,S,A,20.1292,20.17,19.2,0.97,,1,20.17,20.9361,2018-04-02,0,0.7735,1,20.17,20.4416,2018-04-11,0,0.264,1,20.17,19.2,2018-04-18,1,-1.0152,002223_2018-03-26,0.0541
prebreak,002602,2018-03-26,S,S,A,C,S,S,A,10.2548,10.9,10.38,0.52,,1,10.9,11.0068,2018-04-02,0,0.1893,1,10.9,10.8621,2018-04-11,0,-0.0887,1,10.9,11.1707,2018-04-25,0,0.5042,002602_2018-03-26,0.0294
prebreak,600062,2018-03-26,S,S,A,C,S,S,A,16.4114,16.52,15.67,0.85,,1,16.52,16.042,2018-03-29,0,-0.5768,1,16.52,16.042,2018-03-29,0,-0.5768,1,16.52,16.042,2018-03-29,0,-0.5768,600062_2018-03-26,0.0071
prebreak,002242,2018-03-27,S,S,A,C,S,S,A,12.5784,13.16,12.53,0.63,,1,13.16,13.0912,2018-04-03,0,-0.125,1,13.16,12.53,2018-04-12,1,-1.0152,1,13.16,12.53,2018-04-12,1,-1.0152,002242_2018-03-27,0.0419
prebreak,300024,2018-03-27,S,S,A,C,S,S,A,18.6681,19.57,18.53,1.04,,1,19.57,21.6997,2018-04-03,0,2.0322,1,19.57,20.5928,2018-04-12,0,0.9685,1,19.57,19.426,2018-04-26,0,-0.1526,300024_2018-03-27,0.0482
prebreak,000999,2018-04-04,S,S,A,C,S,S,A,13.1259,13.51,12.95,0.56,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,13.51,13.5731,2018-05-08,0,0.0943,000999_2018-04-04,-0.0007
prebreak,600482,2018-04-04,S,S,A,C,S,S,A,24.373,23.67,22.68,0.99,,1,23.67,24.0204,2018-04-13,0,0.3356,1,23.67,24.5635,2018-04-20,0,0.8838,1,23.67,22.68,2018-05-02,1,-1.0175,600482_2018-04-04,0.0067
prebreak,300439,2018-04-09,S,S,A,C,S,S,A,19.2651,17.93,17.07,0.86,,1,17.93,20.3246,2018-04-12,0,2.7668,1,17.93,20.3246,2018-04-12,0,2.7668,1,17.93,20.3246,2018-04-12,0,2.7668,300439_2018-04-09,-0.0024
prebreak,300583,2018-04-10,S,S,A,C,S,S,A,26.2153,23.83,22.7,1.13,,1,23.83,26.269,2018-04-17,0,2.141,1,23.83,24.3952,2018-04-24,0,0.4838,1,23.83,27.5878,2018-05-10,0,3.3074,300583_2018-04-10,-0.0398
prebreak,000999,2018-04-13,S,S,A,C,S,S,A,12.7613,13.39,12.73,0.66,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,13.39,13.8454,2018-05-15,0,0.6741,000999_2018-04-13,-0.0169
prebreak,000999,2018-04-27,S,S,A,C,S,S,A,12.5425,12.68,12.16,0.52,,1,12.68,13.5731,2018-05-08,0,1.6979,1,12.68,13.8454,2018-05-15,0,2.2211,1,12.68,13.5488,2018-05-29,0,1.6512,000999_2018-04-27,0.0202
prebreak,000423,2018-05-03,S,S,A,C,S,S,A,41.1767,47.46,45.75,1.71,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,47.46,47.3907,2018-05-31,0,-0.0616,000423_2018-05-03,-0.0164
prebreak,002242,2018-05-07,S,S,A,C,S,S,A,12.7396,12.78,12.18,0.6,,1,12.78,12.7615,2018-05-10,0,-0.047,1,12.78,12.7615,2018-05-10,0,-0.047,1,12.78,12.7615,2018-05-10,0,-0.047,002242_2018-05-07,0.0
prebreak,002690,2018-05-07,S,S,A,C,S,S,A,12.753,11.63,11.08,0.55,,1,11.63,12.4521,2018-05-14,0,1.4777,1,11.63,12.577,2018-05-21,0,1.7047,1,11.63,12.6193,2018-06-04,0,1.7815,002690_2018-05-07,0.0854
prebreak,002672,2018-05-08,S,S,A,C,S,S,A,14.514,13.88,13.15,0.73,,1,13.88,14.4577,2018-05-11,0,0.7764,1,13.88,14.4577,2018-05-11,0,0.7764,1,13.88,14.4577,2018-05-11,0,0.7764,002672_2018-05-08,-0.0019
prebreak,000423,2018-05-10,S,S,A,C,S,S,A,44.256,47.46,45.75,1.71,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,47.46,47.1933,2018-06-04,0,-0.177,000423_2018-05-10,-0.0044
prebreak,000999,2018-05-15,S,S,A,C,S,S,A,13.8454,13.96,13.34,0.62,,1,13.96,14.103,2018-05-22,0,0.2134,1,13.96,13.5488,2018-05-29,0,-0.6799,1,13.96,13.34,2018-05-30,1,-1.0165,000999_2018-05-15,-0.0042
prebreak,002672,2018-05-15,S,S,A,C,S,S,A,15.0867,13.88,13.15,0.73,,1,13.88,15.4622,2018-05-22,0,2.1516,1,13.88,14.8989,2018-05-29,0,1.3804,1,13.88,15.7626,2018-06-12,0,2.5629,002672_2018-05-15,-0.005
prebreak,600138,2018-05-16,S,S,A,C,S,S,A,21.1296,21.48,20.42,1.06,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,21.48,21.5137,2018-06-04,0,0.0164,600138_2018-05-16,0.0124
prebreak,600066,2018-05-24,S,S,A,C,S,S,A,13.1099,13.46,12.83,0.63,,0,0.0,0.0,,0,0.0,1,13.46,13.3997,2018-06-06,0,-0.112,1,13.46,13.3997,2018-06-06,0,-0.112,600066_2018-05-24,-0.0069
prebreak,600066,2018-05-31,S,S,A,C,S,S,A,13.2669,13.33,12.78,0.55,,1,13.33,13.4057,2018-06-07,0,0.1191,1,13.33,12.953,2018-06-14,0,-0.7034,1,13.33,12.78,2018-06-19,1,-1.0178,600066_2018-05-31,0.029
prebreak,002186,2018-06-04,S,S,A,C,S,S,A,15.6076,15.29,14.67,0.62,,1,15.29,15.7425,2018-06-07,0,0.7107,1,15.29,15.7425,2018-06-07,0,0.7107,1,15.29,15.7425,2018-06-07,0,0.7107,002186_2018-06-04,-0.017
prebreak,002424,2018-07-09,S,S,A,C,S,S,A,10.7186,11.17,10.6,0.57,,1,11.17,11.0281,2018-07-16,0,-0.2637,1,11.17,10.9314,2018-07-17,0,-0.4333,1,11.17,10.9314,2018-07-17,0,-0.4333,002424_2018-07-09,0.0404
prebreak,601688,2018-10-10,S,S,A,C,S,S,A,12.333,12.79,12.15,0.64,,0,0.0,0.0,,0,0.0,1,12.79,13.1345,2018-10-24,0,0.5227,1,12.79,14.0259,2018-11-07,0,1.9147,601688_2018-10-10,0.0121
prebreak,601688,2018-10-24,S,S,A,C,S,S,A,13.1345,11.78,11.27,0.51,,1,11.78,12.8155,2018-10-29,0,2.0116,1,11.78,12.8155,2018-10-29,0,2.0116,1,11.78,12.8155,2018-10-29,0,2.0116,601688_2018-10-24,0.0255
prebreak,601628,2018-10-25,S,S,A,C,S,S,A,20.4236,18.83,18.17,0.66,,1,18.83,19.129,2018-11-01,0,0.4311,1,18.83,19.4614,2018-11-08,0,0.9344,1,18.83,19.1553,2018-11-22,0,0.4709,601628_2018-10-25,0.021
prebreak,000028,2018-10-26,S,S,A,C,S,S,A,26.4305,27.8,26.55,1.25,,1,27.8,28.7211,2018-11-02,0,0.7195,1,27.8,27.591,2018-11-09,0,-0.184,1,27.8,26.8923,2018-11-23,0,-0.7426,000028_2018-10-26,0.0062
prebreak,002373,2019-01-18,S,S,A,C,S,S,A,11.7073,11.87,11.25,0.62,,1,11.87,12.0992,2019-01-25,0,0.3548,1,11.87,12.5008,2019-02-01,0,1.0023,1,11.87,14.1663,2019-02-22,0,3.6869,002373_2019-01-18,0.0025
prebreak,000999,2019-01-21,S,S,A,C,S,S,A,11.3409,11.52,11.02,0.5,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,11.52,12.4577,2019-02-25,0,1.8566,000999_2019-01-21,-0.0138
prebreak,000776,2019-02-15,S,S,A,C,S,S,A,11.2674,11.42,10.87,0.55,,1,11.42,13.3309,2019-02-22,0,3.4564,1,11.42,13.8386,2019-03-01,0,4.3789,1,11.42,13.4947,2019-03-15,0,3.754,000776_2019-02-15,-0.0143
prebreak,600999,2019-02-18,S,S,A,C,S,S,A,10.971,10.24,9.73,0.51,,1,10.24,13.3047,2019-02-25,0,5.9902,1,10.24,12.4693,2019-03-04,0,4.3531,1,10.24,12.2898,2019-03-18,0,4.0014,600999_2019-02-18,0.0495
prebreak,600150,2019-02-19,S,S,A,C,S,S,A,13.0765,13.08,12.4,0.68,,1,13.08,13.9174,2019-02-26,0,1.216,1,13.08,16.1209,2019-03-05,0,4.4545,1,13.08,18.5178,2019-03-19,0,7.9771,600150_2019-02-19,0.0211
prebreak,002151,2019-02-20,S,S,A,C,S,S,A,24.2902,21.84,20.77,1.07,,1,21.84,24.9237,2019-02-27,0,2.8646,1,21.84,25.765,2019-03-06,0,3.6504,1,21.84,26.0125,2019-03-20,0,3.8816,002151_2019-02-20,-0.0152
prebreak,300498,2019-02-20,S,S,A,C,S,S,A,23.3184,20.01,19.32,0.69,,1,20.01,22.8234,2019-02-25,0,4.0528,1,20.01,22.8234,2019-02-25,0,4.0528,1,20.01,22.8234,2019-02-25,0,4.0528,300498_2019-02-20,0.0365
prebreak,300176,2019-03-05,S,S,A,C,S,S,A,47.2723,39.51,37.66,1.85,,1,39.51,44.2923,2019-03-08,0,2.5672,1,39.51,44.2923,2019-03-08,0,2.5672,1,39.51,37.66,2019-04-04,1,-1.0156,300176_2019-03-05,0.0757
