code,date,grade,entry,risk,sig_day_pct,trig_pct,conf_ratio,variant,r_full,r_money,weight,kind
601966,2023-07-24,S,21.66,1.09,0.0414,0.0207,1.0328,V4,0.637,0.319,0.5,reject_half
300384,2023-07-25,S,16.04,0.78,0.0321,0.0577,0.9977,V4,-0.062,-0.031,0.5,reject_half
301029,2023-07-31,S,37.81,1.82,0.0084,0.0095,0.9895,V4,-0.234,-0.117,0.5,reject_half
300384,2023-08-01,S,16.04,0.78,-0.0242,0.0041,1.0294,V4,-1.015,-1.015,1.0,confirmed
600862,2023-08-02,S,24.15,1.09,0.0108,0.0172,0.9878,V4,-0.288,-0.144,0.5,reject_half
300872,2023-08-03,S,15.15,0.8,0.0007,0.0481,1.0465,V4,-1.014,-1.014,1.0,confirmed
002465,2023-08-08,S,10.34,0.51,0.0019,0.0473,1.0012,V4,0.009,0.005,0.5,reject_half
300619,2023-08-10,S,29.96,1.45,0.0162,-0.0563,0.9835,V4,-0.357,-0.178,0.5,reject_half
300872,2023-08-17,S,15.15,0.8,-0.0067,0.0034,0.9725,V4,-0.535,-0.268,0.5,reject_half
600316,2023-08-17,S,22.45,1.02,0.0412,-0.0094,0.0,V4,-1.016,-0.508,0.5,stop_half
000408,2023-08-22,S,21.67,1.02,0.0013,0.0698,1.0412,V4,0.213,0.213,1.0,confirmed
300012,2023-08-22,S,19.99,0.72,-0.0273,-0.0155,0.0,V4,-1.02,-0.51,0.5,stop_half
600055,2023-08-22,S,18.76,0.87,-0.0034,0.0885,0.9836,V4,-0.369,-0.184,0.5,reject_half
603393,2023-08-22,S,26.96,1.34,-0.0134,0.0617,1.0498,V4,1.627,1.627,1.0,confirmed
300408,2023-08-24,S,31.69,1.57,-0.019,0.0161,0.9819,V4,-0.38,-0.19,0.5,reject_half
600031,2023-08-28,S,15.27,0.74,0.0264,0.0702,1.0508,V4,1.032,0.516,0.5,reject_half
000408,2023-08-29,S,21.3,0.99,0.0112,0.0698,1.0593,V4,-0.392,-0.392,1.0,confirmed
603393,2023-08-29,S,26.96,1.34,0.0271,0.0617,1.0498,V4,0.92,0.92,1.0,confirmed
600862,2023-08-30,S,23.91,1.2,-0.0089,0.0472,1.0199,V4,0.381,0.191,0.5,reject_half
603195,2023-08-30,S,46.03,2.01,0.0252,0.0065,1.0303,V4,0.148,0.148,1.0,confirmed
300809,2023-08-31,S,21.11,0.93,-0.0086,0.013,1.0178,V4,0.387,0.193,0.5,reject_half
002635,2023-09-01,S,12.25,0.52,0.0061,0.0418,1.0742,V4,1.932,1.932,1.0,confirmed
300997,2023-09-01,S,12.67,0.61,0.0329,-0.0194,1.0386,V4,0.785,0.392,0.5,reject_half
603080,2023-09-01,S,13.45,0.65,0.1002,0.0109,1.1414,V4,2.909,1.455,0.5,reject_half
300400,2023-09-04,S,14.27,0.73,0.0225,0.0952,1.2252,V4,2.311,2.311,1.0,confirmed
300531,2023-09-04,S,14.15,0.74,0.0021,0.0149,1.0203,V4,-1.014,-1.014,1.0,confirmed
300747,2023-09-04,S,26.68,1.39,0.0135,0.014,0.9894,V4,-0.218,-0.109,0.5,reject_half
002294,2023-09-05,S,26.72,1.08,-0.0077,0.0493,1.0263,V4,1.567,1.567,1.0,confirmed
600161,2023-09-05,S,20.58,0.68,-0.0056,0.027,0.9934,V4,-0.224,-0.112,0.5,reject_half
002032,2023-09-06,S,41.92,1.41,-0.0017,-0.008,0.0,V4,-1.022,-0.511,0.5,stop_half
688166,2023-09-11,S,20.03,0.99,0.0383,0.0466,1.0162,V4,0.313,0.156,0.5,reject_half
002294,2023-09-12,S,26.72,1.08,0.0162,0.0493,1.0263,V4,1.125,1.125,1.0,confirmed
600161,2023-09-12,S,20.58,0.95,-0.0016,0.027,0.9934,V4,-0.16,-0.08,0.5,reject_half
600438,2023-09-12,S,31.04,1.46,0.0035,0.0403,0.9958,V4,-0.105,-0.052,0.5,reject_half
603393,2023-09-12,S,26.87,1.01,0.0021,0.011,1.0653,V4,1.088,1.088,1.0,confirmed
002028,2023-09-15,S,50.89,2.13,-0.0176,0.0135,0.9622,V4,-0.921,-0.461,0.5,reject_half
000400,2023-09-22,S,18.36,0.78,0.0206,0.0369,1.0127,V4,-1.017,-1.017,1.0,confirmed
002028,2023-09-22,S,49.57,1.76,0.0061,0.0453,1.0253,V4,-1.021,-1.021,1.0,confirmed
600161,2023-09-26,S,20.82,0.82,-0.0051,0.027,1.0034,V4,0.068,0.034,0.5,reject_half
600862,2023-09-27,S,24.41,1.26,0.0236,0.0411,0.9867,V4,-0.272,-0.136,0.5,reject_half
002635,2023-10-09,S,12.82,0.6,0.0176,0.0123,1.0593,V4,2.333,2.333,1.0,confirmed
002557,2023-10-10,S,30.14,1.31,-0.0184,0.1001,1.0828,V4,1.494,1.494,1.0,confirmed
600161,2023-10-11,S,21.38,0.76,0.0054,0.0536,1.0485,V4,3.185,3.185,1.0,confirmed
002635,2023-10-16,S,14.03,0.72,-0.0131,0.0348,1.017,V4,-0.002,-0.002,1.0,confirmed
603353,2023-10-16,S,19.32,0.73,0.1002,0.1001,1.3523,V4,11.324,11.324,1.0,confirmed
605319,2023-10-16,S,11.31,0.57,0.0319,-0.0274,1.0078,V4,6.347,6.347,1.0,confirmed
301166,2023-10-17,S,39.44,1.48,-0.0485,-0.0495,0.0,V4,-1.02,-0.51,0.5,stop_half
300529,2023-10-24,S,21.13,1.04,-0.0121,0.1273,1.0342,V4,0.678,0.339,0.5,reject_half
603668,2023-10-26,S,14.76,0.59,-0.0088,0.0985,1.0308,V4,0.752,0.376,0.5,reject_half
000887,2023-10-27,S,12.3,0.61,0.0164,0.032,1.0026,V4,0.038,0.019,0.5,reject_half
002142,2023-10-27,S,22.45,0.99,-0.0077,0.0318,1.0044,V4,0.082,0.041,0.5,reject_half
002847,2023-10-27,S,48.08,2.35,0.051,-0.0115,1.085,V4,2.243,2.243,1.0,confirmed
002019,2023-10-30,S,13.57,0.7,0.0631,0.0,0.9664,V4,-0.666,-0.333,0.5,reject_half
300652,2023-10-30,S,17.44,0.8,-0.0004,0.0351,1.0938,V4,2.841,2.841,1.0,confirmed
603319,2023-10-30,S,12.11,0.51,-0.0088,0.0053,0.9793,V4,-0.509,-0.255,0.5,reject_half
002074,2023-10-31,S,23.45,1.22,-0.0168,0.0383,0.9934,V4,-0.14,-0.07,0.5,reject_half
603926,2023-10-31,S,10.43,0.52,-0.0092,0.042,1.0281,V4,2.72,2.72,1.0,confirmed
002847,2023-11-03,S,53.05,2.72,0.0024,0.0366,1.0275,V4,-0.116,-0.116,1.0,confirmed
603238,2023-11-03,S,12.14,0.63,-0.0021,0.0029,1.1309,V4,1.497,1.497,1.0,confirmed
002389,2023-11-06,S,20.02,0.66,0.0116,0.0269,1.0173,V4,-1.022,-1.022,1.0,confirmed
002046,2023-11-07,S,10.99,0.53,0.0019,0.0724,1.0008,V4,0.001,0.001,0.5,reject_half
603706,2023-11-07,S,13.98,0.61,0.003,0.0621,1.0583,V4,1.319,0.659,0.5,reject_half
600549,2023-11-10,S,16.77,0.6,-0.0114,0.0219,0.9854,V4,-0.428,-0.214,0.5,reject_half
600104,2023-11-13,S,14.4,0.67,-0.011,0.0624,1.0073,V4,0.14,0.07,0.5,reject_half
601233,2023-11-21,S,13.93,0.52,0.0051,0.0567,1.0368,V4,0.304,0.304,1.0,confirmed
601038,2023-11-23,S,11.3,0.53,0.0217,-0.0071,1.11,V4,3.83,3.83,1.0,confirmed
603979,2023-11-23,S,35.39,1.6,0.0128,0.0305,0.9926,V4,-0.18,-0.09,0.5,reject_half
605179,2023-11-23,S,12.22,0.56,0.0094,0.0014,1.0556,V4,1.195,0.597,0.5,reject_half
600523,2023-11-27,S,13.93,0.63,0.02,0.1002,1.2009,V4,-1.016,-1.016,1.0,confirmed
002402,2023-11-28,S,13.91,0.64,0.0145,0.0283,0.9839,V4,-0.366,-0.183,0.5,reject_half
300699,2023-11-28,S,24.98,1.21,-0.0012,0.0536,0.9936,V4,-0.147,-0.073,0.5,reject_half
601038,2023-11-30,S,11.3,0.53,0.0312,-0.0079,1.1365,V4,2.893,1.447,0.5,reject_half
605179,2023-11-30,S,12.22,0.56,0.0276,-0.0409,1.0717,V4,1.547,0.774,0.5,reject_half
600380,2023-12-01,S,12.08,0.55,-0.0016,0.0167,0.9823,V4,-0.405,-0.203,0.5,reject_half
002635,2023-12-04,S,14.41,0.67,-0.0124,0.0745,0.9942,V4,-0.142,-0.071,0.5,reject_half
603690,2023-12-11,S,26.14,0.91,0.0088,0.0039,0.0,V4,-1.021,-0.511,0.5,stop_half
002935,2023-12-12,S,15.83,0.82,0.014,0.0559,0.9806,V4,-0.389,-0.195,0.5,reject_half
300589,2023-12-12,S,14.05,0.59,0.0253,0.0428,1.0116,V4,-1.017,-1.017,1.0,confirmed
002805,2023-12-14,S,16.32,0.83,-0.0304,0.0552,0.9792,V4,-0.424,-0.212,0.5,reject_half
300073,2023-12-15,S,37.23,1.81,0.0014,0.0522,0.996,V4,-0.098,-0.049,0.5,reject_half
601021,2023-12-19,S,50.03,2.39,-0.0099,0.0403,0.9885,V4,-0.256,-0.128,0.5,reject_half
688589,2023-12-19,S,27.28,1.27,0.0028,0.006,0.9735,V4,-0.586,-0.293,0.5,reject_half
000155,2023-12-21,S,12.51,0.62,0.0156,0.0253,1.024,V4,0.469,0.235,0.5,reject_half
300393,2023-12-21,S,10.34,0.5,0.0383,0.0195,1.022,V4,-0.009,-0.009,1.0,confirmed
300402,2023-12-21,S,17.4,0.8,-0.0135,0.0368,1.1078,V4,-0.266,-0.266,1.0,confirmed
002733,2023-12-25,S,14.33,0.72,0.0159,0.0389,1.0253,V4,-1.014,-1.014,1.0,confirmed
002780,2023-12-27,S,13.83,0.61,-0.0145,0.0998,1.0468,V4,1.044,0.522,0.5,reject_half
003042,2023-12-27,S,19.61,0.97,0.004,0.0223,0.9663,V4,-0.695,-0.348,0.5,reject_half
300433,2023-12-27,S,12.28,0.52,0.0328,0.0321,1.0135,V4,0.301,0.15,0.5,reject_half
601137,2023-12-27,S,13.88,0.74,0.009,0.0527,1.0558,V4,-1.014,-1.014,1.0,confirmed
000532,2023-12-28,S,11.47,0.57,0.0348,-0.0172,1.0227,V4,0.441,0.22,0.5,reject_half
002438,2023-12-28,S,10.27,0.53,-0.0009,0.0302,1.1018,V4,1.957,0.979,0.5,reject_half
300393,2023-12-28,S,10.34,0.5,0.0922,0.0195,1.022,V4,-1.015,-1.015,1.0,confirmed
603529,2023-12-28,S,23.03,1.2,0.0242,0.004,0.9953,V4,-0.104,-0.052,0.5,reject_half
300073,2023-12-29,S,37.23,1.81,-0.008,0.0468,1.015,V4,-1.015,-1.015,1.0,confirmed
300257,2023-12-29,S,15.61,0.75,0.0019,0.0374,1.006,V4,0.109,0.055,0.5,reject_half
003002,2024-01-02,S,13.61,0.69,-0.0132,0.0327,1.0695,V4,1.356,0.678,0.5,reject_half
300856,2024-01-03,S,21.03,0.97,0.0601,0.028,1.0536,V4,-1.016,-1.016,1.0,confirmed
300911,2024-01-03,S,21.62,0.96,-0.0193,0.0138,0.0,V4,-1.016,-0.508,0.5,stop_half
600096,2024-01-03,S,13.59,0.69,0.0298,0.0043,1.0189,V4,0.357,0.178,0.5,reject_half
605378,2024-01-03,S,11.93,0.6,0.0545,0.1,1.0927,V4,1.828,0.914,0.5,reject_half
300783,2024-01-04,S,17.32,0.61,-0.0191,0.1697,1.0824,V4,2.315,1.158,0.5,reject_half
301238,2024-01-04,S,16.81,0.88,-0.0075,0.1176,1.1542,V4,-1.014,-1.014,1.0,confirmed
600887,2024-01-04,S,23.57,1.08,-0.0035,-0.0071,0.9806,V4,-0.44,-0.22,0.5,reject_half
603209,2024-01-04,S,16.03,0.75,-0.0027,-0.0518,1.0148,V4,0.299,0.15,0.5,reject_half
600138,2024-01-09,S,10.93,0.56,0.0349,0.0018,0.9539,V4,-0.914,-0.457,0.5,reject_half
300783,2024-01-11,S,17.32,0.61,-0.0214,-0.0166,1.0925,V4,-1.021,-1.021,1.0,confirmed
301238,2024-01-11,S,16.81,0.88,0.0143,-0.0245,1.0584,V4,1.101,0.55,0.5,reject_half
600258,2024-01-11,S,14.57,0.74,0.0079,0.0278,0.9607,V4,-0.789,-0.394,0.5,reject_half
603209,2024-01-11,S,16.03,0.75,0.0153,-0.0081,1.0202,V4,0.415,0.207,0.5,reject_half
002507,2024-01-23,S,13.18,0.65,0.0142,-0.0091,0.9637,V4,-0.751,-0.375,0.5,reject_half
600138,2024-01-23,S,10.93,0.56,0.001,0.1003,1.014,V4,0.257,0.129,0.5,reject_half
002126,2024-01-24,S,17.92,0.88,-0.0051,0.0622,0.9923,V4,-0.172,-0.086,0.5,reject_half
600977,2024-01-24,S,12.28,0.59,0.0215,0.0912,0.9731,V4,-0.576,-0.288,0.5,reject_half
002832,2024-01-25,S,27.64,1.1,0.0244,0.059,1.053,V4,-1.018,-1.018,1.0,confirmed
000338,2024-02-06,S,13.77,0.67,0.0199,0.0045,1.0282,V4,0.873,0.873,1.0,confirmed
000423,2024-02-07,S,44.84,2.01,0.0259,-0.0386,1.1484,V4,3.801,3.801,1.0,confirmed
002643,2024-02-07,S,13.97,0.71,0.0926,0.0184,0.9736,V4,-0.535,-0.267,0.5,reject_half
600031,2024-02-07,S,12.54,0.6,0.0044,0.0298,1.0649,V4,1.34,0.67,0.5,reject_half
600096,2024-02-07,S,14.12,0.74,0.0479,-0.0197,1.0489,V4,3.205,3.205,1.0,confirmed
600612,2024-02-07,S,61.86,2.98,0.0312,-0.003,1.0018,V4,1.939,1.939,1.0,confirmed
601882,2024-02-07,S,24.28,1.06,0.0004,0.0141,0.9761,V4,-0.564,-0.282,0.5,reject_half
002507,2024-02-21,S,12.92,0.59,0.0131,-0.0158,0.9987,V4,-0.046,-0.023,0.5,reject_half
600884,2024-02-23,S,11.41,0.52,0.0,-0.0227,0.0,V4,-1.016,-0.508,0.5,stop_half
000776,2024-02-26,S,13.19,0.51,-0.0092,-0.0162,0.99,V4,-0.279,-0.139,0.5,reject_half
601808,2024-02-26,S,14.36,0.71,-0.0161,0.0386,1.0369,V4,1.225,1.225,1.0,confirmed
603856,2024-03-01,S,10.45,0.55,-0.0221,0.0203,0.998,V4,-0.052,-0.026,0.5,reject_half
000768,2024-03-04,S,20.77,0.91,-0.0037,0.0155,1.0299,V4,0.772,0.772,1.0,confirmed
000878,2024-03-04,S,10.74,0.55,-0.0098,0.0356,1.0461,V4,3.237,3.237,1.0,confirmed
600893,2024-03-04,S,34.94,1.8,-0.0051,0.0304,1.0169,V4,0.314,0.157,0.5,reject_half
600993,2024-03-04,S,22.41,1.19,0.0093,0.0055,0.9784,V4,-0.42,-0.21,0.5,reject_half
601808,2024-03-04,S,14.04,0.58,0.0096,0.0178,1.0051,V4,0.105,0.053,0.5,reject_half
605098,2024-03-04,S,37.64,1.87,-0.0127,0.0359,1.0206,V4,0.793,0.793,1.0,confirmed
301216,2024-03-06,S,11.87,0.55,0.0442,0.0346,1.0865,V4,1.849,0.925,0.5,reject_half
600547,2024-03-06,S,21.76,0.87,0.0173,0.0304,1.1367,V4,3.398,1.699,0.5,reject_half
600988,2024-03-06,S,13.14,0.7,0.0215,0.0218,1.0738,V4,1.369,0.685,0.5,reject_half
601808,2024-03-11,S,14.27,0.72,-0.0262,0.0386,1.0434,V4,4.652,4.652,1.0,confirmed
600750,2024-03-13,S,20.93,0.9,-0.0213,0.0316,0.9983,V4,-0.058,-0.029,0.5,reject_half
600529,2024-03-18,S,26.1,1.36,0.0088,-0.0295,1.0448,V4,2.829,2.829,1.0,confirmed
600993,2024-03-18,S,22.41,1.19,-0.003,0.0619,1.0323,V4,0.594,0.297,0.5,reject_half
600258,2024-04-09,S,14.22,0.54,0.0275,0.031,1.0181,V4,-1.019,-1.019,1.0,confirmed
600803,2024-04-09,S,16.54,0.81,-0.0247,0.0347,0.9815,V4,-0.393,-0.196,0.5,reject_half
001289,2024-05-14,S,18.12,0.71,-0.0081,0.027,1.0046,V4,0.098,0.049,0.5,reject_half
600118,2024-05-20,S,25.19,0.95,0.0085,0.0307,0.9834,V4,-0.461,-0.23,0.5,reject_half
600118,2024-05-27,S,25.02,1.29,0.0067,0.0307,0.99,V4,-0.208,-0.104,0.5,reject_half
600893,2024-05-27,S,36.06,1.77,0.004,0.041,1.0255,V4,-0.28,-0.28,1.0,confirmed
600685,2024-05-30,S,27.28,1.38,0.015,0.0353,1.0213,V4,-1.014,-1.014,1.0,confirmed
600161,2024-05-31,S,23.57,0.9,-0.0014,0.061,1.0461,V4,1.032,1.032,1.0,confirmed
601607,2024-07-05,S,18.31,0.93,0.0289,0.0223,1.0102,V4,0.229,0.229,1.0,confirmed
000513,2024-07-11,S,34.59,1.64,0.0008,0.0548,0.9798,V4,-0.442,-0.221,0.5,reject_half
600089,2024-07-12,S,12.99,0.62,-0.0098,0.0312,1.0062,V4,-0.29,-0.29,1.0,confirmed
601607,2024-07-12,S,18.15,0.82,0.0084,0.0223,1.0191,V4,-0.046,-0.046,1.0,confirmed
601021,2024-07-26,S,53.31,2.52,0.0056,0.0272,0.9993,V4,-0.031,-0.016,0.5,reject_half
002001,2024-08-01,S,19.4,0.96,0.0278,0.0065,0.971,V4,-0.602,-0.301,0.5,reject_half
002001,2024-08-08,S,19.4,0.96,0.0711,-0.0752,0.9917,V4,-0.183,-0.091,0.5,reject_half
000951,2024-08-28,S,14.14,0.72,-0.0079,-0.0033,1.0249,V4,1.251,1.251,1.0,confirmed
600104,2024-08-29,S,12.73,0.62,0.0,0.0525,1.0344,V4,2.349,2.349,1.0,confirmed
600104,2024-09-05,S,12.73,0.62,0.005,0.0525,1.0344,V4,0.785,0.785,1.0,confirmed
001872,2024-09-10,S,20.13,0.88,0.002,0.0903,1.0588,V4,1.326,0.663,0.5,reject_half
600803,2024-09-18,S,16.22,0.78,0.0141,0.071,1.0053,V4,0.095,0.048,0.5,reject_half
688981,2024-09-18,S,48.58,2.13,0.0182,0.0783,1.2349,V4,20.5,20.5,1.0,confirmed
001872,2024-09-19,S,20.13,0.88,-0.0317,0.0903,1.0588,V4,1.326,0.663,0.5,reject_half
600363,2024-09-20,S,25.88,1.2,-0.0681,0.0462,1.1048,V4,2.243,1.122,0.5,reject_half
300498,2024-09-24,S,16.07,0.76,0.058,0.0483,1.0805,V4,2.109,2.109,1.0,confirmed
300699,2024-09-24,S,26.24,1.33,0.0279,-0.0079,1.0128,V4,5.63,5.63,1.0,confirmed
600111,2024-09-24,S,16.73,0.86,0.029,0.0059,1.0535,V4,4.764,4.764,1.0,confirmed
600699,2024-09-24,S,13.89,0.61,0.0133,-0.0069,1.049,V4,3.984,3.984,1.0,confirmed
001965,2024-09-25,S,12.15,0.63,-0.03,-0.0302,0.0,V4,-1.014,-0.507,0.5,stop_half
600803,2024-09-25,S,16.12,0.65,-0.0451,0.0054,1.0412,V4,0.363,0.363,1.0,confirmed
688981,2024-09-25,S,44.23,1.91,0.0029,0.0325,1.1302,V4,21.744,21.744,1.0,confirmed
001872,2024-09-26,S,20.13,0.88,0.0073,0.0903,1.0588,V4,1.326,0.663,0.5,reject_half
002396,2024-09-26,S,10.6,0.5,0.0288,0.043,1.1833,V4,5.163,5.163,1.0,confirmed
002690,2024-09-26,S,11.86,0.53,0.065,0.0545,1.2428,V4,4.769,4.769,1.0,confirmed
600132,2024-09-26,S,49.47,2.03,0.1,0.0566,1.2961,V4,1.752,1.752,1.0,confirmed
601066,2024-09-26,S,19.71,0.84,0.0556,0.1,1.3418,V4,6.358,6.358,1.0,confirmed
601318,2024-09-26,S,40.47,1.89,0.0646,0.0294,1.2834,V4,5.931,5.931,1.0,confirmed
603927,2024-09-26,S,15.81,0.79,0.0349,0.0629,1.2468,V4,7.138,7.138,1.0,confirmed
001289,2024-09-27,S,13.71,0.67,0.0414,0.077,1.2338,V4,4.766,2.383,0.5,reject_half
002142,2024-09-27,S,18.0,0.95,0.0398,0.0936,1.4466,V4,8.442,4.221,0.5,reject_half
002158,2024-09-27,S,16.53,0.72,0.0437,0.0967,1.2413,V4,5.518,2.759,0.5,reject_half
002462,2024-09-27,S,10.93,0.56,0.0278,0.0778,1.2187,V4,4.251,2.125,0.5,reject_half
300685,2024-09-27,S,18.8,0.97,0.054,0.1823,1.3531,V4,6.824,3.412,0.5,reject_half
300869,2024-09-27,S,12.67,0.51,0.0665,0.1496,1.4538,V4,11.247,5.623,0.5,reject_half
600363,2024-09-27,S,25.88,1.2,0.0462,0.0719,1.1446,V4,3.1,1.55,0.5,reject_half
600456,2024-09-27,S,26.21,1.32,0.0397,0.1,1.2765,V4,5.473,2.736,0.5,reject_half
002287,2024-09-30,S,17.94,0.73,0.1001,0.0361,1.1558,V4,3.809,1.904,0.5,reject_half
002507,2024-09-30,S,11.68,0.56,0.0884,-0.0064,1.1569,V4,3.254,1.627,0.5,reject_half
