code,date,grade,entry,risk,trig_pct,variant,r_full,r_money,weight,chase_pct,kind
300747,2019-12-12,A,34.75,1.78,0.0141,B1,3.019,3.019,1.0,0.0268,confirm_add
600332,2019-12-12,A,28.05,0.69,0.0232,B1,2.292,2.292,1.0,0.005,confirm_add
600566,2019-12-12,A,16.74,0.63,0.0284,B1,1.276,1.276,1.0,0.0042,confirm_add
600612,2019-12-12,S,39.55,2.02,0.023,B1,-0.207,-0.207,1.0,0.0241,confirm_add
600699,2019-12-12,A,14.56,0.77,0.0168,B1,6.972,6.972,1.0,0.0439,confirm_add
603156,2019-12-12,A,15.83,0.64,0.0114,B1,-0.332,-0.166,0.5,,reject_half
603508,2019-12-12,B,20.66,0.59,0.0558,B1,1.155,0.578,0.5,,reject_half
603899,2019-12-12,B,41.0,2.11,-0.0062,B1,0.355,0.177,0.5,,reject_half
002212,2019-12-13,B,16.52,0.83,0.0998,B1,4.537,4.537,1.0,0.0418,limit_up_direct_add
002223,2019-12-13,A,17.6,0.71,0.0015,B1,-0.236,-0.118,0.5,,reject_half
002362,2019-12-13,A,15.82,0.69,0.0179,B1,2.217,2.217,1.0,0.0012,confirm_add
300149,2019-12-13,A,13.65,0.72,0.0,B1,-0.1,-0.1,1.0,0.0185,confirm_add
300300,2019-12-13,B,9.84,0.5,-0.0127,B1,0.2,0.1,0.5,,reject_half
300457,2019-12-13,A,17.98,0.58,0.0143,B1,9.439,9.439,1.0,0.0638,confirm_add
300607,2019-12-13,S,13.76,0.54,0.1,B1,5.85,5.85,1.0,0.0488,limit_up_direct_add
600038,2019-12-13,A,45.37,1.61,0.0255,B1,-0.334,-0.334,1.0,0.0072,confirm_add
600233,2019-12-13,A,11.13,0.52,0.008,B1,0.177,0.088,0.5,,reject_half
600315,2019-12-13,A,29.07,1.06,0.0013,B1,-1.0,-1.0,1.0,0.0121,confirm_add
600372,2019-12-13,S,13.34,0.61,0.005,B1,2.054,2.054,1.0,0.0372,confirm_add
600436,2019-12-13,A,97.05,2.94,0.0014,B1,4.296,4.296,1.0,0.0123,confirm_add
600729,2019-12-13,A,18.78,0.99,0.0107,B1,-0.318,-0.159,0.5,,reject_half
600859,2019-12-13,A,12.38,0.56,-0.0136,B1,2.251,2.251,1.0,0.0029,confirm_add
600887,2019-12-13,A,24.32,0.87,0.0115,B1,-1.0,-0.5,0.5,,stop_half
600900,2019-12-13,A,14.57,0.68,0.0173,B1,-0.103,-0.052,0.5,,reject_half
601238,2019-12-13,B,10.84,0.51,0.0222,B1,0.703,0.703,1.0,0.0251,confirm_add
603260,2019-12-13,B,26.57,0.92,0.0103,B1,2.201,2.201,1.0,0.0472,confirm_add
603589,2019-12-13,B,45.13,2.02,0.0414,B1,-0.171,-0.085,0.5,,reject_half
603885,2019-12-13,B,12.82,0.6,0.027,B1,2.798,2.798,1.0,0.0182,confirm_add
000768,2019-12-16,A,16.11,0.81,-0.006,B1,-0.551,-0.275,0.5,,reject_half
000776,2019-12-16,A,11.77,0.51,0.0295,B1,2.028,2.028,1.0,0.013,confirm_add
002032,2019-12-16,S,56.53,2.33,0.0048,B1,-0.045,-0.023,0.5,,reject_half
002120,2019-12-16,B,20.85,0.98,-0.0146,B1,1.298,1.298,1.0,-0.0013,confirm_add
002142,2019-12-16,A,22.38,0.85,0.0079,B1,0.833,0.833,1.0,0.0161,confirm_add
002242,2019-12-16,B,20.29,0.95,0.0219,B1,-0.087,-0.043,0.5,,reject_half
002544,2019-12-16,A,12.77,0.63,0.0052,B1,2.74,2.74,1.0,0.0052,confirm_add
002690,2019-12-16,B,23.46,1.2,-0.0195,B1,0.016,0.016,1.0,0.001,confirm_add
300024,2019-12-16,A,14.32,0.71,0.0127,B1,0.451,0.451,1.0,0.0042,confirm_add
300166,2019-12-16,A,11.88,0.55,0.003,B1,5.054,5.054,1.0,0.0097,confirm_add
300288,2019-12-16,S,11.87,0.56,0.0129,B1,3.107,3.107,1.0,0.0199,confirm_add
600036,2019-12-16,A,27.68,1.17,0.0059,B1,0.778,0.778,1.0,0.0131,confirm_add
600118,2019-12-16,A,20.69,0.81,0.0197,B1,1.625,1.625,1.0,0.0028,confirm_add
600645,2019-12-16,A,17.18,0.63,0.0159,B1,-1.0,-1.0,1.0,0.0058,confirm_add
600885,2019-12-16,A,13.98,0.72,0.0459,B1,1.187,0.593,0.5,,reject_half
600897,2019-12-16,A,14.08,0.71,-0.0049,B1,0.252,0.252,1.0,-0.0027,confirm_add
601166,2019-12-16,A,13.57,0.65,0.0173,B1,0.041,0.041,1.0,0.001,confirm_add
601318,2019-12-16,A,64.44,2.82,0.0044,B1,-0.029,-0.015,0.5,,no_confirm_space
601788,2019-12-16,A,11.27,0.59,0.0287,B1,0.532,0.266,0.5,,reject_half
603288,2019-12-16,A,47.27,1.55,0.0046,B1,-1.0,-0.5,0.5,,stop_half
603368,2019-12-16,A,19.57,1.04,0.0056,B1,-0.031,-0.015,0.5,,reject_half
603661,2019-12-16,A,26.93,1.28,-0.0023,B1,1.764,1.764,1.0,0.0064,confirm_add
000333,2019-12-17,S,44.84,1.81,-0.0051,B1,-0.53,-0.265,0.5,,reject_half
000738,2019-12-17,A,13.07,0.54,-0.0037,B1,-0.558,-0.279,0.5,,reject_half
000997,2019-12-17,A,14.45,0.76,0.0068,B1,-0.455,-0.227,0.5,,reject_half
002025,2019-12-17,A,26.19,1.3,-0.0078,B1,-0.26,-0.13,0.5,,reject_half
002038,2019-12-17,A,11.94,0.51,0.0142,B1,-0.61,-0.305,0.5,,reject_half
300188,2019-12-17,A,16.61,0.79,-0.0018,B1,-0.457,-0.229,0.5,,reject_half
300316,2019-12-17,A,13.42,0.72,-0.0033,B1,4.243,4.243,1.0,0.0208,confirm_add
600511,2019-12-17,B,20.87,0.61,-0.0223,B1,7.087,7.087,1.0,0.0042,confirm_add
600690,2019-12-17,A,14.89,0.63,-0.0096,B1,3.02,3.02,1.0,0.0065,confirm_add
603708,2019-12-17,S,21.44,1.14,-0.0094,B1,0.445,0.445,1.0,0.0,confirm_add
603833,2019-12-17,S,58.92,2.78,0.0582,B1,2.459,2.459,1.0,-0.0395,confirm_add
603919,2019-12-17,B,13.04,0.6,0.0999,B1,0.269,0.269,1.0,-0.0099,limit_up_direct_add
000651,2019-12-18,A,42.76,1.87,0.0098,B1,0.255,0.127,0.5,,reject_half
002001,2019-12-18,A,13.15,0.59,0.0352,B1,0.23,0.115,0.5,,reject_half
002022,2019-12-18,B,11.0,0.54,0.0086,B1,-1.0,-0.5,0.5,,stop_half
002281,2019-12-18,A,28.81,1.25,-0.0033,B1,-1.0,-0.5,0.5,,stop_half
002601,2019-12-18,S,9.96,0.5,0.0154,B1,5.474,5.474,1.0,0.0022,confirm_add
300398,2019-12-18,A,13.03,0.53,-0.0014,B1,5.236,5.236,1.0,-0.0086,confirm_add
300479,2019-12-18,A,15.25,0.72,0.0026,B1,-0.552,-0.276,0.5,,reject_half
600138,2019-12-18,A,12.06,0.52,0.0033,B1,-0.613,-0.306,0.5,,reject_half
600259,2019-12-18,B,32.6,1.61,0.0058,B1,-0.863,-0.432,0.5,,reject_half
601336,2019-12-18,A,37.21,1.84,-0.0021,B1,-0.384,-0.192,0.5,,reject_half
603989,2019-12-18,A,18.98,0.74,-0.0019,B1,-0.009,-0.005,0.5,,reject_half
000050,2019-12-19,A,15.7,0.83,-0.0094,B1,1.016,1.016,1.0,0.0024,confirm_add
002879,2019-12-19,B,14.58,0.59,-0.0293,B1,-1.0,-0.5,0.5,,stop_half
300031,2019-12-19,A,11.28,0.55,-0.0291,B1,11.132,11.132,1.0,0.0044,confirm_add
300036,2019-12-19,A,20.02,1.0,-0.0024,B1,-0.402,-0.201,0.5,,reject_half
300521,2019-12-19,A,10.25,0.51,-0.0719,B1,1.014,1.014,1.0,0.0085,confirm_add
300620,2019-12-19,A,17.25,0.75,-0.0232,B1,1.315,1.315,1.0,0.022,confirm_add
300688,2019-12-19,S,14.04,0.59,-0.0031,B1,1.54,1.54,1.0,-0.015,confirm_add
300747,2019-12-19,B,34.75,1.78,-0.0036,B1,2.854,2.854,1.0,-0.0088,confirm_add
600566,2019-12-19,A,16.66,0.74,-0.0199,B1,1.204,1.204,1.0,-0.0022,confirm_add
600612,2019-12-19,A,38.18,0.74,-0.0023,B1,-0.241,-0.121,0.5,,reject_half
600648,2019-12-19,A,13.82,0.56,0.0,B1,-0.186,-0.093,0.5,,reject_half
600699,2019-12-19,A,14.56,0.77,-0.025,B1,8.962,8.962,1.0,0.0076,confirm_add
600702,2019-12-19,A,28.88,1.17,0.0234,B1,0.219,0.219,1.0,0.0307,confirm_add
601021,2019-12-19,A,41.25,1.59,0.0298,B1,-0.274,-0.274,1.0,0.0014,confirm_add
603367,2019-12-19,A,13.93,0.58,-0.0179,B1,-0.289,-0.145,0.5,,reject_half
603508,2019-12-19,B,20.69,0.58,-0.0144,B1,3.553,3.553,1.0,-0.0168,confirm_add
603590,2019-12-19,A,31.81,1.32,-0.0161,B1,1.691,1.691,1.0,-0.0069,confirm_add
603899,2019-12-19,B,41.0,2.11,-0.0157,B1,-0.285,-0.142,0.5,,reject_half
603916,2019-12-19,B,11.64,0.59,0.0438,B1,2.615,2.615,1.0,0.0079,confirm_add
000333,2019-12-24,A,45.11,2.09,0.0258,B1,-1.0,-0.5,0.5,,stop_half
000738,2019-12-24,A,13.16,0.66,0.0143,B1,-0.534,-0.534,1.0,0.0044,confirm_add
000997,2019-12-24,A,14.45,0.76,0.0464,B1,3.402,3.402,1.0,0.0892,confirm_add
002025,2019-12-24,A,26.31,1.02,0.0108,B1,0.179,0.089,0.5,,reject_half
002190,2019-12-24,A,21.06,0.78,-0.006,B1,4.394,4.394,1.0,0.0148,confirm_add
300188,2019-12-24,A,16.85,0.8,0.024,B1,5.273,5.273,1.0,0.0322,confirm_add
300316,2019-12-24,A,13.42,0.72,0.1001,B1,9.226,9.226,1.0,0.0018,limit_up_direct_add
300487,2019-12-24,A,15.35,0.78,-0.0063,B1,-0.614,-0.307,0.5,,reject_half
600690,2019-12-24,A,16.27,0.64,-0.0149,B1,0.429,0.429,1.0,0.0408,confirm_add
601163,2019-12-24,S,12.33,0.51,0.0193,B1,1.119,1.119,1.0,0.0059,confirm_add
603833,2019-12-24,S,58.92,2.78,0.0051,B1,3.737,3.737,1.0,0.0321,confirm_add
000028,2019-12-25,A,26.23,0.74,-0.0108,B1,5.589,5.589,1.0,0.0187,confirm_add
002001,2019-12-25,A,13.0,0.6,0.03,B1,-0.062,-0.031,0.5,,reject_half
002022,2019-12-25,B,11.0,0.54,0.0077,B1,7.395,7.395,1.0,0.0085,confirm_add
002281,2019-12-25,A,28.81,1.25,0.0003,B1,-0.131,-0.066,0.5,,reject_half
002364,2019-12-25,A,11.3,0.5,0.0233,B1,0.988,0.988,1.0,0.022,confirm_add
300479,2019-12-25,A,15.25,0.72,-0.0069,B1,0.736,0.736,1.0,0.005,confirm_add
600801,2019-12-25,A,17.48,0.92,0.0179,B1,-1.0,-1.0,1.0,0.0,confirm_add
601336,2019-12-25,A,38.31,1.93,0.0016,B1,-0.475,-0.475,1.0,0.0346,confirm_add
603587,2019-12-25,A,14.88,0.53,0.0202,B1,-0.033,-0.016,0.5,,reject_half
000050,2019-12-26,A,15.7,0.83,-0.0365,B1,-1.0,-1.0,1.0,-0.0037,confirm_add
002353,2019-12-26,B,30.13,1.5,0.0216,B1,2.812,1.406,0.5,,reject_half
002597,2019-12-26,A,17.65,0.93,0.0092,B1,1.52,1.52,1.0,0.0064,confirm_add
300521,2019-12-26,A,10.25,0.51,-0.0266,B1,-1.0,-1.0,1.0,-0.0019,confirm_add
300620,2019-12-26,A,17.25,0.75,-0.0283,B1,-0.26,-0.13,0.5,,reject_half
300747,2019-12-26,B,34.75,1.78,-0.0288,B1,-1.0,-1.0,1.0,0.1,confirm_add
600498,2019-12-26,B,26.05,1.29,-0.0007,B1,-1.0,-1.0,1.0,0.0162,confirm_add
600648,2019-12-26,A,14.08,0.5,-0.0028,B1,-0.586,-0.293,0.5,,reject_half
600699,2019-12-26,A,14.56,0.77,0.0293,B1,5.118,5.118,1.0,0.0006,confirm_add
601021,2019-12-26,A,41.15,1.56,0.0298,B1,-1.0,-1.0,1.0,0.0014,confirm_add
603313,2019-12-26,S,15.29,0.76,-0.0353,B1,0.8,0.8,1.0,0.0185,confirm_add
603508,2019-12-26,A,20.69,0.58,0.0172,B1,-1.0,-1.0,1.0,0.0649,confirm_add
603899,2019-12-26,B,41.86,2.02,0.0165,B1,-0.236,-0.118,0.5,,reject_half
603916,2019-12-26,B,11.64,0.59,-0.0049,B1,-0.948,-0.948,1.0,0.0019,confirm_add
000538,2019-12-30,B,50.49,2.07,0.0151,B1,-0.189,-0.094,0.5,,reject_half
000768,2019-12-30,A,15.92,0.58,0.0098,B1,-1.0,-1.0,1.0,0.029,confirm_add
000776,2019-12-30,A,11.77,0.51,-0.0085,B1,-1.0,-1.0,1.0,0.0191,confirm_add
002032,2019-12-30,A,56.18,2.64,0.0067,B1,-1.0,-1.0,1.0,0.0145,confirm_add
002142,2019-12-30,S,23.2,1.03,0.0337,B1,-1.0,-1.0,1.0,0.0034,confirm_add
002242,2019-12-30,A,19.25,0.85,0.0219,B1,1.126,0.563,0.5,,reject_half
300024,2019-12-30,S,14.35,0.58,0.0221,B1,-1.0,-1.0,1.0,0.0035,confirm_add
600036,2019-12-30,A,28.42,1.13,0.0346,B1,-1.0,-1.0,1.0,0.0134,confirm_add
600118,2019-12-30,A,21.03,0.81,-0.006,B1,14.662,14.662,1.0,0.0089,confirm_add
600570,2019-12-30,A,32.03,1.67,0.022,B1,1.163,1.163,1.0,0.007,confirm_add
600645,2019-12-30,A,17.08,0.86,0.01,B1,-0.163,-0.081,0.5,,reject_half
600872,2019-12-30,A,35.34,1.22,0.0194,B1,-0.384,-0.192,0.5,,reject_half
601088,2019-12-30,A,11.18,0.57,0.0186,B1,-1.0,-1.0,1.0,0.0102,confirm_add
601166,2019-12-30,A,13.97,0.62,0.0207,B1,-0.425,-0.212,0.5,,reject_half
601318,2019-12-30,A,63.89,1.89,0.0077,B1,-1.0,-1.0,1.0,0.0009,confirm_add
601788,2019-12-30,A,11.27,0.59,0.0015,B1,-1.0,-1.0,1.0,0.013,confirm_add
603288,2019-12-30,A,47.12,1.45,0.0,B1,-1.0,-0.5,0.5,,stop_half
603368,2019-12-30,A,19.42,0.92,0.0033,B1,-1.0,-1.0,1.0,0.0068,confirm_add
000333,2019-12-31,A,44.58,1.66,0.0258,B1,-1.0,-0.5,0.5,,stop_half
000403,2019-12-31,A,13.04,0.68,-0.013,B1,3.274,3.274,1.0,0.0013,confirm_add
000997,2019-12-31,A,14.25,0.63,0.0183,B1,1.573,1.573,1.0,0.0464,confirm_add
002127,2019-12-31,B,10.33,0.5,0.0999,B1,-1.0,-1.0,1.0,-0.0283,limit_up_direct_add
002190,2019-12-31,A,21.06,0.78,0.0217,B1,2.266,2.266,1.0,0.0502,confirm_add
300078,2019-12-31,A,12.9,0.58,0.0363,B1,-0.684,-0.342,0.5,,reject_half
300188,2019-12-31,B,16.85,0.8,0.0304,B1,7.619,7.619,1.0,0.0051,confirm_add
300487,2019-12-31,A,15.35,0.78,0.0066,B1,-1.0,-1.0,1.0,0.0122,confirm_add
601163,2019-12-31,A,12.33,0.51,0.0059,B1,-1.0,-1.0,1.0,0.0091,confirm_add
603708,2019-12-31,S,21.7,0.96,0.0148,B1,-0.131,-0.065,0.5,,reject_half
603833,2019-12-31,B,58.92,2.78,-0.0027,B1,2.538,1.269,0.5,,reject_half
000028,2020-01-02,A,28.41,1.27,0.007,B1,3.261,3.261,1.0,0.0351,confirm_add
000651,2020-01-02,A,44.24,1.4,-0.0118,B1,-1.0,-1.0,1.0,0.0033,confirm_add
002001,2020-01-02,A,13.08,0.68,-0.0078,B1,-1.0,-1.0,1.0,0.0169,confirm_add
002281,2020-01-02,S,28.81,1.25,0.005,B1,-1.0,-1.0,1.0,0.0099,confirm_add
002376,2020-01-02,A,10.4,0.51,0.0024,B1,-1.0,-1.0,1.0,0.0177,confirm_add
002594,2020-01-02,A,15.54,0.75,-0.0027,B1,4.16,4.16,1.0,0.005,confirm_add
300398,2020-01-02,B,13.89,0.65,-0.0033,B1,-1.0,-1.0,1.0,0.0185,confirm_add
600299,2020-01-02,B,10.13,0.53,0.0036,B1,-1.0,-1.0,1.0,0.0287,confirm_add
603587,2020-01-02,A,14.88,0.53,-0.017,B1,-1.0,-1.0,1.0,0.0,confirm_add
000050,2020-01-03,B,15.7,0.83,0.0161,B1,1.241,0.62,0.5,,reject_half
300036,2020-01-03,A,20.23,0.89,0.0998,B1,5.251,5.251,1.0,0.0592,limit_up_direct_add
300596,2020-01-03,S,33.27,1.56,0.073,B1,-1.0,-1.0,1.0,0.0036,limit_up_direct_add
300747,2020-01-03,A,36.44,1.82,0.007,B1,-1.0,-1.0,1.0,0.0006,confirm_add
600055,2020-01-03,A,9.99,0.5,0.0411,B1,5.692,5.692,1.0,0.0047,confirm_add
600566,2020-01-03,A,17.22,0.6,-0.0091,B1,2.732,2.732,1.0,0.0101,confirm_add
600648,2020-01-03,A,14.08,0.63,-0.0028,B1,-0.465,-0.233,0.5,,reject_half
600694,2020-01-03,A,14.85,0.62,0.0195,B1,-1.0,-1.0,1.0,0.0046,confirm_add
600699,2020-01-03,A,16.57,0.71,0.0818,B1,16.107,16.107,1.0,0.0433,limit_up_direct_add
600741,2020-01-03,A,18.52,0.9,0.0379,B1,-1.0,-1.0,1.0,0.0103,confirm_add
600779,2020-01-03,A,48.1,2.09,0.0268,B1,-1.0,-1.0,1.0,0.006,confirm_add
601021,2020-01-03,A,41.81,2.22,0.0295,B1,-0.073,-0.036,0.5,,reject_half
603367,2020-01-03,A,13.9,0.65,0.0167,B1,1.561,1.561,1.0,0.0041,confirm_add
603590,2020-01-03,A,32.7,1.64,0.01,B1,-0.074,-0.037,0.5,,reject_half
603899,2020-01-03,A,41.87,2.03,0.0061,B1,-1.0,-1.0,1.0,0.0282,confirm_add
000985,2020-01-06,A,14.26,0.51,-0.0055,B1,-1.0,-1.0,1.0,-0.0122,confirm_add
002223,2020-01-06,A,17.6,0.86,0.0267,B1,8.906,8.906,1.0,0.0063,confirm_add
002253,2020-01-06,A,14.73,0.78,0.008,B1,-1.0,-1.0,1.0,0.002,confirm_add
002362,2020-01-06,B,16.78,0.74,0.0024,B1,-1.0,-1.0,1.0,0.0083,confirm_add
002465,2020-01-06,B,10.15,0.54,-0.0026,B1,-1.0,-1.0,1.0,0.0043,confirm_add
002780,2020-01-06,A,17.05,0.54,0.0259,B1,-1.0,-1.0,1.0,-0.0005,confirm_add
300124,2020-01-06,B,19.25,0.92,-0.0085,B1,-1.0,-1.0,1.0,0.0269,confirm_add
300226,2020-01-06,B,31.66,1.46,-0.0186,B1,0.823,0.412,0.5,,reject_half
300470,2020-01-06,A,23.7,1.12,-0.0044,B1,-1.0,-1.0,1.0,0.012,confirm_add
600038,2020-01-06,A,47.3,2.47,-0.0111,B1,-1.0,-0.5,0.5,,stop_half
600048,2020-01-06,A,12.2,0.51,0.049,B1,-1.0,-1.0,1.0,0.0123,confirm_add
600372,2020-01-06,S,13.98,0.67,-0.0076,B1,-1.0,-1.0,1.0,0.0083,confirm_add
600585,2020-01-06,A,36.47,1.87,0.003,B1,-1.0,-1.0,1.0,-0.0064,confirm_add
600754,2020-01-06,B,23.55,1.03,0.0208,B1,-1.0,-1.0,1.0,0.0028,confirm_add
600855,2020-01-06,A,12.14,0.56,0.0,B1,-1.0,-1.0,1.0,0.0172,confirm_add
600859,2020-01-06,A,13.42,0.65,0.0099,B1,-1.0,-1.0,1.0,-0.0021,confirm_add
600893,2020-01-06,A,20.33,1.0,0.0314,B1,-1.0,-1.0,1.0,0.0091,confirm_add
601238,2020-01-06,A,10.79,0.52,0.0201,B1,-1.0,-1.0,1.0,0.0016,confirm_add
603393,2020-01-06,A,15.03,0.69,0.0027,B1,0.439,0.219,0.5,,reject_half
603630,2020-01-06,A,12.63,0.67,-0.0045,B1,-1.0,-1.0,1.0,-0.0302,confirm_add
603885,2020-01-06,B,13.66,0.68,0.0274,B1,-1.0,-1.0,1.0,0.032,confirm_add
000538,2020-01-07,A,50.76,1.42,0.0229,B1,-1.0,-0.5,0.5,,stop_half
000768,2020-01-07,A,15.92,0.58,0.0094,B1,0.609,0.304,0.5,,reject_half
000776,2020-01-07,A,11.77,0.51,-0.0364,B1,-1.0,-1.0,1.0,0.0212,confirm_add
000777,2020-01-07,A,11.73,0.63,0.0024,B1,-1.0,-1.0,1.0,0.0348,confirm_add
002142,2020-01-07,S,23.16,0.99,-0.0173,B1,-1.0,-1.0,1.0,0.0208,confirm_add
002242,2020-01-07,A,19.25,0.85,-0.0044,B1,5.939,5.939,1.0,0.002,confirm_add
002558,2020-01-07,S,16.78,0.77,-0.0185,B1,-1.0,-1.0,1.0,0.0031,confirm_add
002737,2020-01-07,A,11.57,0.61,0.0113,B1,-0.276,-0.138,0.5,,reject_half
300024,2020-01-07,S,14.39,0.62,-0.0095,B1,-1.0,-1.0,1.0,0.0144,confirm_add
300166,2020-01-07,B,13.26,0.62,-0.0054,B1,5.216,5.216,1.0,0.0184,confirm_add
600036,2020-01-07,A,28.42,1.13,-0.0189,B1,-1.0,-1.0,1.0,0.0128,confirm_add
600118,2020-01-07,A,21.03,0.81,0.0235,B1,1.181,0.591,0.5,,reject_half
600872,2020-01-07,B,35.34,1.22,0.0259,B1,-1.0,-1.0,1.0,0.0018,confirm_add
600993,2020-01-07,A,16.11,0.82,0.0221,B1,-1.0,-1.0,1.0,0.0028,confirm_add
601088,2020-01-07,A,11.18,0.56,-0.025,B1,-1.0,-1.0,1.0,0.0027,confirm_add
601318,2020-01-07,A,64.52,1.64,0.0044,B1,-0.677,-0.339,0.5,,reject_half
601788,2020-01-07,A,11.27,0.59,-0.0327,B1,-1.0,-1.0,1.0,0.012,confirm_add
603039,2020-01-07,A,28.01,1.13,0.0006,B1,12.662,12.662,1.0,0.002,confirm_add
603288,2020-01-07,A,47.91,2.24,0.0199,B1,-0.076,-0.038,0.5,,reject_half
603368,2020-01-07,A,19.62,0.67,0.0101,B1,-1.0,-1.0,1.0,0.0297,confirm_add
000651,2020-01-09,A,44.24,1.4,-0.0019,B1,-1.0,-1.0,1.0,0.0001,confirm_add
002281,2020-01-09,S,29.96,1.45,0.0022,B1,-1.0,-1.0,1.0,0.0072,confirm_add
002376,2020-01-09,A,10.78,0.51,0.0577,B1,-1.0,-0.5,0.5,,stop_half
300398,2020-01-09,B,13.89,0.65,-0.0127,B1,-1.0,-1.0,1.0,0.0412,confirm_add
300546,2020-01-09,A,22.08,1.14,-0.0187,B1,-1.0,-1.0,1.0,0.0078,confirm_add
300644,2020-01-09,A,16.62,0.7,-0.0202,B1,-1.0,-1.0,1.0,0.0078,confirm_add
600299,2020-01-09,B,10.13,0.53,0.0169,B1,-1.0,-1.0,1.0,0.0018,confirm_add
600309,2020-01-09,A,46.73,1.91,-0.0181,B1,-1.0,-1.0,1.0,0.0007,confirm_add
603587,2020-01-09,A,15.85,0.78,0.0287,B1,-1.0,-1.0,1.0,0.0461,confirm_add
603777,2020-01-09,B,11.25,0.56,0.0269,B1,-1.0,-1.0,1.0,0.0,confirm_add
002222,2020-01-10,A,11.2,0.58,0.0114,B1,-1.0,-1.0,1.0,-0.0007,confirm_add
300258,2020-01-10,B,10.59,0.56,0.0,B1,-1.0,-1.0,1.0,0.0,confirm_add
300596,2020-01-10,A,33.27,1.56,0.0131,B1,-1.0,-1.0,1.0,-0.0058,confirm_add
300620,2020-01-10,A,17.25,0.75,0.0078,B1,0.969,0.484,0.5,,reject_half
300625,2020-01-10,S,12.99,0.7,0.0183,B1,-1.0,-1.0,1.0,0.0044,confirm_add
600055,2020-01-10,A,9.99,0.5,0.0066,B1,4.438,4.438,1.0,-0.0047,confirm_add
600129,2020-01-10,A,11.72,0.55,0.0588,B1,1.67,0.835,0.5,,reject_half
600498,2020-01-10,A,26.82,1.39,-0.0093,B1,-0.551,-0.275,0.5,,reject_half
600694,2020-01-10,A,15.39,0.73,-0.0101,B1,-0.423,-0.212,0.5,,reject_half
600779,2020-01-10,A,47.13,1.81,0.006,B1,-0.003,-0.002,0.5,,reject_half
601021,2020-01-10,A,41.81,2.22,-0.0025,B1,-1.0,-1.0,1.0,0.0043,confirm_add
601607,2020-01-10,A,15.88,0.51,-0.0048,B1,2.264,2.264,1.0,0.0297,confirm_add
603590,2020-01-10,A,32.95,0.89,0.0185,B1,0.101,0.05,0.5,,reject_half
603699,2020-01-10,A,11.19,0.58,0.0165,B1,-0.461,-0.23,0.5,,reject_half
603899,2020-01-10,S,41.87,2.03,0.0105,B1,-1.0,-1.0,1.0,-0.0062,confirm_add
002223,2020-01-13,S,18.55,0.73,0.0318,B1,9.637,9.637,1.0,0.056,confirm_add
002253,2020-01-13,S,14.73,0.78,-0.0058,B1,-1.0,-1.0,1.0,0.0013,confirm_add
002301,2020-01-13,A,11.93,0.54,0.0083,B1,0.841,0.421,0.5,,reject_half
002362,2020-01-13,A,17.2,0.8,-0.0115,B1,-1.0,-1.0,1.0,0.021,confirm_add
002465,2020-01-13,B,10.15,0.54,-0.0191,B1,-1.0,-1.0,1.0,0.0254,confirm_add
002698,2020-01-13,A,9.91,0.53,-0.0098,B1,-0.401,-0.201,0.5,,reject_half
300124,2020-01-13,B,20.18,0.95,-0.0098,B1,-0.046,-0.023,0.5,,reject_half
300149,2020-01-13,A,13.81,0.51,0.0528,B1,-0.358,-0.179,0.5,,reject_half
300718,2020-01-13,S,12.83,0.59,0.1,B1,1.935,1.935,1.0,0.0311,limit_up_direct_add
600048,2020-01-13,A,12.2,0.51,-0.0079,B1,0.259,0.13,0.5,,reject_half
600233,2020-01-13,A,11.68,0.56,-0.0061,B1,-0.004,-0.002,0.5,,reject_half
600372,2020-01-13,A,13.98,0.67,-0.0164,B1,-1.0,-1.0,1.0,-0.01,confirm_add
600893,2020-01-13,A,20.33,1.0,-0.0018,B1,-1.0,-1.0,1.0,-0.012,confirm_add
601877,2020-01-13,A,24.71,1.06,0.0755,B1,0.014,0.014,1.0,-0.0105,limit_up_direct_add
603385,2020-01-13,B,10.63,0.5,-0.0247,B1,-1.0,-1.0,1.0,0.0051,confirm_add
603538,2020-01-13,A,12.74,0.52,0.0081,B1,0.1,0.05,0.5,,reject_half
603885,2020-01-13,B,13.66,0.68,-0.013,B1,-1.0,-1.0,1.0,0.002,confirm_add
000538,2020-01-14,A,50.69,1.84,0.0229,B1,-1.0,-0.5,0.5,,stop_half
000623,2020-01-14,A,14.6,0.53,-0.0023,B1,-1.0,-0.5,0.5,,stop_half
000777,2020-01-14,B,11.73,0.63,-0.0209,B1,0.141,0.071,0.5,,reject_half
002120,2020-01-14,B,22.99,1.15,0.0012,B1,-1.0,-0.5,0.5,,stop_half
002242,2020-01-14,A,19.25,0.85,0.0055,B1,6.34,6.34,1.0,0.0176,confirm_add
002338,2020-01-14,B,14.07,0.59,-0.01,B1,-1.0,-0.5,0.5,,stop_half
002558,2020-01-14,S,16.78,0.77,0.0313,B1,0.562,0.281,0.5,,reject_half
002690,2020-01-14,A,23.67,1.2,0.0063,B1,-1.0,-1.0,1.0,0.0029,confirm_add
300024,2020-01-14,S,14.94,0.69,0.0215,B1,-1.0,-1.0,1.0,0.002,confirm_add
600085,2020-01-14,A,25.38,0.87,0.0279,B1,-1.0,-1.0,1.0,0.0064,confirm_add
600118,2020-01-14,S,21.03,0.81,-0.0143,B1,17.85,17.85,1.0,0.0691,confirm_add
600872,2020-01-14,A,36.04,1.77,0.066,B1,1.192,0.596,0.5,,reject_half
