code,date,grade,entry,risk,trig_pct,variant,r_full,r_money,weight,chase_pct,kind
600727,2000-05-17,S,13.21,0.64,0.0044,B1,1.538,1.538,1.0,0.0106,confirm_add
600727,2000-05-24,A,13.21,0.64,0.0437,B1,1.876,1.876,1.0,-0.0046,confirm_add
600727,2000-05-31,A,13.21,0.64,-0.0087,B1,2.223,2.223,1.0,0.0079,confirm_add
000682,2000-11-10,A,14.17,0.6,0.043,B1,1.592,1.592,1.0,0.0032,confirm_add
000931,2000-11-13,A,21.86,0.84,-0.0085,B1,-0.876,-0.876,1.0,-0.0034,confirm_add
600171,2000-11-20,B,11.92,0.56,-0.0062,B1,-0.202,-0.202,1.0,0.0066,confirm_add
000682,2000-12-01,S,14.17,0.6,-0.0127,B1,-1.0,-1.0,1.0,-0.0315,confirm_add
600689,2001-01-09,B,10.16,0.5,0.0163,B1,1.002,0.501,0.5,,reject_half
600671,2001-01-10,A,13.38,0.61,-0.0175,B1,-1.0,-1.0,1.0,0.0031,confirm_add
600207,2001-03-28,S,16.86,0.74,0.0069,B1,-1.0,-1.0,1.0,0.0104,confirm_add
600756,2001-05-21,B,12.25,0.53,-0.0008,B1,-1.0,-1.0,1.0,0.027,confirm_add
000557,2001-06-21,B,20.82,1.06,-0.0015,B1,0.131,0.065,0.5,,reject_half
600215,2001-06-26,A,10.17,0.54,-0.0097,B1,-0.18,-0.09,0.5,,reject_half
600009,2004-11-05,A,10.05,0.5,0.0389,B1,-0.244,-0.244,1.0,0.0097,confirm_add
600009,2005-06-17,A,10.9,0.53,0.0371,B1,0.133,0.133,1.0,0.0194,confirm_add
600009,2005-07-29,A,11.17,0.54,-0.0035,B1,0.096,0.048,0.5,,reject_half
600009,2006-09-19,A,10.94,0.57,-0.0043,B1,0.747,0.747,1.0,0.005,confirm_add
600009,2008-01-11,B,31.09,1.56,-0.01,B1,-1.0,-1.0,1.0,0.028,confirm_add
600009,2008-01-18,B,31.09,1.56,-0.0097,B1,-1.0,-0.5,0.5,,stop_half
600009,2008-02-29,A,24.89,1.14,0.0097,B1,-0.266,-0.133,0.5,,reject_half
002022,2009-06-16,A,11.74,0.52,0.0276,B1,1.827,1.827,1.0,0.0998,confirm_add
002022,2009-06-23,A,11.74,0.52,-0.0033,B1,1.034,1.034,1.0,0.0072,confirm_add
002022,2009-06-30,B,11.74,0.52,-0.0136,B1,1.528,0.764,0.5,,reject_half
600511,2009-07-03,B,14.12,0.56,0.0289,B1,-1.0,-1.0,1.0,0.0398,confirm_add
002022,2009-07-08,B,11.74,0.52,0.0119,B1,0.708,0.708,1.0,0.0182,confirm_add
600511,2009-07-10,B,14.12,0.56,0.0108,B1,-1.0,-1.0,1.0,0.0048,confirm_add
002200,2009-08-03,B,22.53,1.11,0.082,B1,-1.0,-1.0,1.0,-0.0658,limit_up_direct_add
002200,2009-08-10,A,22.53,1.11,-0.0293,B1,-0.613,-0.306,0.5,,reject_half
600315,2009-08-10,B,10.66,0.52,0.0216,B1,-1.0,-0.5,0.5,,stop_half
002200,2009-08-18,A,22.53,1.11,0.0484,B1,-1.0,-1.0,1.0,0.0293,confirm_add
600062,2009-09-01,S,11.2,0.58,0.0256,B1,-0.863,-0.863,1.0,0.0277,confirm_add
600009,2009-09-17,B,11.72,0.54,-0.0293,B1,-0.364,-0.182,0.5,,reject_half
600009,2009-10-09,B,12.02,0.57,0.0508,B1,1.006,1.006,1.0,0.0141,confirm_add
000538,2009-10-13,B,12.26,0.6,-0.0151,B1,2.307,2.307,1.0,-0.0158,confirm_add
000423,2009-10-14,B,14.29,0.62,0.001,B1,4.566,4.566,1.0,-0.0043,confirm_add
000538,2009-10-20,B,12.86,0.5,0.1,B1,1.828,1.828,1.0,-0.0074,limit_up_direct_add
002200,2009-10-22,B,26.15,1.14,0.0322,B1,2.491,2.491,1.0,0.0286,confirm_add
000423,2009-10-28,B,15.15,0.79,0.0103,B1,2.296,2.296,1.0,0.0429,confirm_add
600444,2009-11-10,A,13.29,0.69,0.002,B1,0.2,0.1,0.5,,reject_half
600444,2009-11-17,A,13.89,0.65,0.022,B1,-1.0,-1.0,1.0,0.0013,confirm_add
600486,2009-11-19,S,10.12,0.52,-0.0156,B1,1.125,1.125,1.0,0.019,confirm_add
600315,2009-12-01,B,13.38,0.69,0.0192,B1,-1.0,-1.0,1.0,0.0045,confirm_add
600600,2009-12-03,A,28.53,1.28,-0.0196,B1,-0.264,-0.132,0.5,,reject_half
600600,2009-12-10,S,28.67,1.49,0.0041,B1,-0.431,-0.431,1.0,0.0276,confirm_add
000869,2009-12-14,B,41.98,2.07,0.0026,B1,-0.299,-0.15,0.5,,reject_half
600616,2009-12-14,B,10.37,0.53,0.0107,B1,-1.0,-0.5,0.5,,stop_half
600062,2009-12-23,A,12.23,0.63,0.0124,B1,-1.0,-1.0,1.0,0.016,confirm_add
600600,2009-12-24,A,28.29,1.43,0.0028,B1,-0.112,-0.112,1.0,0.0133,confirm_add
600062,2009-12-30,A,12.67,0.55,0.0253,B1,-1.0,-1.0,1.0,0.0268,confirm_add
600600,2009-12-31,A,28.29,1.43,-0.0186,B1,-1.0,-1.0,1.0,0.0011,confirm_add
600600,2010-01-08,B,28.29,1.43,0.0138,B1,-1.0,-1.0,1.0,0.0194,confirm_add
600600,2010-01-15,A,28.53,1.3,0.0284,B1,-1.0,-1.0,1.0,0.0042,confirm_add
000950,2010-02-01,B,11.54,0.56,-0.0184,B1,-1.0,-0.5,0.5,,stop_half
000950,2010-02-22,B,11.41,0.55,0.0361,B1,-1.0,-1.0,1.0,0.0143,confirm_add
600009,2010-03-01,B,15.24,0.61,-0.0185,B1,-1.0,-1.0,1.0,0.0193,confirm_add
000950,2010-03-03,B,11.41,0.55,-0.0333,B1,-0.107,-0.053,0.5,,reject_half
000950,2010-03-24,A,11.43,0.51,-0.0215,B1,-1.0,-0.5,0.5,,stop_half
000792,2010-03-30,B,33.54,1.32,0.0004,B1,-1.0,-0.5,0.5,,stop_half
600550,2010-03-30,A,26.78,1.18,0.0171,B1,-1.0,-1.0,1.0,0.0151,confirm_add
600096,2010-03-31,A,18.94,0.76,-0.0017,B1,-1.0,-1.0,1.0,0.0166,confirm_add
000950,2010-04-01,A,11.47,0.54,0.0245,B1,-0.407,-0.203,0.5,,reject_half
600329,2010-04-01,B,9.51,0.5,-0.0004,B1,1.222,1.222,1.0,0.0197,confirm_add
000792,2010-04-07,A,33.23,0.79,0.0004,B1,-1.0,-0.5,0.5,,stop_half
600550,2010-04-07,A,27.45,1.33,-0.0044,B1,-1.0,-0.5,0.5,,stop_half
600096,2010-04-08,A,19.28,0.61,0.0152,B1,-1.0,-1.0,1.0,0.0053,confirm_add
000686,2010-04-09,A,13.37,0.65,-0.0226,B1,-1.0,-0.5,0.5,,stop_half
000950,2010-04-09,A,11.39,0.55,-0.0005,B1,-0.308,-0.154,0.5,,reject_half
600329,2010-04-09,B,9.51,0.5,0.0386,B1,0.986,0.493,0.5,,reject_half
000028,2010-04-13,A,16.65,0.58,0.0067,B1,2.466,1.233,0.5,,reject_half
600550,2010-04-14,B,26.95,1.07,0.0173,B1,-1.0,-0.5,0.5,,stop_half
600329,2010-04-16,B,9.93,0.52,-0.0232,B1,-1.0,-1.0,1.0,0.0379,confirm_add
600875,2010-04-20,S,18.27,0.79,0.033,B1,1.023,1.023,1.0,0.0317,confirm_add
600550,2010-04-21,B,26.86,0.98,0.0171,B1,-1.0,-0.5,0.5,,stop_half
600062,2010-05-24,A,14.54,0.75,0.0216,B1,-1.0,-1.0,1.0,-0.0127,confirm_add
601628,2010-06-02,S,18.83,0.9,0.0504,B1,0.784,0.784,1.0,0.002,confirm_add
600875,2010-06-09,A,19.74,1.0,-0.0233,B1,-1.0,-1.0,1.0,0.0406,confirm_add
601601,2010-06-10,B,13.46,0.7,0.0735,B1,0.03,0.03,1.0,0.0004,limit_up_direct_add
601628,2010-06-10,A,18.83,0.9,0.0504,B1,-1.0,-1.0,1.0,0.002,confirm_add
600096,2010-06-17,B,14.4,0.69,0.057,B1,-1.0,-1.0,1.0,0.0187,confirm_add
000860,2010-06-22,A,12.25,0.62,0.0056,B1,0.351,0.176,0.5,,reject_half
601601,2010-06-22,A,13.35,0.67,-0.007,B1,0.716,0.716,1.0,0.0159,confirm_add
601601,2010-07-06,B,13.35,0.67,0.0137,B1,1.421,0.711,0.5,,reject_half
600519,2010-07-07,A,69.17,2.38,0.0214,B1,0.179,0.089,0.5,,reject_half
000568,2010-07-08,A,18.61,0.83,0.0275,B1,3.598,3.598,1.0,0.0169,confirm_add
002024,2010-07-08,A,11.3,0.52,0.0246,B1,1.672,1.672,1.0,0.0075,confirm_add
000858,2010-07-16,B,17.69,0.72,0.0244,B1,3.605,3.605,1.0,0.0136,confirm_add
600511,2010-07-20,A,17.73,0.86,-0.0058,B1,-0.399,-0.2,0.5,,reject_half
000538,2010-07-22,B,18.04,0.89,0.0442,B1,1.976,1.976,1.0,0.0152,confirm_add
002024,2010-07-22,A,11.3,0.52,0.0008,B1,3.302,3.302,1.0,0.0353,confirm_add
000858,2010-07-23,B,17.69,0.72,0.0193,B1,3.241,3.241,1.0,0.0036,confirm_add
601628,2010-07-27,A,18.35,0.67,0.0222,B1,0.085,0.085,1.0,0.0,confirm_add
002028,2010-07-28,B,12.6,0.55,-0.006,B1,-1.0,-1.0,1.0,0.0113,confirm_add
000538,2010-07-29,A,17.85,0.78,0.0042,B1,2.277,2.277,1.0,0.0385,confirm_add
000538,2010-08-05,A,17.85,0.78,0.0039,B1,2.977,2.977,1.0,0.0,confirm_add
600054,2010-08-05,S,11.51,0.5,0.056,B1,2.757,2.757,1.0,0.0072,confirm_add
600859,2010-08-06,A,20.62,0.95,0.0028,B1,7.024,7.024,1.0,-0.0388,confirm_add
600600,2010-08-09,S,28.01,1.44,-0.0398,B1,-0.565,-0.283,0.5,,reject_half
600150,2010-08-11,B,27.82,1.41,0.0368,B1,-0.183,-0.092,0.5,,reject_half
600858,2010-08-11,B,13.38,0.64,-0.0011,B1,2.514,2.514,1.0,0.0141,confirm_add
600859,2010-08-13,A,20.62,0.95,0.0196,B1,6.841,6.841,1.0,0.023,confirm_add
600511,2010-08-17,B,18.23,0.81,-0.0165,B1,0.022,0.011,0.5,,reject_half
601601,2010-08-17,A,14.99,0.68,0.0095,B1,-1.0,-1.0,1.0,0.016,confirm_add
601628,2010-08-17,A,18.69,0.96,-0.005,B1,-1.0,-1.0,1.0,0.0142,confirm_add
600150,2010-08-18,A,27.82,1.41,-0.0191,B1,-1.0,-1.0,1.0,0.0157,confirm_add
600858,2010-08-18,A,13.38,0.64,-0.0178,B1,2.386,2.386,1.0,-0.0067,confirm_add
600600,2010-08-23,B,28.01,1.44,0.0023,B1,-0.188,-0.094,0.5,,reject_half
000538,2010-08-26,B,20.0,0.7,0.0349,B1,0.048,0.024,0.5,,reject_half
600150,2010-08-26,A,27.82,1.41,0.0071,B1,-0.038,-0.019,0.5,,reject_half
600062,2010-08-27,B,14.51,0.71,0.0739,B1,1.895,1.895,1.0,0.0066,limit_up_direct_add
600600,2010-08-30,B,28.01,1.44,0.0038,B1,2.324,2.324,1.0,0.006,confirm_add
000538,2010-09-02,B,20.0,0.68,-0.0051,B1,5.19,5.19,1.0,0.0141,confirm_add
002187,2010-09-02,A,12.42,0.58,0.0355,B1,-0.17,-0.17,1.0,0.013,confirm_add
600150,2010-09-02,S,27.82,1.41,0.0026,B1,-1.0,-1.0,1.0,0.0072,confirm_add
600600,2010-09-06,B,29.61,1.32,0.024,B1,-1.0,-1.0,1.0,0.0,confirm_add
601628,2010-09-07,A,17.73,0.66,0.045,B1,3.111,3.111,1.0,0.0119,confirm_add
000869,2010-09-08,B,55.25,2.85,0.0706,B1,3.723,3.723,1.0,0.0181,limit_up_direct_add
600598,2010-09-08,B,9.82,0.5,0.0999,B1,-1.0,-1.0,1.0,-0.023,limit_up_direct_add
601088,2010-09-08,S,9.39,0.5,0.0928,B1,2.569,2.569,1.0,0.0632,limit_up_direct_add
600600,2010-09-13,B,29.61,1.39,0.0,B1,-1.0,-0.5,0.5,,stop_half
002186,2010-09-14,A,13.58,0.68,0.0094,B1,0.534,0.534,1.0,-0.0638,confirm_add
601628,2010-09-14,A,17.56,0.57,0.045,B1,5.894,5.894,1.0,0.0119,confirm_add
000759,2010-09-17,B,12.09,0.62,0.0227,B1,-0.234,-0.117,0.5,,reject_half
600600,2010-09-20,B,29.61,1.39,-0.0185,B1,-1.0,-1.0,1.0,0.0359,confirm_add
601601,2010-09-21,A,14.72,0.68,0.0739,B1,2.002,2.002,1.0,0.0052,limit_up_direct_add
600150,2010-09-28,A,26.71,1.25,0.0541,B1,4.225,4.225,1.0,0.0018,confirm_add
000759,2010-09-29,A,11.91,0.53,0.0023,B1,-1.0,-1.0,1.0,0.0278,confirm_add
600600,2010-09-30,B,29.61,1.39,-0.0063,B1,-1.0,-1.0,1.0,-0.0263,confirm_add
601601,2010-10-08,A,13.85,0.7,0.0739,B1,3.846,3.846,1.0,0.0052,limit_up_direct_add
600150,2010-10-12,A,26.71,1.25,0.0175,B1,4.535,4.535,1.0,0.0212,confirm_add
000759,2010-10-13,A,11.91,0.53,-0.0099,B1,2.777,2.777,1.0,0.0277,confirm_add
600062,2010-10-13,B,16.46,0.76,0.0026,B1,0.694,0.694,1.0,0.0456,confirm_add
600511,2010-10-18,B,20.27,0.97,0.0302,B1,2.134,2.134,1.0,0.046,confirm_add
000869,2010-10-19,B,55.25,2.85,0.0498,B1,4.13,2.065,0.5,,reject_half
600150,2010-10-19,A,26.71,1.25,-0.0169,B1,1.144,1.144,1.0,0.0107,confirm_add
000759,2010-10-20,A,11.91,0.53,-0.0099,B1,0.913,0.913,1.0,0.0277,confirm_add
600062,2010-10-20,B,16.46,0.76,0.0026,B1,-0.421,-0.421,1.0,0.0456,confirm_add
600600,2010-10-21,A,29.99,1.44,0.0053,B1,-1.0,-0.5,0.5,,stop_half
600150,2010-10-26,A,26.71,1.25,0.0023,B1,0.291,0.291,1.0,-0.0062,confirm_add
600858,2010-11-01,B,13.88,0.61,0.0101,B1,-0.387,-0.194,0.5,,reject_half
000759,2010-11-03,A,11.74,0.6,0.0098,B1,1.0,1.0,1.0,0.009,confirm_add
600315,2010-11-03,B,20.7,1.01,0.0378,B1,0.092,0.092,1.0,0.0171,confirm_add
600519,2010-11-08,A,89.36,2.9,0.0145,B1,4.942,4.942,1.0,0.0836,confirm_add
601318,2010-11-09,A,20.13,0.92,0.0244,B1,-1.0,-0.5,0.5,,stop_half
002186,2010-11-26,B,14.79,0.7,0.0203,B1,0.745,0.745,1.0,-0.0512,confirm_add
601628,2010-11-26,A,18.07,0.9,0.0144,B1,-0.416,-0.208,0.5,,reject_half
601601,2010-12-31,B,14.35,0.64,0.0175,B1,-1.0,-0.5,0.5,,stop_half
002028,2011-02-15,S,11.85,0.53,0.0064,B1,-0.067,-0.067,1.0,0.0177,confirm_add
600009,2011-02-28,A,11.8,0.62,-0.0117,B1,-0.193,-0.193,1.0,0.0118,confirm_add
002028,2011-03-01,S,12.18,0.54,0.0195,B1,-0.035,-0.017,0.5,,reject_half
600729,2011-03-01,B,23.17,1.02,0.0238,B1,-1.0,-1.0,1.0,0.0156,confirm_add
000668,2011-03-07,S,11.93,0.57,-0.0031,B1,0.329,0.164,0.5,,reject_half
600009,2011-03-07,A,11.8,0.62,0.0135,B1,-1.0,-1.0,1.0,0.0166,confirm_add
600729,2011-03-08,B,23.17,1.02,0.0066,B1,0.506,0.253,0.5,,reject_half
600345,2011-03-09,A,14.68,0.65,-0.0095,B1,-1.0,-1.0,1.0,0.0048,confirm_add
000881,2011-03-11,A,11.61,0.5,0.0348,B1,-0.236,-0.118,0.5,,reject_half
600009,2011-03-14,B,11.8,0.62,-0.0422,B1,-0.429,-0.215,0.5,,reject_half
600345,2011-03-16,A,14.68,0.65,-0.0194,B1,-1.0,-1.0,1.0,0.0132,confirm_add
600009,2011-03-21,B,11.8,0.62,0.1003,B1,0.805,0.805,1.0,0.0127,limit_up_direct_add
002028,2011-03-22,A,12.22,0.56,0.0142,B1,0.023,0.011,0.5,,reject_half
002187,2011-03-23,A,11.53,0.61,0.0007,B1,-1.0,-1.0,1.0,0.0144,confirm_add
600037,2011-03-24,A,10.73,0.56,0.0038,B1,-0.383,-0.192,0.5,,reject_half
600192,2011-03-24,B,9.56,0.5,-0.0102,B1,-1.0,-1.0,1.0,0.0299,confirm_add
000526,2011-03-30,B,13.28,0.7,-0.0321,B1,2.071,2.071,1.0,0.0015,confirm_add
600600,2011-04-07,S,25.39,1.05,0.0162,B1,2.365,2.365,1.0,0.0052,confirm_add
600138,2011-04-08,B,9.64,0.5,0.0355,B1,-0.25,-0.125,0.5,,reject_half
600600,2011-04-14,S,26.21,1.16,0.0168,B1,1.183,1.183,1.0,0.0226,confirm_add
600785,2011-04-14,A,15.85,0.76,0.0358,B1,3.0,3.0,1.0,0.0094,confirm_add
600600,2011-04-21,A,26.06,1.07,0.0168,B1,1.813,1.813,1.0,0.0226,confirm_add
000538,2011-04-29,A,20.47,0.94,0.0227,B1,-0.262,-0.131,0.5,,reject_half
600729,2011-04-29,A,21.95,0.8,0.0248,B1,1.811,1.811,1.0,0.0314,confirm_add
600600,2011-05-06,A,27.23,1.31,-0.0028,B1,0.1,0.05,0.5,,reject_half
600729,2011-05-09,A,21.95,0.8,-0.0101,B1,1.838,1.838,1.0,0.0251,confirm_add
600600,2011-05-13,A,28.0,1.11,0.0149,B1,-0.377,-0.188,0.5,,reject_half
600729,2011-05-16,A,23.31,1.2,0.011,B1,-0.244,-0.244,1.0,0.0064,confirm_add
601088,2011-05-31,A,11.04,0.58,0.0153,B1,-0.242,-0.121,0.5,,reject_half
600600,2011-06-03,A,27.54,1.19,0.0052,B1,-1.0,-1.0,1.0,0.012,confirm_add
600216,2011-06-07,A,14.4,0.7,0.0317,B1,0.472,0.472,1.0,0.0069,confirm_add
600600,2011-06-21,S,28.08,1.49,0.0014,B1,1.025,1.025,1.0,0.0071,confirm_add
600009,2011-06-24,A,10.31,0.5,0.0016,B1,0.999,0.999,1.0,0.0055,confirm_add
000655,2011-06-27,B,16.71,0.7,-0.0058,B1,0.055,0.055,1.0,0.0063,confirm_add
002022,2011-06-27,B,11.2,0.5,0.0083,B1,-0.246,-0.123,0.5,,reject_half
600600,2011-06-28,A,26.84,1.31,-0.0174,B1,1.624,1.624,1.0,0.0104,confirm_add
000655,2011-07-04,B,17.08,0.83,-0.001,B1,0.186,0.186,1.0,0.001,confirm_add
002022,2011-07-04,B,11.2,0.5,0.0015,B1,0.491,0.245,0.5,,reject_half
601601,2011-07-04,A,12.91,0.56,-0.0083,B1,0.76,0.76,1.0,0.0004,confirm_add
601628,2011-07-04,A,15.16,0.69,-0.0079,B1,-0.542,-0.271,0.5,,reject_half
600600,2011-07-05,S,27.44,1.16,0.0014,B1,1.508,1.508,1.0,0.0014,confirm_add
601088,2011-07-06,B,11.75,0.53,-0.0122,B1,-0.441,-0.441,1.0,0.0231,confirm_add
000655,2011-07-11,B,17.57,0.62,0.0487,B1,-1.0,-1.0,1.0,0.0087,confirm_add
600859,2011-07-13,S,23.72,0.99,-0.0035,B1,2.027,2.027,1.0,0.0097,confirm_add
601088,2011-07-13,A,11.75,0.53,0.004,B1,-1.0,-1.0,1.0,0.0,confirm_add
000568,2011-07-14,S,29.06,1.27,-0.0011,B1,1.405,1.405,1.0,0.0079,confirm_add
600859,2011-07-20,A,23.72,0.99,0.0366,B1,1.265,0.633,0.5,,reject_half
600216,2011-07-26,B,13.15,0.65,0.006,B1,0.548,0.548,1.0,0.0063,confirm_add
600600,2011-07-26,A,28.65,1.21,0.0514,B1,0.053,0.053,1.0,-0.0117,confirm_add
600997,2011-07-26,B,11.14,0.56,0.0284,B1,0.284,0.284,1.0,0.0345,confirm_add
000655,2011-08-01,S,17.45,0.89,0.0092,B1,-1.0,-0.5,0.5,,stop_half
000858,2011-08-04,A,26.19,1.03,0.0324,B1,0.672,0.672,1.0,0.03,confirm_add
000819,2011-08-09,A,11.58,0.52,0.0999,B1,-0.36,-0.36,1.0,0.0687,limit_up_direct_add
600059,2011-08-09,A,10.44,0.51,0.0153,B1,-0.656,-0.656,1.0,0.012,confirm_add
600600,2011-08-09,A,28.65,1.21,0.0225,B1,-1.0,-1.0,1.0,0.0184,confirm_add
002251,2011-08-10,A,10.92,0.54,-0.0022,B1,-0.059,-0.059,1.0,0.0154,confirm_add
600779,2011-08-10,A,19.92,0.96,0.0089,B1,-0.088,-0.088,1.0,0.0067,confirm_add
000858,2011-08-11,A,26.19,1.03,-0.0053,B1,0.179,0.179,1.0,0.0023,confirm_add
002069,2011-08-11,A,26.33,1.28,-0.0095,B1,-0.03,-0.03,1.0,0.012,confirm_add
600729,2011-08-11,A,25.58,1.09,0.0016,B1,-1.0,-1.0,1.0,-0.0095,confirm_add
002419,2011-08-15,A,10.82,0.5,-0.0028,B1,0.673,0.337,0.5,,reject_half
601601,2011-08-15,A,13.52,0.59,-0.0134,B1,-0.495,-0.247,0.5,,reject_half
002304,2011-08-22,B,58.64,2.64,0.009,B1,-0.743,-0.371,0.5,,reject_half
600316,2011-08-22,B,31.07,1.39,-0.0044,B1,-1.0,-0.5,0.5,,stop_half
601601,2011-08-22,A,13.52,0.59,-0.0134,B1,-0.495,-0.247,0.5,,reject_half
600197,2011-08-23,A,10.36,0.55,-0.0074,B1,-1.0,-1.0,1.0,0.0178,confirm_add
600535,2011-08-24,A,12.31,0.6,-0.0002,B1,-0.41,-0.205,0.5,,reject_half
000858,2011-08-25,A,27.57,1.31,0.0251,B1,-0.654,-0.327,0.5,,reject_half
600088,2011-08-26,A,9.85,0.52,0.0653,B1,0.154,0.154,1.0,-0.0186,confirm_add
002094,2011-09-06,A,9.82,0.5,-0.0024,B1,-1.0,-0.5,0.5,,stop_half
601788,2011-09-06,A,10.03,0.5,0.0176,B1,-0.924,-0.462,0.5,,reject_half
600844,2011-09-07,B,19.98,0.95,0.0243,B1,-1.0,-1.0,1.0,0.0119,confirm_add
601788,2011-09-14,A,10.03,0.5,-0.0132,B1,-0.475,-0.237,0.5,,reject_half
600844,2011-09-15,B,19.82,1.06,0.0251,B1,-1.0,-1.0,1.0,0.002,confirm_add
601601,2011-09-20,S,13.18,0.56,0.0245,B1,-1.0,-0.5,0.5,,stop_half
002304,2011-09-21,A,55.41,2.46,0.0352,B1,0.124,0.124,1.0,0.0103,confirm_add
002295,2011-09-27,A,10.48,0.52,0.0077,B1,3.862,3.862,1.0,-0.0136,confirm_add
601601,2011-09-27,S,13.18,0.56,0.0283,B1,-0.547,-0.273,0.5,,no_confirm_space
601628,2011-09-27,B,12.72,0.65,0.0417,B1,-0.08,-0.04,0.5,,reject_half
000423,2011-09-30,A,32.47,1.56,0.0047,B1,1.175,1.175,1.0,0.0123,confirm_add
000568,2011-09-30,S,25.47,1.31,0.0268,B1,-0.231,-0.115,0.5,,reject_half
000858,2011-09-30,A,24.91,0.86,0.027,B1,-0.048,-0.024,0.5,,reject_half
600535,2011-09-30,B,11.68,0.52,0.0118,B1,0.287,0.287,1.0,0.0171,confirm_add
601318,2011-10-10,B,13.07,0.65,0.0075,B1,-0.383,-0.191,0.5,,reject_half
600009,2011-10-11,S,10.11,0.5,0.0418,B1,1.304,1.304,1.0,0.008,confirm_add
601601,2011-10-11,A,13.18,0.56,0.0283,B1,-1.0,-0.5,0.5,,stop_half
002024,2011-10-12,B,10.65,0.51,0.0227,B1,-1.0,-0.5,0.5,,stop_half
600600,2011-10-12,A,26.25,1.21,0.0241,B1,1.631,1.631,1.0,0.0081,confirm_add
000538,2011-10-13,A,19.94,0.98,0.0407,B1,1.204,1.204,1.0,0.0211,confirm_add
600859,2011-10-13,B,23.44,0.88,-0.0044,B1,-1.0,-0.5,0.5,,stop_half
002069,2011-10-17,A,25.86,1.29,0.0173,B1,1.076,1.076,1.0,0.0069,confirm_add
601318,2011-10-17,B,13.07,0.65,0.0075,B1,-0.383,-0.191,0.5,,reject_half
002024,2011-10-19,A,10.24,0.5,0.0421,B1,-1.0,-1.0,1.0,0.011,confirm_add
600600,2011-10-19,A,26.25,1.21,0.0015,B1,1.284,1.284,1.0,0.0401,confirm_add
002069,2011-10-24,B,25.86,1.29,0.0173,B1,1.003,1.003,1.0,0.0069,confirm_add
601318,2011-10-24,B,13.07,0.65,0.0075,B1,-0.383,-0.191,0.5,,reject_half
600009,2011-10-25,S,10.62,0.55,-0.0046,B1,0.079,0.039,0.5,,reject_half
600436,2011-10-25,B,14.67,0.6,-0.0076,B1,4.921,4.921,1.0,0.0084,confirm_add
002024,2011-10-26,B,10.24,0.5,0.0092,B1,-1.0,-1.0,1.0,0.0227,confirm_add
601001,2011-10-26,S,12.51,0.63,0.0115,B1,-0.39,-0.195,0.5,,reject_half
000538,2011-10-27,A,19.94,0.74,0.0407,B1,0.552,0.552,1.0,0.0211,confirm_add
002151,2011-10-27,B,11.41,0.57,0.0064,B1,1.427,1.427,1.0,0.0194,confirm_add
600844,2011-10-27,S,19.91,0.95,0.0085,B1,1.937,1.937,1.0,0.0183,confirm_add
600859,2011-10-27,B,22.19,1.01,0.0301,B1,0.289,0.289,1.0,0.0099,confirm_add
601788,2011-10-27,A,10.51,0.54,0.0142,B1,-1.0,-1.0,1.0,0.0016,confirm_add
000423,2011-10-28,A,31.86,1.16,-0.0033,B1,2.536,2.536,1.0,0.016,confirm_add
000568,2011-10-28,A,25.33,1.17,-0.0067,B1,-0.084,-0.084,1.0,0.006,confirm_add
000858,2011-10-28,A,25.38,1.29,-0.0245,B1,-0.233,-0.117,0.5,,reject_half
600009,2011-11-01,S,10.62,0.55,0.0186,B1,0.333,0.333,1.0,0.0023,confirm_add
600600,2011-11-02,B,27.45,1.37,0.0021,B1,0.53,0.53,1.0,0.0191,confirm_add
000538,2011-11-03,A,19.9,0.78,-0.0043,B1,1.742,1.742,1.0,0.0115,confirm_add
000792,2011-11-03,B,27.5,1.18,0.0177,B1,-1.0,-1.0,1.0,0.0062,confirm_add
002151,2011-11-03,B,11.41,0.57,0.0072,B1,1.599,1.599,1.0,0.0431,confirm_add
600827,2011-11-03,A,13.0,0.69,0.0018,B1,-0.329,-0.164,0.5,,reject_half
600844,2011-11-03,S,19.91,0.95,-0.0097,B1,1.232,1.232,1.0,0.0578,confirm_add
600859,2011-11-03,B,22.19,1.01,-0.0057,B1,1.985,0.993,0.5,,reject_half
000858,2011-11-04,A,25.68,1.2,0.0187,B1,-0.857,-0.857,1.0,0.0097,confirm_add
002304,2011-11-09,A,57.69,1.97,0.0168,B1,-0.648,-0.324,0.5,,reject_half
600600,2011-11-09,B,27.35,1.27,-0.0056,B1,0.288,0.288,1.0,0.0121,confirm_add
000568,2011-11-11,B,27.22,0.89,0.018,B1,-1.0,-0.5,0.5,,stop_half
000858,2011-11-11,B,25.48,1.05,0.0141,B1,-1.0,-1.0,1.0,0.0171,confirm_add
600123,2011-11-14,S,11.02,0.56,-0.0029,B1,-0.639,-0.319,0.5,,reject_half
600009,2011-11-15,A,10.95,0.5,0.0231,B1,-0.934,-0.467,0.5,,reject_half
600779,2011-11-17,S,19.51,0.89,0.0104,B1,-1.0,-0.5,0.5,,stop_half
000858,2011-11-21,S,25.19,1.01,0.0141,B1,-1.0,-1.0,1.0,0.0171,confirm_add
000538,2011-11-24,A,20.64,0.57,0.0422,B1,-1.0,-1.0,1.0,0.0098,confirm_add
002069,2011-11-28,B,26.94,0.94,0.0127,B1,-1.0,-1.0,1.0,-0.0359,confirm_add
601318,2011-11-28,A,11.88,0.55,0.0545,B1,-1.0,-1.0,1.0,-0.0024,confirm_add
601601,2011-11-29,S,12.21,0.57,0.0623,B1,-0.245,-0.122,0.5,,reject_half
