code,date,grade,r,entry,cause
002236,2026-04-15,S,1.38,16.85,slow_draw
300439,2026-04-15,S,-3.62,10.55,slow_draw
600992,2026-04-15,S,1.29,12.34,slow_draw
301552,2026-04-16,S,0.71,28.65,fade_high
600031,2026-04-16,S,-1.66,20.98,fade_high
600764,2026-04-16,S,-3.41,24.6,slow_draw
000829,2026-04-17,S,-2.47,10.94,slow_draw
300181,2026-04-17,S,-2.75,15.73,slow_draw
603519,2026-04-17,S,-2.38,13.53,slow_draw
002823,2026-04-20,S,2.88,16.04,slow_draw
300052,2026-04-20,S,4.44,12.85,slow_draw
600285,2026-04-20,S,-0.46,20.65,fade_high
600449,2026-04-21,S,1.0,12.99,slow_draw
603136,2026-04-21,S,-3.7,11.36,fade_high
603062,2026-04-22,S,-1.4,50.22,slow_draw
600258,2026-04-24,S,-2.58,14.9,fade_high
600886,2026-04-24,S,1.23,13.3,slow_draw
002078,2026-04-27,S,-1.1,14.55,fade_high
600323,2026-04-28,S,1.48,28.75,slow_draw
600449,2026-04-28,S,1.45,12.83,slow_draw
300583,2026-04-30,S,-2.51,14.43,slow_draw
603768,2026-04-30,S,0.18,11.22,slow_draw
688139,2026-04-30,S,-4.24,33.95,slow_draw
002946,2026-05-06,S,-2.01,18.24,slow_draw
600876,2026-05-06,S,-3.02,10.01,slow_draw
603939,2026-05-06,S,-3.29,23.32,slow_draw
300052,2026-05-07,S,0.33,12.85,limit_down
688391,2026-05-07,S,-0.55,31.18,slow_draw
300566,2026-05-08,S,6.96,19.08,slow_draw
300928,2026-05-08,S,0.68,30.52,slow_draw
605296,2026-05-13,S,-3.4,31.06,fade_high
002576,2026-05-15,S,-4.43,19.54,limit_down
300685,2026-05-15,S,-2.68,20.4,limit_down
600845,2026-05-20,S,-5.46,23.09,slow_draw
002576,2026-05-22,S,-3.79,19.3,limit_down
300685,2026-05-22,S,-2.24,19.84,limit_down
001286,2026-05-25,S,-2.26,11.65,slow_draw
002823,2026-05-28,S,-3.77,16.79,slow_draw
601066,2026-05-28,S,5.44,23.04,fade_high
001286,2026-06-01,S,-1.87,11.65,slow_draw
600012,2026-06-03,S,0.04,15.69,slow_draw
603858,2026-06-03,S,0.69,15.22,slow_draw
002955,2026-06-09,S,5.33,25.94,slow_draw
301303,2026-06-09,S,2.57,14.29,slow_draw
600521,2026-06-09,S,-0.01,16.78,fade_high
001239,2026-06-15,S,-1.62,13.39,fade_high
301303,2026-06-16,S,-0.21,14.29,fade_high
600298,2026-06-16,S,1.77,35.65,fade_high
600521,2026-06-16,S,-0.01,16.78,fade_high
002727,2026-06-17,S,0.86,11.26,slow_draw
300181,2026-06-17,S,2.04,13.46,fade_high
600587,2026-06-18,S,0.07,12.8,slow_draw
601788,2026-06-18,S,0.61,14.44,fade_high
601995,2026-06-18,S,1.67,33.05,fade_high
603658,2026-06-18,S,0.28,32.41,slow_draw
300146,2026-06-22,S,1.58,9.82,slow_draw
603049,2026-06-23,S,1.92,45.78,slow_draw
603194,2026-06-23,S,-2.51,37.97,slow_draw
300146,2026-06-29,S,0.58,9.82,fade_high
601136,2026-06-30,S,0.48,14.06,fade_high
300999,2026-07-01,S,0.23,26.13,slow_draw
601788,2026-07-03,S,0.6,14.44,slow_draw
603368,2026-07-03,S,-0.42,16.12,slow_draw
603658,2026-07-03,S,0.4,32.25,slow_draw
000429,2026-07-08,S,0.21,13.46,slow_draw
600690,2026-07-08,S,2.0,20.79,slow_draw
002727,2026-07-09,S,2.18,10.54,slow_draw
002946,2026-07-09,S,0.3,16.71,slow_draw
002603,2026-07-10,S,1.97,15.47,fade_high
600285,2026-07-10,S,1.36,21.04,slow_draw
600739,2026-07-10,S,1.06,10.2,fade_high
603658,2026-07-10,S,0.99,31.42,slow_draw
603883,2026-07-14,S,1.73,11.77,slow_draw
002007,2026-07-15,S,0.54,13.05,slow_draw
000429,2026-07-29,S,-0.29,13.46,slow_draw
603170,2026-07-30,S,2.08,12.09,slow_draw
000895,2026-08-10,S,0.0,24.95,no_trigger
600196,2026-08-10,S,0.0,24.12,no_trigger
601939,2026-08-10,S,0.0,10.13,no_trigger
