code,date,grade,r,entry,cause
600511,2021-11-11,S,-0.47,27.32,slow_draw
603568,2021-11-22,S,4.93,17.63,fade_high
300168,2021-11-29,S,1.92,11.79,slow_draw
603139,2021-12-09,S,1.31,20.15,limit_down
002262,2021-12-13,S,-0.09,14.18,slow_draw
603568,2021-12-13,S,1.68,17.63,slow_draw
300383,2021-12-23,S,0.04,14.5,slow_draw
300873,2021-12-23,S,-1.77,21.76,slow_draw
300838,2021-12-27,S,-2.08,16.92,slow_draw
300873,2021-12-30,S,-1.77,21.76,slow_draw
600271,2022-01-04,S,1.39,12.81,slow_draw
000623,2022-01-06,S,-2.4,16.25,slow_draw
300383,2022-01-14,S,2.2,14.46,fade_high
605177,2022-01-17,S,-3.04,27.04,slow_draw
002315,2022-01-19,S,-2.8,11.3,slow_draw
002315,2022-01-26,S,-2.8,11.3,slow_draw
601952,2022-01-28,S,2.33,11.06,fade_high
603955,2022-02-08,S,2.97,13.93,slow_draw
002315,2022-02-09,S,-2.8,11.3,slow_draw
000028,2022-02-14,S,-1.15,21.9,slow_draw
002315,2022-02-16,S,-2.63,11.23,slow_draw
002373,2022-02-17,S,-3.54,14.21,fade_high
600621,2022-02-28,S,-1.65,12.39,limit_down
605100,2022-02-28,S,-2.52,11.56,slow_draw
002977,2022-03-01,S,-4.01,41.69,slow_draw
600776,2022-03-02,S,-5.5,10.97,limit_down
600729,2022-03-31,S,1.9,19.32,slow_draw
600419,2022-04-18,S,-2.51,13.33,slow_draw
600848,2022-04-18,S,-0.66,12.69,slow_draw
000651,2022-05-30,S,1.82,24.96,slow_draw
600674,2022-06-06,S,2.94,10.61,slow_draw
600674,2022-06-13,S,1.09,10.65,slow_draw
002311,2022-07-08,S,-0.34,57.76,slow_draw
603768,2022-07-27,S,10.39,16.15,limit_down
600419,2022-08-05,S,3.2,12.41,fade_high
002916,2022-10-20,S,-0.75,57.77,slow_draw
600332,2022-10-27,S,1.04,24.99,slow_draw
603043,2022-10-31,S,3.76,20.15,slow_draw
000651,2022-11-02,S,2.11,25.26,slow_draw
600977,2022-11-03,S,6.71,10.4,slow_draw
600585,2022-11-04,S,0.5,24.29,fade_high
603369,2022-11-08,S,3.35,40.71,slow_draw
600332,2022-11-10,S,2.72,25.63,slow_draw
601601,2022-12-02,S,0.57,20.19,fade_high
000028,2022-12-07,S,-0.27,22.47,slow_draw
688981,2022-12-09,S,-0.93,42.4,slow_draw
002365,2022-12-26,S,0.96,11.45,slow_draw
603213,2022-12-26,S,2.73,12.55,slow_draw
000998,2022-12-27,S,0.85,16.38,slow_draw
603213,2023-01-03,S,3.44,12.55,fade_high
600406,2023-01-04,S,0.05,19.48,fade_high
002230,2023-01-09,S,9.01,34.29,fade_high
300442,2023-01-10,S,5.76,22.75,slow_draw
603213,2023-01-10,S,2.7,12.55,slow_draw
600391,2023-01-13,S,2.92,17.96,fade_high
603599,2023-01-13,S,1.02,19.21,slow_draw
600391,2023-01-20,S,3.53,17.96,slow_draw
000501,2023-02-01,S,0.52,10.44,fade_high
600768,2023-02-02,S,3.31,9.31,slow_draw
300970,2023-02-03,S,4.94,13.07,slow_draw
603599,2023-02-03,S,0.23,20.11,slow_draw
002258,2023-02-07,S,-1.93,17.69,slow_draw
600690,2023-02-17,S,-3.52,24.26,fade_high
000063,2023-02-20,S,5.82,25.72,slow_draw
002827,2023-02-20,S,-1.31,10.62,slow_draw
600801,2023-02-20,S,0.03,14.19,slow_draw
002179,2023-02-23,S,-1.09,41.34,slow_draw
600993,2023-02-28,S,1.67,22.69,slow_draw
300244,2023-03-01,S,0.54,24.49,fade_high
002179,2023-03-02,S,-1.76,42.5,slow_draw
300244,2023-03-08,S,1.16,23.84,fade_high
600258,2023-03-13,S,-4.69,23.46,slow_draw
300244,2023-03-15,S,2.65,23.35,slow_draw
300294,2023-03-17,S,1.37,34.55,slow_draw
300244,2023-03-22,S,2.25,23.11,fade_high
002007,2023-03-24,S,-0.27,20.32,slow_draw
300294,2023-03-24,S,0.87,34.55,slow_draw
002007,2023-03-31,S,-0.27,20.32,slow_draw
002163,2023-03-31,S,-2.4,12.12,slow_draw
300294,2023-03-31,S,0.87,34.55,slow_draw
300947,2023-04-06,S,0.03,13.71,fade_high
601066,2023-04-19,S,-2.91,26.24,slow_draw
601995,2023-05-08,S,-1.22,40.98,fade_high
301083,2023-05-22,S,20.03,11.99,limit_down
000550,2023-05-24,S,1.61,12.04,slow_draw
688303,2023-05-24,S,-0.23,40.28,fade_high
600699,2023-05-25,S,2.55,14.81,slow_draw
600893,2023-06-05,S,-1.16,42.47,slow_draw
603160,2023-06-05,S,-1.21,51.06,fade_high
688586,2023-06-05,S,-1.32,13.34,fade_high
600089,2023-06-08,S,-0.52,15.9,slow_draw
600699,2023-06-08,S,6.27,14.81,slow_draw
600893,2023-06-12,S,0.84,39.89,slow_draw
301022,2023-06-15,S,2.43,23.72,slow_draw
600089,2023-06-15,S,-0.52,15.9,slow_draw
002465,2023-06-16,S,0.08,9.91,slow_draw
002831,2023-06-16,S,1.17,15.6,slow_draw
300627,2023-06-19,S,1.96,19.96,slow_draw
600893,2023-06-19,S,0.23,39.89,slow_draw
002053,2023-06-20,S,0.26,10.78,slow_draw
300627,2023-06-28,S,1.59,19.96,slow_draw
301160,2023-06-28,S,0.46,15.8,slow_draw
600893,2023-06-28,S,-0.64,41.43,slow_draw
600585,2023-07-04,S,1.81,21.75,slow_draw
003037,2023-07-07,S,0.01,12.57,slow_draw
301107,2023-07-07,S,-0.37,14.69,limit_down
600827,2023-07-07,S,-2.07,13.01,slow_draw
000408,2023-07-11,S,0.51,21.05,slow_draw
300629,2023-07-13,S,-4.38,21.22,limit_down
600199,2023-07-19,S,-0.56,25.89,fade_high
601966,2023-07-24,S,-0.8,21.66,slow_draw
300384,2023-07-25,S,-1.56,16.04,fade_high
301029,2023-07-31,S,-1.58,37.81,slow_draw
300384,2023-08-01,S,-0.8,16.04,slow_draw
600862,2023-08-02,S,0.17,24.15,slow_draw
300872,2023-08-03,S,-0.86,15.15,slow_draw
002465,2023-08-08,S,0.58,10.34,slow_draw
300619,2023-08-10,S,-1.41,29.96,slow_draw
300872,2023-08-17,S,-2.47,15.15,limit_down
600316,2023-08-17,S,-1.08,22.45,limit_down
000408,2023-08-22,S,-0.69,21.67,fade_high
300012,2023-08-22,S,-2.85,19.99,slow_draw
600055,2023-08-22,S,-0.86,18.76,fade_high
603393,2023-08-22,S,1.24,26.96,fade_high
300408,2023-08-24,S,-0.97,31.69,slow_draw
600031,2023-08-28,S,-1.11,15.27,fade_high
000408,2023-08-29,S,-0.34,21.3,fade_high
603393,2023-08-29,S,1.24,26.96,fade_high
600862,2023-08-30,S,-0.11,23.91,slow_draw
603195,2023-08-30,S,-0.02,46.03,slow_draw
300809,2023-08-31,S,3.22,21.11,limit_down
002635,2023-09-01,S,2.26,12.25,slow_draw
300997,2023-09-01,S,-0.58,12.67,slow_draw
603080,2023-09-01,S,2.09,13.45,jump_gap
300400,2023-09-04,S,2.69,14.27,jump_gap
300531,2023-09-04,S,0.44,14.15,slow_draw
300747,2023-09-04,S,-0.91,26.68,slow_draw
002294,2023-09-05,S,1.09,26.72,slow_draw
600161,2023-09-05,S,1.71,20.58,slow_draw
002032,2023-09-06,S,-1.48,41.92,slow_draw
688166,2023-09-11,S,18.79,20.03,slow_draw
002294,2023-09-12,S,1.09,26.72,slow_draw
600161,2023-09-12,S,1.22,20.58,slow_draw
600438,2023-09-12,S,-4.18,31.04,slow_draw
603393,2023-09-12,S,0.42,26.87,slow_draw
002028,2023-09-15,S,-1.11,50.89,slow_draw
000400,2023-09-22,S,-1.94,18.36,slow_draw
002028,2023-09-22,S,-0.85,49.57,slow_draw
600161,2023-09-26,S,3.27,20.82,slow_draw
600862,2023-09-27,S,-1.73,24.41,slow_draw
002635,2023-10-09,S,2.41,12.82,slow_draw
002557,2023-10-10,S,2.16,30.14,fade_high
600161,2023-10-11,S,3.78,21.38,fade_high
002635,2023-10-16,S,-0.44,14.03,slow_draw
603353,2023-10-16,S,12.13,19.32,limit_down
605319,2023-10-16,S,7.37,11.31,slow_draw
301166,2023-10-17,S,1.03,39.44,slow_draw
300529,2023-10-24,S,-0.35,21.13,fade_high
603668,2023-10-26,S,2.97,14.76,fade_high
000887,2023-10-27,S,1.18,12.3,slow_draw
002142,2023-10-27,S,-0.69,22.45,slow_draw
002847,2023-10-27,S,2.1,48.08,slow_draw
002019,2023-10-30,S,2.28,13.57,slow_draw
300652,2023-10-30,S,3.67,17.44,slow_draw
603319,2023-10-30,S,3.52,12.11,slow_draw
002074,2023-10-31,S,-1.55,23.45,slow_draw
603926,2023-10-31,S,2.43,10.43,slow_draw
002847,2023-11-03,S,-0.63,53.05,slow_draw
603238,2023-11-03,S,1.75,12.14,slow_draw
002389,2023-11-06,S,-1.41,20.02,slow_draw
002046,2023-11-07,S,1.38,10.99,fade_high
603706,2023-11-07,S,1.27,13.98,fade_high
600549,2023-11-10,S,-1.35,16.77,slow_draw
600104,2023-11-13,S,-2.65,14.4,fade_high
601233,2023-11-21,S,1.12,13.93,fade_high
601038,2023-11-23,S,2.91,11.3,slow_draw
603979,2023-11-23,S,1.61,35.39,slow_draw
605179,2023-11-23,S,1.42,12.22,slow_draw
600523,2023-11-27,S,-1.37,13.93,limit_down
002402,2023-11-28,S,-1.77,13.91,slow_draw
300699,2023-11-28,S,-3.03,24.98,fade_high
601038,2023-11-30,S,4.45,11.3,slow_draw
605179,2023-11-30,S,4.28,12.22,slow_draw
600380,2023-12-01,S,-1.42,12.08,slow_draw
002635,2023-12-04,S,-2.71,14.41,fade_high
603690,2023-12-11,S,-2.8,26.14,slow_draw
002935,2023-12-12,S,-3.64,15.83,fade_high
300589,2023-12-12,S,-3.9,14.05,slow_draw
002805,2023-12-14,S,-2.53,16.32,fade_high
300073,2023-12-15,S,-1.79,37.23,fade_high
601021,2023-12-19,S,0.49,50.03,slow_draw
688589,2023-12-19,S,-5.83,27.28,slow_draw
000155,2023-12-21,S,-2.33,12.51,slow_draw
300393,2023-12-21,S,-3.46,10.34,slow_draw
300402,2023-12-21,S,-1.82,17.4,slow_draw
002733,2023-12-25,S,-1.18,14.33,slow_draw
002780,2023-12-27,S,-4.87,13.83,fade_high
003042,2023-12-27,S,-1.99,19.61,slow_draw
300433,2023-12-27,S,-2.5,12.28,slow_draw
601137,2023-12-27,S,-0.69,13.88,fade_high
000532,2023-12-28,S,3.35,11.47,limit_down
002438,2023-12-28,S,-1.23,10.27,limit_down
300393,2023-12-28,S,-3.46,10.34,slow_draw
603529,2023-12-28,S,-0.43,23.03,slow_draw
300073,2023-12-29,S,-2.21,37.23,slow_draw
300257,2023-12-29,S,-3.72,15.61,slow_draw
003002,2024-01-02,S,-2.71,13.61,slow_draw
300856,2024-01-03,S,-1.62,21.03,slow_draw
300911,2024-01-03,S,-6.15,21.62,slow_draw
600096,2024-01-03,S,-0.01,13.59,slow_draw
605378,2024-01-03,S,-5.32,11.93,limit_down
300783,2024-01-04,S,-1.32,17.32,fade_high
301238,2024-01-04,S,-4.65,16.81,fade_high
600887,2024-01-04,S,1.15,23.57,slow_draw
603209,2024-01-04,S,-6.8,16.03,slow_draw
600138,2024-01-09,S,-1.72,10.93,slow_draw
300783,2024-01-11,S,-0.28,17.32,slow_draw
301238,2024-01-11,S,-3.1,16.81,slow_draw
600258,2024-01-11,S,-0.57,14.57,slow_draw
603209,2024-01-11,S,-4.98,16.03,slow_draw
002507,2024-01-23,S,-0.55,13.18,slow_draw
600138,2024-01-23,S,-1.42,10.93,fade_high
002126,2024-01-24,S,-0.66,17.92,fade_high
600977,2024-01-24,S,-0.21,12.28,fade_high
002832,2024-01-25,S,0.02,27.64,fade_high
000338,2024-02-06,S,1.51,13.77,slow_draw
000423,2024-02-07,S,3.82,44.84,slow_draw
002643,2024-02-07,S,0.38,13.97,slow_draw
600031,2024-02-07,S,0.82,12.54,slow_draw
600096,2024-02-07,S,3.72,14.12,slow_draw
600612,2024-02-07,S,2.42,61.86,slow_draw
601882,2024-02-07,S,3.2,24.28,limit_down
002507,2024-02-21,S,-1.27,12.92,slow_draw
600884,2024-02-23,S,-0.07,11.41,slow_draw
000776,2024-02-26,S,-1.58,13.19,slow_draw
601808,2024-02-26,S,4.69,14.36,slow_draw
603856,2024-03-01,S,-1.67,10.45,slow_draw
000768,2024-03-04,S,0.27,20.77,slow_draw
000878,2024-03-04,S,5.44,10.74,slow_draw
600893,2024-03-04,S,-0.91,34.94,slow_draw
600993,2024-03-04,S,0.61,22.41,slow_draw
601808,2024-03-04,S,5.87,14.04,slow_draw
605098,2024-03-04,S,1.08,37.64,slow_draw
301216,2024-03-06,S,0.14,11.87,slow_draw
600547,2024-03-06,S,10.63,21.76,slow_draw
600988,2024-03-06,S,7.9,13.14,slow_draw
601808,2024-03-11,S,4.75,14.27,slow_draw
600750,2024-03-13,S,2.61,20.93,slow_draw
600529,2024-03-18,S,2.72,26.1,slow_draw
600993,2024-03-18,S,3.99,22.41,fade_high
600258,2024-04-09,S,-1.08,14.22,slow_draw
600803,2024-04-09,S,-1.28,16.54,slow_draw
001289,2024-05-14,S,-2.04,18.12,slow_draw
600118,2024-05-20,S,-3.03,25.19,slow_draw
600118,2024-05-27,S,-2.1,25.02,slow_draw
600893,2024-05-27,S,0.18,36.06,slow_draw
600685,2024-05-30,S,0.18,27.28,slow_draw
600161,2024-05-31,S,1.06,23.57,fade_high
601607,2024-07-05,S,0.23,18.31,slow_draw
000513,2024-07-11,S,-0.14,34.59,fade_high
600089,2024-07-12,S,-0.54,12.99,slow_draw
601607,2024-07-12,S,0.46,18.15,slow_draw
601021,2024-07-26,S,-2.33,53.31,slow_draw
002001,2024-08-01,S,-1.36,19.4,limit_down
002001,2024-08-08,S,-1.43,19.4,slow_draw
000951,2024-08-28,S,1.14,14.14,slow_draw
600104,2024-08-29,S,-0.39,12.73,fade_high
600104,2024-09-05,S,-0.39,12.73,fade_high
001872,2024-09-10,S,-1.18,20.13,limit_down
600803,2024-09-18,S,0.71,16.22,limit_down
688981,2024-09-18,S,17.01,48.58,limit_down
001872,2024-09-19,S,-1.18,20.13,limit_down
600363,2024-09-20,S,17.07,25.88,slow_draw
300498,2024-09-24,S,2.1,16.07,limit_down
300699,2024-09-24,S,5.68,26.24,limit_down
600111,2024-09-24,S,5.0,16.73,slow_draw
600699,2024-09-24,S,4.31,13.89,slow_draw
001965,2024-09-25,S,-1.71,12.15,slow_draw
600803,2024-09-25,S,0.16,16.12,limit_down
688981,2024-09-25,S,22.36,44.23,limit_down
001872,2024-09-26,S,-1.18,20.13,limit_down
002396,2024-09-26,S,4.14,10.6,slow_draw
002690,2024-09-26,S,4.14,11.86,fade_high
600132,2024-09-26,S,2.06,49.47,limit_down
601066,2024-09-26,S,5.97,19.71,fade_high
601318,2024-09-26,S,6.06,40.47,limit_down
603927,2024-09-26,S,5.72,15.81,fade_high
001289,2024-09-27,S,5.63,13.71,limit_down
002142,2024-09-27,S,6.4,18.0,limit_down
002158,2024-09-27,S,2.4,16.53,fade_high
002462,2024-09-27,S,2.96,10.93,fade_high
300685,2024-09-27,S,5.46,18.8,limit_down
300869,2024-09-27,S,5.65,12.67,limit_down
600363,2024-09-27,S,20.94,25.88,limit_down
600456,2024-09-27,S,3.15,26.21,fade_high
002287,2024-09-30,S,5.51,17.94,limit_down
002507,2024-09-30,S,4.78,11.68,limit_down
603035,2024-09-30,S,3.7,12.3,jump_gap
600332,2024-10-08,S,3.9,23.7,slow_draw
600459,2024-10-08,S,3.99,12.04,slow_draw
600598,2024-10-08,S,4.8,12.36,slow_draw
600685,2024-10-08,S,0.81,25.24,slow_draw
600699,2024-10-08,S,4.81,13.89,slow_draw
601021,2024-10-08,S,2.71,48.45,slow_draw
601607,2024-10-08,S,0.08,18.65,slow_draw
601965,2024-10-08,S,1.34,16.23,slow_draw
000895,2024-10-18,S,-1.0,23.37,slow_draw
600803,2024-10-23,S,-1.22,17.32,slow_draw
000895,2024-10-25,S,-1.0,23.4,slow_draw
600803,2024-10-30,S,-1.12,17.32,slow_draw
001219,2024-10-31,S,3.19,12.12,jump_gap
001872,2024-10-31,S,-1.36,20.13,fade_high
000719,2024-11-04,S,0.3,10.56,fade_high
600980,2024-11-05,S,1.56,14.97,slow_draw
000719,2024-11-11,S,0.3,10.56,fade_high
002034,2024-11-11,S,0.18,15.22,slow_draw
002275,2024-12-27,S,-2.33,14.51,slow_draw
600456,2025-01-13,S,-1.29,29.34,slow_draw
600456,2025-01-20,S,0.45,27.33,slow_draw
601811,2025-02-05,S,-1.58,13.83,slow_draw
600741,2025-02-06,S,1.17,15.26,fade_high
601965,2025-02-06,S,1.01,16.75,slow_draw
002705,2025-02-10,S,0.43,14.8,slow_draw
002020,2025-02-14,S,1.66,11.9,slow_draw
600038,2025-02-14,S,0.06,36.99,slow_draw
002179,2025-02-19,S,1.77,37.42,slow_draw
603355,2025-02-19,S,5.19,24.51,slow_draw
601225,2025-04-29,S,-1.2,18.75,slow_draw
000429,2025-05-07,S,-0.28,13.12,slow_draw
002831,2025-05-08,S,2.63,14.51,slow_draw
000738,2025-05-19,S,1.19,19.55,slow_draw
601033,2025-05-28,S,-0.57,15.65,fade_high
002603,2025-06-09,S,2.26,14.25,fade_high
002020,2025-06-20,S,3.68,13.83,fade_high
603288,2025-06-30,S,-0.08,38.13,slow_draw
600111,2025-07-03,S,16.07,25.04,fade_high
000831,2025-07-08,S,4.51,36.08,fade_high
000933,2025-07-08,S,1.89,17.1,fade_high
603392,2025-07-10,S,-1.83,61.87,slow_draw
300628,2025-07-17,S,2.19,33.47,slow_draw
002311,2025-07-28,S,1.58,55.64,slow_draw
000738,2025-07-29,S,-0.71,21.27,slow_draw
000400,2025-07-30,S,-0.05,23.34,slow_draw
600989,2025-08-01,S,0.65,15.99,slow_draw
002812,2025-08-04,S,1.43,30.41,slow_draw
002180,2025-08-07,S,-1.57,24.32,slow_draw
603733,2025-08-11,S,2.33,21.49,slow_draw
301071,2025-08-12,S,0.32,30.99,slow_draw
601899,2025-08-18,S,4.57,20.28,slow_draw
002142,2025-08-19,S,-2.11,27.56,slow_draw
603833,2025-08-19,S,0.26,51.36,slow_draw
300346,2025-08-21,S,1.91,32.81,slow_draw
601628,2025-08-26,S,-2.33,42.29,slow_draw
601001,2025-08-29,S,0.71,14.15,slow_draw
688596,2025-08-29,S,3.72,35.66,limit_down
000685,2025-09-08,S,3.9,10.09,fade_high
603505,2025-09-11,S,0.44,17.16,slow_draw
601567,2025-09-12,S,1.73,22.91,fade_high
603391,2025-09-15,S,2.97,42.87,slow_draw
002895,2025-09-17,S,4.2,26.47,slow_draw
601567,2025-09-19,S,2.36,22.64,fade_high
000885,2025-09-22,S,-0.79,14.83,fade_high
688575,2025-09-22,S,-0.41,15.07,slow_draw
000400,2025-09-24,S,2.0,23.8,slow_draw
002001,2025-09-24,S,0.12,23.71,fade_high
000885,2025-09-29,S,0.13,14.24,slow_draw
000902,2025-10-10,S,0.62,14.81,fade_high
300770,2025-10-10,S,-1.79,45.01,slow_draw
688334,2025-10-13,S,1.04,19.73,slow_draw
002690,2025-10-14,S,-1.65,20.23,slow_draw
000821,2025-10-15,S,-0.93,12.9,fade_high
603100,2025-10-20,S,-2.13,23.96,fade_high
603260,2025-10-20,S,2.57,50.18,limit_down
603279,2025-10-21,S,0.67,15.31,slow_draw
600763,2025-10-22,S,-2.16,45.3,slow_draw
002791,2025-10-23,S,0.6,22.71,fade_high
603320,2025-10-23,S,-1.41,19.26,slow_draw
603439,2025-10-23,S,-1.3,12.76,slow_draw
688139,2025-10-24,S,-1.6,34.39,slow_draw
601900,2025-10-27,S,1.28,12.75,slow_draw
603100,2025-10-27,S,-2.13,23.96,fade_high
605507,2025-10-27,S,1.06,15.99,slow_draw
000951,2025-10-29,S,-1.02,17.11,slow_draw
002572,2025-11-10,S,0.57,12.51,slow_draw
003031,2025-11-10,S,8.99,56.1,fade_high
600426,2025-11-11,S,2.15,19.02,slow_draw
603379,2025-11-12,S,-0.58,56.96,slow_draw
000739,2025-11-17,S,1.45,15.7,slow_draw
002078,2025-11-25,S,1.49,14.72,slow_draw
601688,2025-11-25,S,2.15,22.88,slow_draw
603085,2025-11-26,S,2.08,10.99,slow_draw
003005,2025-11-27,S,-1.55,21.94,slow_draw
600877,2025-11-27,S,5.2,13.78,slow_draw
001368,2025-11-28,S,-1.29,26.38,slow_draw
688153,2025-12-02,S,1.51,34.93,slow_draw
001368,2025-12-05,S,-1.75,26.38,slow_draw
002151,2025-12-05,S,20.27,31.55,slow_draw
300525,2025-12-05,S,0.48,13.58,slow_draw
301522,2025-12-05,S,5.43,31.89,slow_draw
603383,2025-12-05,S,-0.77,38.3,slow_draw
300597,2025-12-08,S,-0.06,9.85,slow_draw
300244,2025-12-10,S,12.26,15.34,limit_down
600955,2025-12-10,S,5.64,15.48,slow_draw
002972,2025-12-12,S,0.14,12.28,slow_draw
301522,2025-12-12,S,7.87,31.89,limit_down
603004,2025-12-12,S,0.21,24.37,slow_draw
603383,2025-12-12,S,-1.34,38.3,fade_high
300161,2025-12-15,S,2.61,29.0,slow_draw
300597,2025-12-15,S,-0.06,9.85,slow_draw
603112,2025-12-15,S,-1.09,18.48,fade_high
300183,2025-12-17,S,0.33,15.9,slow_draw
300244,2025-12-17,S,13.26,15.34,limit_down
600955,2025-12-17,S,5.64,15.48,slow_draw
600372,2025-12-18,S,4.55,12.95,limit_down
603777,2025-12-18,S,-0.96,13.9,slow_draw
603886,2025-12-18,S,2.25,12.29,fade_high
300320,2025-12-19,S,2.12,9.89,slow_draw
301278,2025-12-19,S,0.21,35.39,slow_draw
301335,2025-12-19,S,1.18,29.07,slow_draw
603383,2025-12-19,S,-0.38,36.69,slow_draw
603867,2025-12-19,S,2.99,27.98,fade_high
000682,2025-12-22,S,2.34,12.01,slow_draw
000786,2025-12-22,S,2.28,24.7,slow_draw
300597,2025-12-22,S,-0.06,9.85,slow_draw
000997,2025-12-24,S,2.18,26.17,slow_draw
001373,2025-12-25,S,5.52,33.28,slow_draw
002601,2025-12-25,S,4.73,18.19,slow_draw
002635,2025-12-25,S,-0.33,14.2,slow_draw
002995,2025-12-25,S,23.19,16.83,fade_high
300479,2025-12-25,S,0.48,19.21,limit_down
301587,2025-12-25,S,1.05,23.77,slow_draw
603777,2025-12-25,S,-0.96,13.9,slow_draw
300817,2025-12-26,S,1.0,19.49,slow_draw
001319,2025-12-29,S,1.91,26.01,slow_draw
002698,2025-12-29,S,-0.92,16.68,fade_high
003039,2025-12-29,S,2.78,14.49,fade_high
300161,2025-12-29,S,3.26,28.98,slow_draw
300174,2025-12-29,S,0.73,15.93,slow_draw
300075,2025-12-30,S,-0.58,15.27,slow_draw
000997,2025-12-31,S,0.15,26.17,slow_draw
300244,2025-12-31,S,9.43,15.78,limit_down
603897,2026-01-05,S,-0.76,26.88,slow_draw
300341,2026-01-06,S,0.38,17.19,slow_draw
001319,2026-01-07,S,2.09,27.32,slow_draw
003039,2026-01-07,S,2.47,14.49,slow_draw
300161,2026-01-07,S,1.44,29.4,slow_draw
603939,2026-01-07,S,2.93,21.95,slow_draw
300075,2026-01-08,S,-1.59,15.66,slow_draw
002322,2026-01-09,S,2.44,12.04,slow_draw
301376,2026-01-09,S,1.6,18.52,slow_draw
600060,2026-01-09,S,-0.53,24.15,limit_down
688777,2026-01-09,S,14.14,50.49,fade_high
600071,2026-01-12,S,-0.6,21.85,slow_draw
002223,2026-01-14,S,-0.55,38.62,slow_draw
601900,2026-01-14,S,1.27,13.26,limit_down
300075,2026-01-15,S,-0.75,15.66,slow_draw
600060,2026-01-16,S,-2.02,24.15,slow_draw
603826,2026-01-16,S,8.59,13.86,fade_high
300479,2026-01-19,S,3.32,19.57,slow_draw
002831,2026-01-21,S,2.47,19.76,fade_high
605296,2026-01-21,S,-0.2,29.1,slow_draw
603826,2026-01-23,S,8.59,13.86,fade_high
600071,2026-01-26,S,-2.46,22.48,slow_draw
600129,2026-01-27,S,-2.09,18.88,slow_draw
605296,2026-01-28,S,0.07,28.8,slow_draw
605555,2026-01-29,S,-3.3,19.06,fade_high
000099,2026-01-30,S,-6.16,21.52,slow_draw
300251,2026-01-30,S,-0.39,17.4,limit_down
300417,2026-01-30,S,0.85,13.99,slow_draw
600060,2026-01-30,S,-2.2,24.32,slow_draw
688050,2026-02-03,S,-4.89,61.11,slow_draw
002416,2026-02-04,S,0.22,12.57,fade_high
002299,2026-02-05,S,1.66,16.98,slow_draw
603042,2026-02-05,S,2.42,14.17,slow_draw
603317,2026-02-05,S,-0.61,12.62,slow_draw
603985,2026-02-05,S,1.58,17.11,slow_draw
300251,2026-02-06,S,-1.69,17.4,limit_down
603082,2026-02-06,S,-1.57,37.94,slow_draw
603826,2026-02-06,S,6.69,13.86,slow_draw
002933,2026-02-09,S,-3.58,36.5,slow_draw
603125,2026-02-09,S,-1.06,19.1,fade_high
300691,2026-02-10,S,-3.21,17.76,limit_down
300100,2026-02-11,S,-3.17,35.99,fade_high
601088,2026-02-12,S,2.14,42.09,fade_high
002791,2026-02-24,S,-2.12,22.29,fade_high
603777,2026-02-24,S,5.07,13.57,slow_draw
002085,2026-02-25,S,-3.33,15.89,slow_draw
000096,2026-02-26,S,-1.98,11.17,fade_high
600066,2026-02-26,S,2.55,30.87,slow_draw
601088,2026-02-27,S,2.66,41.83,fade_high
601225,2026-02-27,S,2.03,22.85,slow_draw
301559,2026-03-04,S,-2.63,18.32,slow_draw
002588,2026-03-05,S,-1.9,10.75,fade_high
600066,2026-03-05,S,2.55,30.87,slow_draw
601088,2026-03-06,S,2.99,41.83,jump_gap
601225,2026-03-06,S,1.68,22.85,jump_gap
603527,2026-03-10,S,-0.85,10.97,limit_down
603777,2026-03-10,S,5.69,13.33,slow_draw
300498,2026-03-11,S,0.13,16.13,slow_draw
601882,2026-03-11,S,-2.47,21.35,slow_draw
600449,2026-03-16,S,-2.41,13.72,slow_draw
002559,2026-03-24,S,0.57,10.73,slow_draw
002635,2026-03-24,S,2.17,15.09,fade_high
300998,2026-03-24,S,2.68,24.71,fade_high
603777,2026-03-24,S,3.11,13.33,limit_down
000957,2026-03-27,S,0.69,11.6,slow_draw
000963,2026-03-27,S,-1.76,35.74,slow_draw
002705,2026-03-27,S,2.95,13.61,limit_down
002840,2026-03-27,S,2.63,10.4,limit_down
002962,2026-03-27,S,3.72,15.89,jump_gap
603787,2026-03-27,S,-3.74,13.92,limit_down
603995,2026-03-27,S,1.42,18.99,fade_high
002352,2026-03-30,S,-0.19,36.75,slow_draw
300741,2026-03-30,S,-3.14,17.86,fade_high
603819,2026-03-30,S,2.26,13.03,slow_draw
300628,2026-04-01,S,2.07,33.9,slow_draw
301297,2026-04-01,S,11.17,35.94,fade_high
600449,2026-04-07,S,1.15,12.99,slow_draw
603819,2026-04-07,S,3.8,13.03,slow_draw
002635,2026-04-08,S,2.13,15.16,fade_high
002833,2026-04-08,S,3.75,17.65,slow_draw
600071,2026-04-08,S,1.02,19.11,slow_draw
002832,2026-04-10,S,3.21,17.1,slow_draw
300052,2026-04-10,S,4.02,13.34,fade_high
300898,2026-04-10,S,0.02,23.05,slow_draw
600323,2026-04-10,S,0.16,29.63,slow_draw
603209,2026-04-10,S,-0.82,14.98,slow_draw
000957,2026-04-13,S,-0.02,11.6,slow_draw
001201,2026-04-13,S,-1.7,13.71,slow_draw
002962,2026-04-13,S,6.59,13.88,slow_draw
603995,2026-04-13,S,1.93,17.41,slow_draw
605005,2026-04-13,S,-2.12,20.58,slow_draw
002884,2026-04-14,S,-0.39,17.68,slow_draw
300741,2026-04-14,S,-3.14,17.86,fade_high
000550,2026-04-15,S,-1.11,18.43,slow_draw
