code,date,grade,entry,risk,trig_pct,variant,r_full,r_money,weight,kind,chase_pct
000878,2024-03-04,S,10.74,0.55,0.0356,C1,3.254,3.254,1.0,confirm_add,0.0206
000963,2024-03-04,B,31.33,1.33,0.0063,C1,-1.0,-1.0,1.0,confirm_add,0.0135
001308,2024-03-04,S,26.47,1.13,0.0011,C1,-0.851,-0.426,0.5,reject_half,
001872,2024-03-04,S,16.02,0.77,0.0283,C1,-1.0,-0.5,0.5,stop_half,
002032,2024-03-04,A,47.65,1.86,0.0115,C1,1.417,1.417,1.0,confirm_add,0.0072
002039,2024-03-04,A,13.73,0.59,0.0087,C1,2.238,2.238,1.0,confirm_add,-0.0055
002299,2024-03-04,A,15.21,0.65,0.0386,C1,-0.43,-0.215,0.5,reject_half,
002430,2024-03-04,B,25.64,1.27,-0.0117,C1,2.436,2.436,1.0,confirm_add,0.0115
002603,2024-03-04,B,20.12,0.59,-0.0151,C1,-1.0,-0.5,0.5,stop_half,
002984,2024-03-04,A,21.21,1.02,0.0155,C1,-1.0,-1.0,1.0,direct_1r,
600036,2024-03-04,A,27.85,0.91,0.0335,C1,0.158,0.158,1.0,direct_1r,
600197,2024-03-04,B,19.53,1.0,0.0329,C1,0.947,0.947,1.0,confirm_add,0.0247
600529,2024-03-04,S,24.89,1.05,0.0045,C1,3.48,3.48,1.0,confirm_add,0.0104
600535,2024-03-04,A,15.27,0.66,0.0017,C1,0.177,0.088,0.5,reject_half,
600760,2024-03-04,A,37.92,1.61,0.0161,C1,-0.574,-0.287,0.5,reject_half,
600862,2024-03-04,B,18.52,0.81,0.0351,C1,-0.073,-0.036,0.5,reject_half,
600893,2024-03-04,S,34.94,1.8,0.0304,C1,-0.189,-0.094,0.5,reject_half,
600900,2024-03-04,A,23.22,0.89,0.0193,C1,-1.0,-1.0,1.0,direct_1r,
600993,2024-03-04,S,22.41,1.19,0.0055,C1,-0.603,-0.302,0.5,reject_half,
601088,2024-03-04,B,33.64,1.3,0.0144,C1,-1.0,-1.0,1.0,direct_1r,
601318,2024-03-04,S,38.07,1.1,0.0132,C1,-1.0,-1.0,1.0,direct_1r,
601808,2024-03-04,S,14.04,0.58,0.0178,C1,-0.515,-0.257,0.5,reject_half,
603187,2024-03-04,A,13.12,0.65,0.0205,C1,1.213,1.213,1.0,confirm_add,0.0121
603567,2024-03-04,B,10.97,0.53,0.0089,C1,-1.0,-1.0,1.0,confirm_add,0.0133
605098,2024-03-04,S,37.64,1.87,0.0359,C1,0.809,0.809,1.0,confirm_add,0.008
000338,2024-03-06,S,13.77,0.67,0.0073,C1,3.336,3.336,1.0,direct_1r,
002179,2024-03-06,A,33.23,1.73,-0.0336,C1,-0.09,-0.045,0.5,reject_half,
300014,2024-03-06,B,35.59,1.51,-0.0272,C1,2.408,2.408,1.0,confirm_add,0.1223
300919,2024-03-06,B,31.65,1.5,-0.0214,C1,4.23,4.23,1.0,confirm_add,0.0148
301096,2024-03-06,A,67.69,2.71,0.0408,C1,3.224,3.224,1.0,confirm_add,0.0096
301216,2024-03-06,S,11.87,0.55,0.0346,C1,0.898,0.898,1.0,confirm_add,0.0007
600259,2024-03-06,B,29.69,1.45,0.0322,C1,2.006,2.006,1.0,confirm_add,0.0108
600372,2024-03-06,A,11.73,0.57,0.0161,C1,-1.0,-1.0,1.0,confirm_add,0.0008
600373,2024-03-06,A,13.39,0.65,-0.0071,C1,-0.187,-0.187,1.0,direct_1r,
600547,2024-03-06,S,21.76,0.87,0.0304,C1,8.342,8.342,1.0,confirm_add,0.002
600729,2024-03-06,A,26.15,0.91,0.0144,C1,-1.0,-1.0,1.0,direct_1r,
600988,2024-03-06,S,13.14,0.7,0.0218,C1,6.704,6.704,1.0,confirm_add,-0.0117
601126,2024-03-06,S,13.44,0.68,-0.0054,C1,0.58,0.58,1.0,confirm_add,0.0012
688349,2024-03-06,A,18.86,0.96,-0.021,C1,1.553,1.553,1.0,confirm_add,0.0121
300294,2024-03-07,B,27.83,1.13,0.0266,C1,-0.669,-0.334,0.5,reject_half,
300498,2024-03-07,A,18.42,0.92,0.025,C1,0.07,0.035,0.5,reject_half,
600089,2024-03-07,B,14.35,0.5,-0.0031,C1,0.251,0.251,1.0,direct_1r,
600459,2024-03-07,A,13.36,0.57,0.0028,C1,3.232,3.232,1.0,confirm_add,0.0091
600690,2024-03-07,B,22.68,0.95,-0.0084,C1,-1.0,-1.0,1.0,direct_1r,
600741,2024-03-07,A,15.18,0.53,0.0557,C1,-0.248,-0.248,1.0,direct_1r,
603156,2024-03-07,A,21.22,0.97,0.0224,C1,0.285,0.285,1.0,direct_1r,
603179,2024-03-07,B,30.63,1.49,0.0667,C1,-1.0,-1.0,1.0,confirm_add,0.0078
000786,2024-03-08,A,25.68,1.01,0.0704,C1,1.469,1.469,1.0,direct_1r,
002832,2024-03-08,S,27.8,1.21,0.0255,C1,-1.0,-1.0,1.0,confirm_add,0.0147
600026,2024-03-08,A,12.66,0.65,0.0075,C1,3.332,3.332,1.0,direct_1r,
600161,2024-03-08,S,23.17,1.08,0.0064,C1,-0.238,-0.119,0.5,reject_half,
600801,2024-03-08,A,12.49,0.53,0.0193,C1,-1.0,-1.0,1.0,direct_1r,
600845,2024-03-08,A,34.61,1.84,-0.0095,C1,-0.096,-0.048,0.5,reject_half,
600886,2024-03-08,A,13.46,0.66,-0.0158,C1,0.417,0.417,1.0,direct_1r,
600887,2024-03-08,A,25.27,0.94,0.0101,C1,-1.0,-1.0,1.0,direct_1r,
603365,2024-03-08,B,13.41,0.6,-0.0144,C1,2.558,2.558,1.0,direct_1r,
603393,2024-03-08,A,28.03,1.32,-0.0101,C1,2.167,2.167,1.0,confirm_add,0.0147
002299,2024-03-11,B,14.87,0.69,0.0139,C1,-0.744,-0.372,0.5,reject_half,
600036,2024-03-11,A,27.73,1.02,0.0335,C1,0.133,0.133,1.0,direct_1r,
600085,2024-03-11,A,41.41,1.68,0.0381,C1,-0.402,-0.201,0.5,reject_half,
601066,2024-03-11,B,22.92,0.79,0.0266,C1,-1.0,-1.0,1.0,direct_1r,
601088,2024-03-11,B,34.12,1.78,-0.0003,C1,0.129,0.129,1.0,direct_1r,
601318,2024-03-11,S,38.22,1.38,0.0151,C1,-1.0,-1.0,1.0,direct_1r,
601808,2024-03-11,S,14.27,0.72,0.0386,C1,4.67,4.67,1.0,direct_1r,
601838,2024-03-11,A,11.64,0.56,0.0157,C1,0.158,0.158,1.0,direct_1r,
000975,2024-03-12,A,14.32,0.67,-0.0112,C1,6.32,6.32,1.0,direct_1r,
600674,2024-03-12,A,15.74,0.77,0.0132,C1,-0.14,-0.14,1.0,direct_1r,
601098,2024-03-12,A,10.58,0.5,0.0085,C1,0.896,0.896,1.0,direct_1r,
000338,2024-03-13,A,15.14,0.7,0.0288,C1,1.403,1.403,1.0,direct_1r,
002507,2024-03-13,A,12.77,0.63,-0.0086,C1,-1.0,-1.0,1.0,confirm_add,0.0072
600276,2024-03-13,B,43.52,2.28,0.0526,C1,0.008,0.008,1.0,confirm_add,0.0021
600750,2024-03-13,S,20.93,0.9,0.0316,C1,0.742,0.742,1.0,direct_1r,
600988,2024-03-13,B,13.14,0.7,0.0028,C1,10.718,10.718,1.0,confirm_add,0.046
000423,2024-03-14,S,54.21,2.42,-0.0016,C1,-1.0,-1.0,1.0,direct_1r,
002422,2024-03-14,B,25.12,1.22,-0.0079,C1,2.7,2.7,1.0,confirm_add,0.024
300498,2024-03-14,A,18.63,0.96,-0.0025,C1,-0.878,-0.439,0.5,reject_half,
300699,2024-03-14,B,26.11,1.34,0.0069,C1,0.305,0.305,1.0,direct_1r,
300979,2024-03-14,A,52.59,2.78,0.0592,C1,-1.0,-1.0,1.0,direct_1r,
600096,2024-03-14,A,15.92,0.66,0.0224,C1,3.178,3.178,1.0,direct_1r,
600111,2024-03-14,B,19.86,0.81,0.0095,C1,-1.0,-1.0,1.0,confirm_add,0.0209
600459,2024-03-14,A,14.05,0.55,0.0608,C1,0.836,0.418,0.5,reject_half,
600612,2024-03-14,A,62.26,1.82,0.0205,C1,6.838,6.838,1.0,direct_1r,
600660,2024-03-14,S,41.44,1.7,0.0172,C1,0.02,0.02,1.0,direct_1r,
603179,2024-03-14,B,30.63,1.49,-0.0067,C1,-1.0,-1.0,1.0,confirm_add,0.0119
603225,2024-03-14,B,13.05,0.55,0.0049,C1,2.574,2.574,1.0,confirm_add,0.0208
603568,2024-03-14,A,14.63,0.76,-0.0005,C1,0.684,0.684,1.0,confirm_add,0.0037
603816,2024-03-14,A,33.22,1.46,0.0091,C1,-1.0,-1.0,1.0,direct_1r,
603899,2024-03-14,A,32.28,1.56,0.0036,C1,-0.036,-0.036,1.0,confirm_add,0.0139
000408,2024-03-15,A,25.11,1.18,0.0006,C1,1.644,1.644,1.0,direct_1r,
002048,2024-03-15,A,11.97,0.53,0.0185,C1,0.142,0.071,0.5,reject_half,
300888,2024-03-15,S,34.68,1.76,0.034,C1,-0.464,-0.232,0.5,reject_half,
301219,2024-03-15,B,25.2,1.28,0.0288,C1,1.495,1.495,1.0,confirm_add,0.0077
600038,2024-03-15,A,37.16,1.71,0.0804,C1,1.863,0.931,0.5,reject_half,
600315,2024-03-15,A,18.61,0.9,0.0297,C1,-1.0,-1.0,1.0,confirm_add,0.0077
600323,2024-03-15,A,15.1,0.53,0.0079,C1,-0.504,-0.252,0.5,reject_half,
600801,2024-03-15,B,12.52,0.62,0.0242,C1,0.952,0.952,1.0,direct_1r,
600886,2024-03-15,A,13.98,0.67,0.0219,C1,0.599,0.599,1.0,direct_1r,
600887,2024-03-15,A,25.29,0.83,0.0101,C1,-1.0,-1.0,1.0,direct_1r,
603365,2024-03-15,B,13.41,0.6,0.0064,C1,2.047,2.047,1.0,direct_1r,
000538,2024-03-18,A,46.23,1.39,0.0301,C1,2.287,2.287,1.0,direct_1r,
000768,2024-03-18,A,21.75,1.1,-0.0013,C1,-1.0,-1.0,1.0,confirm_add,-0.0062
001872,2024-03-18,S,16.02,0.77,-0.0097,C1,1.809,1.809,1.0,direct_1r,
002032,2024-03-18,A,50.89,2.5,0.014,C1,0.075,0.075,1.0,direct_1r,
002078,2024-03-18,A,13.31,0.69,-0.0148,C1,2.189,2.189,1.0,direct_1r,
002299,2024-03-18,B,14.91,0.69,0.0223,C1,-1.0,-1.0,1.0,confirm_add,0.0425
600036,2024-03-18,A,27.63,1.09,0.0335,C1,0.853,0.853,1.0,direct_1r,
600118,2024-03-18,A,26.37,0.99,-0.0034,C1,-0.255,-0.127,0.5,reject_half,
600426,2024-03-18,A,19.58,0.96,-0.0241,C1,-1.0,-1.0,1.0,direct_1r,
600529,2024-03-18,S,26.1,1.36,-0.0295,C1,2.845,2.845,1.0,confirm_add,0.0052
600885,2024-03-18,B,18.76,0.89,-0.0089,C1,-0.147,-0.147,1.0,direct_1r,
600993,2024-03-18,S,22.41,1.19,0.0619,C1,1.38,1.38,1.0,direct_1r,
601088,2024-03-18,B,34.12,1.78,-0.0003,C1,0.981,0.981,1.0,direct_1r,
601717,2024-03-18,B,12.33,0.61,0.0625,C1,2.433,2.433,1.0,direct_1r,
601808,2024-03-18,S,14.27,0.72,0.0045,C1,5.909,5.909,1.0,direct_1r,
603187,2024-03-18,A,13.83,0.65,-0.0101,C1,-1.0,-1.0,1.0,confirm_add,0.0045
603195,2024-03-18,A,46.33,1.49,0.0081,C1,-1.0,-1.0,1.0,direct_1r,
603317,2024-03-18,A,11.21,0.54,0.0055,C1,0.978,0.978,1.0,confirm_add,0.0055
605222,2024-03-18,A,17.09,0.5,-0.0096,C1,-1.0,-1.0,1.0,confirm_add,0.0051
688006,2024-03-18,A,21.42,1.13,-0.024,C1,-1.0,-1.0,1.0,confirm_add,0.0078
000333,2024-03-19,B,56.02,2.44,0.0151,C1,1.814,1.814,1.0,direct_1r,
000951,2024-03-19,B,15.01,0.71,0.0061,C1,-1.0,-1.0,1.0,direct_1r,
000975,2024-03-19,A,14.32,0.67,-0.0121,C1,6.008,6.008,1.0,direct_1r,
000998,2024-03-19,B,13.71,0.6,-0.0044,C1,-1.0,-0.5,0.5,stop_half,
002142,2024-03-19,A,19.99,1.0,0.0458,C1,0.223,0.223,1.0,direct_1r,
002158,2024-03-19,B,19.4,0.78,0.0077,C1,-1.0,-0.5,0.5,stop_half,
002318,2024-03-19,B,20.79,0.97,-0.0089,C1,-1.0,-1.0,1.0,direct_1r,
002432,2024-03-19,A,39.98,1.07,0.0999,C1,-1.0,-1.0,1.0,confirm_add,0.0624
002847,2024-03-19,B,46.63,1.98,0.1,C1,1.747,1.747,1.0,direct_1r,
600060,2024-03-19,B,21.89,1.08,0.0669,C1,2.001,2.001,1.0,direct_1r,
600312,2024-03-19,A,13.95,0.58,-0.0116,C1,-0.45,-0.225,0.5,reject_half,
600406,2024-03-19,S,23.18,1.16,0.0078,C1,0.871,0.871,1.0,direct_1r,
600674,2024-03-19,A,15.23,0.62,0.0148,C1,0.962,0.962,1.0,direct_1r,
601019,2024-03-19,B,9.62,0.5,0.0153,C1,-0.052,-0.052,1.0,direct_1r,
601098,2024-03-19,B,10.58,0.5,0.0086,C1,1.556,1.556,1.0,direct_1r,
601163,2024-03-19,S,14.78,0.61,0.0133,C1,2.491,2.491,1.0,direct_1r,
002001,2024-03-20,A,16.2,0.55,0.0155,C1,-0.126,-0.126,1.0,direct_1r,
002034,2024-03-20,A,13.21,0.59,-0.0063,C1,-0.446,-0.223,0.5,reject_half,
002128,2024-03-20,A,14.94,0.76,0.0447,C1,3.828,3.828,1.0,direct_1r,
002601,2024-03-20,A,17.73,0.84,0.0269,C1,1.273,1.273,1.0,direct_1r,
600141,2024-03-20,A,17.68,0.83,0.0368,C1,2.948,2.948,1.0,direct_1r,
600276,2024-03-20,B,43.52,2.28,0.0,C1,-1.0,-1.0,1.0,confirm_add,0.0066
600309,2024-03-20,S,75.11,2.77,0.0226,C1,2.434,2.434,1.0,direct_1r,
600362,2024-03-20,A,18.46,0.69,0.004,C1,9.518,9.518,1.0,direct_1r,
600750,2024-03-20,B,19.99,0.74,0.0306,C1,5.827,5.827,1.0,direct_1r,
600988,2024-03-20,B,13.14,0.7,0.0159,C1,8.332,8.332,1.0,confirm_add,-0.0102
601058,2024-03-20,A,13.65,0.68,0.0203,C1,3.434,3.434,1.0,direct_1r,
601231,2024-03-20,A,14.19,0.72,-0.016,C1,-1.0,-0.5,0.5,stop_half,
603690,2024-03-20,A,26.96,1.02,0.0037,C1,-1.0,-1.0,1.0,confirm_add,0.0185
688399,2024-03-20,S,25.14,1.04,0.0184,C1,3.468,3.468,1.0,direct_1r,
002597,2024-03-21,A,17.73,0.71,-0.0112,C1,4.22,4.22,1.0,confirm_add,-0.0253
300138,2024-03-21,B,11.22,0.59,-0.0178,C1,-1.0,-1.0,1.0,direct_1r,
300498,2024-03-21,S,18.63,0.96,-0.0025,C1,-0.878,-0.439,0.5,reject_half,
300699,2024-03-21,B,26.11,1.34,0.0258,C1,0.864,0.864,1.0,direct_1r,
300979,2024-03-21,A,52.59,2.78,0.0269,C1,2.472,2.472,1.0,direct_1r,
600031,2024-03-21,A,13.49,0.62,0.0473,C1,1.593,1.593,1.0,direct_1r,
600096,2024-03-21,A,16.96,0.68,0.0175,C1,1.201,1.201,1.0,direct_1r,
600332,2024-03-21,A,27.67,1.32,0.0177,C1,0.879,0.879,1.0,direct_1r,
600459,2024-03-21,A,14.05,0.55,-0.0184,C1,-0.178,-0.089,0.5,reject_half,
600479,2024-03-21,A,9.79,0.5,0.0139,C1,1.482,1.482,1.0,direct_1r,
600660,2024-03-21,A,40.42,1.86,0.0356,C1,0.729,0.729,1.0,direct_1r,
600685,2024-03-21,A,26.11,1.04,0.015,C1,-1.0,-1.0,1.0,direct_1r,
600690,2024-03-21,B,22.7,1.11,0.0547,C1,3.277,3.277,1.0,direct_1r,
600741,2024-03-21,A,14.87,0.5,0.0557,C1,1.182,1.182,1.0,direct_1r,
601233,2024-03-21,B,14.03,0.71,0.0085,C1,-1.0,-1.0,1.0,direct_1r,
603225,2024-03-21,B,13.05,0.55,-0.005,C1,-0.167,-0.084,0.5,reject_half,
603899,2024-03-21,A,33.72,1.65,0.0784,C1,-1.0,-1.0,1.0,direct_1r,
000333,2024-03-26,B,56.02,2.44,0.0151,C1,1.191,1.191,1.0,direct_1r,
000975,2024-03-26,B,14.32,0.67,0.0121,C1,4.788,4.788,1.0,direct_1r,
002142,2024-03-26,A,19.28,0.84,0.0431,C1,-1.0,-1.0,1.0,direct_1r,
002318,2024-03-26,B,20.6,0.95,0.0203,C1,0.092,0.092,1.0,direct_1r,
600060,2024-03-26,B,21.29,0.94,0.0137,C1,-1.0,-1.0,1.0,direct_1r,
600123,2024-03-26,B,11.38,0.52,0.0089,C1,-1.0,-1.0,1.0,direct_1r,
600312,2024-03-26,A,13.93,0.71,0.0713,C1,1.221,1.221,1.0,direct_1r,
600406,2024-03-26,A,23.17,0.74,0.0078,C1,0.287,0.287,1.0,direct_1r,
600674,2024-03-26,A,15.54,0.66,0.0313,C1,0.027,0.027,1.0,direct_1r,
601163,2024-03-26,A,14.62,0.57,0.0191,C1,2.852,2.852,1.0,direct_1r,
000423,2024-03-28,B,54.45,2.61,0.0273,C1,1.968,1.968,1.0,direct_1r,
000581,2024-03-28,A,14.83,0.78,0.0176,C1,1.115,1.115,1.0,direct_1r,
002007,2024-03-28,B,18.08,0.66,0.0182,C1,-1.0,-1.0,1.0,direct_1r,
002126,2024-03-28,A,18.5,0.86,-0.0066,C1,-1.0,-1.0,1.0,direct_1r,
300138,2024-03-28,A,11.22,0.59,0.0281,C1,-1.0,-1.0,1.0,direct_1r,
300498,2024-03-28,A,18.42,0.9,0.025,C1,-0.316,-0.158,0.5,reject_half,
300979,2024-03-28,A,52.36,2.71,0.0267,C1,2.002,2.002,1.0,direct_1r,
600031,2024-03-28,A,13.49,0.6,0.009,C1,2.89,2.89,1.0,direct_1r,
600096,2024-03-28,B,16.58,0.79,0.0174,C1,1.624,1.624,1.0,direct_1r,
600298,2024-03-28,A,28.58,1.34,0.0182,C1,-0.684,-0.342,0.5,reject_half,
600332,2024-03-28,A,26.62,0.88,0.0104,C1,2.791,2.791,1.0,direct_1r,
600346,2024-03-28,A,12.59,0.54,0.0182,C1,2.938,2.938,1.0,direct_1r,
600459,2024-03-28,B,14.84,0.74,0.0272,C1,-1.0,-1.0,1.0,direct_1r,
600598,2024-03-28,A,11.24,0.56,0.0244,C1,0.748,0.748,1.0,direct_1r,
600660,2024-03-28,A,39.8,1.75,0.0356,C1,2.721,2.721,1.0,direct_1r,
600741,2024-03-28,A,14.57,0.56,0.0152,C1,-0.25,-0.25,1.0,confirm_add,0.0557
601607,2024-03-28,A,16.33,0.56,0.0408,C1,-1.0,-1.0,1.0,direct_1r,
601966,2024-03-28,B,20.05,0.78,0.0019,C1,1.425,1.425,1.0,direct_1r,
603179,2024-03-28,A,32.42,1.68,0.0636,C1,0.55,0.55,1.0,direct_1r,
603568,2024-03-28,A,14.63,0.65,0.0256,C1,4.057,4.057,1.0,direct_1r,
603638,2024-03-28,A,16.38,0.74,0.0298,C1,0.183,0.183,1.0,direct_1r,
603899,2024-03-28,A,33.59,1.64,0.0784,C1,-1.0,-1.0,1.0,direct_1r,
000408,2024-03-29,A,28.28,1.48,0.0051,C1,-1.0,-1.0,1.0,direct_1r,
002223,2024-03-29,A,32.12,1.17,0.0102,C1,3.194,3.194,1.0,direct_1r,
300433,2024-03-29,A,12.22,0.63,0.0396,C1,2.249,2.249,1.0,direct_1r,
600038,2024-03-29,B,37.16,1.71,-0.0124,C1,2.3,2.3,1.0,direct_1r,
600150,2024-03-29,B,34.64,1.46,0.0122,C1,0.665,0.665,1.0,direct_1r,
600323,2024-03-29,A,14.93,0.79,0.0097,C1,2.373,2.373,1.0,direct_1r,
600487,2024-03-29,B,13.03,0.57,0.0114,C1,-1.0,-1.0,1.0,direct_1r,
600585,2024-03-29,A,20.08,0.58,0.0496,C1,0.561,0.561,1.0,confirm_add,-0.0066
600803,2024-03-29,A,16.65,0.81,0.0347,C1,-1.0,-1.0,1.0,direct_1r,
600886,2024-03-29,B,13.76,0.56,0.002,C1,1.483,1.483,1.0,direct_1r,
600887,2024-03-29,A,25.08,0.91,0.0113,C1,-0.098,-0.049,0.5,no_confirm_space,
600989,2024-03-29,A,14.85,0.54,0.03,C1,1.041,1.041,1.0,direct_1r,
603858,2024-03-29,B,16.43,0.7,0.0233,C1,-1.0,-1.0,1.0,direct_1r,
000538,2024-04-01,A,45.45,1.67,0.0223,C1,3.089,3.089,1.0,direct_1r,
000768,2024-04-01,A,21.63,1.13,0.0253,C1,0.293,0.293,1.0,direct_1r,
001203,2024-04-01,A,9.57,0.5,0.0101,C1,1.895,1.895,1.0,direct_1r,
001308,2024-04-01,B,26.22,1.18,0.0107,C1,-1.0,-1.0,1.0,direct_1r,
001872,2024-04-01,A,15.96,0.81,-0.0171,C1,1.749,1.749,1.0,direct_1r,
002032,2024-04-01,A,48.44,2.34,-0.0167,C1,1.299,1.299,1.0,direct_1r,
002039,2024-04-01,A,15.47,0.68,0.0569,C1,1.492,1.492,1.0,direct_1r,
002078,2024-04-01,A,13.36,0.61,0.0122,C1,2.409,2.409,1.0,direct_1r,
002299,2024-04-01,A,14.99,0.77,-0.0048,C1,-1.0,-1.0,1.0,direct_1r,
002311,2024-04-01,A,42.36,2.19,0.0241,C1,2.268,2.268,1.0,direct_1r,
002430,2024-04-01,A,27.61,1.12,-0.002,C1,-1.0,-1.0,1.0,direct_1r,
002493,2024-04-01,A,10.85,0.54,0.0089,C1,0.656,0.656,1.0,direct_1r,
002984,2024-04-01,S,21.23,1.1,-0.0078,C1,4.027,4.027,1.0,direct_1r,
003009,2024-04-01,A,45.17,1.81,-0.018,C1,-1.0,-1.0,1.0,direct_1r,
600036,2024-04-01,A,28.23,1.07,-0.0028,C1,1.575,1.575,1.0,direct_1r,
600285,2024-04-01,B,19.12,0.98,0.0047,C1,4.133,4.133,1.0,direct_1r,
600426,2024-04-01,S,18.2,0.91,-0.0186,C1,4.473,4.473,1.0,direct_1r,
600739,2024-04-01,A,10.17,0.5,0.0068,C1,-1.0,-1.0,1.0,direct_1r,
600760,2024-04-01,A,36.05,1.19,0.0465,C1,1.31,1.31,1.0,direct_1r,
600893,2024-04-01,B,34.25,1.75,0.0115,C1,0.212,0.212,1.0,direct_1r,
600993,2024-04-01,A,21.0,0.72,0.0346,C1,8.038,8.038,1.0,direct_1r,
601066,2024-04-01,A,21.75,0.69,-0.009,C1,-1.0,-1.0,1.0,direct_1r,
601088,2024-04-01,B,33.83,1.77,0.0138,C1,0.014,0.014,1.0,direct_1r,
601166,2024-04-01,A,14.19,0.52,0.0189,C1,0.158,0.158,1.0,direct_1r,
601318,2024-04-01,A,36.28,0.86,-0.0061,C1,-1.0,-1.0,1.0,direct_1r,
601688,2024-04-01,A,13.42,0.61,0.0007,C1,-1.0,-1.0,1.0,direct_1r,
601788,2024-04-01,B,16.07,0.62,0.0623,C1,-0.003,-0.003,1.0,direct_1r,
603195,2024-04-01,A,46.62,1.92,0.0078,C1,4.31,4.31,1.0,direct_1r,
603317,2024-04-01,A,11.55,0.59,0.0194,C1,1.663,1.663,1.0,direct_1r,
000333,2024-04-02,B,56.02,2.44,0.0072,C1,2.204,2.204,1.0,direct_1r,
002142,2024-04-02,A,19.56,1.0,-0.0253,C1,-1.0,-1.0,1.0,direct_1r,
002318,2024-04-02,B,20.48,1.04,0.0203,C1,2.234,2.234,1.0,direct_1r,
002415,2024-04-02,A,30.34,1.04,0.0234,C1,0.497,0.497,1.0,direct_1r,
002884,2024-04-02,S,16.07,0.83,0.0267,C1,3.978,3.978,1.0,direct_1r,
600196,2024-04-02,A,22.59,0.85,0.0004,C1,-1.0,-1.0,1.0,direct_1r,
600312,2024-04-02,B,13.93,0.71,0.0713,C1,0.05,0.05,1.0,direct_1r,
600406,2024-04-02,A,23.19,1.04,0.0078,C1,-1.0,-1.0,1.0,direct_1r,
600674,2024-04-02,A,15.56,0.54,0.0313,C1,-0.707,-0.707,1.0,direct_1r,
601163,2024-04-02,A,14.48,0.52,0.0133,C1,2.248,2.248,1.0,direct_1r,
601702,2024-04-02,A,17.83,0.85,0.0027,C1,2.259,2.259,1.0,direct_1r,
000028,2024-04-03,A,26.33,1.19,-0.0337,C1,4.133,4.133,1.0,direct_1r,
000513,2024-04-03,A,34.3,1.23,0.0369,C1,-1.0,-1.0,1.0,direct_1r,
000651,2024-04-03,B,34.13,1.61,-0.0198,C1,-1.0,-1.0,1.0,direct_1r,
000792,2024-04-03,A,16.6,0.8,-0.0042,C1,1.862,1.862,1.0,direct_1r,
002001,2024-04-03,A,15.76,0.66,0.0378,C1,3.442,3.442,1.0,direct_1r,
002028,2024-04-03,B,59.32,2.73,0.051,C1,2.896,2.896,1.0,direct_1r,
002128,2024-04-03,B,14.68,0.7,0.0062,C1,5.786,5.786,1.0,direct_1r,
002179,2024-04-03,A,33.3,1.32,0.032,C1,0.247,0.247,1.0,direct_1r,
002601,2024-04-03,B,17.24,0.61,-0.0115,C1,4.72,4.72,1.0,direct_1r,
600104,2024-04-03,A,14.57,0.52,-0.0026,C1,-1.0,-1.0,1.0,direct_1r,
600276,2024-04-03,B,46.36,1.95,0.0217,C1,-0.268,-0.268,1.0,direct_1r,
600372,2024-04-03,A,12.01,0.59,0.019,C1,0.229,0.229,1.0,direct_1r,
600750,2024-04-03,A,21.56,1.12,0.0222,C1,1.556,1.556,1.0,direct_1r,
600999,2024-04-03,A,13.24,0.55,0.0135,C1,0.55,0.55,1.0,direct_1r,
601058,2024-04-03,B,13.58,0.72,-0.0204,C1,2.169,2.169,1.0,direct_1r,
601126,2024-04-03,B,15.47,0.74,0.0315,C1,-0.3,-0.3,1.0,direct_1r,
603102,2024-04-03,A,35.1,1.44,0.0059,C1,-1.0,-1.0,1.0,direct_1r,
002223,2024-04-09,A,32.39,1.21,0.0055,C1,3.64,3.64,1.0,direct_1r,
002768,2024-04-09,A,13.66,0.63,-0.02,C1,-1.0,-1.0,1.0,direct_1r,
002831,2024-04-09,A,16.47,0.83,0.0159,C1,1.587,1.587,1.0,direct_1r,
002832,2024-04-09,A,26.84,1.41,-0.0113,C1,-0.305,-0.305,1.0,direct_1r,
600038,2024-04-09,B,37.16,1.71,0.0043,C1,4.064,4.064,1.0,direct_1r,
600150,2024-04-09,B,34.64,1.46,-0.0064,C1,1.661,1.661,1.0,direct_1r,
600258,2024-04-09,S,14.22,0.54,0.031,C1,-1.0,-1.0,1.0,direct_1r,
600323,2024-04-09,A,14.93,0.79,-0.0017,C1,2.546,2.546,1.0,direct_1r,
600487,2024-04-09,B,13.03,0.57,0.0114,C1,-1.0,-1.0,1.0,direct_1r,
600585,2024-04-09,A,20.05,0.55,0.0496,C1,2.697,2.697,1.0,confirm_add,-0.0066
600801,2024-04-09,A,12.32,0.57,-0.0099,C1,1.465,1.465,1.0,direct_1r,
600803,2024-04-09,S,16.54,0.81,0.0347,C1,-1.0,-1.0,1.0,direct_1r,
600886,2024-04-09,B,13.81,0.55,0.0219,C1,0.741,0.741,1.0,direct_1r,
600887,2024-04-09,A,24.87,0.96,0.01,C1,0.298,0.149,0.5,reject_half,
600970,2024-04-09,B,9.97,0.51,0.0026,C1,2.585,2.585,1.0,direct_1r,
600989,2024-04-09,A,14.85,0.54,0.003,C1,1.884,1.884,1.0,direct_1r,
601877,2024-04-09,A,19.09,1.0,0.0213,C1,0.47,0.47,1.0,direct_1r,
603233,2024-04-09,B,19.82,0.87,-0.0222,C1,-1.0,-0.5,0.5,stop_half,
000333,2024-04-11,B,57.89,2.25,0.022,C1,1.459,1.459,1.0,direct_1r,
