start,trough,end,peak,trough_val,depth_pct,trough_days
2011-11-28,2012-05-25,2011-11-28,9103.9,8361.9,-8.2,179
2013-05-20,2014-06-24,2013-05-20,9725.0,9188.8,-5.5,400
2014-12-08,2014-12-09,2014-12-08,13559.3,12538.0,-7.5,1
2015-01-28,2015-02-10,2015-01-28,13959.6,13217.1,-5.3,13
2017-01-09,2017-05-11,2017-01-09,19333.5,17445.6,-9.8,122
2017-11-21,2017-11-27,2017-11-21,22203.3,21038.9,-5.2,6
2018-01-09,2018-02-06,2018-01-09,22420.3,21095.0,-5.9,28
2020-02-26,2020-03-19,2020-02-26,28131.2,25769.9,-8.4,22
2026-02-11,2026-03-31,2026-02-11,53021.9,50173.2,-5.4,48
