start,trough,end,peak,trough_val,depth_pct,trough_days
2019-04-12,2019-11-14,2019-04-12,10198.4,9289.0,-8.9,216
2020-02-26,2020-03-18,2020-02-26,11989.2,10319.4,-13.9,21
2021-10-08,2021-10-29,2021-10-08,16464.9,15436.2,-6.2,21
2022-01-06,2022-06-13,2022-01-06,18136.3,17189.3,-5.2,158
2023-07-04,2023-08-23,2023-07-04,23083.3,21858.2,-5.3,50
2024-01-04,2024-09-13,2024-01-04,26093.0,24754.3,-5.1,253
