mode,code,date,grade,PT,TY,DN,DL,LK,SF,close,trigger,stop,risk,prbook_warn,triggered_5d,entry_5d,exit_5d,exit_date_5d,stopped_5d,r_5d,triggered_10d,entry_10d,exit_10d,exit_date_10d,stopped_10d,r_10d,triggered_20d,entry_20d,exit_20d,exit_date_20d,stopped_20d,r_20d
prebreak,600727,2000-05-17,S,S,A,C,S,S,A,13.8919,13.21,12.57,0.64,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,000682,2000-12-01,S,S,A,C,S,S,A,15.7715,14.17,13.57,0.6,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,600076,2001-01-16,S,S,A,C,S,S,A,11.3986,11.85,11.24,0.61,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,600207,2001-03-28,S,S,A,C,S,S,A,16.8095,16.86,16.12,0.74,,1,16.86,16.4525,2001-04-04,0,-0.5676,1,16.86,16.12,2001-04-06,1,-1.0167,1,16.86,16.12,2001-04-06,1,-1.0167
prebreak,600062,2009-09-01,S,S,A,C,S,S,A,10.8453,11.2,10.62,0.58,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,600486,2009-11-19,S,S,A,C,S,S,A,10.7133,10.12,9.6,0.52,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,600600,2009-12-10,S,S,A,C,S,S,A,27.737,28.67,27.18,1.49,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,28.67,28.67,2010-01-22,1,-0.0146
prebreak,000869,2010-02-26,S,S,A,C,S,S,A,40.7983,41.52,39.91,1.61,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,600875,2010-04-20,S,S,A,C,S,S,A,19.6364,18.27,17.48,0.79,,1,18.27,20.9683,2010-04-27,0,3.3959,1,18.27,20.5366,2010-05-05,0,2.8497,1,18.27,18.27,2010-05-12,1,-0.0176
prebreak,601628,2010-04-20,S,S,A,C,S,S,A,20.7466,21.97,21.01,0.96,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,601628,2010-05-19,S,S,A,C,S,S,A,18.5667,20.19,19.32,0.87,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,600150,2010-05-21,S,S,A,C,S,S,A,28.8019,30.23,29.03,1.2,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,600685,2010-05-24,S,S,A,C,S,S,A,15.156,16.8,16.23,0.57,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,601628,2010-05-26,S,S,A,C,S,S,A,18.1458,20.19,19.32,0.87,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,601628,2010-06-02,S,S,A,C,S,S,A,18.1533,18.83,17.93,0.9,,0,0.0,0.0,,0,0.0,1,18.83,18.9876,2010-06-22,0,0.1592,1,18.83,17.93,2010-07-12,1,-1.0153
prebreak,600150,2010-06-04,S,S,A,C,S,S,A,28.7255,29.28,27.88,1.4,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,600150,2010-06-11,S,S,A,C,S,S,A,28.2894,28.83,27.74,1.09,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,600054,2010-08-05,S,S,A,C,S,S,A,11.486,11.51,11.01,0.5,,1,11.51,12.1582,2010-08-12,0,1.2781,1,11.51,12.2277,2010-08-19,0,1.4171,1,11.51,12.0365,2010-09-16,0,1.0349
prebreak,600600,2010-08-09,S,S,A,C,S,S,A,28.1021,28.01,26.57,1.44,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,600150,2010-09-02,S,S,A,C,S,S,A,27.7664,27.82,26.41,1.41,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,601088,2010-09-08,S,S,A,C,S,S,A,9.2076,9.39,8.89,0.5,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,9.39,10.3742,2010-11-12,0,1.9529
prebreak,601628,2010-11-19,S,S,A,C,S,S,A,17.9743,20.53,19.48,1.05,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,002028,2011-02-15,S,S,A,C,S,S,A,12.0084,11.85,11.32,0.53,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,002028,2011-03-01,S,S,A,C,S,S,A,12.0441,12.18,11.64,0.54,,1,12.18,12.1613,2011-03-04,0,-0.0517,1,12.18,12.1613,2011-03-04,0,-0.0517,1,12.18,12.1613,2011-03-04,0,-0.0517
prebreak,000668,2011-03-07,S,S,A,C,S,S,A,12.4006,11.93,11.36,0.57,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,002028,2011-03-08,S,S,A,C,S,S,A,12.2174,12.51,11.86,0.65,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,600600,2011-04-07,S,S,A,C,S,S,A,25.273,25.39,24.34,1.05,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,600600,2011-04-14,S,S,A,C,S,S,A,26.0138,26.21,25.05,1.16,,0,0.0,0.0,,0,0.0,1,26.21,25.9823,2011-04-28,0,-0.2134,1,26.21,26.21,2011-06-17,1,-0.0172
prebreak,600561,2011-04-18,S,S,A,C,S,S,A,11.4396,11.9,11.34,0.56,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,600138,2011-04-29,S,S,A,C,S,S,A,8.8979,9.95,9.43,0.52,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,600138,2011-05-09,S,S,A,C,S,S,A,8.783,9.95,9.43,0.52,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,600600,2011-06-21,S,S,A,C,S,S,A,26.3527,28.08,26.59,1.49,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,600600,2011-07-05,S,S,A,C,S,S,A,27.8106,27.44,26.28,1.16,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,600859,2011-07-13,S,S,A,C,S,S,A,25.162,23.72,22.73,0.99,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
prebreak,000568,2011-07-14,S,S,A,C,S,S,A,30.0422,29.06,27.79,1.27,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0
