mode,code,date,grade,PT,TY,DN,DL,LK,SF,close,trigger,stop,risk,prbook_warn,triggered_5d,entry_5d,exit_5d,exit_date_5d,stopped_5d,r_5d,triggered_10d,entry_10d,exit_10d,exit_date_10d,stopped_10d,r_10d,triggered_20d,entry_20d,exit_20d,exit_date_20d,stopped_20d,r_20d,vol_ratio,mom20,_d
prebreak,605177,2022-01-17,S,S,A,C,S,S,A,31.1361,27.04,25.83,1.21,,1,27.04,25.83,2022-01-24,1,-1.0164,1,27.04,25.83,2022-01-24,1,-1.0164,1,27.04,25.83,2022-01-24,1,-1.0164,4.3502,0.0822062461247683,2022-01-17
prebreak,002315,2022-01-19,S,S,A,C,S,S,A,11.2757,11.3,10.73,0.57,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,11.3,11.1423,2022-02-23,0,-0.2916,1.5963,0.0038497291455974,2022-01-19
prebreak,002315,2022-01-26,S,S,A,C,S,S,A,10.5638,11.3,10.73,0.57,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,11.3,11.1423,2022-02-23,0,-0.2916,1.5963,0.0038497291455974,2022-01-26
prebreak,601952,2022-01-28,S,S,A,C,S,S,A,9.3393,11.06,10.5,0.56,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,11.06,11.6807,2022-03-04,0,1.0927,3.0042,0.1742844961334715,2022-01-28
prebreak,603955,2022-02-08,S,S,A,C,S,S,A,13.9101,13.93,13.27,0.66,,1,13.93,15.8473,2022-02-15,0,2.8872,1,13.93,15.5178,2022-02-22,0,2.3882,1,13.93,15.5577,2022-03-08,0,2.4487,1.7519,0.0402631222402514,2022-02-08
prebreak,002315,2022-02-09,S,S,A,C,S,S,A,10.9007,11.3,10.73,0.57,,0,0.0,0.0,,0,0.0,1,11.3,11.1423,2022-02-23,0,-0.2916,1,11.3,11.1423,2022-02-23,0,-0.2916,1.5963,0.0038497291455974,2022-02-09
prebreak,000028,2022-02-14,S,S,A,C,S,S,A,21.3249,21.9,21.09,0.81,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,21.9,21.09,2022-03-08,1,-1.0199,2.3291,0.0491399242279433,2022-02-14
prebreak,002315,2022-02-16,S,S,A,C,S,S,A,10.9325,11.23,10.65,0.58,,1,11.23,11.1423,2022-02-23,0,-0.1659,1,11.23,11.1423,2022-02-23,0,-0.1659,1,11.23,11.1423,2022-02-23,0,-0.1659,1.5963,-0.0023688089995521,2022-02-16
prebreak,002373,2022-02-17,S,S,A,C,S,S,A,13.5333,14.21,13.53,0.68,,1,14.21,13.7707,2022-02-24,0,-0.6615,1,14.21,13.6124,2022-03-03,0,-0.8942,1,14.21,13.53,2022-03-04,1,-1.0153,1.5348,-0.0908805327395054,2022-02-17
prebreak,600621,2022-02-28,S,S,A,C,S,S,A,11.7569,12.39,11.85,0.54,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,12.39,11.85,2022-03-24,1,-1.0168,4.8026,0.0152166024789079,2022-02-28
prebreak,605100,2022-02-28,S,S,A,C,S,S,A,12.7695,11.56,10.95,0.61,,1,11.56,12.5716,2022-03-03,0,1.643,1,11.56,12.5716,2022-03-03,0,1.643,1,11.56,12.5716,2022-03-03,0,1.643,2.7972,0.0690019688920138,2022-02-28
prebreak,002977,2022-03-01,S,S,A,C,S,S,A,41.5253,41.69,39.89,1.8,,1,41.69,40.8784,2022-03-04,0,-0.4682,1,41.69,40.8784,2022-03-04,0,-0.4682,1,41.69,40.8784,2022-03-04,0,-0.4682,1.5976,-0.0141597667027907,2022-03-01
prebreak,600776,2022-03-02,S,S,A,C,S,S,A,10.7261,10.97,10.47,0.5,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,10.97,10.47,2022-03-25,1,-1.016,5.7474,0.0340319907527539,2022-03-02
prebreak,600729,2022-03-31,S,S,A,C,S,S,A,19.0417,19.31,18.48,0.83,,1,19.31,18.8813,2022-04-11,0,-0.5339,1,19.31,18.48,2022-04-12,1,-1.0171,1,19.31,18.48,2022-04-12,1,-1.0171,1.7593,0.0137043134921035,2022-03-31
prebreak,600419,2022-04-18,S,S,A,C,S,S,A,13.2784,13.33,12.79,0.54,,1,13.33,12.79,2022-04-22,1,-1.0181,1,13.33,12.79,2022-04-22,1,-1.0181,1,13.33,12.79,2022-04-22,1,-1.0181,1.7024,0.0661949420124339,2022-04-18
prebreak,600848,2022-04-18,S,S,A,C,S,S,A,12.303,12.69,12.02,0.67,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,12.69,12.02,2022-05-17,1,-1.0138,2.2697,0.0021938243844794,2022-04-18
prebreak,000651,2022-05-30,S,S,A,C,S,S,A,24.3807,24.96,23.96,1.0,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,24.96,25.6135,2022-06-28,0,0.6341,2.3732,-0.0228839753949887,2022-05-30
prebreak,600674,2022-06-06,S,S,A,C,S,S,A,10.2673,10.61,10.11,0.5,,1,10.61,10.3548,2022-06-13,0,-0.5262,1,10.61,10.4772,2022-06-14,0,-0.2815,1,10.61,10.4772,2022-06-14,0,-0.2815,1.8632,0.0929559036716012,2022-06-06
prebreak,600674,2022-06-13,S,S,A,C,S,S,A,10.3548,10.65,10.11,0.54,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,10.65,11.859,2022-07-11,0,2.2226,1.5958,0.0417063985872743,2022-06-13
prebreak,002311,2022-07-08,S,S,A,C,S,S,A,57.6462,57.76,55.22,2.54,,1,57.76,56.7217,2022-07-13,0,-0.4258,1,57.76,56.7217,2022-07-13,0,-0.4258,1,57.76,56.7217,2022-07-13,0,-0.4258,2.0831,0.0394962760073667,2022-07-08
prebreak,603768,2022-07-27,S,S,A,C,S,S,A,17.2197,16.15,15.3,0.85,,1,16.15,18.6137,2022-08-03,0,2.8822,1,16.15,23.6599,2022-08-10,0,8.8151,1,16.15,25.2208,2022-08-24,0,10.6504,3.4196,0.0345222938710645,2022-07-27
prebreak,600419,2022-08-05,S,S,A,C,S,S,A,11.3947,12.41,11.91,0.5,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,12.41,13.3115,2022-09-02,0,1.783,4.8954,0.0362803943025877,2022-08-05
prebreak,002916,2022-10-20,S,S,A,C,S,S,A,56.3945,57.77,55.15,2.62,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,57.77,57.0208,2022-11-08,0,-0.3025,1.5557,0.037401447468814,2022-10-20
prebreak,600332,2022-10-27,S,S,A,C,S,S,A,25.0279,24.99,23.84,1.15,,1,24.99,24.733,2022-11-03,0,-0.2398,1,24.99,24.9743,2022-11-04,0,-0.0302,1,24.99,24.9743,2022-11-04,0,-0.0302,2.5235,0.0856994787777936,2022-10-27
prebreak,603043,2022-10-31,S,S,A,C,S,S,A,18.3351,20.15,19.45,0.7,,1,20.15,20.6742,2022-11-07,0,0.7265,1,20.15,20.9441,2022-11-14,0,1.1118,1,20.15,19.45,2022-11-23,1,-1.0212,1.7797,0.0222439633065709,2022-10-31
prebreak,000651,2022-11-02,S,S,A,C,S,S,A,24.1276,25.26,24.12,1.14,,0,0.0,0.0,,0,0.0,1,25.26,25.9076,2022-11-16,0,0.5509,1,25.26,26.2669,2022-11-30,0,0.8658,1.5706,-0.0448638291991959,2022-11-02
prebreak,600977,2022-11-03,S,S,A,C,S,S,A,10.8442,10.4,9.9,0.5,,1,10.4,10.9626,2022-11-10,0,1.1086,1,10.4,11.9592,2022-11-17,0,3.1005,1,10.4,13.311,2022-12-01,0,5.8025,1.8006,0.0614174051703266,2022-11-03
prebreak,600585,2022-11-04,S,S,A,C,S,S,A,21.5356,24.29,23.09,1.2,,0,0.0,0.0,,0,0.0,1,24.29,23.7814,2022-11-17,0,-0.439,1,24.29,23.7814,2022-11-17,0,-0.439,2.2908,0.0213874621936243,2022-11-04
prebreak,603369,2022-11-08,S,S,A,C,S,S,A,37.7311,40.71,39.12,1.59,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,40.71,41.0808,2022-12-06,0,0.2136,2.1051,0.0789499048404418,2022-11-08
prebreak,600332,2022-11-10,S,S,A,C,S,S,A,25.9571,25.63,24.49,1.14,,1,25.63,26.5111,2022-11-17,0,0.7554,1,25.63,25.832,2022-11-24,0,0.16,1,25.63,29.0666,2022-12-08,0,2.9956,2.0435,0.0619724587859404,2022-11-10
prebreak,601601,2022-12-02,S,S,A,C,S,S,A,20.6921,20.19,19.21,0.98,,1,20.19,21.9328,2022-12-09,0,1.7616,1,20.19,21.4382,2022-12-16,0,1.2572,1,20.19,21.2734,2022-12-30,0,1.0891,1.5496,0.0788719608073773,2022-12-02
prebreak,000028,2022-12-07,S,S,A,C,S,S,A,24.7899,22.47,21.45,1.02,,1,22.47,23.8377,2022-12-14,0,1.3233,1,22.47,21.9527,2022-12-21,0,-0.5236,1,22.47,21.45,2022-12-23,1,-1.0161,2.7264,0.0709662940372901,2022-12-07
prebreak,688981,2022-12-09,S,S,A,C,S,S,A,42.16,42.4,40.71,1.69,,1,42.4,43.0,2022-12-16,0,0.3357,1,42.4,41.06,2022-12-23,0,-0.8115,1,42.4,40.71,2022-12-29,1,-1.0184,2.4285,-0.0018832391713746,2022-12-09
prebreak,002365,2022-12-26,S,S,A,C,S,S,A,10.3292,11.45,10.93,0.52,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,11.45,11.2253,2023-01-31,0,-0.4485,2.1277,0.0156557404861561,2022-12-26
prebreak,603213,2022-12-26,S,S,A,C,S,S,A,12.4585,12.55,11.94,0.61,,1,12.55,12.0456,2022-12-29,0,-0.842,1,12.55,12.0456,2022-12-29,0,-0.842,1,12.55,12.0456,2022-12-29,0,-0.842,2.2798,0.047338627922419,2022-12-26
prebreak,000998,2022-12-27,S,S,A,C,S,S,A,15.8228,16.38,15.69,0.69,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,16.38,17.6861,2023-02-01,0,1.8736,2.5617,0.0057604184027366,2022-12-27
prebreak,603213,2023-01-03,S,S,A,C,S,S,A,12.1174,12.55,11.94,0.61,,1,12.55,14.2177,2023-01-10,0,2.7166,1,12.55,13.7869,2023-01-17,0,2.0108,1,12.55,14.8191,2023-02-07,0,3.7019,2.8251,0.0349349136020944,2023-01-03
prebreak,600406,2023-01-04,S,S,A,C,S,S,A,18.4353,19.48,18.52,0.96,,1,19.48,19.7783,2023-01-11,0,0.2951,1,19.48,20.6253,2023-01-18,0,1.1768,1,19.48,19.908,2023-02-08,0,0.4302,2.3133,-0.0329904255459219,2023-01-04
prebreak,002230,2023-01-09,S,S,A,C,S,S,A,33.7559,34.29,32.49,1.8,,1,34.29,34.8864,2023-01-16,0,0.3166,1,34.29,41.3222,2023-01-30,0,3.8898,1,34.29,48.0952,2023-02-13,0,7.6502,3.4543,0.0200184659611137,2023-01-09
prebreak,300442,2023-01-10,S,S,A,C,S,S,A,25.7439,22.75,21.7,1.05,,1,22.75,24.646,2023-01-13,0,1.7881,1,22.75,24.646,2023-01-13,0,1.7881,1,22.75,24.646,2023-01-13,0,1.7881,4.3613,-0.0029042664110044,2023-01-10
prebreak,603213,2023-01-10,S,S,A,C,S,S,A,14.2177,12.55,11.94,0.61,,1,12.55,13.3112,2023-01-13,0,1.2314,1,12.55,13.3112,2023-01-13,0,1.2314,1,12.55,13.3112,2023-01-13,0,1.2314,1.5869,0.0220738803190274,2023-01-10
prebreak,600391,2023-01-13,S,S,A,C,S,S,A,18.1,17.96,17.07,0.89,,1,17.96,20.6,2023-01-20,0,2.9491,1,17.96,20.93,2023-02-03,0,3.3196,1,17.96,20.58,2023-02-17,0,2.9266,4.8349,-0.0088300220750552,2023-01-13
prebreak,603599,2023-01-13,S,S,A,C,S,S,A,18.9788,19.21,18.47,0.74,,1,19.21,19.7329,2023-01-20,0,0.6865,1,19.21,19.8451,2023-02-03,0,0.838,1,19.21,19.6706,2023-02-17,0,0.6023,1.5513,-0.0209348057138701,2023-01-13
prebreak,600391,2023-01-20,S,S,A,C,S,S,A,20.6,17.96,17.07,0.89,,1,17.96,20.93,2023-02-03,0,3.3196,1,17.96,20.92,2023-02-10,0,3.3084,1,17.96,21.02,2023-02-24,0,3.4207,2.713,0.050906963136337,2023-01-20
prebreak,000501,2023-02-01,S,S,A,C,S,S,A,10.2572,10.44,9.91,0.53,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,10.44,10.9385,2023-03-01,0,0.925,4.7194,0.043457583605301,2023-02-01
prebreak,600768,2023-02-02,S,S,A,C,S,S,A,11.5154,9.31,8.81,0.5,,1,9.31,11.4565,2023-02-09,0,4.2762,1,9.31,10.8974,2023-02-16,0,3.1587,1,9.31,11.1132,2023-03-02,0,3.59,3.3009,0.0350704560527745,2023-02-02
prebreak,300970,2023-02-03,S,S,A,C,S,S,A,14.579,13.07,12.5,0.57,,1,13.07,14.6969,2023-02-08,0,2.835,1,13.07,14.6969,2023-02-08,0,2.835,1,13.07,14.6969,2023-02-08,0,2.835,2.0552,-0.0037829840982752,2023-02-03
prebreak,603599,2023-02-03,S,S,A,C,S,S,A,19.8451,20.11,19.34,0.77,,0,0.0,0.0,,0,0.0,1,20.11,19.6706,2023-02-17,0,-0.5901,1,20.11,20.6679,2023-03-03,0,0.7042,1.6843,0.0564817721023678,2023-02-03
prebreak,002258,2023-02-07,S,S,A,C,S,S,A,17.287,17.69,16.99,0.7,,1,17.69,17.5722,2023-02-14,0,-0.1874,1,17.69,17.4618,2023-02-15,0,-0.345,1,17.69,17.4618,2023-02-15,0,-0.345,1.6759,0.0173574034395866,2023-02-07
prebreak,600690,2023-02-17,S,S,A,C,S,S,A,23.389,24.26,23.28,0.98,,1,24.26,23.93,2023-02-24,0,-0.3553,1,24.26,23.28,2023-03-01,1,-1.0182,1,24.26,23.28,2023-03-01,1,-1.0182,1.9965,-0.0115371619164276,2023-02-17
prebreak,000063,2023-02-20,S,S,A,C,S,S,A,27.6117,25.72,24.7,1.02,,1,25.72,29.2178,2023-02-27,0,3.4079,1,25.72,30.5905,2023-03-06,0,4.7528,1,25.72,31.4682,2023-03-20,0,5.6128,2.5741,0.0382250959755638,2023-02-20
prebreak,002827,2023-02-20,S,S,A,C,S,S,A,10.9106,10.62,10.11,0.51,,1,10.62,10.2523,2023-02-23,0,-0.7363,1,10.62,10.2523,2023-02-23,0,-0.7363,1,10.62,10.2523,2023-02-23,0,-0.7363,1.6719,0.0417668424700732,2023-02-20
prebreak,600801,2023-02-20,S,S,A,C,S,S,A,15.5377,14.19,13.65,0.54,,1,14.19,15.1482,2023-02-27,0,1.7533,1,14.19,14.7673,2023-03-06,0,1.0484,1,14.19,14.2046,2023-03-20,0,0.0071,2.1016,0.0576182712424373,2023-02-20
prebreak,002179,2023-02-23,S,S,A,C,S,S,A,40.6491,41.34,39.17,2.17,,1,41.34,41.2791,2023-02-28,0,-0.0425,1,41.34,41.2791,2023-02-28,0,-0.0425,1,41.34,41.2791,2023-02-28,0,-0.0425,1.988,-0.0061971667647869,2023-02-23
prebreak,600993,2023-02-28,S,S,A,C,S,S,A,25.7163,22.69,21.68,1.01,,1,22.69,24.5982,2023-03-07,0,1.871,1,22.69,25.282,2023-03-14,0,2.5476,1,22.69,23.9698,2023-03-28,0,1.2493,2.0002,0.0235501127149555,2023-02-28
prebreak,300244,2023-03-01,S,S,A,C,S,S,A,23.563,24.49,23.22,1.27,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,24.49,25.9736,2023-03-29,0,1.1528,5.8222,0.0242601671950455,2023-03-01
prebreak,002179,2023-03-02,S,S,A,C,S,S,A,41.424,42.5,40.7,1.8,,1,42.5,42.0613,2023-03-08,0,-0.2615,1,42.5,42.0613,2023-03-08,0,-0.2615,1,42.5,42.0613,2023-03-08,0,-0.2615,2.0956,0.0125226398124032,2023-03-02
prebreak,300244,2023-03-08,S,S,A,C,S,S,A,23.0649,23.84,22.68,1.16,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,23.84,24.9862,2023-04-06,0,0.9719,5.8222,-0.0029251781980446,2023-03-08
prebreak,600258,2023-03-13,S,S,A,C,S,S,A,22.1683,23.46,22.41,1.05,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,23.46,23.1747,2023-04-11,0,-0.2885,1.7106,0.0439190454683628,2023-03-13
prebreak,300244,2023-03-15,S,S,A,C,S,S,A,22.6824,23.35,22.26,1.09,,1,23.35,23.6876,2023-03-22,0,0.2932,1,23.35,25.9736,2023-03-29,0,2.3892,1,23.35,25.7957,2023-04-13,0,2.2261,1.7732,-0.0179384923144668,2023-03-15
prebreak,300294,2023-03-17,S,S,A,C,S,S,A,34.7726,34.55,32.86,1.69,,1,34.55,34.059,2023-03-22,0,-0.3059,1,34.55,34.059,2023-03-22,0,-0.3059,1,34.55,34.059,2023-03-22,0,-0.3059,1.7813,0.0266247300494359,2023-03-17
prebreak,300244,2023-03-22,S,S,A,C,S,S,A,23.6876,23.11,22.19,0.92,,1,23.11,25.9736,2023-03-29,0,3.0916,1,23.11,24.9862,2023-04-06,0,2.019,1,23.11,26.0448,2023-04-20,0,3.1689,5.8222,-0.0334564122548998,2023-03-22
prebreak,002007,2023-03-24,S,S,A,C,S,S,A,19.766,20.32,19.31,1.01,,0,0.0,0.0,,0,0.0,1,20.32,22.0099,2023-04-10,0,1.6569,1,20.32,21.1517,2023-04-24,0,0.8077,3.4145,0.0247820838527983,2023-03-24
prebreak,300294,2023-03-24,S,S,A,C,S,S,A,33.7311,34.55,32.86,1.69,,0,0.0,0.0,,0,0.0,1,34.55,35.679,2023-04-10,0,0.6521,1,34.55,36.8362,2023-04-24,0,1.3364,2.8092,0.0528710866507586,2023-03-24
prebreak,002007,2023-03-31,S,S,A,C,S,S,A,19.5157,20.32,19.31,1.01,,1,20.32,22.0099,2023-04-10,0,1.6569,1,20.32,22.0815,2023-04-17,0,1.7276,1,20.32,20.8209,2023-05-04,0,0.4804,3.4145,0.0247820838527983,2023-03-31
prebreak,002163,2023-03-31,S,S,A,C,S,S,A,12.21,12.12,11.6,0.52,,1,12.12,12.09,2023-04-10,0,-0.0754,1,12.12,11.71,2023-04-17,0,-0.8057,1,12.12,11.6,2023-04-18,1,-1.0171,2.1967,0.0167785234899329,2023-03-31
prebreak,300294,2023-03-31,S,S,A,C,S,S,A,33.6829,34.55,32.86,1.69,,1,34.55,35.679,2023-04-10,0,0.6521,1,34.55,36.9808,2023-04-17,0,1.4219,1,34.55,37.4755,2023-05-04,0,1.7145,2.8092,0.0528710866507586,2023-03-31
prebreak,300947,2023-04-06,S,S,A,C,S,S,A,14.36,13.71,13.05,0.66,,1,13.71,17.76,2023-04-13,0,6.1167,1,13.71,15.97,2023-04-20,0,3.4063,1,13.71,13.72,2023-05-09,0,-0.0006,2.8896,-0.0432658757850662,2023-04-06
prebreak,601066,2023-04-19,S,S,A,C,S,S,A,25.18,26.24,25.08,1.16,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,26.24,26.161,2023-05-11,0,-0.0852,5.4017,0.0322406019373771,2023-04-19
prebreak,601995,2023-05-08,S,S,A,C,S,S,A,41.5838,40.98,39.14,1.84,,1,40.98,44.1264,2023-05-11,0,1.692,1,40.98,44.1264,2023-05-11,0,1.692,1,40.98,44.1264,2023-05-11,0,1.692,5.1438,0.0725821467517378,2023-05-08
prebreak,301083,2023-05-22,S,S,A,C,S,S,A,14.3379,11.99,11.44,0.55,,1,11.99,24.6144,2023-05-29,0,22.9224,1,11.99,21.0546,2023-06-05,0,16.4541,1,11.99,22.3098,2023-06-19,0,18.7349,9.2257,-0.0376315279671407,2023-05-22
prebreak,000550,2023-05-24,S,S,A,C,S,S,A,11.5177,12.04,11.49,0.55,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,12.04,12.1197,2023-06-21,0,0.1282,2.3603,-0.0502811308886348,2023-05-24
prebreak,688303,2023-05-24,S,S,A,C,S,S,A,39.8856,40.28,38.32,1.96,,1,40.28,42.0418,2023-05-31,0,0.8827,1,40.28,41.6775,2023-06-07,0,0.6969,1,40.28,39.669,2023-06-21,0,-0.3272,3.4364,-0.0118208989087091,2023-05-24
prebreak,600699,2023-05-25,S,S,A,C,S,S,A,14.9035,14.81,14.12,0.69,,1,14.81,14.9709,2023-06-01,0,0.2167,1,14.81,14.9901,2023-06-08,0,0.2446,0,14.81,16.6268,2023-06-26,0,2.6151,1.6034,0.1162971552284608,2023-05-25
prebreak,600893,2023-06-05,S,S,A,C,S,S,A,39.4222,42.47,40.51,1.96,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,42.47,42.1825,2023-07-05,0,-0.163,2.3283,0.0819198646445915,2023-06-05
prebreak,603160,2023-06-05,S,S,A,C,S,S,A,49.717,51.06,48.7,2.36,,0,0.0,0.0,,0,0.0,1,51.06,49.6874,2023-06-15,0,-0.5977,1,51.06,49.6874,2023-06-15,0,-0.5977,2.7396,0.0490153662194317,2023-06-05
prebreak,688586,2023-06-05,S,S,A,C,S,S,A,12.8174,13.34,12.73,0.61,,0,0.0,0.0,,0,0.0,1,13.34,13.3735,2023-06-19,0,0.0382,1,13.34,13.2954,2023-07-05,0,-0.0897,5.6144,0.0305729938079188,2023-06-05
prebreak,600089,2023-06-08,S,S,A,C,S,S,A,15.2892,15.9,15.14,0.76,,1,15.9,15.7199,2023-06-13,0,-0.2527,1,15.9,15.7199,2023-06-13,0,-0.2527,1,15.9,15.7199,2023-06-13,0,-0.2527,2.2924,-0.0043818626326648,2023-06-08
prebreak,600699,2023-06-08,S,S,A,C,S,S,A,14.9901,14.81,14.12,0.69,,1,14.81,16.8868,2023-06-15,0,2.9916,1,14.81,16.6268,2023-06-26,0,2.6151,1,14.81,17.9939,2023-07-10,0,4.5952,1.7643,0.0407911030638585,2023-06-08
prebreak,600893,2023-06-12,S,S,A,C,S,S,A,38.9185,39.89,38.46,1.43,,1,39.89,39.7444,2023-06-19,0,-0.123,1,39.89,40.9734,2023-06-28,0,0.7359,1,39.89,41.1518,2023-07-12,0,0.8606,1.988,-0.0393880102388886,2023-06-12
prebreak,301022,2023-06-15,S,S,A,C,S,S,A,25.7771,23.72,22.53,1.19,,1,23.72,26.4332,2023-06-26,0,2.2634,1,23.72,24.2433,2023-07-03,0,0.4243,1,23.72,27.0699,2023-07-17,0,2.7981,2.0076,0.0579457663599922,2023-06-15
prebreak,600089,2023-06-15,S,S,A,C,S,S,A,15.6157,15.9,15.14,0.76,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,15.9,15.7894,2023-07-17,0,-0.1614,2.8858,0.005679304836337,2023-06-15
prebreak,002465,2023-06-16,S,S,A,C,S,S,A,9.7757,9.91,9.4,0.51,,1,9.91,9.9224,2023-06-27,0,0.0095,1,9.91,10.0103,2023-07-04,0,0.1819,1,9.91,9.9028,2023-07-18,0,-0.0289,1.5536,0.0526845323633564,2023-06-16
prebreak,002831,2023-06-16,S,S,A,C,S,S,A,15.9175,15.6,14.96,0.64,,1,15.6,15.5479,2023-06-27,0,-0.0999,1,15.6,16.1979,2023-07-04,0,0.915,1,15.6,16.4145,2023-07-18,0,1.2534,1.5827,-0.0213412636016739,2023-06-16
prebreak,300627,2023-06-19,S,S,A,C,S,S,A,21.6983,19.96,19.02,0.94,,1,19.96,21.4369,2023-06-26,0,1.5541,1,19.96,21.4369,2023-06-26,0,1.5541,1,19.96,21.4369,2023-06-26,0,1.5541,2.2264,0.0119410465145917,2023-06-19
prebreak,600893,2023-06-19,S,S,A,C,S,S,A,39.7444,39.89,38.46,1.43,,1,39.89,40.0417,2023-06-26,0,0.0848,1,39.89,40.0417,2023-06-26,0,0.0848,1,39.89,40.0417,2023-06-26,0,0.0848,1.9614,-0.0171840834682547,2023-06-19
prebreak,002053,2023-06-20,S,S,A,C,S,S,A,10.281,10.78,10.22,0.56,,0,0.0,0.0,,0,0.0,1,10.78,10.7173,2023-07-05,0,-0.1265,1,10.78,10.7173,2023-07-05,0,-0.1265,1.6774,0.0672858161733478,2023-06-20
prebreak,300627,2023-06-28,S,S,A,C,S,S,A,21.3132,19.96,19.02,0.94,,1,19.96,22.8193,2023-07-05,0,3.0238,1,19.96,22.4686,2023-07-12,0,2.6509,1,19.96,21.7946,2023-07-26,0,1.9343,1.7888,0.0201219407394899,2023-06-28
prebreak,301160,2023-06-28,S,S,A,C,S,S,A,15.8973,15.8,14.97,0.83,,1,15.8,16.2004,2023-07-05,0,0.4677,1,15.8,16.1416,2023-07-12,0,0.3969,1,15.8,16.0104,2023-07-26,0,0.2389,3.1623,0.0007133149761182,2023-06-28
prebreak,600893,2023-06-28,S,S,A,C,S,S,A,40.9734,41.43,39.52,1.91,,1,41.43,42.1825,2023-07-05,0,0.3773,1,41.43,41.1518,2023-07-12,0,-0.1621,1,41.43,40.0913,2023-07-26,0,-0.717,2.3283,0.0554259475447476,2023-06-28
prebreak,600585,2023-07-04,S,S,A,C,S,S,A,21.2314,21.75,20.97,0.78,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,21.75,23.6733,2023-08-01,0,2.443,3.75,0.0071575416026004,2023-07-04
prebreak,003037,2023-07-07,S,S,A,C,S,S,A,12.2333,12.57,11.97,0.6,,1,12.57,12.4289,2023-07-12,0,-0.2509,1,12.57,12.4289,2023-07-12,0,-0.2509,1,12.57,12.4289,2023-07-12,0,-0.2509,1.5954,-0.0073909081889524,2023-07-07
prebreak,301107,2023-07-07,S,S,A,C,S,S,A,16.6934,14.69,14.14,0.55,,1,14.69,18.2278,2023-07-14,0,6.408,1,14.69,15.5292,2023-07-21,0,1.5045,1,14.69,14.5257,2023-08-04,0,-0.3188,2.4506,0.0559256213702765,2023-07-07
prebreak,600827,2023-07-07,S,S,A,C,S,S,A,12.026,13.01,12.38,0.63,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,13.01,13.4367,2023-08-04,0,0.6612,2.8909,0.1102272296014803,2023-07-07
prebreak,000408,2023-07-11,S,S,A,C,S,S,A,20.6289,21.05,20.1,0.95,,0,0.0,0.0,,0,0.0,1,21.05,20.3689,2023-07-24,0,-0.7334,1,21.05,20.3689,2023-07-24,0,-0.7334,2.1227,0.0289103700515303,2023-07-11
prebreak,300629,2023-07-13,S,S,A,C,S,S,A,19.8431,21.22,20.18,1.04,,0,0.0,0.0,,0,0.0,1,21.22,20.7302,2023-07-27,0,-0.4861,1,21.22,20.5035,2023-07-31,0,-0.704,2.2684,0.0207137213484418,2023-07-13
prebreak,600199,2023-07-19,S,S,A,C,S,S,A,24.99,25.89,24.76,1.13,,1,25.89,26.64,2023-07-26,0,0.6459,1,25.89,27.59,2023-08-02,0,1.4861,1,25.89,25.93,2023-08-16,0,0.018,2.6716,0.0532953620829943,2023-07-19
prebreak,601966,2023-07-24,S,S,A,C,S,S,A,22.3525,21.66,20.57,1.09,,1,21.66,21.8892,2023-07-27,0,0.195,1,21.66,21.8892,2023-07-27,0,0.195,1,21.66,21.8892,2023-07-27,0,0.195,1.649,0.0300188808199626,2023-07-24
prebreak,300384,2023-07-25,S,S,A,C,S,S,A,15.7451,16.04,15.26,0.78,,1,16.04,16.0035,2023-08-01,0,-0.0624,1,16.04,15.902,2023-08-02,0,-0.1924,1,16.04,15.902,2023-08-02,0,-0.1924,3.046,0.0438860031738035,2023-07-25
