id,signals,capital,risk_ratio,max_positions,monthly_inject,min_date,window_min,window_max,risk_growth,note,skip,max_date
P01,产出/输出/backtest_r43_t2/signals.csv,30000.0,0.016,999,0.0,2019-01-01,,,False,波次4 0.016×30000近7年,False,
P02,产出/输出/backtest_r43_t2/signals.csv,30000.0,0.018,999,0.0,2019-01-01,,,False,波次4 0.018×30000近7年,False,
P03,产出/输出/backtest_r43_t2/signals.csv,50000.0,0.016,999,0.0,2019-01-01,,,False,波次4 0.016×50000近7年,False,
P04,产出/输出/backtest_r43_t2/signals.csv,50000.0,0.018,999,0.0,2019-01-01,,,False,波次4 0.018×50000近7年,False,
P05,产出/输出/backtest_r43_t2/signals.csv,100000.0,0.016,999,0.0,2019-01-01,,,False,波次4 0.016×100000近7年,False,
P06,产出/输出/backtest_r43_t2/signals.csv,100000.0,0.018,999,0.0,2019-01-01,,,False,波次4 0.018×100000近7年,False,
