id,signals,capital,risk_ratio,max_positions,monthly_inject,min_date,window_min,window_max,risk_growth,note,skip,max_date
P07,产出/输出/backtest_r43_t2/signals.csv,30000.0,0.01,999,0.0,2019-01-01,,,False,波次4补 0.0100×30000近7年,False,
P08,产出/输出/backtest_r43_t2/signals.csv,30000.0,0.012855,999,0.0,2019-01-01,,,False,波次4补 0.0129×30000近7年,False,
P09,产出/输出/backtest_r43_t2/signals.csv,50000.0,0.01,999,0.0,2019-01-01,,,False,波次4补 0.0100×50000近7年,False,
P10,产出/输出/backtest_r43_t2/signals.csv,50000.0,0.012855,999,0.0,2019-01-01,,,False,波次4补 0.0129×50000近7年,False,
P11,产出/输出/backtest_r43_t2/signals.csv,100000.0,0.01,999,0.0,2019-01-01,,,False,波次4补 0.0100×100000近7年,False,
P12,产出/输出/backtest_r43_t2/signals.csv,100000.0,0.012855,999,0.0,2019-01-01,,,False,波次4补 0.0129×100000近7年,False,
