mode,code,date,grade,PT,TY,DN,DL,LK,SF,close,trigger,stop,risk,prbook_warn,triggered_20d,entry_20d,exit_20d,exit_date_20d,stopped_20d,r_20d
prebreak,600833,2026-08-07,A,S,A,C,A,S,A,10.0100,10.1800,9.6400,0.5400,,1,10.1800,11.0100,2026-08-10,0,1.5370
